,ig,aspect,polarities
2908,Ọ bụrụ na ị bụ onye na-akwado Tequila ị gaghị enwe nkụda mmụọ.,Tequila,positive
2911,Weta ụbọchị gị na karama mmanya!,karama mmanya,neutral
2913,"Tebụl dị nso, n'ihi ya, ọ ka mma ka ị nwee ahụ iru ala bumping elbows na ndị nkwado ndị ọzọ.",Tebụl,negative
2916,Nri ahụ bụ ihe okike dị ka ihe ndozi ma ha abụọ na-arụ ọrụ.,ihe ndozi,positive
2919,Nri ahụ bụ ihe okike dị ka ihe ndozi ma ha abụọ na-arụ ọrụ.,nri,positive
2922,"Nanị aro bụ na ị na-agbapụ dessert, ọ bụ overpriced na dara mkpụmkpụ na uto.",dessert,negative
2926,"Nanị aro bụ na ị na-agbapụ dessert, ọ bụ overpriced na dara mkpụmkpụ na uto.",uto,negative
2930,"Sandwiches, burgers na salads, dị ka cobb na-eji ejiji lemon, bụ ihe ịga nke ọma kpochapụwo.",Sandwiches,positive
2933,"Sandwiches, burgers na salads, dị ka cobb na-eji ejiji lemon, bụ ihe ịga nke ọma kpochapụwo.",burgers,positive
2936,"Sandwiches, burgers na salads, dị ka cobb na-eji ejiji lemon, bụ ihe ịga nke ọma kpochapụwo.",salads,positive
2939,"Sandwiches, burgers na salads, dị ka cobb na-eji ejiji lemon, bụ ihe ịga nke ọma kpochapụwo.",lemon-eji ejiji cobb,positive
2942,"Hip boutiques na Ogwe na Ludlow tinye na artsy, tọrọ-azụ ikuku na nke a Israel-style takeout na-eri-na burger nkwonkwo.",ikuku,positive
2945,"Young agbata obi trendies graze na counter n'ehihie, mgbe chic, art-ụlọ drinkers na arọ doses nke munchies ikpo na mbubreyo n'abalị.",counter,neutral
2947,"Obere ebe a na-eri nri n'èzí na-eme ka ohere nkeonwe, nke dị mma iji mụọ naanị ma ọ bụ zute ndị enyi.",ohere,positive
2951,"Obere ebe a na-eri nri n'èzí na-eme ka ohere nkeonwe, nke dị mma iji mụọ naanị ma ọ bụ zute ndị enyi.",Ebe a na-eri nri n'èzí,positive
2955,"Mmesapụ aka chọọ mma, organic grilled burgers bụ ndị kasị ewu ewu efere, ma Jerusalem ahịa-style falafel wraps na Mediterranean salads - layered na beets, ewu cheese na walnuts - bụ dokwara scrumptious.",Jerusalem ahịa-style falafel wraps,positive
2959,"Mmesapụ aka chọọ mma, organic grilled burgers bụ ndị kasị ewu ewu efere, ma Jerusalem ahịa-style falafel wraps na Mediterranean salads - layered na beets, ewu cheese na walnuts - bụ dokwara scrumptious.",efere,positive
2963,"Mmesapụ aka chọọ mma, organic grilled burgers bụ ndị kasị ewu ewu efere, ma Jerusalem ahịa-style falafel wraps na Mediterranean salads - layered na beets, ewu cheese na walnuts - bụ dokwara scrumptious.",Organic grilled burgers,positive
2967,"Mmesapụ aka chọọ mma, organic grilled burgers bụ ndị kasị ewu ewu efere, ma Jerusalem ahịa-style falafel wraps na Mediterranean salads - layered na beets, ewu cheese na walnuts - bụ dokwara scrumptious.","Salads Mediterranean - layered na beets, cheese ewu na walnuts",positive
2969,"Anụ-phobes bụ na chioma na pụrụ iche veggie burger, mere si a pụrụ iche ngwakọta nke chickpeas, carrots na ndị ọzọ na akwụkwọ nri na ngwa nri.",carrots,positive
2973,"Anụ-phobes bụ na chioma na pụrụ iche veggie burger, mere si a pụrụ iche ngwakọta nke chickpeas, carrots na ndị ọzọ na akwụkwọ nri na ngwa nri.",chickpeas,positive
2977,"Anụ-phobes bụ na chioma na pụrụ iche veggie burger, mere si a pụrụ iche ngwakọta nke chickpeas, carrots na ndị ọzọ na akwụkwọ nri na ngwa nri.",akwụkwọ nri,positive
2981,"Anụ-phobes bụ na chioma na pụrụ iche veggie burger, mere si a pụrụ iche ngwakọta nke chickpeas, carrots na ndị ọzọ na akwụkwọ nri na ngwa nri.",ihe ndị na-esi ísì ụtọ,positive
2985,"Anụ-phobes bụ na chioma na pụrụ iche veggie burger, mere si a pụrụ iche ngwakọta nke chickpeas, carrots na ndị ọzọ na akwụkwọ nri na ngwa nri.",veggie burger,positive
2989,"Nri ahụ dị oke ụtọ, nke e gosipụtara n'ụzọ okike na mmanya ahụ magburu onwe ya.",mmanya,positive
2993,"Nri ahụ dị oke ụtọ, nke e gosipụtara n'ụzọ okike na mmanya ahụ magburu onwe ya.",nri,positive
2997,Dug na-acha anụnụ anụnụ mmanya ebe kwa.,Acha anụnụ anụnụ mmanya ebe,positive
2999,Na Short The Black Sheep dị iche na midtown ụlọ mmanya ìgwè ehi na a anya na bụ a mix nke egwuregwu-mmanya butch na ornate kitsch.,anya,negative
3001,""" The menu na-agụnye ụlọ mmanya ụgbọ - burgers, steaks na ọzụzụ atụrụ pie - na ọbụna a portabella lasagna maka ndị ojii atụrụ a maara dị ka ""anaghị eri anụ.",burgers,neutral
3003,""" The menu na-agụnye ụlọ mmanya ụgbọ - burgers, steaks na ọzụzụ atụrụ pie - na ọbụna a portabella lasagna maka ndị ojii atụrụ a maara dị ka ""anaghị eri anụ.",menu,neutral
3005,""" The menu na-agụnye ụlọ mmanya ụgbọ - burgers, steaks na ọzụzụ atụrụ pie - na ọbụna a portabella lasagna maka ndị ojii atụrụ a maara dị ka ""anaghị eri anụ.",pub ụgbọ,neutral
3007,""" The menu na-agụnye ụlọ mmanya ụgbọ - burgers, steaks na ọzụzụ atụrụ pie - na ọbụna a portabella lasagna maka ndị ojii atụrụ a maara dị ka ""anaghị eri anụ.",ndị ọzụzụ atụrụ pie,neutral
3009,""" The menu na-agụnye ụlọ mmanya ụgbọ - burgers, steaks na ọzụzụ atụrụ pie - na ọbụna a portabella lasagna maka ndị ojii atụrụ a maara dị ka ""anaghị eri anụ.",steaks,neutral
3011,""" The menu na-agụnye ụlọ mmanya ụgbọ - burgers, steaks na ọzụzụ atụrụ pie - na ọbụna a portabella lasagna maka ndị ojii atụrụ a maara dị ka ""anaghị eri anụ.",Portabella lasagna,neutral
3013,"Na sava [nwanyị] niile mara mma kwa, nke dị mma mgbe niile.",[nwanyi] sava,positive
3015,The akụkụ dị nnọọ ukwuu na ọrụ bụ kediegwu !!,akụkụ,positive
3019,The akụkụ dị nnọọ ukwuu na ọrụ bụ kediegwu !!,ọrụ,positive
3023,Ana m akwado chicken milanese.,ọkụkọ milanese,positive
3026,Onye nwe ya bụ nanị ihe mara mma ma nwee obi ụtọ.,nwe,positive
3029,The teas bụ oké na niile sweets na-arụrụ n'ụlọ.,sweets,positive
3033,The teas bụ oké na niile sweets na-arụrụ n'ụlọ.,teas,positive
3037,Ime ụlọ na-akpachi anya ma mara mma na ọrụ enyi na enyi dị oke mma ma na-ege ntị.,ọrụ,positive
3041,Ime ụlọ na-akpachi anya ma mara mma na ọrụ enyi na enyi dị oke mma ma na-ege ntị.,ime ụlọ,positive
3045,"The nri bụ ihe niile gburugburu mma, na mpịakọta na-emekarị magburu onwe na sushi / sashimi bụghị nnọọ na otu larịị.",sushi/sashimi,neutral
3047,"The nri bụ ihe niile gburugburu mma, na mpịakọta na-emekarị magburu onwe na sushi / sashimi bụghị nnọọ na otu larịị.",mpịakọta,positive
3051,"The nri bụ ihe niile gburugburu mma, na mpịakọta na-emekarị magburu onwe na sushi / sashimi bụghị nnọọ na otu larịị.",nri,positive
3055,(A na-egbutu sashimi ntakịrị thinly.,sashimi,negative
3058,") Ọ bụghị ụlọ oriri na ọṅụṅụ Japan kachasị mma na East Village, mana ọ bụ ihe siri ike mara mma maka ọnụahịa ya dị ala, ma baa uru nleta ugboro ugboro.",ọnụahịa,positive
3061,"Ọ bụghị n'ihi na m dị ime, ma nri ebe a na-atọ ụtọ mgbe niile.",nri,positive
3064,Ịbụ Puerto Rican m maara otu ihe ma ọ bụ abụọ banyere flan na ebe a na-eje ozi otu n'ime ndị kasị mma (Enwere m olileanya na mama anaghị agụ nke a!).,flan,positive
3066,"Ogwe a nwere ya niile - nnukwu ihe ọṅụṅụ, ikuku dị jụụ, ọrụ magburu onwe ya na nri na-atọ ụtọ.",ihe ọṅụṅụ,positive
3070,"Ogwe a nwere ya niile - nnukwu ihe ọṅụṅụ, ikuku dị jụụ, ọrụ magburu onwe ya na nri na-atọ ụtọ.",nri,positive
3074,"Ogwe a nwere ya niile - nnukwu ihe ọṅụṅụ, ikuku dị jụụ, ọrụ magburu onwe ya na nri na-atọ ụtọ.",ikuku,positive
3078,"Ogwe a nwere ya niile - nnukwu ihe ọṅụṅụ, ikuku dị jụụ, ọrụ magburu onwe ya na nri na-atọ ụtọ.",ọrụ,positive
3082,Steak gbazee n'ọnụ m.,steak,positive
3084,"Oge obi ụtọ dị ọnụ ala, ma nke ahụ anaghị egosipụta ọrụ ma ọ bụ ikuku.",ọrụ,positive
3086,"Oge obi ụtọ dị ọnụ ala, ma nke ahụ anaghị egosipụta ọrụ ma ọ bụ ikuku.",ikuku,positive
3088,"Oge obi ụtọ dị ọnụ ala, ma nke ahụ anaghị egosipụta ọrụ ma ọ bụ ikuku.",Obi ụtọ hour,positive
3091,"Nye ndị nwe ya; Ezigbo ọrụ ụmụ okorobịa, ebe a bụ onye nche!",ndị nwe,positive
3094,"Ndepụta mmanya ahụ magburu onwe ya, tapas anyị na-atọ ụtọ, na ikuku dị jụụ zuru oke maka mkparịta ụka dị mma.",ndepụta mmanya,positive
3098,"Ndepụta mmanya ahụ magburu onwe ya, tapas anyị na-atọ ụtọ, na ikuku dị jụụ zuru oke maka mkparịta ụka dị mma.",ikuku,positive
3102,"Ndepụta mmanya ahụ magburu onwe ya, tapas anyị na-atọ ụtọ, na ikuku dị jụụ zuru oke maka mkparịta ụka dị mma.",tapas,positive
3106,Anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese.,asparagus,neutral
3108,Anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese.,cheese efere,neutral
3110,Anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese.,scallops,neutral
3112,Anyị malitere site na scallops na asparagus ma nwekwaa crab shei dị nro yana efere cheese.,soft shei crab,neutral
3114,Ana m atụ anya ịlaghachi n'oge na-adịghị anya ma mechaa gbalịa ọtụtụ ihe niile na menu!,menu,positive
3116,Onye nwe ụlọ na-atọ ụtọ ma na-atọ ụtọ.,Nwe,positive
3119,"Nye ya a na-agbalị, menu bụ ahụkarị French ma dịgasị iche iche.",menu,neutral
3122,"magburu onwe tapas na oké ahịa, ihunanya, obere ma ọ bụghị gabiga ókè crowed, magburu onwe",ọnụahịa,positive
3126,"magburu onwe tapas na oké ahịa, ihunanya, obere ma ọ bụghị gabiga ókè crowed, magburu onwe",tapas,positive
3130,Nke a ka bụ otu n'ime ụlọ oriri na ọṅụṅụ kachasị amasị m na mpaghara nri ahụ adịghị ọnụ ala ma dị ezigbo mma (kimono shrimp pụrụ iche magburu onwe ya) ma nwee nnukwu ikuku.,ikuku,positive
3134,Nke a ka bụ otu n'ime ụlọ oriri na ọṅụṅụ kachasị amasị m na mpaghara nri ahụ adịghị ọnụ ala ma dị ezigbo mma (kimono shrimp pụrụ iche magburu onwe ya) ma nwee nnukwu ikuku.,Kimono shrimp pụrụ iche,positive
3138,Nke a ka bụ otu n'ime ụlọ oriri na ọṅụṅụ kachasị amasị m na mpaghara nri ahụ adịghị ọnụ ala ma dị ezigbo mma (kimono shrimp pụrụ iche magburu onwe ya) ma nwee nnukwu ikuku.,nri,positive
3142,Nwere ike ịbụ a bit ọrụ n'aka gburugburu elu ugboro n'ihi na size.,size,negative
3145,Agara m Kitchenette na izu ụka a maka brunch.,brunch,neutral
3147,"Ebe ahụ mara mma nke ukwuu, nri ahụ dịkwa ụtọ.",ebe,positive
3151,"Ebe ahụ mara mma nke ukwuu, nri ahụ dịkwa ụtọ.",nri,positive
3155,"Otú ọ dị, ọrụ ahụ jọgburu onwe ya.",ọrụ,negative
3158,"The waitstaff bụ solicitous na enyi na enyi na mgbe niile yiri obi ụtọ ịhụ anyị, na nri bụ ebube, ma ọ bụrụ na ọ bụghị stunningly okike.",waitstaff,positive
3162,"The waitstaff bụ solicitous na enyi na enyi na mgbe niile yiri obi ụtọ ịhụ anyị, na nri bụ ebube, ma ọ bụrụ na ọ bụghị stunningly okike.",nri,positive
3166,Enwere m mmasị na lobster ravioli!,lobster ravioli,positive
3169,"N'oge na-adịbeghị anya, anyị nọrọ Afọ Ọhụrụ na ụlọ oriri na ọṅụṅụ, ma nwee ahụmịhe dị ukwuu, site na mmanya na menu dessert.",dessert menu,positive
3172,"N'oge na-adịbeghị anya, anyị nọrọ Afọ Ọhụrụ na ụlọ oriri na ọṅụṅụ, ma nwee ahụmịhe dị ukwuu, site na mmanya na menu dessert.",mmanya,positive
3175,"Ebe a bụ classy, chic, ọrụ ahụ na-ekpo ọkụ ma na-ele ọbịa, nri ahụ pụtara ìhè.",ebe,positive
3179,"Ebe a bụ classy, chic, ọrụ ahụ na-ekpo ọkụ ma na-ele ọbịa, nri ahụ pụtara ìhè.",ọrụ,positive
3183,"Ebe a bụ classy, chic, ọrụ ahụ na-ekpo ọkụ ma na-ele ọbịa, nri ahụ pụtara ìhè.",nri,positive
3187,Echere m na enyi m nọ n'ụlọ mmanya maka nkeji ole na ole,bar,neutral
3189,"Ebe a nwere sushi mara mma, ọ dịkwa ụtọ CHEAP. ",sushi,positive
3192,O nwekwara nza nke ndị ọzọ Korean efere na bụ oké ọnụ na dị nnọọ ka yummy.,Korean efere,positive
3195,"Magburu onwe menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na FOOD na-eme ka m na-abịa azụ!",ọrụ,positive
3199,"Magburu onwe menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na FOOD na-eme ka m na-abịa azụ!",menu,positive
3203,"Magburu onwe menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na FOOD na-eme ka m na-abịa azụ!",ambiance,positive
3207,"Magburu onwe menu, na-ekpo ọkụ na-akpọ ambiance, oké ọrụ na FOOD na-eme ka m na-abịa azụ!",NRI,positive
3209,O yighị ka e mere mgbalị ọ bụla maka ngosipụta na àgwà nke nri.,Na-egosi na àgwà nke nri,negative
3211,Nwere ike ịka mma maka 1/3 ọnụahịa na Chinatown.,ọnụahịa,negative
3213,Onye ọbịa na Hostess bụ nnọọ mkparị.,Host,negative
3216,Onye ọbịa na Hostess bụ nnọọ mkparị.,Hostess,negative
3219,"Ọnọdụ ikuku dị ezigbo mma, na ụzọ mgbapụ nnabata site na ụlọ ahịa SI ndị ọzọ.",ikuku,positive
3222,"Otú ọ dị, nri na ọrụ na n'ụzọ dị ịrịba ama enweghị.",ọrụ,negative
3225,"Otú ọ dị, nri na ọrụ na n'ụzọ dị ịrịba ama enweghị.",nri,negative
3228,A na-egbutu sushi na ngọngọ buru ibu karịa ekwentị m.,sushi,negative
3231,"Anyị rịọrọ ka ha re-iberibe sushi, na e weghachiri anyị na obere cheese-dị ka cubes.",sushi,negative
3233,Ndị ọrụ nchere ahụ dara ụda ma na-enweghị isi.,ndị ọrụ na-echere,negative
3236,Fries french - na mmiri kalmata dị egwu!,French fries - na kalmata dip,positive
3239,"A na-atụ aro ya nke ukwuu ...  Dị ka e kwuru, m na-adịghị eri nri * na * ụlọ oriri na ọṅụṅụ ma kwụsịrị n'ebe ahụ iji bulie takeout na o yiri ka a nnọọ ntụrụndụ ebe; Ọzọkwa, ụlọ mmanya ahụ na-ele anya nke ọma.",ebe,positive
3243,"A na-atụ aro ya nke ukwuu ...  Dị ka e kwuru, m na-adịghị eri nri * na * ụlọ oriri na ọṅụṅụ ma kwụsịrị n'ebe ahụ iji bulie takeout na o yiri ka a nnọọ ntụrụndụ ebe; Ọzọkwa, ụlọ mmanya ahụ na-ele anya nke ọma.",bar,positive
3247,"A na-atụ aro ya nke ukwuu ...  Dị ka e kwuru, m na-adịghị eri nri * na * ụlọ oriri na ọṅụṅụ ma kwụsịrị n'ebe ahụ iji bulie takeout na o yiri ka a nnọọ ntụrụndụ ebe; Ọzọkwa, ụlọ mmanya ahụ na-ele anya nke ọma.",takeout,neutral
3249,"Site na emiliana erbazzone ruo mostarda na efere cheese, a na-edozi efere ndị dị na ụlọ oriri na ọṅụṅụ a niile na nlekọta dị nro.",Kacha mma n'elu cheese efere,positive
3251,"Site na emiliana erbazzone ruo mostarda na efere cheese, a na-edozi efere ndị dị na ụlọ oriri na ọṅụṅụ a niile na nlekọta dị nro.",efere,positive
3253,"Site na emiliana erbazzone ruo mostarda na efere cheese, a na-edozi efere ndị dị na ụlọ oriri na ọṅụṅụ a niile na nlekọta dị nro.",erbazzone emiliana,positive
3255,"Ọ bụghị nanị na nri ezigbo, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha bụ ndị na-eto eto na hip na maara ihe ha na-eme mgbe ọ na-abịa nri na mmanya.",nri,positive
3259,"Ọ bụghị nanị na nri ezigbo, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha bụ ndị na-eto eto na hip na maara ihe ha na-eme mgbe ọ na-abịa nri na mmanya.",ndị ọrụ,positive
3263,"Ọ bụghị nanị na nri ezigbo, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha bụ ndị na-eto eto na hip na maara ihe ha na-eme mgbe ọ na-abịa nri na mmanya.",mmanya,positive
3265,"Ọ bụghị nanị na nri ezigbo, ma mkpara ebe a bụ fọrọ nke nta anya-na-ụgbọ mmiri, ha bụ ndị na-eto eto na hip na maara ihe ha na-eme mgbe ọ na-abịa nri na mmanya.",nri,positive
3269,"N'ebe ọ bụla ọzọ, ọnụahịa ahụ ga-abụ 3x dị elu!",ọnụahịa,positive
3271,Nwere ịhụnanya nke ezinụlọ obodo ma ọ bụ ebe dị mma ikiri ihe omume egwuregwu.,ebe,positive
3274,Ndị ọrụ na-accomodating jide n'aka na ị na-satified.,Ndị ọrụ,positive
3277,Sweet Irish bartender na-enwe obi ụtọ mgbe niile ma nwee ike iweta ọnụ ọchị nye ndị enyi m ihu m.,bartender,positive
3280,Ọ bụ ezie na m kwagara uptown m na-agbalị ịkwụsị ugboro ugboro dị ka o kwere mee maka GREAT ọnụ ala nri na-akwụ ndị enyi na enyi mkpara a nleta.,ndị ọrụ,positive
3284,Ọ bụ ezie na m kwagara uptown m na-agbalị ịkwụsị ugboro ugboro dị ka o kwere mee maka GREAT ọnụ ala nri na-akwụ ndị enyi na enyi mkpara a nleta.,nri,positive
3288,Olee otú pretentious na-ekwesịghị ekwesị n'ihi na MJ Grill na-ekwu na ọ na-enye ike nri ehihie na dinners!,nri ehihie,negative
3291,Olee otú pretentious na-ekwesịghị ekwesị n'ihi na MJ Grill na-ekwu na ọ na-enye ike nri ehihie na dinners!,nri abalị,negative
3294,Olee otú ha ga-esi dị ndụ na-eje ozi mediocre nri na exorbitant ahịa?!,nri,neutral
3298,Olee otú ha ga-esi dị ndụ na-eje ozi mediocre nri na exorbitant ahịa?!,ọnụahịa,negative
3302,M rịọrọ maka a mfe ọkara obere steak.,steak,neutral
3305,"Mgbe ahụ, ha n'ụzọ ụfọdụ mere a akọrọ na ọkụ crust, gburugburu a raw na oyi n'ime.",crust,negative
3308,Steaks abụọ mebiri emebi - lee mpụ!,steaks,negative
3311,"Nnukwu ụlọ oriri na ọṅụṅụ, na ọbụna nri ka ukwuu!",nri,positive
3314,The efere bụ ịrịba ama tọrọ ụtọ na ndị dị otú ahụ a mma na-akpachi anya ebe!,ebe,positive
3318,The efere bụ ịrịba ama tọrọ ụtọ na ndị dị otú ahụ a mma na-akpachi anya ebe!,efere,positive
3322,Zọpụta ohere maka desserts! ;-),desserts,positive
3324,"The nsọpụrụ India bụ kasị pụta ìhè na delectable roti canai appetizer, a eghe pancake jere ozi na pungent curry dipping ihendori, mgbe mango ọkụkọ awade a na-eju anya ọkaibe, ọhụrụ were na ụtọ-na-sour.",roti canai appetizer,positive
3328,"The nsọpụrụ India bụ kasị pụta ìhè na delectable roti canai appetizer, a eghe pancake jere ozi na pungent curry dipping ihendori, mgbe mango ọkụkọ awade a na-eju anya ọkaibe, ọhụrụ were na ụtọ-na-sour.",eghe pancake jere ozi na pungent curry dipping ihendori,positive
3330,"The nsọpụrụ India bụ kasị pụta ìhè na delectable roti canai appetizer, a eghe pancake jere ozi na pungent curry dipping ihendori, mgbe mango ọkụkọ awade a na-eju anya ọkaibe, ọhụrụ were na ụtọ-na-sour.",mango ọkụkọ,positive
3334,Otu caveat: Ụfọdụ n'ime curried casseroles nwere ike ịbụ a trifle siri ike.,Curried casseroles,negative
3337,"Ọ dị mma, ma ọ dịghị nke ọ bụla n'ime flavors WOW.",flavors,neutral
3339,"Ihe kacha nso m nwetara bụ Cherry Marscapone, ma ha si na ya pụta n'ụbọchị ahụ.",Cherry Marscapone,neutral
3341,Ndị ọrụ kwesịrị ịbụ ntakịrị enyi na enyi.,ndị ọrụ,negative
3344,Nkịta kachasị mma na-ekpo ọkụ na mpaghara tri-steeti.,nkịta na-ekpo ọkụ,positive
3347,"All oge ọkacha mmasị na-agụnye Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald ama french fries; Nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa.",Chicken McNuggets,positive
3351,"All oge ọkacha mmasị na-agụnye Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald ama french fries; Nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa.",Filet-O-Fish sandwich,positive
3355,"All oge ọkacha mmasị na-agụnye Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald ama french fries; Nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa.",Salads entrée-sized,neutral
3359,"All oge ọkacha mmasị na-agụnye Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald ama french fries; Nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa.",McDonald ama French fries,positive
3363,"All oge ọkacha mmasị na-agụnye Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald ama french fries; Nhọrọ ndị dị ọkụ dị ka salads entrée-sized dịkwa.",Big Mac,positive
3367,Onyinye dị ka achịcha na-ekpo ọkụ na Egg McMuffin sandwich dị maka nri ụtụtụ.,achịcha na-ekpo ọkụ,neutral
3370,Onyinye dị ka achịcha na-ekpo ọkụ na Egg McMuffin sandwich dị maka nri ụtụtụ.,nri ụtụtụ,neutral
3372,Onyinye dị ka achịcha na-ekpo ọkụ na Egg McMuffin sandwich dị maka nri ụtụtụ.,Egg McMuffin sandwich,neutral
3375,"Ndị ọrụ ahụ dị mpako, ọnụahịa dị elu maka Brooklyn.",ndị ọrụ,negative
3379,"Ndị ọrụ ahụ dị mpako, ọnụahịa dị elu maka Brooklyn.",ọnụahịa,negative
3383,"Chef Vincenzo, mgbe niile n'ebe ahụ ma ọ bụrụ na ịchọrọ ya, bụ ezigbo talent na ezigbo onye Rom.",Chef,positive
3386,"Nri ya magburu onwe ya (ma ọ bụghị oké ọnụ site na ụkpụrụ NYC- enweghị entrees n'elu $ 30, ọtụtụ appetizers $ 12 ruo 14).",Appetizers,positive
3390,"Nri ya magburu onwe ya (ma ọ bụghị oké ọnụ site na ụkpụrụ NYC- enweghị entrees n'elu $ 30, ọtụtụ appetizers $ 12 ruo 14).",entrees,positive
3392,"Nri ya magburu onwe ya (ma ọ bụghị oké ọnụ site na ụkpụrụ NYC- enweghị entrees n'elu $ 30, ọtụtụ appetizers $ 12 ruo 14).",nri,positive
3396,"The ụlọ bụ a ọmarịcha, bi-larịị ohere na ogologo mmanya zuru okè maka a ọṅụṅụ.",nwe,neutral
3398,"The ụlọ bụ a ọmarịcha, bi-larịị ohere na ogologo mmanya zuru okè maka a ọṅụṅụ.",ụlọ,positive
3402,"The ụlọ bụ a ọmarịcha, bi-larịị ohere na ogologo mmanya zuru okè maka a ọṅụṅụ.",bi-larịị space,positive
3406,"The ụlọ bụ a ọmarịcha, bi-larịị ohere na ogologo mmanya zuru okè maka a ọṅụṅụ.",ogologo mmanya,positive
3410,Gaa maka Seafood Paella maka abụọ.,Seafood Paella maka abụọ,positive
3412,Ọbụna maka mmadụ abụọ agụụ na-agụ nke ukwuu enwere ọtụtụ nri fọdụrụ ka a kpọga ha n'ụlọ (ọ reheats n'ezie nke ọma kwa).,nri,positive
3415,Ndị apetizers niile dị mma ma Sangria dị ezigbo mma.,Sangria,positive
3419,Ndị apetizers niile dị mma ma Sangria dị ezigbo mma.,apetizers,positive
3423,Ọrụ na-abụkarị ezigbo mma.,Ọrụ,positive
3426,The imewe bụ nnọọ na-akpachi anya na ihunanya.,imewe,positive
3429,Nri ahụ magburu onwe ya ma na-eche echiche.,nri,positive
3432,Ndị ọrụ ahụ dị nnọọ nkọ ma ha na-ele anya nke ọma kwa.,ndị ọrụ,positive
3435,"Ọ bụ ahụmahụ iri nri dị otú ahụ dị egwu, nke na m laghachiri ọzọ n'otu izu ahụ.",iri ahụmahụ,positive
3438,"The nri bụ magburu onwe, artfully mere na nanị na-atọ ụtọ.",nri,positive
3441,Chekwaa ohere maka ọzara - ha ga-anwụ maka.,deserts,positive
3444,The naanị argentine chorizo appetizer na $ 8.95 bụ a arọ fennel flavored Italian soseji dị ka ndị na-ere maka $ 2.99 / lb na ụlọ ahịa.,Argentine chorizo appetizer,negative
3446,The naanị argentine chorizo appetizer na $ 8.95 bụ a arọ fennel flavored Italian soseji dị ka ndị na-ere maka $ 2.99 / lb na ụlọ ahịa.,fennel flavored Italian soseji,negative
3449,"Ọ nwere ezigbo music, mma tapas, ihe na-akpali nhọrọ nke mmanya (isi Spanish) na a lowkey hip agbata obi clientele.",Nhọrọ nke mmanya (karịsịa Spanish),positive
3451,"Ọ nwere ezigbo music, mma tapas, ihe na-akpali nhọrọ nke mmanya (isi Spanish) na a lowkey hip agbata obi clientele.",tapas,positive
3455,"Ọ nwere ezigbo music, mma tapas, ihe na-akpali nhọrọ nke mmanya (isi Spanish) na a lowkey hip agbata obi clientele.",clientele,positive
3459,"Ọ nwere ezigbo music, mma tapas, ihe na-akpali nhọrọ nke mmanya (isi Spanish) na a lowkey hip agbata obi clientele.",egwu,positive
3463,"Nke kachasị mkpa, a na-akwụ ụgwọ ya n'ụzọ ezi uche dị na ya.",ọnụ,positive
3466,"M na-aga ụlọ oriri na ọṅụṅụ a ruo ọtụtụ afọ, n'oge gara aga ọrụ bụ nkezi na nri inconsistant.",ọrụ,neutral
3470,"M na-aga ụlọ oriri na ọṅụṅụ a ruo ọtụtụ afọ, n'oge gara aga ọrụ bụ nkezi na nri inconsistant.",nri,negative
3474,"Lee ihe dị iche, ọrụ ahụ na-akasi obi nke ukwuu na nri ahụ dị mma karịa nkezi, ma ihe pụtara ìhè n'ezie bụ ndepụta biya dị otú ahụ dị ike ma dị ukwuu.",ọrụ,positive
3478,"Lee ihe dị iche, ọrụ ahụ na-akasi obi nke ukwuu na nri ahụ dị mma karịa nkezi, ma ihe pụtara ìhè n'ezie bụ ndepụta biya dị otú ahụ dị ike ma dị ukwuu.",beer ndepụta,positive
3482,"Lee ihe dị iche, ọrụ ahụ na-akasi obi nke ukwuu na nri ahụ dị mma karịa nkezi, ma ihe pụtara ìhè n'ezie bụ ndepụta biya dị otú ahụ dị ike ma dị ukwuu.",nri,positive
3486,Nnọọ mma aka na nnọọ ukwuu dabara ebe.,ebe,positive
3489,nyocha ndị na-adịghị mma na ọchụchọ obodo nwere ike ịbụ site na ụlọ oriri na ọṅụṅụ na-asọmpi ekworo na-aghọta na ha enweghị ike ịsọ mpi na àgwà ụlọ nsọ dum dị mma banyere ụzọ kwesịrị ekwesị isi mesoo ndị ahịa ha ma nyefee nri kachasị mma.,àgwà,positive
