,zu,aspect,polarities
3029,itiye likhulu futhi wonke amaswidi enziwe ekhaya.,amaswidi,positive
3033,itiye likhulu futhi wonke amaswidi enziwe ekhaya.,itiye,positive
3037,Ingaphakathi elisondelene kodwa elikhangayo elinenkonzo enobungane kakhulu futhi eqaphelayo.,service,positive
3041,Ingaphakathi elisondelene kodwa elikhangayo elinenkonzo enobungane kakhulu futhi eqaphelayo.,ingaphakathi,positive
3045,"Ukudla konke-azungeze okuhle, nge imiqulu ngokuvamile kakhulu futhi sushi / sashimi hhayi ngempela ezingeni elifanayo.",sushi/sashimi,neutral
3047,"Ukudla konke-azungeze okuhle, nge imiqulu ngokuvamile kakhulu futhi sushi / sashimi hhayi ngempela ezingeni elifanayo.",imiqulu,positive
3051,"Ukudla konke-azungeze okuhle, nge imiqulu ngokuvamile kakhulu futhi sushi / sashimi hhayi ngempela ezingeni elifanayo.",ukudla,positive
3055,(I-sashimi inqunywe kancane kancane.,sashimi,negative
3058,") Akuyona indawo yokudlela engcono kakhulu yaseJapane e-East Village, kodwa iqinile kakhulu ngamanani ayo anesizotha, futhi kufanelekile ukuvakasha okuphindaphindiwe.",amanani,positive
3061,"Hhayi ngoba ngangikhulelwe, kodwa ukudla lapha kuhlale kumnandi.",ukudla,positive
3064,Ukuba yiPuerto Rican ngiyazi into noma ezimbili mayelana ne-flan futhi le ndawo ikhonza enye yezinto ezinhle kakhulu (ngithemba ukuthi uMama akakufundi lokhu!).,flan,positive
3066,"Lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi.",iziphuzo,positive
3070,"Lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi.",ukudla,positive
3074,"Lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi.",umkhathi,positive
3078,"Lokhu ibha has konke - iziphuzo ezinkulu, umkhathi cool, inkonzo enhle kakhulu nokudla okumnandi.",service,positive
3082,I-steak yancibilika emlonyeni wami.,steak,positive
3084,"Ihora elijabulisayo lishibhile kakhulu, kodwa lokho akuvezi inkonzo noma umkhathi.",service,positive
3086,"Ihora elijabulisayo lishibhile kakhulu, kodwa lokho akuvezi inkonzo noma umkhathi.",umkhathi,positive
3088,"Ihora elijabulisayo lishibhile kakhulu, kodwa lokho akuvezi inkonzo noma umkhathi.",ihora elijabulisayo,positive
3091,"Kubanikazi; abafana bomsebenzi omuhle, le ndawo ingumgcini!",abanikazi,positive
3094,"Uhlu lwewayini lwaluhle kakhulu, i-tapas yethu ijabulisa, futhi umkhathi othule uphelele ingxoxo enhle.",uhlu lwewayini,positive
3098,"Uhlu lwewayini lwaluhle kakhulu, i-tapas yethu ijabulisa, futhi umkhathi othule uphelele ingxoxo enhle.",umkhathi,positive
3102,"Uhlu lwewayini lwaluhle kakhulu, i-tapas yethu ijabulisa, futhi umkhathi othule uphelele ingxoxo enhle.",tapas,positive
3106,Saqala nge-scallops ne-asparagus futhi futhi saba ne-soft shell crab kanye nepuleti le-cheese.,asparagus,neutral
3108,Saqala nge-scallops ne-asparagus futhi futhi saba ne-soft shell crab kanye nepuleti le-cheese.,ushizi ipuleti,neutral
3110,Saqala nge-scallops ne-asparagus futhi futhi saba ne-soft shell crab kanye nepuleti le-cheese.,scallops,neutral
3112,Saqala nge-scallops ne-asparagus futhi futhi saba ne-soft shell crab kanye nepuleti le-cheese.,soft igobolondo crab,neutral
3114,Ngibheke phambili ukubuyela emuva ngokushesha futhi ekugcineni ngizame kakhulu konke kwimenyu!,imenyu,positive
3116,Umnikazi umnandi futhi uyajabulisa.,Umnikazi,positive
3119,"Yinikeze ukuzama, imenyu kuyinto ejwayelekile French kodwa ezihlukahlukene.",imenyu,neutral
3122,"ama-tapas amahle kakhulu ngamanani amakhulu, othando, amancane kodwa angakhali ngokweqile, amahle kakhulu",amanani,positive
3126,"ama-tapas amahle kakhulu ngamanani amakhulu, othando, amancane kodwa angakhali ngokweqile, amahle kakhulu",tapas,positive
3130,lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) futhi inomkhathi omkhulu.,umkhathi,positive
3134,lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) futhi inomkhathi omkhulu.,kimono shrimp ekhethekile,positive
3138,lokhu kusengenye yezindawo zokudlela engizithandayo kakhulu kule ndawo ukudla akubizi kodwa kuhle kakhulu (i-kimono shrimp ekhethekile yayihle kakhulu) futhi inomkhathi omkhulu.,ukudla,positive
3142,Kungaba kancane matasa emhlabeni izikhathi isiqongo ngenxa usayizi.,ubungako,negative
3145,Ngaya eKitchenette kule mpelasonto nge-brunch.,brunch,neutral
3147,Indawo iyathandeka ngokuphelele futhi ukudla kumnandi.,indawo,positive
3151,Indawo iyathandeka ngokuphelele futhi ukudla kumnandi.,ukudla,positive
3155,"Nokho, inkonzo ngokuphelele esabekayo.",service,negative
3158,"I-waitstaff i-solicitous futhi inobungane futhi ihlala ibonakala ijabule ukusibona, futhi ukudla kuyamangalisa, uma kungenjalo ukudala okumangalisayo.",waitstaff,positive
3162,"I-waitstaff i-solicitous futhi inobungane futhi ihlala ibonakala ijabule ukusibona, futhi ukudla kuyamangalisa, uma kungenjalo ukudala okumangalisayo.",ukudla,positive
3166,Ngithandana ne-lobster ravioli!,lobster ravioli,positive
3169,"Muva nje sichithe u-Eva Wonyaka Omusha endaweni yokudlela, futhi saba nesipiliyoni esikhulu, kusukela ewayinini kuya kwimenyu ye-dessert.",imenyu dessert,positive
3172,"Muva nje sichithe u-Eva Wonyaka Omusha endaweni yokudlela, futhi saba nesipiliyoni esikhulu, kusukela ewayinini kuya kwimenyu ye-dessert.",iwayini,positive
3175,"Le ndawo i-classy, i-chic, insizakalo ifudumele futhi inomusa, futhi ukudla kuvelele.",indawo,positive
3179,"Le ndawo i-classy, i-chic, insizakalo ifudumele futhi inomusa, futhi ukudla kuvelele.",service,positive
3183,"Le ndawo i-classy, i-chic, insizakalo ifudumele futhi inomusa, futhi ukudla kuvelele.",ukudla,positive
3187,Kwadingeka ngilinde umngani wami ebha imizuzu embalwa,ibha,neutral
3189,"Le ndawo ine-sushi enhle, futhi imnandi CHEAP. ",sushi,positive
3192,Iphinde ibe nezinye izitsha eziningi zaseKorea ezingabizi futhi njenge-yummy nje.,Izitsha zaseKorea,positive
3195,"Imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-FOOD ingigcina ngibuya!",service,positive
3199,"Imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-FOOD ingigcina ngibuya!",imenyu,positive
3203,"Imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-FOOD ingigcina ngibuya!",ambiance,positive
3207,"Imenyu emangalisayo, i-ambiance efudumele yokumema, inkonzo enkulu i-FOOD ingigcina ngibuya!",UKUDLA,positive
3209,Kwakungabonakali sengathi kwenziwa noma yimuphi umzamo ekubonisweni nasezingeni lokudla.,ukubonisa kanye nekhwalithi yokudla,negative
3211,Bekungaba ngcono ngo-1/3 intengo eChinatown.,intengo,negative
3213,I-Host ne-Hostess yayikhohlakele kakhulu.,Ummemi,negative
3216,I-Host ne-Hostess yayikhohlakele kakhulu.,Hostess,negative
3219,"umkhathi umnandi kakhulu, futhi ukuphunyuka okwamukelekile kuyo yonke i-SI mall.",umkhathi,positive
3222,"Kodwa-ke, ukudla nenkonzo kanye nokuntuleka okumangalisayo.",service,negative
3225,"Kodwa-ke, ukudla nenkonzo kanye nokuntuleka okumangalisayo.",ukudla,negative
3228,I-sushi inqunywe emabhuloki amakhulu kunomakhalekhukhwini wami.,sushi,negative
3231,"Sacela ukuthi baphinde banqamule i-sushi, futhi yabuyiselwa kithi ngama-cubes amancane afana noshizi.",sushi,negative
3233,Abasebenzi bokulinda bazwakala futhi bengacabangeli.,linda abasebenzi,negative
3236,Ama-fries aseFrance -- nge-kalmata dip ayesabekayo!,Ama-fries aseFrance -- nge-kalmata dip,positive
3239,"Kunconywa kakhulu...  Njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout futhi kubonakala sengathi indawo yokuphumula kakhulu; futhi, ibha ibukeka imnandi.",indawo,positive
3243,"Kunconywa kakhulu...  Njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout futhi kubonakala sengathi indawo yokuphumula kakhulu; futhi, ibha ibukeka imnandi.",ibha,positive
3247,"Kunconywa kakhulu...  Njengoba kushiwo, angizange ngidle * e * yokudlela kodwa ngama lapho ukuyolanda i-takeout futhi kubonakala sengathi indawo yokuphumula kakhulu; futhi, ibha ibukeka imnandi.",takeout,neutral
3249,"Kusukela erbazzone emiliana kuya mostarda phezu ipuleti ushizi, izitsha kule yokudlela zonke aphethwe ukunakekelwa obucayi.",mostarda ku ipuleti ushizi,positive
3251,"Kusukela erbazzone emiliana kuya mostarda phezu ipuleti ushizi, izitsha kule yokudlela zonke aphethwe ukunakekelwa obucayi.",izitsha,positive
3253,"Kusukela erbazzone emiliana kuya mostarda phezu ipuleti ushizi, izitsha kule yokudlela zonke aphethwe ukunakekelwa obucayi.",erbazzone emiliana,positive
3255,"Akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini.",ukudla,positive
3259,"Akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini.",abasebenzi,positive
3263,"Akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini.",iwayini,positive
3265,"Akukona nje kuphela ukuthi ukudla kuyiqiniso, kodwa abasebenzi lapha cishe off-the-isikebhe, basebancane futhi hip futhi bazi ukuthi benzani uma kuziwa ukudla newayini.",ukudla,positive
3269,"Noma kuphi, amanani angaba ngu-3x njengoba ephezulu!",amanani,positive
3271,Inokufudumala kwendawo yomndeni kanti iyindawo enhle yokubuka imicimbi yezemidlalo.,indawo,positive
3274,Abasebenzi accomodating qiniseka ukuthi satified.,Abasebenzi,positive
3277,Sweet bartender Irish njalo ujabule futhi uyakwazi ukuletha ukumamatheka kubangani bami ubuso bami.,bartender,positive
3280,Nakuba ngathuthela phezulu yedolobha ngizama ukuyeka kaningi ngangokunokwenzeka ukudla okungabizi kakhulu nokukhokha abasebenzi abanobungane ukuvakashelwa.,abasebenzi,positive
3284,Nakuba ngathuthela phezulu yedolobha ngizama ukuyeka kaningi ngangokunokwenzeka ukudla okungabizi kakhulu nokukhokha abasebenzi abanobungane ukuvakashelwa.,ukudla,positive
3288,Yeka indlela yokuzenzisa nokungafanele ngayo ku-MJ Grill ukusho ukuthi inikeza amandla okudla kwasemini kanye nezidlo zakusihlwa!,isidlo sasemini,negative
3291,Yeka indlela yokuzenzisa nokungafanele ngayo ku-MJ Grill ukusho ukuthi inikeza amandla okudla kwasemini kanye nezidlo zakusihlwa!,izidlo zakusihlwa,negative
3294,Bangasinda kanjani ekukhonzeni ukudla okuphakathi ngamanani aphezulu?!,ukudla,neutral
3298,Bangasinda kanjani ekukhonzeni ukudla okuphakathi ngamanani aphezulu?!,amanani,negative
3302,Ngacela i-steak elula ephakathi engavamile.,steak,neutral
3305,"Khona-ke ngandlela-thile benza i-crust eyomile futhi eshisiwe, ezungeze i-raw and cold ngaphakathi.",crust,negative
3308,Ama-steaks amabili achithwayo -- yini ubugebengu!,steaks,negative
3311,"Indawo yokudlela enkulu, nokudla okukhulu nakakhulu!",ukudla,positive
3314,Izitsha zinambitheka ngokuphawulekayo futhi indawo enjalo ethokomele futhi esondelene!,indawo,positive
3318,Izitsha zinambitheka ngokuphawulekayo futhi indawo enjalo ethokomele futhi esondelene!,izitsha,positive
3322,Gcina indawo yama-dessert! ;-),ama-dessert,positive
3324,"Ukuhlonipha i-India kubonakala kakhulu ku-appetizer ye-roti canai emnandi, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce, kuyilapho inkukhu yomango inikeza ukuthatha okumangalisayo okuyinkimbinkimbi, okusha ku-sweet-and-sour.",roti canai appetizer,positive
3328,"Ukuhlonipha i-India kubonakala kakhulu ku-appetizer ye-roti canai emnandi, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce, kuyilapho inkukhu yomango inikeza ukuthatha okumangalisayo okuyinkimbinkimbi, okusha ku-sweet-and-sour.",pancake ethosiwe wakhonza nge pungent curry bacwilisa sauce,positive
3330,"Ukuhlonipha i-India kubonakala kakhulu ku-appetizer ye-roti canai emnandi, i-pancake ethosiwe ekhonzwe nge-pungent curry dipping sauce, kuyilapho inkukhu yomango inikeza ukuthatha okumangalisayo okuyinkimbinkimbi, okusha ku-sweet-and-sour.",inkukhu yemango,positive
3334,Enye i-caveat: Amanye ama-casseroles e-curried angaba yi-trifle harsh.,curried casseroles,negative
3337,"Kwakuhle, kodwa akukho noyedwa flavour WOW.",flavour,neutral
3339,"Okusondele kakhulu engikutholile kwakuyiCherry Marscapone, kodwa babephuma kuyo ngalolo suku.",Cherry Marscapone,neutral
3341,Abasebenzi kufanele babe nobungane kancane.,abasebenzi,negative
3344,Izinja ezishisayo ezinhle kakhulu endaweni ye-tri-state.,izinja ezishisayo,positive
3347,"Izintandokazi zesikhathi sonke zihlanganisa i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kanye ne-McDonald's fries edumile yaseFrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Inkukhu McNuggets,positive
3351,"Izintandokazi zesikhathi sonke zihlanganisa i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kanye ne-McDonald's fries edumile yaseFrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Filet-O-Fish sandwich,positive
3355,"Izintandokazi zesikhathi sonke zihlanganisa i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kanye ne-McDonald's fries edumile yaseFrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",amasaladi osayizi we-entrée,neutral
3359,"Izintandokazi zesikhathi sonke zihlanganisa i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kanye ne-McDonald's fries edumile yaseFrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Ama-fries adumile aseFrance kaMcDonald,positive
3363,"Izintandokazi zesikhathi sonke zihlanganisa i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kanye ne-McDonald's fries edumile yaseFrance; izinketho ezilula ezifana namasaladi osayizi we-entrée nazo ziyatholakala.",Big Mac,positive
3367,Iminikelo efana namakhekhe ashisayo kanye ne-Egg McMuffin sandwich iyatholakala ukudla kwasekuseni.,amakhekhe ashisayo,neutral
3370,Iminikelo efana namakhekhe ashisayo kanye ne-Egg McMuffin sandwich iyatholakala ukudla kwasekuseni.,isidlo sasekuseni,neutral
3372,Iminikelo efana namakhekhe ashisayo kanye ne-Egg McMuffin sandwich iyatholakala ukudla kwasekuseni.,Egg McMuffin sandwich,neutral
3375,"Abasebenzi bayazikhukhumeza, amanani aphezulu kakhulu eBrooklyn.",abasebenzi,negative
3379,"Abasebenzi bayazikhukhumeza, amanani aphezulu kakhulu eBrooklyn.",amanani,negative
3383,"Chef Vincenzo, njalo lapho uma umdinga, ithalente langempela futhi Roman yangempela.",Chef,positive
3386,"Ukudla kwakhe kuhle kakhulu (futhi akubizi ngezindinganiso ze-NYC- akukho entrees ngaphezulu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14).",appetizers,positive
3390,"Ukudla kwakhe kuhle kakhulu (futhi akubizi ngezindinganiso ze-NYC- akukho entrees ngaphezulu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14).",entrees,positive
3392,"Ukudla kwakhe kuhle kakhulu (futhi akubizi ngezindinganiso ze-NYC- akukho entrees ngaphezulu kwe- $ 30, ama-appetizers amaningi $ 12 kuya ku-14).",ukudla,positive
3396,"Ikamelo liyindawo enhle kakhulu, yezinga le-bi kanye nebha ende ephelele isiphuzo.",phuza,neutral
3398,"Ikamelo liyindawo enhle kakhulu, yezinga le-bi kanye nebha ende ephelele isiphuzo.",igumbi,positive
3402,"Ikamelo liyindawo enhle kakhulu, yezinga le-bi kanye nebha ende ephelele isiphuzo.",isikhala sezinga le-bi,positive
3406,"Ikamelo liyindawo enhle kakhulu, yezinga le-bi kanye nebha ende ephelele isiphuzo.",ibha ende,positive
3410,Hamba ukudla kwasolwandle Paella ezimbili.,Ukudla kwasolwandle Paella ezimbili,positive
3412,Ngisho nakubantu ababili abalambile kakhulu kusele ukudla okuningi okufanele kuthathwe ekhaya (kushisa kabusha kahle ngempela futhi).,ukudla,positive
3415,Wonke ama-apetizers amahle futhi iSandaria inhle kakhulu.,Sangria,positive
3419,Wonke ama-apetizers amahle futhi iSandaria inhle kakhulu.,apetizers,positive
3423,Isevisi ngokuvamile kuhle kakhulu.,Service,positive
3426,Umklamo usondelene kakhulu futhi uthandana.,umklamo,positive
3429,Ukudla kwakumangalisa futhi kucabanga.,ukudla,positive
3432,Abasebenzi babukhali kakhulu futhi babukeka kahle futhi.,abasebenzi,positive
3435,"Kwakuyisipiliyoni sokudlela esimnandi kakhulu, ukuthi ngabuya futhi ngesonto elifanayo.",isipiliyoni yokudlela,positive
3438,"Ukudla kuyamangalisa, kwenziwa ngobuciko futhi kumane kumnandi.",ukudla,positive
3441,Gcina indawo ehlane - kufanele bafe.,izinkangala,positive
3444,I-appetizer eyodwa ye-chorizo yase-argentina ku- $ 8.95 yayiyi-sausage enzima ye-fennel enongiwe yase-Italy njengaleyo ethengisa nge- $ 2.99 / lb esitolo.,i-argentina chorizo appetizer,negative
3446,I-appetizer eyodwa ye-chorizo yase-argentina ku- $ 8.95 yayiyi-sausage enzima ye-fennel enongiwe yase-Italy njengaleyo ethengisa nge- $ 2.99 / lb esitolo.,fennel enongiwe isoseji Italian,negative
3449,"It has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko Spanish) kanye lowkey hip komakhelwane amaklayenti.",ukukhethwa kwewayini (ngokuyinhloko iSpanishi),positive
3451,"It has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko Spanish) kanye lowkey hip komakhelwane amaklayenti.",tapas,positive
3455,"It has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko Spanish) kanye lowkey hip komakhelwane amaklayenti.",amaklayenti,positive
3459,"It has umculo omuhle, tapas nice, ukukhethwa ezithakazelisayo iwayini (ngokuyinhloko Spanish) kanye lowkey hip komakhelwane amaklayenti.",umculo,positive
3463,"Okubaluleke kakhulu, it is ngokunengqondo intengo.",ontengo yakhe yaphansi,positive
3466,"Sekuphele iminyaka ngiya kule ndawo yokudlela, esikhathini esedlule inkonzo yayiyisilinganiso futhi ukungahambisani nokudla.",service,neutral
3470,"Sekuphele iminyaka ngiya kule ndawo yokudlela, esikhathini esedlule inkonzo yayiyisilinganiso futhi ukungahambisani nokudla.",ukudla,negative
3474,"Yini umehluko, isevisi yayiduduza kakhulu futhi ukudla kwakungcono kunesilinganiso, kodwa lokho okwagqama ngempela kwakuwuhlu olunjalo lwebhiya olunamandla futhi olunzulu.",service,positive
3478,"Yini umehluko, isevisi yayiduduza kakhulu futhi ukudla kwakungcono kunesilinganiso, kodwa lokho okwagqama ngempela kwakuwuhlu olunjalo lwebhiya olunamandla futhi olunzulu.",uhlu ubhiya,positive
3482,"Yini umehluko, isevisi yayiduduza kakhulu futhi ukudla kwakungcono kunesilinganiso, kodwa lokho okwagqama ngempela kwakuwuhlu olunjalo lwebhiya olunamandla futhi olunzulu.",ukudla,positive
3486,Ukuthinta okuhle kakhulu okuhambisana kakhulu nendawo.,indawo,positive
3489,ukubuyekezwa okungekuhle ekufuneni idolobha cishe kuvela ezindaweni zokudlela ezinomona zokuncintisana eziqaphela ukuthi ayikwazi ukuncintisana nesimo sengqondo esihle sonke seThempeli mayelana nendlela efanele yokuphatha amakhasimende abo nokuhambisa ukudla okuphezulu.,isimo sengqondo,positive
3493,ukubuyekezwa okungekuhle ekufuneni idolobha cishe kuvela ezindaweni zokudlela ezinomona zokuncintisana eziqaphela ukuthi ayikwazi ukuncintisana nesimo sengqondo esihle sonke seThempeli mayelana nendlela efanele yokuphatha amakhasimende abo nokuhambisa ukudla okuphezulu.,ukudla,positive
3497,Ngisanda kuvakasha kwami kokuqala kule ndawo futhi angikwazi ukulinda ukubuyela emuva futhi kancane kancane ngisebenze indlela yami ngemenyu.,imenyu,neutral
3499,Mina nendodakazi yami sashiya sizizwa sanelisekile (hhayi ukugcwaliswa) futhi kwakuzwakala kahle ukwazi ukuthi sinesidlo sasemini esinempilo.,isidlo sasemini,positive
3502,"Akufanele kunganakwa, inkonzo inhle kakhulu.",service,positive
3505,Abasebenzi yi-100% yase-Italy futhi ukudla kuyiqiniso njengoba kuthola.,abasebenzi,positive
3507,Abasebenzi yi-100% yase-Italy futhi ukudla kuyiqiniso njengoba kuthola.,ukudla,positive
3510,I-gnocchi iyancibilika ngokoqobo emlonyeni wakho!,gnocchi,positive
3513,Konke ngale ndawo kuyathandeka - ngisho nendawo yokugezela!,indlu yokugezela,positive
3516,Ngasho ukuthi ikhofi i-OUTSTANDING?,ikhofi,positive
3519,"Ama-Entrees afaka ama-classics afana ne-lasagna, i-fettuccine Alfredo ne-parmigiana yenkukhu.",inkukhu parmigiana,neutral
3521,"Ama-Entrees afaka ama-classics afana ne-lasagna, i-fettuccine Alfredo ne-parmigiana yenkukhu.",lasagna,neutral
3523,"Ama-Entrees afaka ama-classics afana ne-lasagna, i-fettuccine Alfredo ne-parmigiana yenkukhu.",Entrees,neutral
3525,"Ama-Entrees afaka ama-classics afana ne-lasagna, i-fettuccine Alfredo ne-parmigiana yenkukhu.",fettuccine Alfredo,neutral
3527,Okubi kakhulu nokho kwakuwukunambitheka.,ukunambitheka,negative
