,am,aspect,polarities
1275,አስተናጋጆቻችን ጠቃሚና ማራኪ፣ ምግቡ ፍጹም እንዲሁም የወይን ጠጁም ጥሩ ነበር።,ወይን ጠጅ,positive
1279,አስተናጋጆቻችን ጠቃሚና ማራኪ፣ ምግቡ ፍጹም እንዲሁም የወይን ጠጁም ጥሩ ነበር።,አስተናጋጅ,positive
1283,አስተናጋጆቻችን ጠቃሚና ማራኪ፣ ምግቡ ፍጹም እንዲሁም የወይን ጠጁም ጥሩ ነበር።,ምግብ,positive
1287,ምግቡ በጣም አስደናቂ ከመሆኑም በላይ አገልግሎቱ ከፍተኛ ደረጃ ላይ ይገኝ ነበር ።,አገልግሎት,positive
1291,ምግቡ በጣም አስደናቂ ከመሆኑም በላይ አገልግሎቱ ከፍተኛ ደረጃ ላይ ይገኝ ነበር ።,ምግብ,positive
1295,"ስፍራው የተሻለ, brisket, የጎድን አጥንቶች, ክንፎች, ካጁን ሽሪምፕ ጥሩ እንጂ ጥሩ አይደለም.",cajun ሽሪምፕ,neutral
1298,"ስፍራው የተሻለ, brisket, የጎድን አጥንቶች, ክንፎች, ካጁን ሽሪምፕ ጥሩ እንጂ ጥሩ አይደለም.",brisket,positive
1301,"ስፍራው የተሻለ, brisket, የጎድን አጥንቶች, ክንፎች, ካጁን ሽሪምፕ ጥሩ እንጂ ጥሩ አይደለም.",የጎድን አጥንቶች,positive
1304,"ስፍራው የተሻለ, brisket, የጎድን አጥንቶች, ክንፎች, ካጁን ሽሪምፕ ጥሩ እንጂ ጥሩ አይደለም.",ክንፎች,positive
1307,"ታላቅ የቢራ ምርጫም, እንደ 50 ቢራ.",ቢራ,neutral
1309,"ታላቅ የቢራ ምርጫም, እንደ 50 ቢራ.",የቢራ ምርጫ,positive
1312,"BTW, አገልግሎቱ በጣም ጥሩ ነው .",አገልግሎት,positive
1315,ስለዚህ በቡና ቤቱ ውስጥ ቁጭ ብለን ነበር፣ ባርቴንደር እዚያ መሆን የሚፈልግ መስሎ አልታየም።,ባር,neutral
1317,ስለዚህ በቡና ቤቱ ውስጥ ቁጭ ብለን ነበር፣ ባርቴንደር እዚያ መሆን የሚፈልግ መስሎ አልታየም።,ባርቴንደር,negative
1319,መጠጥ ማዘዝ ወይም መሄድ እንዳለብን አናውቅም ነበር?,መጠጥ,neutral
1321,የምንመገብበት ጊዜ አሳዛኝ እንዲሆን ለማድረግ እዚያ የሚገኙት ለምን እንደሆነ እያስብን ነበር?,የመምገኛ ልምድ,negative
1324,ያም ሆነ ይህ ባለቤቱ ሐሰት ነበር ።,ባለቤት,negative
1327,እውነቱን ለመናገር፣ እዚህ ያለው የቻይና ምግብ በቤት ውስጥ የተሻለ እንዲሆን ማድረግ የምችለው ነገር ነው።,የቻይና ምግብ,negative
1329,ፎቅ ላይ ለመላው ምግብ ቤት አስተናጋጅ የነበረው አንድ ሰው ብቻ ነበር ።,አስተናጋጅ,neutral
1331,ምግቡ ከቺናታውን ጋር ሲወዳደር ርካሽ አይደለም ብዬ አሰብኩ።,ምግብ,negative
1334,Chinatown በእርግጥ ርካሽ ዋጋዎች ጋር የተሻለ ጥራት አለው.,ዋጋዎች,positive
1338,Chinatown በእርግጥ ርካሽ ዋጋዎች ጋር የተሻለ ጥራት አለው.,ጥራት,positive
1342,ሚድልታውን/ከተማ አካባቢ እንዳሉ አንዳንድ የቻይና ምግብ ቤቶች የተሻለ ምግብ ቢቀርብ ዋጋውን መረዳት ችያለሁ።,ዋጋዎች,negative
1344,ሚድልታውን/ከተማ አካባቢ እንዳሉ አንዳንድ የቻይና ምግብ ቤቶች የተሻለ ምግብ ቢቀርብ ዋጋውን መረዳት ችያለሁ።,ምግብ,negative
1346,በጥቁር ሆምጣጤና በተቆራረጠ ጅማሬ ይበላል።,ጥቁር ሆምጣጤ,neutral
1348,በጥቁር ሆምጣጤና በተቆራረጠ ጅማሬ ይበላል።,የተቆራረጠ ጅንገር,neutral
1350,Malted Milk Ball Gelato - በህይወታችሁ ይህን ያህል አስቂኝ የሆነ ነገር ሰምታችሁ ያውቃሉ?,Malted ወተት ኳስ Gelato,positive
1353,ምግቡ የባለቤቱን ዳ ሲልቫኖ ያህል ውድ ሆኖ አግኝቼዋለሁ ።,ባለቤት,positive
1356,ምግቡ የባለቤቱን ዳ ሲልቫኖ ያህል ውድ ሆኖ አግኝቼዋለሁ ።,ምግብ,positive
1359,በተጨማሪም ይህ ሰው ይበልጥ ዘና ያለና ዘና ያለ ነው።,አማርኛ,positive
1362,በርከት ያሉ የቅመማ ቅመሞችና የፓስታ ልዩ ልዩ ጽሑፎች በጣም አስገራሚ ነበሩ ።,ፓስታ ልዩ ልዩ,positive
1365,በርከት ያሉ የቅመማ ቅመሞችና የፓስታ ልዩ ልዩ ጽሑፎች በጣም አስገራሚ ነበሩ ።,ቅመማ ቅመማ,positive
1368,ትሩፋት ጋር ትግሉን በእርግጥ ይሞክሩ - በጣም አስገራሚ ነበር.,ትሩፋት ጋር taglierini,positive
1371,በተጨማሪም በትሩ በትኩረት የሚከናነበውና በቀላሉ የሚቀረብ ነው ።,በትር,positive
1374,የአትክልት ሪሶቶዬ የተቃጠለ ከመሆኑም በላይ ሙሉ በሙሉ የሚቃጠል ጣዕም ነበረው።,የአትክልት ሪሶቶ,negative
1378,የአትክልት ሪሶቶዬ የተቃጠለ ከመሆኑም በላይ ሙሉ በሙሉ የሚቃጠል ጣዕም ነበረው።,ጣዕም,negative
1382,ብዙ ጊዜ ከሌለህ በጣም ፈጣን አገልግሎት አላቸው።,አገልግሎት,positive
1385,ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ.,ምግብ,neutral
1388,ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ.,ሾርባዎች,neutral
1391,ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ.,ሰላጣ,neutral
1394,ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ.,ሳንድዊች,neutral
1397,ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ.,ቁርስ ምግብ,neutral
1400,ይህንን አስደሳች ቦታ የሚያደርጉት ውይይቶች ናቸው።,ቦታ,positive
1403,ምግብ ጥሩ ቢሆንም ጥሩ አልነበረም ።,ምግብ,positive
1406,አብዛኛውን ጊዜ ቅዳሜ ምሽት ሠራተኞቹ በጭንቀት ተውጠው ስለነበር አገልግሎት በጣም አስከፊ ነበር ።,አገልግሎት,negative
1410,አብዛኛውን ጊዜ ቅዳሜ ምሽት ሠራተኞቹ በጭንቀት ተውጠው ስለነበር አገልግሎት በጣም አስከፊ ነበር ።,በትር,negative
1414,በቅርቡ እዚህ የልደት ቀን ግብዣ አድርገናል እናም ምግቡ እና አገልግሎቱ አስደናቂ ነበር።,አገልግሎት,positive
1417,በቅርቡ እዚህ የልደት ቀን ግብዣ አድርገናል እናም ምግቡ እና አገልግሎቱ አስደናቂ ነበር።,ምግብ,positive
1420,ሱሺ አዲስ ከመሆኑም በላይ እያንዳንዱ እንግዳ የሚመርጠው ንቅለ ተፈቅዶለታል እናም ሁላችንም ደስተኛ ሆነን (ዳክዬውን ሞክሩ!,ዳክዬ,positive
1424,ሱሺ አዲስ ከመሆኑም በላይ እያንዳንዱ እንግዳ የሚመርጠው ንቅለ ተፈቅዶለታል እናም ሁላችንም ደስተኛ ሆነን (ዳክዬውን ሞክሩ!,ኢንችስ,neutral
1426,ሱሺ አዲስ ከመሆኑም በላይ እያንዳንዱ እንግዳ የሚመርጠው ንቅለ ተፈቅዶለታል እናም ሁላችንም ደስተኛ ሆነን (ዳክዬውን ሞክሩ!,ሱሺ,positive
1430,አገልግሎቱ ትንሽ አዝጋሚ ከመሆኑም በላይ የተወሰነ ክፍል ትንሽ ስለሆነ ከተራባችሁና በችኮላ ከተጣደፋችሁ ቦታው ይህ አይደለም።,የተወሰኑ ክፍሎች,negative
1434,አገልግሎቱ ትንሽ አዝጋሚ ከመሆኑም በላይ የተወሰነ ክፍል ትንሽ ስለሆነ ከተራባችሁና በችኮላ ከተጣደፋችሁ ቦታው ይህ አይደለም።,አገልግሎት,negative
1438,ጥሩ ምግብ፣ ብዙ መጠጦች፣ ጥሩ የመመገበያ መንፈስ።,መጠጦች,positive
1442,ጥሩ ምግብ፣ ብዙ መጠጦች፣ ጥሩ የመመገበያ መንፈስ።,የመበልጠጥ ከባቢ አየር,positive
1446,ጥሩ ምግብ፣ ብዙ መጠጦች፣ ጥሩ የመመገበያ መንፈስ።,ምግብ,positive
1450,ይሁን እንጂ ዋጋው ከላይ ትንሽ ቢበልጥም እዚህ ያለው እራት ፈጽሞ ተስፋ አስቆራጭ አይደለም።,ዋጋዎች,negative
1454,ይሁን እንጂ ዋጋው ከላይ ትንሽ ቢበልጥም እዚህ ያለው እራት ፈጽሞ ተስፋ አስቆራጭ አይደለም።,እራት,positive
1458,የሚያሳዝነው ግን ግሩም የሆነው ሳኪቲኒ ከባር ማውጫው ተወስዷል ።,ሳኪቲኒ,positive
1462,የሚያሳዝነው ግን ግሩም የሆነው ሳኪቲኒ ከባር ማውጫው ተወስዷል ።,ባር ሜኑ,negative
1466,እዚህ ያለው ምግብ ከመጀመሪያ እስከ መጨረሻ በጣም አስደሳች ነበር ።,ምግብ,positive
1469,ጥሩ ምግብ በትክክለኛው ዋጋ ምን ተጨማሪ ነገር ልትጠይቅ ትችላለህ?,ዋጋ,positive
1473,ጥሩ ምግብ በትክክለኛው ዋጋ ምን ተጨማሪ ነገር ልትጠይቅ ትችላለህ?,ምግብ,positive
1477,ለማዘዝ ከሁሉ የተሻለው ነገር ከግሪል (ቹራስኮ እና ሪብ) ነው።,ቹራስኮ,positive
1479,ለማዘዝ ከሁሉ የተሻለው ነገር ከግሪል (ቹራስኮ እና ሪብ) ነው።,grill,positive
1481,ለማዘዝ ከሁሉ የተሻለው ነገር ከግሪል (ቹራስኮ እና ሪብ) ነው።,የጎድን አጥንት,positive
1483,ጥሩ የምግብ ዋጋ ያለው ምግብ በጣም ጥሩ ነው ።,ምግብ,positive
1487,ጥሩ የምግብ ዋጋ ያለው ምግብ በጣም ጥሩ ነው ።,ዋጋ,positive
1491,"ምቾቶቹ ደህና ናቸው, ግን አገልግሎቱ አዝጋሚ ነው.",አገልግሎት,negative
1495,"ምቾቶቹ ደህና ናቸው, ግን አገልግሎቱ አዝጋሚ ነው.",ቅመማ ቅመማ,neutral
1499,በሰዓት አንድ መጠጥ ማግኘት ከቻልክ እድለኛ ስለምትሆን ለመጠጥ ወደዚያ መሄድ መልካም ነው።,መጠጥ,neutral
1501,በሰዓት አንድ መጠጥ ማግኘት ከቻልክ እድለኛ ስለምትሆን ለመጠጥ ወደዚያ መሄድ መልካም ነው።,አገልግሎት,negative
1505,በሰዓት አንድ መጠጥ ማግኘት ከቻልክ እድለኛ ስለምትሆን ለመጠጥ ወደዚያ መሄድ መልካም ነው።,መጠጦች,neutral
1509,ወደ ውስጥ ገብተህ ከዳንኤል በስተ ምዕራብ ካሉት የፈረንሳይ ምግቦች ሁሉ የሚበልጠውን ለናሙና አቅርብ።,የፈረንሳይ ምግብ,positive
1512,ከምግቡ ጋር በተያያዘ ይህ ቦታ ቃል በቃል ሞቃታማ ነው ።,ምግብ,positive
1515,ሳቴ አገልግሎት ና ምግብ ሁልጊዜ በገንዘብ ላይ በሚገኝባቸው ዋሽንግተን ውስጥ ከሚወዱት ቦታዎች አንዱ ነው።,አገልግሎት,positive
1517,ሳቴ አገልግሎት ና ምግብ ሁልጊዜ በገንዘብ ላይ በሚገኝባቸው ዋሽንግተን ውስጥ ከሚወዱት ቦታዎች አንዱ ነው።,ምግብ,positive
1519,የጎድን አጥንቶችን ሞክርና ከኮኮናት ሩዝ ጋር አጣምረው።,የበሬ ሥጋ,positive
1522,የጎድን አጥንቶችን ሞክርና ከኮኮናት ሩዝ ጋር አጣምረው።,የጎድን አጥንቶች,positive
1525,የጎድን አጥንቶችን ሞክርና ከኮኮናት ሩዝ ጋር አጣምረው።,የኮኮናት ሩዝ,positive
1527,የእሳት አደጋ መከላከያ ክፍል በአፍህ ውስጥ ያለውን እሳት ለማጥፋት ካልፈለግህ በስተቀር በቺሊ ላይ ከተፈረመው የምግብ ዓይነት ተጠንቀቁ።,የቺሊ የምግብ እቃዎች ተፈራረሙ,negative
1529,ምግቡ ብቻ ደህና ነው፣ እናም ፒያላውን ካልቀበላችሁ በስተቀር መሄድ ምንም ዋጋ የለውም ለማለት ይቻላል፣ በጣም ጥሩ የሆነው ብቸኛው ምግብ ነው።,dish,positive
1532,ምግቡ ብቻ ደህና ነው፣ እናም ፒያላውን ካልቀበላችሁ በስተቀር መሄድ ምንም ዋጋ የለውም ለማለት ይቻላል፣ በጣም ጥሩ የሆነው ብቸኛው ምግብ ነው።,ፒያላ,positive
1535,ሠራተኞቹ በጣም ተግባቢ ናቸው ።,በትር,positive
1538,ኒው ጀርሲ ውስጥ ምርጥ ፒዛ ያደርጋሉ.,ፒሳ,positive
1541,አስተናጋጁ ውጤታማና ጨዋ ከመሆኑም በላይ በጣም ጠቃሚ ነበር ። ,አስተናጋጅ,positive
1544,በጣም ፈጣን አገልግሎት ያለው ትንሽ ምግብ ቤት...,አገልግሎት,positive
1547,ታላላቅ በርገርዎች፣ የተጠበሰ አይብና የፈረንጅ ፍሬ።,የተፈጨ አይብ,positive
1550,ታላላቅ በርገርዎች፣ የተጠበሰ አይብና የፈረንጅ ፍሬ።,french fries,positive
1553,ታላላቅ በርገርዎች፣ የተጠበሰ አይብና የፈረንጅ ፍሬ።,በርገር,positive
1556,"ምግቡ በጣም ደስ የሚል ነው, የእነሱን ዱምፕ, ቀዝቃዛ የሲሳም ቡዲስ, ዶሮ እና ሽሪምፕ ምግቦች እወዳቸዋለሁ.",ዶሮ,positive
1560,"ምግቡ በጣም ደስ የሚል ነው, የእነሱን ዱምፕ, ቀዝቃዛ የሲሳም ቡዲስ, ዶሮ እና ሽሪምፕ ምግቦች እወዳቸዋለሁ.",ምግብ,positive
1564,"ምግቡ በጣም ደስ የሚል ነው, የእነሱን ዱምፕ, ቀዝቃዛ የሲሳም ቡዲስ, ዶሮ እና ሽሪምፕ ምግቦች እወዳቸዋለሁ.",ቀዝቃዛ የሴሳም ኑዶች,positive
1568,"ምግቡ በጣም ደስ የሚል ነው, የእነሱን ዱምፕ, ቀዝቃዛ የሲሳም ቡዲስ, ዶሮ እና ሽሪምፕ ምግቦች እወዳቸዋለሁ.",ዳምፕሊንግስ,positive
1572,"ምግቡ በጣም ደስ የሚል ነው, የእነሱን ዱምፕ, ቀዝቃዛ የሲሳም ቡዲስ, ዶሮ እና ሽሪምፕ ምግቦች እወዳቸዋለሁ.",ሽሪምፕ ዲሽ,positive
1576,"በላይኛው ምስራቅ ላይ ምርጥ ቻይንኛ, ፈጣን ማድረስ, ጥሩ ዋጋ.",ዋጋ,positive
1580,"በላይኛው ምስራቅ ላይ ምርጥ ቻይንኛ, ፈጣን ማድረስ, ጥሩ ዋጋ.",ማድረጊያ,positive
1584,ከዚህ በፊት ብርቱካንማ ዶናት ስለነበረኝ በጥይት አደረግኩት ።,ብርቱካን ዶናት,neutral
1586,ጣዕሙ በጣም አስገረመኝ ።,ጣዕም,positive
1589,ብዙ ተማሪዎችና የአካባቢው ነዋሪዎች በዚህ ጠባብ ቦታ ውስጥ በአቧራ ርካሽ ዋጋ ጣፋጭ የሆኑ ጣፋጭ ምግቦቿን ለማግኘት እምብዛም ቦታ አይፈጅላቸውም።,ቦታ,negative
1593,ብዙ ተማሪዎችና የአካባቢው ነዋሪዎች በዚህ ጠባብ ቦታ ውስጥ በአቧራ ርካሽ ዋጋ ጣፋጭ የሆኑ ጣፋጭ ምግቦቿን ለማግኘት እምብዛም ቦታ አይፈጅላቸውም።,ህክምናዎች,positive
1597,ብዙ ተማሪዎችና የአካባቢው ነዋሪዎች በዚህ ጠባብ ቦታ ውስጥ በአቧራ ርካሽ ዋጋ ጣፋጭ የሆኑ ጣፋጭ ምግቦቿን ለማግኘት እምብዛም ቦታ አይፈጅላቸውም።,ዋጋዎች,positive
1601,ይሁን እንጂ እዚህ ያለው እውነተኛ ኮከብ ሳንድዊች እንደሆነ አዘውትረው ያውቃሉ።,ሳንድዊች,positive
1604,ሾርባውንና ሳንድዊችውን ለማጣጣም ትኩስና ኮመዛ ዛፉን ሞክሩት።,ሙቅና የቆረቆረ ሾርባ,positive
1608,ሾርባውንና ሳንድዊችውን ለማጣጣም ትኩስና ኮመዛ ዛፉን ሞክሩት።,ሾርባ እና ሳንድዊች ምግብ,positive
1612,በስንዴ የተጠበሰ ፒሳ ያላቸው ሲሆን እነዚህ ፒሳዎች በጣም ንጹሕና ለምለም ንጥረ ነገሮች የተዘጋጁ ናቸው።,ስንዴ የተጠበሰ ፒሳ,positive
1614,በስንዴ የተጠበሰ ፒሳ ያላቸው ሲሆን እነዚህ ፒሳዎች በጣም ንጹሕና ለምለም ንጥረ ነገሮች የተዘጋጁ ናቸው።,ንጥረ ነገሮች,positive
1617,በፒሳ ላይ የሚጠማመሙት ጣዕሙ ግን በጣዕሙ የተሞላ ነው።,ጣዕም,positive
1621,በፒሳ ላይ የሚጠማመሙት ጣዕሙ ግን በጣዕሙ የተሞላ ነው።,ፒሳ ላይ twist,positive
1625,ከባድ የሆነ የሕንዳውያን ምግብ ለማግኘት የምትመኝከሆነና ለምትመኛለው አካባቢ የምትመኝ ከሆነ ይህ በጣም ጥሩና አስደሳች ምርጫ ነው።,ambiance,positive
