,ln,aspect,polarities
3070,"Bar oyo eza na yango nyonso - masanga ya minene, mopepe ya malili, mosala ya malamu mpenza mpe bilei ya kitoko.",bilei,positive
3074,"Bar oyo eza na yango nyonso - masanga ya minene, mopepe ya malili, mosala ya malamu mpenza mpe bilei ya kitoko.",atmosphere,positive
3078,"Bar oyo eza na yango nyonso - masanga ya minene, mopepe ya malili, mosala ya malamu mpenza mpe bilei ya kitoko.",mosala,positive
3082,Steak ezalaki konyangwisa na monɔkɔ.,nyama ya nyama,positive
3084,"Ngonga ya esengo eza na ntalo moke, kasi yango emonisaka te mosala to mopepe.",mosala,positive
3086,"Ngonga ya esengo eza na ntalo moke, kasi yango emonisaka te mosala to mopepe.",atmosphere,positive
3088,"Ngonga ya esengo eza na ntalo moke, kasi yango emonisaka te mosala to mopepe.",Ngonga ya esengo,positive
3091,"Epai ya bankolo mboka; Batu ya mosala ya malamu, esika oyo eza mobateli!",bankolo,positive
3094,"Liste ya vinyo ezalaki malamu mingi, tapas na biso ezalaki kitoko, mpe mopepe ya kimia ebongaki mpenza mpo na masolo ya malamu.",Liste ya vino,positive
3098,"Liste ya vinyo ezalaki malamu mingi, tapas na biso ezalaki kitoko, mpe mopepe ya kimia ebongaki mpenza mpo na masolo ya malamu.",atmosphere,positive
3102,"Liste ya vinyo ezalaki malamu mingi, tapas na biso ezalaki kitoko, mpe mopepe ya kimia ebongaki mpenza mpo na masolo ya malamu.",tapas,positive
3106,Tobandaki na scallops mpe asparages mpe lisusu ezalaki na crabe ya mposo ya pete mpe saani ya fromage.,Asparagus,neutral
3108,Tobandaki na scallops mpe asparages mpe lisusu ezalaki na crabe ya mposo ya pete mpe saani ya fromage.,Plate fromage,neutral
3110,Tobandaki na scallops mpe asparages mpe lisusu ezalaki na crabe ya mposo ya pete mpe saani ya fromage.,scallops,neutral
3112,Tobandaki na scallops mpe asparages mpe lisusu ezalaki na crabe ya mposo ya pete mpe saani ya fromage.,Crabe ya mposo ya pete,neutral
3114,Nazali kozela na motema likoló kozonga kala mingi te mpe nsukansuka komeka biloko mingi oyo ezali na menu!,menu,positive
3116,Nkolo azalaka na esengo mpe akosepelisa.,Nkolo na yango,positive
3119,"Pesa yango komeka, menu eza ndenge ezalaka na Lifalanse kasi eza ndenge na ndenge.",menu,neutral
3122,"tapas ya malamu mpenza na ntalo monene, romantic, ya mike kasi ya koleka ndelo te, eza malamu mingi",talo,positive
3126,"tapas ya malamu mpenza na ntalo monene, romantic, ya mike kasi ya koleka ndelo te, eza malamu mingi",tapas,positive
3130,Oyo eza kaka moko ya barestora oyo nalingaka mingi na esika wana bilei eza ntalo mingi te kasi eza malamu mpenza (kimono Shrimp Special ezalaki malamu mpenza) mpe eza na mopepe ya monene.,atmosphere,positive
3134,Oyo eza kaka moko ya barestora oyo nalingaka mingi na esika wana bilei eza ntalo mingi te kasi eza malamu mpenza (kimono Shrimp Special ezalaki malamu mpenza) mpe eza na mopepe ya monene.,kimono shrimp special,positive
3138,Oyo eza kaka moko ya barestora oyo nalingaka mingi na esika wana bilei eza ntalo mingi te kasi eza malamu mpenza (kimono Shrimp Special ezalaki malamu mpenza) mpe eza na mopepe ya monene.,bilei,positive
3142,Ekoki kozala mwa mosala zingazinga ya ntango ya nsɔngɛ mpo na monene na yango.,Taille,negative
3145,Nakendeki na Kitchenette na wikende oyo mpo na kolya brunch.,brunch,neutral
3147,Esika yango ezali mpenza kitoko mpe bilei yango ezali kitoko.,Esika,positive
3151,Esika yango ezali mpenza kitoko mpe bilei yango ezali kitoko.,bilei,positive
3155,"Nzokande, mosala yango ezali mpenza mabe.",mosala,negative
3158,"Bato basalaka na restora bazalaka na mposa makasi mpe bazalaka na boboto mpe emonanaka ntango nyonso esengo ya komona biso, mpe bilei eza kitoko, soki eza te na mayele ya kokamwa.",waitstaff,positive
3162,"Bato basalaka na restora bazalaka na mposa makasi mpe bazalaka na boboto mpe emonanaka ntango nyonso esengo ya komona biso, mpe bilei eza kitoko, soki eza te na mayele ya kokamwa.",bilei,positive
3166,Nalingi na lobster ravioli!,lobster ravioli,positive
3169,"Kala mingi te tolekisaki Bonane na restora, mpe tozalaki na esengo mingi, banda na vinyo kino na menu ya dessert.",Dessert menu,positive
3172,"Kala mingi te tolekisaki Bonane na restora, mpe tozalaki na esengo mingi, banda na vinyo kino na menu ya dessert.",Bibenda,positive
3175,"Esika yango ezali ya kelasi, ya chique, mosala yango ezali ya esengo mpe ya koyamba bapaya, mpe bilei ezali malamu mpenza.",Esika,positive
3179,"Esika yango ezali ya kelasi, ya chique, mosala yango ezali ya esengo mpe ya koyamba bapaya, mpe bilei ezali malamu mpenza.",mosala,positive
3183,"Esika yango ezali ya kelasi, ya chique, mosala yango ezali ya esengo mpe ya koyamba bapaya, mpe bilei ezali malamu mpenza.",bilei,positive
3187,Nasengelaki kozela moninga na ngai na bar mpo na mwa miniti,BAR,neutral
3189,"Esika oyo eza na sushi ya kitoko, mpe eza kitoko CHEAP. ",sushi,positive
3192,Ezali mpe na ebele ya bilei mosusu ya Corée oyo ekoki kosombama malamu mpe kaka ndenge moko na yummy.,Elubu ya Corée,positive
3195,"Menu ya kokamwa, kobengisa bato na esengo ambiance, mosala monene BILEI esalaka ete nazonga!",mosala,positive
3199,"Menu ya kokamwa, kobengisa bato na esengo ambiance, mosala monene BILEI esalaka ete nazonga!",menu,positive
3203,"Menu ya kokamwa, kobengisa bato na esengo ambiance, mosala monene BILEI esalaka ete nazonga!",ambiance,positive
3207,"Menu ya kokamwa, kobengisa bato na esengo ambiance, mosala monene BILEI esalaka ete nazonga!",BILEI,positive
3209,Emonanaki lokola ete milende esalemaki te mpo na kolakisa mpe lolenge ya bilei.,Quality ya bilei mpe qualité,negative
3211,Ekokaki kozala malamu koleka mpo na 1/3 ntalo na Chinatown.,talo,negative
3213,Moyambi mpe Hostess azalaki mpenza bonkonde.,Moyambi bapaya,negative
3216,Moyambi mpe Hostess azalaki mpenza bonkonde.,Hostess,negative
3219,"mopepe eza kitoko mingi, mpe kokima ya boyei malamu na bisika mosusu ya SI mall oyo etikali.",atmosphere,positive
3222,"Nzokande, bilei mpe mosala yango ezali mpe kozanga mpenza na lolenge ya kokamwa.",mosala,negative
3225,"Nzokande, bilei mpe mosala yango ezali mpe kozanga mpenza na lolenge ya kokamwa.",bilei,negative
3228,Sushi ekatami na ba blocs ya minene koleka telefone na ngai ya maboko.,sushi,negative
3231,"Tosɛngaki ete bakata lisusu sushi, mpe bazongisaki yango epai na biso na ba cubes ya mike oyo eza lokola fromage.",sushi,negative
3233,Bato oyo bazalaki kozela bazalaki kosala na mongongo makasi mpe bazalaki kokanisa te.,Kozela ya bato ya mosala,negative
3236,Ba fries ya France -- na dip ya kalmata ezalaki nsɔmɔ mpenza!,Français - Avec Bayi Bayi Laki,positive
3239,"makasi mbak...  Ndenge elobamisaki, nalyaki *in* restora te kasi natelemaki wana mpona kozwa takeout mpe emonani ete eza esika ya kopema mingi; Lisusu, bar emonanaka kitoko.",Esika,positive
3243,"makasi mbak...  Ndenge elobamisaki, nalyaki *in* restora te kasi natelemaki wana mpona kozwa takeout mpe emonani ete eza esika ya kopema mingi; Lisusu, bar emonanaka kitoko.",BAR,positive
3247,"makasi mbak...  Ndenge elobamisaki, nalyaki *in* restora te kasi natelemaki wana mpona kozwa takeout mpe emonani ete eza esika ya kopema mingi; Lisusu, bar emonanaka kitoko.",Koluka biloko ya kolya,neutral
3249,"Banda na emiliana ya erbazzone kino na mostarda na saani ya fromage, bilei na restora oyo nyonso balambaka yango na lisalisi ya pete.",mostarda na saani ya fromage,positive
3251,"Banda na emiliana ya erbazzone kino na mostarda na saani ya fromage, bilei na restora oyo nyonso balambaka yango na lisalisi ya pete.",Batela,positive
3253,"Banda na emiliana ya erbazzone kino na mostarda na saani ya fromage, bilei na restora oyo nyonso balambaka yango na lisalisi ya pete.",Erbazzone emiliana,positive
3255,"Bilei eza kaka ya solo te, kasi bato oyo basalaka awa bazalaka mpenza libanda ya masuwa, baza bilenge mpe loketo mpe bayebi oyo bazali kosala na oyo etali bilei mpe vinyo.",bilei,positive
3259,"Bilei eza kaka ya solo te, kasi bato oyo basalaka awa bazalaka mpenza libanda ya masuwa, baza bilenge mpe loketo mpe bayebi oyo bazali kosala na oyo etali bilei mpe vinyo.",Basali,positive
3263,"Bilei eza kaka ya solo te, kasi bato oyo basalaka awa bazalaka mpenza libanda ya masuwa, baza bilenge mpe loketo mpe bayebi oyo bazali kosala na oyo etali bilei mpe vinyo.",Bibenda,positive
3265,"Bilei eza kaka ya solo te, kasi bato oyo basalaka awa bazalaka mpenza libanda ya masuwa, baza bilenge mpe loketo mpe bayebi oyo bazali kosala na oyo etali bilei mpe vinyo.",bilei,positive
3269,"Na esika mosusu nyonso, talo ekozala 3x ya likolo!",talo,positive
3271,Eza na molunge ya moto ya libota oyo azali naino esika malamu ya kotala masano.,Esika,positive
3274,Bato ya mosala bazali kofuluka mpo na komindimisa ete bandimami mpenza.,Basali,positive
3277,Motɛki masanga ya sukali ya Irlande azalaka ntango nyonso na esengo mpe azali na makoki ya komema komungamunga na baninga na ngai elongi na ngai.,Ɔrtender,positive
3280,Ata nakendeki kofanda na uptown namekaka kotɛlɛma mbala mingi mpo na bilei ya GREAT ya ntalo moke mpe kofuta bato ya boboto vizite.,Basali,positive
3284,Ata nakendeki kofanda na uptown namekaka kotɛlɛma mbala mingi mpo na bilei ya GREAT ya ntalo moke mpe kofuta bato ya boboto vizite.,bilei,positive
3288,Oyo nde mayele mpe ebongi te mpo MJ Grill aloba ete epesaka nguya na midi mpe na bolei!,midi,negative
3291,Oyo nde mayele mpe ebongi te mpo MJ Grill aloba ete epesaka nguya na midi mpe na bolei!,dinners,negative
3294,Ndenge nini bakoki kobika na kopesa bilei ya mediocre na ntalo ya koleka?!,bilei,neutral
3298,Ndenge nini bakoki kobika na kopesa bilei ya mediocre na ntalo ya koleka?!,talo,negative
3302,Nasɛngaki nyama moko ya pɛtɛɛ ya katikati oyo emonanaka mingi te.,nyama ya nyama,neutral
3305,"Na nsima, na lolenge moko to mosusu bazalaki kosala eloko moko ya kokauka mpe ya kotumba, zingazinga ya eloko ya mobesu mpe ya malili na kati.",crust,negative
3308,Bite mibale oyo ebebi -- oyo nde mbeba monene!,nyama ya nyama,negative
3311,Gros bisous et bon lundi !,bilei,positive
3314,Elubu yango ezali elɛngi mpe esika ya kitoko mpenza!,Esika,positive
3318,Elubu yango ezali elɛngi mpe esika ya kitoko mpenza!,Batela,positive
3322,Bomba chambre pour les bouteilles ! ;-),desserts,positive
3324,"Lokumu na Inde emonanaka mingi na bilamba ya canai ya roti oyo okoki kopona, pancake ya kotumba oyo bapesaka yango na supu ya dipping ya pugent curry, ntango soso ya mango epesaka eloko ya kokamwa ya kokamwa, ya sika oyo bazwaka na sukali-mpe-sour.",roti canai appetizer,positive
3328,"Lokumu na Inde emonanaka mingi na bilamba ya canai ya roti oyo okoki kopona, pancake ya kotumba oyo bapesaka yango na supu ya dipping ya pugent curry, ntango soso ya mango epesaka eloko ya kokamwa ya kokamwa, ya sika oyo bazwaka na sukali-mpe-sour.",pancake ya kotumba oyo bapesaka na supu ya pugent curry dipping,positive
3330,"Lokumu na Inde emonanaka mingi na bilamba ya canai ya roti oyo okoki kopona, pancake ya kotumba oyo bapesaka yango na supu ya dipping ya pugent curry, ntango soso ya mango epesaka eloko ya kokamwa ya kokamwa, ya sika oyo bazwaka na sukali-mpe-sour.",soso mango,positive
3334,Likebisi moko: Biteni mosusu ya bibembe oyo esalemi na curried ekoki kozala makambo makasimakasi.,Sanduku ya bikangeli,negative
3337,"Ezalaki malamu, kasi ata eloko moko te ya elɛngi WOW.",Bibenda,neutral
3339,"Likambo ya pene oyo nazwaki ezalaki Cherry Marscapone, kasi bazalaki lisusu na yango te mokolo wana.",Cherry Marscapone,neutral
3341,Basali basengeli kozala mwa boboto.,Basali,negative
3344,Bambwa ya mɔ́tɔ ya malamu koleka na etúká ya tri-etúká.,hot dog,positive
3347,"Bato balingaka mingi ntango nyonso eza Big Mac, Chicken McNuggets, Filet-O-Fish sandwich mpe McDonald's ya France oyo eyebana mingi; Baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",Chicken McNuggets,positive
3351,"Bato balingaka mingi ntango nyonso eza Big Mac, Chicken McNuggets, Filet-O-Fish sandwich mpe McDonald's ya France oyo eyebana mingi; Baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",Sandwich ya Filet-O-Fish,positive
3355,"Bato balingaka mingi ntango nyonso eza Big Mac, Chicken McNuggets, Filet-O-Fish sandwich mpe McDonald's ya France oyo eyebana mingi; Baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",Salad ya monene ya entrée,neutral
3359,"Bato balingaka mingi ntango nyonso eza Big Mac, Chicken McNuggets, Filet-O-Fish sandwich mpe McDonald's ya France oyo eyebana mingi; Baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",McDonald's Famous Bimbo France,positive
3363,"Bato balingaka mingi ntango nyonso eza Big Mac, Chicken McNuggets, Filet-O-Fish sandwich mpe McDonald's ya France oyo eyebana mingi; Baoption ya pepele lokola salade ya monene ya entré ezalaka mpe.",Big Mac,positive
3367,Biloko bapesaka lokola bagato ya mɔtɔ mpe sandwich ya Egg McMuffin ezali mpo na ntongo.,mikate ya mɔ́tɔ,neutral
3370,Biloko bapesaka lokola bagato ya mɔtɔ mpe sandwich ya Egg McMuffin ezali mpo na ntongo.,ntongo,neutral
3372,Biloko bapesaka lokola bagato ya mɔtɔ mpe sandwich ya Egg McMuffin ezali mpo na ntongo.,Sandwich ya maki McMuffin,neutral
3375,"Bato ya mosala bazali na lolendo, ntalo na yango ezali mpenza makasi mpo na Brooklyn.",Basali,negative
3379,"Bato ya mosala bazali na lolendo, ntalo na yango ezali mpenza makasi mpo na Brooklyn.",talo,negative
3383,"Chef Vincenzo, azalaka ntango nyonso wana soki oza na mposa na ye, azali na talente ya solo mpe moto ya Roma ya solo.",Molambi,positive
3386,"Bilei na ye eza malamu mingi (mpe eza ntalo mingi te na mibeko ya NYC- eza te na nzete ya koleka $30, biloko mingi ya kosalela $12 kino 14).",appetizers,positive
3390,"Bilei na ye eza malamu mingi (mpe eza ntalo mingi te na mibeko ya NYC- eza te na nzete ya koleka $30, biloko mingi ya kosalela $12 kino 14).",LOPANGO,positive
3392,"Bilei na ye eza malamu mingi (mpe eza ntalo mingi te na mibeko ya NYC- eza te na nzete ya koleka $30, biloko mingi ya kosalela $12 kino 14).",bilei,positive
3396,"Chambre eza esika ya kitoko, ya nivo ya bi-level mpe bar ya molai oyo ebongi mpenza mpo na komela masanga.",Komela,neutral
3398,"Chambre eza esika ya kitoko, ya nivo ya bi-level mpe bar ya molai oyo ebongi mpenza mpo na komela masanga.",Chambre,positive
3402,"Chambre eza esika ya kitoko, ya nivo ya bi-level mpe bar ya molai oyo ebongi mpenza mpo na komela masanga.",espace ya level,positive
3406,"Chambre eza esika ya kitoko, ya nivo ya bi-level mpe bar ya molai oyo ebongi mpenza mpo na komela masanga.",long bar,positive
3410,Kende na Seafood Paella mpo na mibale.,Paella ya mbu mpo na bato mibale,positive
3412,"Ata mpo na bato mibale oyo bazali na nzala makasi, bilei etikali mingi mpo bamema yango na ndako (ezongisaka molunge makasi mpenza lisusu).",bilei,positive
3415,Ba apetizer nyonso eza malamu pe Sangria eza malamu mingi.,Sangria,positive
3419,Ba apetizer nyonso eza malamu pe Sangria eza malamu mingi.,apetizers,positive
3423,Mbala mingi mosala ezalaka malamu mpenza.,Mosala,positive
3426,Liyemi yango ezali mpenza ya penepene mpe ya lolango.,design,positive
3429,Bilei yango ezalaki kitoko mpenza mpe ezalaki na makanisi mpamba.,bilei,positive
3432,Basali bazali mopotu makasi mpe bazali komonana malamu.,Basali,positive
3435,"Ezalaki mpenza likambo kitoko ya kolya, yango wana nazongaki lisusu kaka na pɔsɔ wana.",Esika ya kolya,positive
3438,"Bilei yango ezali kitoko, basalaka yango na ndenge ya ntɔki mpe ezalaka kaka elɛngi.",bilei,positive
3441,Batela esika mpo na bisobe - basengeli kokufa.,Bisobe,positive
3444,"Appetizer kaka moko ya argentine chorizo na $8,95 ezalaki fennel ya kilo mingi ya boudin ya Italie neti oyo batɛkaka na 2,99 $/lb na butik.",Argentine chorizo appetizer,negative
3446,"Appetizer kaka moko ya argentine chorizo na $8,95 ezalaki fennel ya kilo mingi ya boudin ya Italie neti oyo batɛkaka na 2,99 $/lb na butik.","Bikakoli o molɔngɔ́ ya bilɔkɔ ya loléngé mɔ̌kɔ́ "" Italia",negative
3449,"Eza na miziki ya malamu, tapas ya kitoko, kopona vinyo ya kosepelisa (libosoliboso Espagnol) mpe client ya kartye ya hip ya lowkey.",Vinyo ya sika (Libosoliboso Espagnol),positive
3451,"Eza na miziki ya malamu, tapas ya kitoko, kopona vinyo ya kosepelisa (libosoliboso Espagnol) mpe client ya kartye ya hip ya lowkey.",tapas,positive
3455,"Eza na miziki ya malamu, tapas ya kitoko, kopona vinyo ya kosepelisa (libosoliboso Espagnol) mpe client ya kartye ya hip ya lowkey.",clientele,positive
3459,"Eza na miziki ya malamu, tapas ya kitoko, kopona vinyo ya kosepelisa (libosoliboso Espagnol) mpe client ya kartye ya hip ya lowkey.",Miziki,positive
3463,"Likambo eleki ntina, ezali na ntalo ya malamu.",talo,positive
3466,"Nazalaki kokende na restora oyo banda bambula, kala mosala ezalaki mwayene mpe bilei ezalaki kokoka te.",mosala,neutral
3470,"Nazalaki kokende na restora oyo banda bambula, kala mosala ezalaki mwayene mpe bilei ezalaki kokoka te.",bilei,negative
3474,"Oyo nde bokeseni, mosala ezalaki ya kobɔndisa mingi mpe bilei ezalaki malamu koleka mwayene, kasi oyo etelemaki mpenza ezalaki liste ya masanga ya makasi mpe ya monene boye.",mosala,positive
3478,"Oyo nde bokeseni, mosala ezalaki ya kobɔndisa mingi mpe bilei ezalaki malamu koleka mwayene, kasi oyo etelemaki mpenza ezalaki liste ya masanga ya makasi mpe ya monene boye.",beer list,positive
3482,"Oyo nde bokeseni, mosala ezalaki ya kobɔndisa mingi mpe bilei ezalaki malamu koleka mwayene, kasi oyo etelemaki mpenza ezalaki liste ya masanga ya makasi mpe ya monene boye.",bilei,positive
3486,Kosimba ya kitoko mpenza oyo ebongi mpenza na esika yango.,Esika,positive
3489,Botaleli ya mabe na bolukiluki ya engumba mbala mosusu euti na barestora ya kowelana ya zuwa oyo bamoni ete bakoki te kowelana na ezaleli mobimba ya malamu ya Temple na oyo etali lolenge ebongi ya kosalisa bakiliya na bango mpe kopesa bilei ya malamu koleka.,Ezaleli,positive
3493,Botaleli ya mabe na bolukiluki ya engumba mbala mosusu euti na barestora ya kowelana ya zuwa oyo bamoni ete bakoki te kowelana na ezaleli mobimba ya malamu ya Temple na oyo etali lolenge ebongi ya kosalisa bakiliya na bango mpe kopesa bilei ya malamu koleka.,bilei,positive
3497,Nazalaki kaka na mobembo na ngai ya liboso na esika oyo mpe nazalaki kozela te kozonga mpe kosala malembe malembe nzela na ngai na menu.,menu,neutral
3499,Ngai na mwana na ngai ya mwasi tokendaki komiyoka ete atondi na esengo (totondi te) mpe ezalaki koyoka malamu na koyeba ete tozalaki kolya bilei ya midi ya malamu.,midi,positive
3502,"Tosengeli mpe kobosana te, mosala yango ezali malamu mingi.",mosala,positive
3505,Bato ya mosala baza 100% ya bato ya Italie mpe bilei eza ya solo kaka ndenge ezwaka.,Basali,positive
3507,Bato ya mosala baza 100% ya bato ya Italie mpe bilei eza ya solo kaka ndenge ezwaka.,bilei,positive
3510,Gnocchi ezali mpenza konyangwa na monɔkɔ na yo!,gnocchi,positive
3513,Eloko nyonso oyo etali esika oyo eza kitoko - ata mpe esika ya kosukola!,Kasa-Vubu,positive
3516,Ce que café ya pas de café en fonction?,Kafé,positive
3519,"Banzete oyo ebimaka na kati na yango eza biloko ya kala lokola lasagna, fettuccine Alfredo mpe parmigiana ya soso.",nsoso parmigiana,neutral
3521,"Banzete oyo ebimaka na kati na yango eza biloko ya kala lokola lasagna, fettuccine Alfredo mpe parmigiana ya soso.",lasagna,neutral
3523,"Banzete oyo ebimaka na kati na yango eza biloko ya kala lokola lasagna, fettuccine Alfredo mpe parmigiana ya soso.",Banzete,neutral
3525,"Banzete oyo ebimaka na kati na yango eza biloko ya kala lokola lasagna, fettuccine Alfredo mpe parmigiana ya soso.",fettuccine Alfredo,neutral
3527,"Kasi, oyo elekaki mabe ezalaki elɛngi na yango.",elɛngi,negative
