,so,aspect,polarities
2842,"My Chelsea's menu cajiib ah oo hal abuur leh ayaa waxaa ka mid ah casriga ah, westernized suxuunta Japanese sida Foie Gras Unagi Napolean, Jap style steak hamburger, spicy cod roe spaghetti, cod madow oo leh saldhig miso, iyo hayayaashii wanka in maraakiibta madow, in la xuso wax yar.",Jap style hamburger steak,neutral
2846,Macmacaanka ku dhawaad waa cajiib ah: aan ugu jeclahay qof ahaan waa tartiir ay Maalinta.,Macmacaanka,positive
2850,Macmacaanka ku dhawaad waa cajiib ah: aan ugu jeclahay qof ahaan waa tartiir ay Maalinta.,waayahan dambe oo,positive
2854,"adeegga Good, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay ku sugaan in line!",adeege,positive
2858,"adeegga Good, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay ku sugaan in line!",sugi,positive
2862,"adeegga Good, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay ku sugaan in line!",qiimo,positive
2866,"adeegga Good, cunto weyn, qiimo wanaagsan, oo aan marnaba u leeyihiin in ay ku sugaan in line!",cuntod,positive
2870,Waxaa haboon in taksi in ay qaataan taksi in Chelsea kaliya for casho laga cabsado at My Chelsea.,casho,positive
2873,"Waxaan fursad u helay in aan mar kale ka cunteeyo dhismahaaga dhowr toddobaad ka hor, waxaan joogay xaafadaada cuntada ee kacsan.",ka hor- aagga cuntada,neutral
2875,Raashinkii soo baxay qaybaheedii ay ka midka ahaayeen kuwo aan dawo ahayn.,qaybo ka mid ah cuntada,neutral
2878,Sidee rajeyn kartaa in ay sii ganacsi la adeega sidan oo kale ah sii joogi kara?,adeege,negative
2880,"BEST duub tuunada khadhaadhka ah, salad asian weyn.",aasiya salad,positive
2884,"BEST duub tuunada khadhaadhka ah, salad asian weyn.",duub tuunada oo basicy,positive
2888,Isku day duudduuban ubax (ma ahan menu).,rose rose,positive
2891,Isku day duudduuban ubax (ma ahan menu).,menu,neutral
2893,Samee miisas badan- laga yaabee bar saqafka sare?,bar rooftop,neutral
2895,Samee miisas badan- laga yaabee bar saqafka sare?,miisas,negative
2897,"guacamole oo laga sameystay, galaha aan la rumaysan karin, iyo saxaraha ugu cajiibka badan.",caws,positive
2901,"guacamole oo laga sameystay, galaha aan la rumaysan karin, iyo saxaraha ugu cajiibka badan.",entrée,positive
2905,"guacamole oo laga sameystay, galaha aan la rumaysan karin, iyo saxaraha ugu cajiibka badan.",lamid ah Guacamole,positive
2908,Haddii aad tahay taageere Tequila ah ma aad ceeboobi doontid.,Tekiila,positive
2911,Waxaad keentaa taariikh iyo siriq khamri ah!,dhalada khamriga,neutral
2913,"Miisas ku dhow yihiin, si aad u fiican noqon buunbuunyo raaxo xusullada la macaamiisha kale.",Shaxda,negative
2916,Raashinku wuxuu ahaa hal abuur sida qurxinta oo labaduba ay u shaqeeyaan.,décor,positive
2919,Raashinku wuxuu ahaa hal abuur sida qurxinta oo labaduba ay u shaqeeyaan.,cuntod,positive
2922,"Soo jeedin keliya ayaa ah in aad ka booddid macmacaanka, waxa uu ahaa mid aad u qaali ah oo gaabiyay dhadhanka.",deeto,negative
2926,"Soo jeedin keliya ayaa ah in aad ka booddid macmacaanka, waxa uu ahaa mid aad u qaali ah oo gaabiyay dhadhanka.",dhadhan,negative
2930,"Sanwiches, burgers iyo salads, sida cobb-ka lemon-ka u labisan, waa guulaha caadiga ah.",Sandwiches,positive
2933,"Sanwiches, burgers iyo salads, sida cobb-ka lemon-ka u labisan, waa guulaha caadiga ah.",burger,positive
2936,"Sanwiches, burgers iyo salads, sida cobb-ka lemon-ka u labisan, waa guulaha caadiga ah.",salad,positive
2939,"Sanwiches, burgers iyo salads, sida cobb-ka lemon-ka u labisan, waa guulaha caadiga ah.",kaftan dressed cobb,positive
2942,"Hip boutiques iyo baararka on Ludlow ku dar farshaxanka, jawiga dhigay at this qaadashada Israa'iil-style iyo cunaan-in burger joint.",jawiga,positive
2945,"Isbeddellada xaafadaha yaryari waxay daaqaan counter-ka maalintii, halka cabitaanada farshaxanka, kuwa cabba guryaha farshaxanka oo leh qiyaaso culus oo ah munchies-ku-rasaasta habeenkii goor dambe.",counter,neutral
2947,"Meel yar, oo dibadda lagu cuno ayaa ka dhigta meel gaar loo leeyahay, oo raaxo leh oo keli ahaan wax lagu barto ama kula kulma asxaabta.",banaan,positive
2951,"Meel yar, oo dibadda lagu cuno ayaa ka dhigta meel gaar loo leeyahay, oo raaxo leh oo keli ahaan wax lagu barto ama kula kulma asxaabta.",aagga cuntada ee dibadda,positive
2955,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duuduubyada falafelka ee noocyada suuqa ee Jerusalem iyo salaadaha Mediterranean-ka - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa.",Yeruusaalem duubo suuqa-style duubo,positive
2959,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duuduubyada falafelka ee noocyada suuqa ee Jerusalem iyo salaadaha Mediterranean-ka - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa.",saxan,positive
2963,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duuduubyada falafelka ee noocyada suuqa ee Jerusalem iyo salaadaha Mediterranean-ka - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa.",organic dubay burgers,positive
2967,"Si deeqsinimo leh loo qurxiyey, burgerada duban ee dabiiciga ah ayaa ah saxanka ugu caansan, laakiin duuduubyada falafelka ee noocyada suuqa ee Jerusalem iyo salaadaha Mediterranean-ka - oo ay ku dhejiyaan fayrusyo, jiis ari iyo walnuts - ayaa si isku mid ah loo xakameynayaa.","Salaadaha Mediterranean---oo ay ka buuxaan beets, cheese ari iyo walnuts",positive
2969,"Hilibka-phobes ayaa nasiib u leh burgerka khudaarta aan caadiga ahayn, oo laga sameeyay isku darka kala duwan ee buskudka, karootada iyo khudaarta kale iyo udgoon.",karooto,positive
2973,"Hilibka-phobes ayaa nasiib u leh burgerka khudaarta aan caadiga ahayn, oo laga sameeyay isku darka kala duwan ee buskudka, karootada iyo khudaarta kale iyo udgoon.",chickpeas,positive
2977,"Hilibka-phobes ayaa nasiib u leh burgerka khudaarta aan caadiga ahayn, oo laga sameeyay isku darka kala duwan ee buskudka, karootada iyo khudaarta kale iyo udgoon.",khudaarta,positive
2981,"Hilibka-phobes ayaa nasiib u leh burgerka khudaarta aan caadiga ahayn, oo laga sameeyay isku darka kala duwan ee buskudka, karootada iyo khudaarta kale iyo udgoon.",udgoon,positive
2985,"Hilibka-phobes ayaa nasiib u leh burgerka khudaarta aan caadiga ahayn, oo laga sameeyay isku darka kala duwan ee buskudka, karootada iyo khudaarta kale iyo udgoon.",kabaha burger,positive
2989,"Cuntadu waxay ahayd mid aad u dhadhan badan, si hal abuur leh loo soo bandhigay iyo khamriga aad u fiican.",khamrie,positive
2993,"Cuntadu waxay ahayd mid aad u dhadhan badan, si hal abuur leh loo soo bandhigay iyo khamriga aad u fiican.",cuntod,positive
2997,Sidoo kale qoda aagga bararka buluugga ah.,aagga bar buluuga ah,positive
2999,In short Sheep Black laftiisa kala soocaan lo'da pub Midtown iyada oo la eegayo in ay isku dhafan yihiin beero-bar isboorti iyo kitsch ornate.,eegto,negative
3001,"""Menu waxaa ka mid ah pub shiishada -- burgers, steaks iyo adhijirro cad -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta.",burger,neutral
3003,"""Menu waxaa ka mid ah pub shiishada -- burgers, steaks iyo adhijirro cad -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta.",menu,neutral
3005,"""Menu waxaa ka mid ah pub shiishada -- burgers, steaks iyo adhijirro cad -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta.",pub fare,neutral
3007,"""Menu waxaa ka mid ah pub shiishada -- burgers, steaks iyo adhijirro cad -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta.",adhyahanada pie,neutral
3009,"""Menu waxaa ka mid ah pub shiishada -- burgers, steaks iyo adhijirro cad -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta.",steaks,neutral
3011,"""Menu waxaa ka mid ah pub shiishada -- burgers, steaks iyo adhijirro cad -- iyo xitaa portabella lasagna loogu talagalay idaha madow ee loo yaqaan ""khudaarta.",portabella lasagna,neutral
3013,"Oo dhammaan server [haweenka] aad waa cute, taas oo mar kasta waa fiican.",[haweenka] server,positive
3015,qaybaha waa kuwo aad u ballaaran iyo adeega waa fantastic !!,adag,positive
3019,qaybaha waa kuwo aad u ballaaran iyo adeega waa fantastic !!,adeege,positive
3023,Waxaan kugula talinayaa milanese-ka buskudka.,milanese,positive
3026,iyo mulkiilaha waa si fudud u quruxsan iyo saaxiibtinimo.,milkiilaha,positive
3029,"shaaha waa weyn yahay, macmacaanka oo dhanna waa mid macmacaan ah oo la isku samaysiiyay.",macamos,positive
3033,"shaaha waa weyn yahay, macmacaanka oo dhanna waa mid macmacaan ah oo la isku samaysiiyay.",shaaha,positive
3037,Ku soo dhawoow laakiin soo jiidasho badan gudaha leh adeeg aad u saaxiibtinimo iyo fiiro gaar ah.,adeege,positive
3041,Ku soo dhawoow laakiin soo jiidasho badan gudaha leh adeeg aad u saaxiibtinimo iyo fiiro gaar ah.,gudaha,positive
3045,"Cuntada waa wadaagsan oo dhan-wanaagsan, la duub sida caadiga ah aad u fiican iyo sushi / sashimi aan si isku mid ah heer la mid ah.",sushi/sashimi,neutral
3047,"Cuntada waa wadaagsan oo dhan-wanaagsan, la duub sida caadiga ah aad u fiican iyo sushi / sashimi aan si isku mid ah heer la mid ah.",duub,positive
3051,"Cuntada waa wadaagsan oo dhan-wanaagsan, la duub sida caadiga ah aad u fiican iyo sushi / sashimi aan si isku mid ah heer la mid ah.",cuntod,positive
3055,(Saashimigii waxoogaa khamiis ah baa loo jaraa.,sashimi,negative
3058,") Ma ahan makhaayad ugu fiican Japanese ee East Village, laakiin waa mid ka mid ah quruxsan adag qiimaha ay sikhligiisu sareeyo, iyo mudan booqasho ku celcelin.",qiimayaasha,positive
3061,"Maahan sababta oo ah inaan uur lahaa, laakiin raashinka halkan had iyo jeer waa mid macaan.",cuntod,positive
3064,In Puerto Rican aan wax ama laba wax ka ogahay oo ku saabsan flan oo meeshan adeegtaa mid ka mid ah ugu fiican (Waxaan rajeynayaa in Hooyo ma this akhriyo!).,laanta,positive
3066,"Barkani waxa uu leeyahay dhammaantood - cabitaano weyn, jawi qabow, adeeg aad u fiican iyo cunto macaan.",cabitaan,positive
3070,"Barkani waxa uu leeyahay dhammaantood - cabitaano weyn, jawi qabow, adeeg aad u fiican iyo cunto macaan.",cuntod,positive
3074,"Barkani waxa uu leeyahay dhammaantood - cabitaano weyn, jawi qabow, adeeg aad u fiican iyo cunto macaan.",jawiga,positive
3078,"Barkani waxa uu leeyahay dhammaantood - cabitaano weyn, jawi qabow, adeeg aad u fiican iyo cunto macaan.",adeege,positive
3082,Kabtii afkaygay ku dhalaalisay.,stekaar,positive
3084,"Saacadda farxadda leh waa mid raqiis ah, laakiin taasi ma tarjumeyso adeegga ama jawiga.",adeege,positive
3086,"Saacadda farxadda leh waa mid raqiis ah, laakiin taasi ma tarjumeyso adeegga ama jawiga.",jawiga,positive
3088,"Saacadda farxadda leh waa mid raqiis ah, laakiin taasi ma tarjumeyso adeegga ama jawiga.",saacad farxad leh,positive
3091,"Si milkiilayaasha; guys shaqo fiican, meeshan waa ilaaliye ah!",milkiilayaasha,positive
3094,"Liiska khamrigu wuxuu ahaa mid aad u fiican, tapaskeennu waa mid farxad leh, jawiga xasilloon ee kaamilka ah ee wada sheekaysiga wanaagsan.",liiska khamriga,positive
3098,"Liiska khamrigu wuxuu ahaa mid aad u fiican, tapaskeennu waa mid farxad leh, jawiga xasilloon ee kaamilka ah ee wada sheekaysiga wanaagsan.",jawiga,positive
3102,"Liiska khamrigu wuxuu ahaa mid aad u fiican, tapaskeennu waa mid farxad leh, jawiga xasilloon ee kaamilka ah ee wada sheekaysiga wanaagsan.",tabar,positive
3106,"Waxaan ku bilownay scallops-yada iyo asparagus-ka, sidoo kale waxaanu haysanay qolof jilicsan oo qolof ah iyo waliba saxanka kaas oo jilicsan.",asparagus,neutral
3108,"Waxaan ku bilownay scallops-yada iyo asparagus-ka, sidoo kale waxaanu haysanay qolof jilicsan oo qolof ah iyo waliba saxanka kaas oo jilicsan.",kaas,neutral
3110,"Waxaan ku bilownay scallops-yada iyo asparagus-ka, sidoo kale waxaanu haysanay qolof jilicsan oo qolof ah iyo waliba saxanka kaas oo jilicsan.",scallops,neutral
3112,"Waxaan ku bilownay scallops-yada iyo asparagus-ka, sidoo kale waxaanu haysanay qolof jilicsan oo qolof ah iyo waliba saxanka kaas oo jilicsan.",qolof jilicsan crab,neutral
3114,Waxaan rajeynayaa inaan dib u laabto dhowaan oo ugu dambeyn isku dayo wax walba oo ku saabsan menu-da!,menu,positive
3116,Mulkiilaha waa mid wacan oo madadaalo leh.,milkiilaha,positive
3119,"Sii isku day, menu waa faransiis caadi ah laakiin kala duwan.",menu,neutral
3122,"Tapas u fiican qiimo weyn, taataabtay, yar yar laakiin aan si xad dhaaf ah u cayncay, heer sare",qiimayaasha,positive
3126,"Tapas u fiican qiimo weyn, taataabtay, yar yar laakiin aan si xad dhaaf ah u cayncay, heer sare",tabar,positive
3130,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa mid aan qaali ahayn laakiin aad u wanaagsan (shrimp kimono gaar ah ahaa mid aad u fiican) oo uu leeyahay jawiga weyn.,jawiga,positive
3134,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa mid aan qaali ahayn laakiin aad u wanaagsan (shrimp kimono gaar ah ahaa mid aad u fiican) oo uu leeyahay jawiga weyn.,kimono shrimp gaar ah,positive
3138,tani weli waa mid ka mid ah makhaayadaha aan ugu jecel aagga cuntada waa mid aan qaali ahayn laakiin aad u wanaagsan (shrimp kimono gaar ah ahaa mid aad u fiican) oo uu leeyahay jawiga weyn.,cuntod,positive
3142,Waxay noqon kartaa xoogaa mashquul ah agagaarka jeer ugu sareeya sababtoo ah cabbirka.,marka,negative
3145,Waxaan tegey Kitchenette isbuucaan dhamaadka si aan u helo quraac.,brunch,neutral
3147,"Goobtu gebi ahaanba waa mid la jecel yahay, cuntaduna waa mid macaan.",meele,positive
3151,"Goobtu gebi ahaanba waa mid la jecel yahay, cuntaduna waa mid macaan.",cuntod,positive
3155,"Si kastaba ha ahaatee, adeeggu gabi ahaanba waa mid aad u xun.",adeege,negative
3158,"Waitstaff waa mid solicitous ah oo saaxiibtinimo leh mar walbana waxay u muuqataa farxad in ay na aragto, iyo cuntadu waa cajiib ah, haddii aysan ahayn wax hal abuur leh oo cajiib ah.",sugid,positive
3162,"Waitstaff waa mid solicitous ah oo saaxiibtinimo leh mar walbana waxay u muuqataa farxad in ay na aragto, iyo cuntadu waa cajiib ah, haddii aysan ahayn wax hal abuur leh oo cajiib ah.",cuntod,positive
3166,Waxaan jeclahay ravioli lobster ah!,lobster ravioli,positive
3169,"Dhowaan waxaan ku qaadanay sanadka cusub maqaayadda, waxaanan u helnay khibrad weyn, laga bilaabo khamriga ilaa liisamarka macmacaanka.",dessert menu,positive
3172,"Dhowaan waxaan ku qaadanay sanadka cusub maqaayadda, waxaanan u helnay khibrad weyn, laga bilaabo khamriga ilaa liisamarka macmacaanka.",khamrie,positive
3175,"Meeshani waa mid heer sare ah, dabacsan, adeeggu waa mid diiran oo martida, cuntaduna waa mid heer sare ah.",meele,positive
3179,"Meeshani waa mid heer sare ah, dabacsan, adeeggu waa mid diiran oo martida, cuntaduna waa mid heer sare ah.",adeege,positive
3183,"Meeshani waa mid heer sare ah, dabacsan, adeeggu waa mid diiran oo martida, cuntaduna waa mid heer sare ah.",cuntod,positive
3187,Waxay ahayd in aan ku sugo saaxiibkay baarka dhowr daqiiqo,barre,neutral
3189,"Meeshan waxay leedahay sushi qurux badan, waana mid raqiis ah oo macaan. ",suldaa,positive
3192,Waxa kale oo ay leedahay in badan oo suxuunta Korean kale in ay yihiin la awoodi karo iyo sida yummy.,Suxuunta Korean,positive
3195,"menu Wonderful, ambiance diiran martiqaad, adeegga weyn CUNTADA i hayaa soo laabtay!",adeege,positive
3199,"menu Wonderful, ambiance diiran martiqaad, adeegga weyn CUNTADA i hayaa soo laabtay!",menu,positive
3203,"menu Wonderful, ambiance diiran martiqaad, adeegga weyn CUNTADA i hayaa soo laabtay!",ambiance,positive
3207,"menu Wonderful, ambiance diiran martiqaad, adeegga weyn CUNTADA i hayaa soo laabtay!",CUNTADA,positive
3209,Ma u muuqan mid dadaal lagu galay soo bandhigga iyo tayada cuntada.,bandhigay iyo tayada cuntada,negative
3211,Waxaa laga yaabaa inay u fiicnaato 1/3 qiimaha Chinatown.,qiimaha,negative
3213,Host iyo Hostess-na waxay ahaayeen kuwo aan xushmad laheyn.,Host,negative
3216,Host iyo Hostess-na waxay ahaayeen kuwo aan xushmad laheyn.,martiqaad,negative
3219,"jawiga waa mid aad u wacan, waana soo dhaweyn ka baxsada inta ka hartay suuqii SI.",jawiga,positive
3222,"Si kastaba ha ahaatee, cuntadii iyo adeeggii oo si aad ah u la'aa.",adeege,negative
3225,"Si kastaba ha ahaatee, cuntadii iyo adeeggii oo si aad ah u la'aa.",cuntod,negative
3228,sushi ayaa la gooyay in blocks ka weyn yahay telefoonkayga gacanta.,suldaa,negative
3231,"Waxaanu ka dalbanay in sushii dib loo gooyo, waxaana naloogu soo celiyay annaga oo ku jira xabbo yar-yar oo jiis u eg.",suldaa,negative
3233,Shaqaalaha oo ahaa mid cod dheer oo aan fikirka la galin.,shaqaalaha gato,negative
3236,Barafka Faransiiska - iyada oo la isku maquuqay kalmata waxay ahaayeen kuwo aad u fiican!,French fries - oo leh kalmata,positive
3239,"Aadka loogu taliyey ...  Sida lagu sheegay, anigu ma cunin *in* makhaayadihii laakiin halkaas ayaan istaagay si aan u soo qaado qaadashada waxayna u muuqataa meel aad u degan; sidoo kale, baarka wuxuu u muuqdaa mid fiican.",meele,positive
3243,"Aadka loogu taliyey ...  Sida lagu sheegay, anigu ma cunin *in* makhaayadihii laakiin halkaas ayaan istaagay si aan u soo qaado qaadashada waxayna u muuqataa meel aad u degan; sidoo kale, baarka wuxuu u muuqdaa mid fiican.",barre,positive
3247,"Aadka loogu taliyey ...  Sida lagu sheegay, anigu ma cunin *in* makhaayadihii laakiin halkaas ayaan istaagay si aan u soo qaado qaadashada waxayna u muuqataa meel aad u degan; sidoo kale, baarka wuxuu u muuqdaa mid fiican.",takeout,neutral
3249,"Laga soo bilaabo erbazzone emiliana ilaa ugu badanaan ee ku yaala saxanka jiiska, suxuunta makhaayaddan ayaa dhammaantood lagu tacaalayaa daryeel jilicsan.",mostarda saxanka kaas,positive
3251,"Laga soo bilaabo erbazzone emiliana ilaa ugu badanaan ee ku yaala saxanka jiiska, suxuunta makhaayaddan ayaa dhammaantood lagu tacaalayaa daryeel jilicsan.",saxanka,positive
3253,"Laga soo bilaabo erbazzone emiliana ilaa ugu badanaan ee ku yaala saxanka jiiska, suxuunta makhaayaddan ayaa dhammaantood lagu tacaalayaa daryeel jilicsan.",erbazzone emiliana,positive
3255,"Raashinka kaliya ma ahan mid dhab ah, laakiin shaqaalaha halkan joogaa waa kuwo ka baxsan markabka, waa dhallinyaro iyo misigta oo og waxay qabanayaan marka ay timaado cuntada iyo khamriga.",cuntod,positive
3259,"Raashinka kaliya ma ahan mid dhab ah, laakiin shaqaalaha halkan joogaa waa kuwo ka baxsan markabka, waa dhallinyaro iyo misigta oo og waxay qabanayaan marka ay timaado cuntada iyo khamriga.",shaqaalaha,positive
3263,"Raashinka kaliya ma ahan mid dhab ah, laakiin shaqaalaha halkan joogaa waa kuwo ka baxsan markabka, waa dhallinyaro iyo misigta oo og waxay qabanayaan marka ay timaado cuntada iyo khamriga.",khamrie,positive
3265,"Raashinka kaliya ma ahan mid dhab ah, laakiin shaqaalaha halkan joogaa waa kuwo ka baxsan markabka, waa dhallinyaro iyo misigta oo og waxay qabanayaan marka ay timaado cuntada iyo khamriga.",cuntod,positive
3269,"Meel kasta oo kale, qiimaha noqon lahaa 3x sida sare!",qiimayaasha,positive
3271,Miyuu diirran yahay qoyska deegaanka weli waa meel aad u fiican si aad u daawato dhacdooyinka isboortiga.,meele,positive
3274,Shaqaalaha ayaa hoy u noqonaya hubi in aad satiyeysid.,Shaqaalaha,positive
3277,Bartender Irish macaan had iyo jeer waa ku faraxsan yahay oo awoodaan in ay keenaan dhamaystiran saaxiibaday a wejigayga.,baararka,positive
3280,Inkasta oo aan u guuray uptown Waxaan isku dayaa in aan joojiyo in sida badan ee suurto gal ah ee cuntada GREAT raqiis ah iyo in aan bixiyo shaqaalaha saaxiibtinimo booqasho ah.,shaqaalaha,positive
3284,Inkasta oo aan u guuray uptown Waxaan isku dayaa in aan joojiyo in sida badan ee suurto gal ah ee cuntada GREAT raqiis ah iyo in aan bixiyo shaqaalaha saaxiibtinimo booqasho ah.,cuntod,positive
3288,Sidee qadada qadada ah oo aan munaasib aheyn MJ Grill in ay sheegato in ay bixiso qado awood iyo casho!,qado,negative
3291,Sidee qadada qadada ah oo aan munaasib aheyn MJ Grill in ay sheegato in ay bixiso qado awood iyo casho!,casho,negative
3294,Sidee bay u noolaan karaan adeegaya cunto isku dhafan oo dhexdhexaad ah qiimo xad-dhaaf ah ?!,cuntod,neutral
3298,Sidee bay u noolaan karaan adeegaya cunto isku dhafan oo dhexdhexaad ah qiimo xad-dhaaf ah ?!,qiimayaasha,negative
3302,Waxaan weydiistay isboortin fudud oo dhexdhexaad ah oo naadir ah.,stekaar,neutral
3305,Wax kalena waxay sameeyeen qolo engegtay oo gubatay oo ku wareegsanayd meel ceeriin iyo dhaxan ku dhex jirta.,haku,negative
3308,Laba meelood oo dhuumaalay-- waa danbi!,steaks,negative
3311,"makhaayad Great, iyo cunto xitaa ka weyn!",cuntod,positive
3314,Suxuuntu waa cajiib ahaan dhadhan iyo meel raaxo leh oo jaal ah oo ay is qabaan!,meele,positive
3318,Suxuuntu waa cajiib ahaan dhadhan iyo meel raaxo leh oo jaal ah oo ay is qabaan!,saxanka,positive
3322,Badbaadi qolka macmacaanaha! ;-),caleemos,positive
3324,"Maamuuska Hindiya waa mid aad u cad oo ku saabsan roti canai appetizer, canjeero la shiilay oo lagu daray bakhaarada la shiilay oo lagu daray saxarada lagu shubto, halka digaaga mango-ga ahi uu bixiyo la yaab leh oo casri ah, oo cusub oo cusub oo ku saabsan macaan-iyo-darro.",roti canai appetizer,positive
3328,"Maamuuska Hindiya waa mid aad u cad oo ku saabsan roti canai appetizer, canjeero la shiilay oo lagu daray bakhaarada la shiilay oo lagu daray saxarada lagu shubto, halka digaaga mango-ga ahi uu bixiyo la yaab leh oo casri ah, oo cusub oo cusub oo ku saabsan macaan-iyo-darro.",digsi shiilay oo lagu daray (fried pancake) oo lagu daray qasacad lagu shubto curry,positive
3330,"Maamuuska Hindiya waa mid aad u cad oo ku saabsan roti canai appetizer, canjeero la shiilay oo lagu daray bakhaarada la shiilay oo lagu daray saxarada lagu shubto, halka digaaga mango-ga ahi uu bixiyo la yaab leh oo casri ah, oo cusub oo cusub oo ku saabsan macaan-iyo-darro.",chicken mango,positive
3334,One caveat: Qaar ka mid ah casseroles curried noqon kartaa a trifle adag.,kasseroles curried,negative
3337,"Waxay ahayd mid wanaagsan, laakiin ma jiro mid ka mid ah dhadhan WOW.",dhadhan,neutral
3339,"Tii ugu dhowayd ee aan heshay waxay ahayd Cherry Marscapone, laakin maalintaas ayey kasoo baxeen.",Cherry Marscapone,neutral
3341,Shaqaalaha waa in ay noqdaan waxoogaa ka badan saaxiibtinimo.,shaqaalaha,negative
3344,eeyaha kulul Best in aagga tri-state.,hot dogs,positive
3347,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",Chicken McNuggets,positive
3351,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",Filet-O-Fish sanwiich,positive
3355,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",salads entrée-sizeed,neutral
3359,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",caanka ah ee McDonald ee faransiiska,positive
3363,"All-time jecel yahay waxaa ka mid ah Big Mac ah, McNuggets Chicken, rootiga Filet-O-Fish iyo barafka caanka ah ee McDonald ee Faransiiska; fursado fudud sida salads entrée-sizes ayaa sidoo kale la heli karaa.",Big Mac,positive
3367,Qurbaannada sida cake kulul iyo rootiga Egg McMuffin ayaa diyaar u ah quraacda.,kuuma,neutral
3370,Qurbaannada sida cake kulul iyo rootiga Egg McMuffin ayaa diyaar u ah quraacda.,quraac,neutral
3372,Qurbaannada sida cake kulul iyo rootiga Egg McMuffin ayaa diyaar u ah quraacda.,Ukunta McMuffin sanwiijiga,neutral
3375,"Shaqaalaha ayaa ah kuwa kibirsan, qiimaha ayaa aad u sareeya Brooklyn.",shaqaalaha,negative
3379,"Shaqaalaha ayaa ah kuwa kibirsan, qiimaha ayaa aad u sareeya Brooklyn.",qiimayaasha,negative
3383,"Kariye Vincenzo, had iyo jeer waxaa jira haddii aad u baahan tahay, waa talanti dhab ah iyo Roman dhab ah.",Kariyaha,positive
3386,"Cuntadiisu waa mid aad u fiican (oo aan qaali ku ahayn heerarka NYC- entrees ma jiro wax ka badan $ 30, inta badan rabitaanka $12 ilaa 14).",appetizers,positive
3390,"Cuntadiisu waa mid aad u fiican (oo aan qaali ku ahayn heerarka NYC- entrees ma jiro wax ka badan $ 30, inta badan rabitaanka $12 ilaa 14).",entrees,positive
3392,"Cuntadiisu waa mid aad u fiican (oo aan qaali ku ahayn heerarka NYC- entrees ma jiro wax ka badan $ 30, inta badan rabitaanka $12 ilaa 14).",cuntod,positive
3396,"Qolku waa meel qurux badan, heer-bi iyo bar dheer oo ku habboon cabbitaanka.",cabitaan,neutral
3398,"Qolku waa meel qurux badan, heer-bi iyo bar dheer oo ku habboon cabbitaanka.",qolka,positive
3402,"Qolku waa meel qurux badan, heer-bi iyo bar dheer oo ku habboon cabbitaanka.",meel bi-level,positive
3406,"Qolku waa meel qurux badan, heer-bi iyo bar dheer oo ku habboon cabbitaanka.",bar dheer,positive
3410,Tag oo loogu talagalay Seafood Paella laba.,Seafood Paella laba,positive
3412,Xitaa laba qof oo aad u gaajaysan waxaa jira cunto badan oo u hartay in guriga loo geeyo (si fiican ayay u kululeysaa sidoo kale).,cuntod,positive
3415,"Dhamaan aqoonyahannada way fiican yihiin, Sangria-na aad bay u fiican tahay.",Sangria,positive
3419,"Dhamaan aqoonyahannada way fiican yihiin, Sangria-na aad bay u fiican tahay.",apetizers,positive
