,yo,aspect,polarities
2408,Mo béèrè léraléra ohun tí ipò oúnjẹ náà jẹ́ àti pé ẹni tí ó ń dúró fún ìwà ìkà tí kò ṣeé gbàgbọ́ bínú sí i.,waiter,negative
2411,"Ibí yìí ní oúnjẹ India tó dára jùlọ ní New York, ọwọ́ rẹ̀ kò tó.",Ounjẹ India,positive
2414,Àwọn olùdúró náà lọ́yàyà púpọ̀ wọ́n sì ṣe ìrànlọ́wọ́ àti pé tí o bá máa ń rántí rẹ ní gbogbo ìgbà wọn yóò rántí rẹ.,awọn olutọju,positive
2417,Oúnjẹ náà yàtọ̀ wọ́n sì máa ń fún wa ní kíákíá.,sin sin,positive
2421,Oúnjẹ náà yàtọ̀ wọ́n sì máa ń fún wa ní kíákíá.,ounjẹ,positive
2425,Èmi àti ọkọ mi ti wà níbẹ̀ ó kéré tán ìgbà mẹ́fà wọ́n sì máa ń fún wa ní iṣẹ́ tó ga jùlọ àti àwọn oúnjẹ ìpanu ọ̀fẹ́.,iṣẹ,positive
2429,Èmi àti ọkọ mi ti wà níbẹ̀ ó kéré tán ìgbà mẹ́fà wọ́n sì máa ń fún wa ní iṣẹ́ tó ga jùlọ àti àwọn oúnjẹ ìpanu ọ̀fẹ́.,desserts,positive
2433,"Tí o bá ń wá ìtọ́wò oúnjẹ Ńlá India tí o sì fẹ́ iṣẹ́ tó dára, dájúdájú ṣàbẹ̀wò sí Curry Leaf.",Ounjẹ India,positive
2437,"Tí o bá ń wá ìtọ́wò oúnjẹ Ńlá India tí o sì fẹ́ iṣẹ́ tó dára, dájúdájú ṣàbẹ̀wò sí Curry Leaf.",iṣẹ,positive
2441,"El Nidos ọ̀kan lára àwọn ilé-oúnjẹ tí ó dára jùlọ ní New York tí mo ti lọ rí, ní oríṣiríṣi pizza tí ó dùn, ẹnu.",Pizza ká,positive
2444,"Wọ́n máa ń ṣe pizza náà tuntun, dídùn, wọ́n sì ṣetán láti pèsè.",Pizza ká,positive
2447,Iṣẹ́ tí a ní ìrírí rẹ̀ fanimọ́ra ó sì dára.,iṣẹ,positive
2450,"Mo lè sọ pé àwọn ìdì, burgers àti salads náà jẹ́ tuntun, ó dùn àti pé mango margareta ní $9 tọ́ sí owó náà dáadáa.",salads,positive
2454,"Mo lè sọ pé àwọn ìdì, burgers àti salads náà jẹ́ tuntun, ó dùn àti pé mango margareta ní $9 tọ́ sí owó náà dáadáa.",mango margareta,positive
2458,"Mo lè sọ pé àwọn ìdì, burgers àti salads náà jẹ́ tuntun, ó dùn àti pé mango margareta ní $9 tọ́ sí owó náà dáadáa.",wraps,positive
2462,"Mo lè sọ pé àwọn ìdì, burgers àti salads náà jẹ́ tuntun, ó dùn àti pé mango margareta ní $9 tọ́ sí owó náà dáadáa.",burgers,positive
2466,"Báyìí tí wọ́n ń pè ní nikki sushi, sushi dára.",sushi,neutral
2469,Hamburger tuntun pẹ̀lú ọbẹ̀ pàtàkì dára - ó kéré tán ó dára ju mac ńlá lọ!,Hamburger tuntun pẹlu obe pataki,positive
2473,Hamburger tuntun pẹ̀lú ọbẹ̀ pàtàkì dára - ó kéré tán ó dára ju mac ńlá lọ!,nla mac,negative
2477,"ṣùgbọ́n, filet mignon náà kò fi bẹ́ẹ̀ dára púpọ̀ ní gbogbo wákàtí ọtí mímu pẹ̀lú oúnjẹ ọ̀fẹ́ (àṣàyàn tí kì í ṣe sushi tó dára).",aṣayan ti kii ṣe sushi,positive
2481,"ṣùgbọ́n, filet mignon náà kò fi bẹ́ẹ̀ dára púpọ̀ ní gbogbo wákàtí ọtí mímu pẹ̀lú oúnjẹ ọ̀fẹ́ (àṣàyàn tí kì í ṣe sushi tó dára).",awọn appetizers,positive
2485,"ṣùgbọ́n, filet mignon náà kò fi bẹ́ẹ̀ dára púpọ̀ ní gbogbo wákàtí ọtí mímu pẹ̀lú oúnjẹ ọ̀fẹ́ (àṣàyàn tí kì í ṣe sushi tó dára).",cocktail wakati,positive
2487,"ṣùgbọ́n, filet mignon náà kò fi bẹ́ẹ̀ dára púpọ̀ ní gbogbo wákàtí ọtí mímu pẹ̀lú oúnjẹ ọ̀fẹ́ (àṣàyàn tí kì í ṣe sushi tó dára).",filet mignon,negative
2491,Ó JẸ́ ÀFÀÀNÍ KAN ṢOṢO TÍ A NÍ LÁTI ṢÀBẸ̀WÒ TÍ A SÌ FẸ́ OÚNJẸ GIDI ITALIAN.,ITALIAN OUNJẸ,neutral
2494,WỌ́N NÍ ÀWỌN OLÙTÌLẸ́YÌN NÍ Ẹ̀GBẸ́ Ọ̀NÀ TÍ WỌ́N Ń GBÌYÀNJÚ LÁTI FÀ Ọ́ WỌLÉ ÈYÍ TÍ Ó JẸ́ KÍ A FURA SÍ I.,AWỌN OLUTỌJU,neutral
2496,LASAGNA NÁÀ NI Ó ṢE É ṢE KÓ JẸ́ ÈYÍ TÍ Ó DÁRA JÙ TÍ MO TỌ́ WÒ.,LASAGNA,positive
2499,Àtòjọ-àṣàyàn náà dùn wọ́n kò sì wọ́n dáadáa.,iye owo,positive
2503,Àtòjọ-àṣàyàn náà dùn wọ́n kò sì wọ́n dáadáa.,akojọ aṣayan,positive
2507,Oúnjẹ náà dùn ó sì hàn kedere pé èròjà tuntun ni wọ́n lò.,awọn eroja,positive
2511,Oúnjẹ náà dùn ó sì hàn kedere pé èròjà tuntun ni wọ́n lò.,ounjẹ,positive
2515,Àwọn òṣìṣẹ́ náà kónimọ́ra wọ́n sì tẹ́ni lọ́rùn.,oṣiṣẹ,positive
2518,"Yàrá náà rọrùn díẹ̀, ṣùgbọ́n ó ṣòro láti jẹ́ kí irú ibi kékeré bẹ́ẹ̀ dùn mi ò sì ní dábàá pé gẹ́gẹ́ bí ìdí láti má lọ.",yàrá,negative
2521,"Yàrá náà rọrùn díẹ̀, ṣùgbọ́n ó ṣòro láti jẹ́ kí irú ibi kékeré bẹ́ẹ̀ dùn mi ò sì ní dábàá pé gẹ́gẹ́ bí ìdí láti má lọ.",ibi,negative
2523,"Mo jẹ oúnjẹ alẹ́ tó dára ní ibi àjọṣepọ̀ ẹja òkun tí a yà sọ́tọ̀ yìí, wọ́n pèsè oúnjẹ dáadáa àti -àgbékalẹ̀ iṣẹ́ náà sì dára ó sì yára.",iṣẹ,positive
2527,"Mo jẹ oúnjẹ alẹ́ tó dára ní ibi àjọṣepọ̀ ẹja òkun tí a yà sọ́tọ̀ yìí, wọ́n pèsè oúnjẹ dáadáa àti -àgbékalẹ̀ iṣẹ́ náà sì dára ó sì yára.",ounjẹ,positive
2531,"Mo jẹ oúnjẹ alẹ́ tó dára ní ibi àjọṣepọ̀ ẹja òkun tí a yà sọ́tọ̀ yìí, wọ́n pèsè oúnjẹ dáadáa àti -àgbékalẹ̀ iṣẹ́ náà sì dára ó sì yára.",oúnjẹ alẹ́,positive
2535,"Ààyè tó dára, níwọ̀n ìgbà tí kò bá ti kún fún ọ̀pọ̀lọpọ̀ ènìyàn àti ìfọkànsìn kan ṣoṣo sí oúnjẹ tí wọ́n yàn jẹ́ kí Mare jẹ́ àṣàyàn ńlá fún àwọn olólùfẹ́ ẹja òkun.",onjewiwa,positive
2537,"Ààyè tó dára, níwọ̀n ìgbà tí kò bá ti kún fún ọ̀pọ̀lọpọ̀ ènìyàn àti ìfọkànsìn kan ṣoṣo sí oúnjẹ tí wọ́n yàn jẹ́ kí Mare jẹ́ àṣàyàn ńlá fún àwọn olólùfẹ́ ẹja òkun.",ẹja òkun,positive
2540,Pẹ̀lú gbogbo àwọn ibi tí kò dára tàbí tí kò dára ní ọ̀nà 8th ó dára láti ní ọ̀kan tí ó jẹ́ ìgbésẹ̀ lókè nínú quaility àti àyíká.,quaility,positive
2543,Pẹ̀lú gbogbo àwọn ibi tí kò dára tàbí tí kò dára ní ọ̀nà 8th ó dára láti ní ọ̀kan tí ó jẹ́ ìgbésẹ̀ lókè nínú quaility àti àyíká.,afẹ́fẹ́,positive
2546,Tí o bá fẹ́ràn ẹja òkun àti/tàbí oúnjẹ Greek wà á nífẹ̀ẹ́ ibí yìí bí ó tilẹ̀ jẹ́ pé kì í ṣe àwọn nkan wọ̀nyí nìkan.,ẹja òkun,positive
2548,Tí o bá fẹ́ràn ẹja òkun àti/tàbí oúnjẹ Greek wà á nífẹ̀ẹ́ ibí yìí bí ó tilẹ̀ jẹ́ pé kì í ṣe àwọn nkan wọ̀nyí nìkan.,Greek ounje,positive
2550,Oúnjẹ náà fẹ́rẹ̀ máa ń dára gan-an.,ounjẹ,positive
2553,Awọn ayanfẹ mi nibi ni Pasita Tacos ati Tostada de Tinga ...,Tacos Pastor,positive
2556,Awọn ayanfẹ mi nibi ni Pasita Tacos ati Tostada de Tinga ...,Tostada de Tinga,positive
2559,Ọ̀ṣọ́ náà ni ohun tí ó kọ́kọ́ mú mi wá sí ìlẹ̀kùn.,ọ̀ṣọ́,positive
2561,"Àwọn ìpanu tí ó nípọn, ata ẹran àti àwọn ọ̀pọ̀lọpọ̀",stuffed baked poteto,neutral
2563,"Àwọn ìpanu tí ó nípọn, ata ẹran àti àwọn ọ̀pọ̀lọpọ̀",meaty chili,neutral
2565,"Àwọn ìpanu tí ó nípọn, ata ẹran àti àwọn ọ̀pọ̀lọpọ̀",chocolate Frosty,positive
2569,"Àwọn ìpanu tí ó nípọn, ata ẹran àti àwọn ọ̀pọ̀lọpọ̀",akojọ aṣayan,neutral
2571,"Àwọn ìpanu tí ó nípọn, ata ẹran àti àwọn ọ̀pọ̀lọpọ̀",fries,neutral
2575,Mo ní láti sọ pé wọ́n ní ọ̀kan lára àsìkò ìfijíṣẹ́ tó yá jù ní ìlú.,ifijiṣẹ igba,positive
2578,Ounje jẹ nigbagbogbo alabapade ati ki o gbona- setan lati jẹ!,Oúnjẹ,positive
2581,Kọfí dára ju àwọn sáńwíìsì Cosi tí ó wọ́n jù lọ.,Kọfí,positive
2585,Kọfí dára ju àwọn sáńwíìsì Cosi tí ó wọ́n jù lọ.,Cosi sandwiches,negative
2589,Mo kàn máa lọ fún kọfí tí ó dára ju Starbucks tàbí irú rẹ̀ lọ.,Kọfí,positive
2592,"Tí o bá ń wá oúnjẹ hong kong tòótọ́, má wò ó mọ́.",hong kong-style food ì,positive
2595,Awọn ounjẹ iresi ati awọn ounjẹ nudulu ṣọwọn kọja $ 5 ati ṣafikun lori ohun mimu yinyin itura fun $ 2 ati pe o ṣeto fun alẹ!,ice mimu,positive
2598,Awọn ounjẹ iresi ati awọn ounjẹ nudulu ṣọwọn kọja $ 5 ati ṣafikun lori ohun mimu yinyin itura fun $ 2 ati pe o ṣeto fun alẹ!,awọn ounjẹ iresi,positive
2600,Awọn ounjẹ iresi ati awọn ounjẹ nudulu ṣọwọn kọja $ 5 ati ṣafikun lori ohun mimu yinyin itura fun $ 2 ati pe o ṣeto fun alẹ!,noodle dishes,positive
2602,"Ó ṣeni láàánú, a yan ààyè yìí fún oúnjẹ ọ̀sán nítorí a ti rìn púpọ̀ tí a sì parí sí South St Seaport.",oúnjẹ ọ̀sán,neutral
2604,"Kò sí ẹ̀wà aláwọ̀ ewé, kò sí ẹyin, kò sí aṣọ anchovy, kò sí olifi nicoise, kò sí àlùbọ́sà pupa.",àlùbọ́sà pupa,neutral
2607,"Kò sí ẹ̀wà aláwọ̀ ewé, kò sí ẹyin, kò sí aṣọ anchovy, kò sí olifi nicoise, kò sí àlùbọ́sà pupa.",nicoise olives,neutral
2610,"Kò sí ẹ̀wà aláwọ̀ ewé, kò sí ẹyin, kò sí aṣọ anchovy, kò sí olifi nicoise, kò sí àlùbọ́sà pupa.",ẹyin,neutral
2613,"Kò sí ẹ̀wà aláwọ̀ ewé, kò sí ẹyin, kò sí aṣọ anchovy, kò sí olifi nicoise, kò sí àlùbọ́sà pupa.",awọn ewa alawọ ewe,neutral
2616,"Kò sí ẹ̀wà aláwọ̀ ewé, kò sí ẹyin, kò sí aṣọ anchovy, kò sí olifi nicoise, kò sí àlùbọ́sà pupa.",anchovy imura,neutral
2619,"Kódà, èyí kì í ṣe sàláàdì Nicoise àti pé kò fi bẹ́ẹ̀ ṣe é jẹ.",Nicoise saladi,negative
2621,Arábìnrin ìbànújẹ́ tó wà lẹ́gbẹ̀ẹ́ wa rò pé òun ti béèrè fún sàláàdì (pẹ̀lú bíbéèrè fún aṣọ sàláàdì) dípò bẹ́ẹ̀ wọ́n fún un ní quesedilla.,saladi imura,neutral
2623,Arábìnrin ìbànújẹ́ tó wà lẹ́gbẹ̀ẹ́ wa rò pé òun ti béèrè fún sàláàdì (pẹ̀lú bíbéèrè fún aṣọ sàláàdì) dípò bẹ́ẹ̀ wọ́n fún un ní quesedilla.,quesedilla,neutral
2625,Arábìnrin ìbànújẹ́ tó wà lẹ́gbẹ̀ẹ́ wa rò pé òun ti béèrè fún sàláàdì (pẹ̀lú bíbéèrè fún aṣọ sàláàdì) dípò bẹ́ẹ̀ wọ́n fún un ní quesedilla.,saladi,neutral
2627,"Nígbà tí ó ṣàròyé, oníbàárà náà sọ pé, Má bínú.",agbáwo oúnjẹ,neutral
2629,15% gratuity fi kún owó náà fúnra rẹ̀.,Gratuity,negative
2631,15% gratuity fi kún owó náà fúnra rẹ̀.,owo,negative
2633,"Àkàrà òyìnbó raspberry ṣokoléètì náà jẹ́ ti ọ̀run- kò dùn jù, ṣùgbọ́n ó kún fún adùn.",adùn,positive
2637,"Àkàrà òyìnbó raspberry ṣokoléètì náà jẹ́ ti ọ̀run- kò dùn jù, ṣùgbọ́n ó kún fún adùn.",chocolate raspberry akara oyinbo,positive
2641,Jókòó sẹ́yìn sínú ọ̀kan nínú àwọn àga tí ó rọrùn yẹn.,awọn ijoko,positive
2644,"Àyíká náà gbé ẹ lọ sí ibẹ̀ yẹn, ibẹ̀ tí ọ̀pọ̀lọpọ̀ àlá wà.",afẹ́fẹ́,positive
2646,Bóyá o yan mocha tí wọ́n dapọ̀ yìnyín tàbí mocha funfun gbígbóná tí inú rẹ dùn gan-an.,gbona funfun mocha,positive
2648,Bóyá o yan mocha tí wọ́n dapọ̀ yìnyín tàbí mocha funfun gbígbóná tí inú rẹ dùn gan-an.,iced blended mocha,positive
2650,"Bí ó tilẹ̀ jẹ́ pé àtòjọ-ẹ̀yàn tó dára wà, kò gbọ́dọ̀ gba ìṣẹ́jú mẹ́wàá láti gba ohun mímu rẹ àti 45 fún pizza oúnjẹ ìpanu.",awọn ohun mimu,neutral
2652,"Bí ó tilẹ̀ jẹ́ pé àtòjọ-ẹ̀yàn tó dára wà, kò gbọ́dọ̀ gba ìṣẹ́jú mẹ́wàá láti gba ohun mímu rẹ àti 45 fún pizza oúnjẹ ìpanu.",akojọ aṣayan,positive
2655,"Bí ó tilẹ̀ jẹ́ pé àtòjọ-ẹ̀yàn tó dára wà, kò gbọ́dọ̀ gba ìṣẹ́jú mẹ́wàá láti gba ohun mímu rẹ àti 45 fún pizza oúnjẹ ìpanu.",dessert pizza,neutral
2657,A kàn ní láti lọ nítorí pé àwọn òṣìṣẹ́ ìdúró ń pa wá tì - bí ó tilẹ̀ jẹ́ pé àwọn ilé-oúnjẹ yòókù ṣófo.,Duro awọn oṣiṣẹ,negative
2660,Oúnjẹ alẹ́ wọn dára gan-an.,Oúnjẹ alẹ́ àkànṣe,positive
2663,"fún bíi dọ́là mọ́kànlá wà á gba burrito ńlá kan (tàbí tacos), margarita, àti oúnjẹ ìpanu.",tacos,positive
2666,"fún bíi dọ́là mọ́kànlá wà á gba burrito ńlá kan (tàbí tacos), margarita, àti oúnjẹ ìpanu.",Margarita,neutral
2668,"fún bíi dọ́là mọ́kànlá wà á gba burrito ńlá kan (tàbí tacos), margarita, àti oúnjẹ ìpanu.",dessert,neutral
2670,"fún bíi dọ́là mọ́kànlá wà á gba burrito ńlá kan (tàbí tacos), margarita, àti oúnjẹ ìpanu.",burrito,positive
2673,Ó dára fún oúnjẹ kíákíá.,ounjẹ,positive
2676,"Kò jọ ohun púpọ̀ ní ìta, ṣùgbọ́n ní kété tí o bá rìn wọlé, àyíká mìíràn ni.",afẹ́fẹ́,positive
2678,"Kò jọ ohun púpọ̀ ní ìta, ṣùgbọ́n ní kété tí o bá rìn wọlé, àyíká mìíràn ni.",ita,negative
2680,Mo lọ sí Common Stock fún oúnjẹ àárọ̀ àti pé orí mi wú púpọ̀.,Brunch,neutral
2683,Ọ̀rẹ́ mi jẹ burger mo sì mu pankéèkì blueberry tó dára wọ̀nyí.,bọ́gà,neutral
2685,Ọ̀rẹ́ mi jẹ burger mo sì mu pankéèkì blueberry tó dára wọ̀nyí.,blueberry pancakes,positive
2688,Inú wa dùn púpọ̀ pẹ̀lú oúnjẹ wa inú wa sì dùn sí i nígbà tí a rí owó náà.,owo,positive
2692,Inú wa dùn púpọ̀ pẹ̀lú oúnjẹ wa inú wa sì dùn sí i nígbà tí a rí owó náà.,ounjẹ,positive
2696,Wọ́n mú kẹ̀kẹ́ ọbẹ̀ wá sí orí tábìlì rẹ wọ́n sì fún ọ ní àṣàyàn ọbẹ̀ 7 tàbí 8 fún ẹran ẹran rẹ (mo gbìyànjú GBOGBO wọn).,sauce cart,neutral
2698,Wọ́n mú kẹ̀kẹ́ ọbẹ̀ wá sí orí tábìlì rẹ wọ́n sì fún ọ ní àṣàyàn ọbẹ̀ 7 tàbí 8 fún ẹran ẹran rẹ (mo gbìyànjú GBOGBO wọn).,tabili,neutral
2700,Wọ́n mú kẹ̀kẹ́ ọbẹ̀ wá sí orí tábìlì rẹ wọ́n sì fún ọ ní àṣàyàn ọbẹ̀ 7 tàbí 8 fún ẹran ẹran rẹ (mo gbìyànjú GBOGBO wọn).,Awọn aṣayan ti awọn sauces,positive
2702,Wọ́n mú kẹ̀kẹ́ ọbẹ̀ wá sí orí tábìlì rẹ wọ́n sì fún ọ ní àṣàyàn ọbẹ̀ 7 tàbí 8 fún ẹran ẹran rẹ (mo gbìyànjú GBOGBO wọn).,ẹran ẹlẹ́dẹ̀,neutral
2704,Iṣẹ́ náà wà lórí kókó - kí ni o tún máa retí láti ọ̀dọ̀ Ritz?,iṣẹ,positive
2707,Oúnjẹ ìpanu náà yóò kú fún!,Dessert,positive
2710,Dídára ẹran náà wà ní ìbámu pẹ̀lú ilé ìtajà oúnjẹ ìbílẹ̀ rẹ.,didara ẹran,negative
2713,Iṣẹ́ ni wọ́n mọ̀ fún títẹ̀ sẹ́yìn láti mú inú gbogbo ènìyàn dùn.,Iṣẹ́,positive
2716,"Àwọn oúnjẹ tí wọ́n tọ́ka sí gẹ́gẹ́ bíi ""Roy's Classics"" (tí wọ́n ṣe àmì rẹ̀ lórí àtòjọ-ẹ̀yàn pẹ̀lú àwọn asterisks) jẹ́ àwọn ìlànà ìgbìyànjú àti òtítọ́, gẹ́gẹ́ bíi mahi mahi mahi tí ó ní macadamia, tàbí ẹran màlúù oyin-mustard dídùn.","""Roy's Classics""",positive
2719,"Àwọn oúnjẹ tí wọ́n tọ́ka sí gẹ́gẹ́ bíi ""Roy's Classics"" (tí wọ́n ṣe àmì rẹ̀ lórí àtòjọ-ẹ̀yàn pẹ̀lú àwọn asterisks) jẹ́ àwọn ìlànà ìgbìyànjú àti òtítọ́, gẹ́gẹ́ bíi mahi mahi mahi tí ó ní macadamia, tàbí ẹran màlúù oyin-mustard dídùn.",macadamia-crusted mahi mahi,positive
2722,"Àwọn oúnjẹ tí wọ́n tọ́ka sí gẹ́gẹ́ bíi ""Roy's Classics"" (tí wọ́n ṣe àmì rẹ̀ lórí àtòjọ-ẹ̀yàn pẹ̀lú àwọn asterisks) jẹ́ àwọn ìlànà ìgbìyànjú àti òtítọ́, gẹ́gẹ́ bíi mahi mahi mahi tí ó ní macadamia, tàbí ẹran màlúù oyin-mustard dídùn.",Awọn ounjẹ,positive
2725,"Àwọn oúnjẹ tí wọ́n tọ́ka sí gẹ́gẹ́ bíi ""Roy's Classics"" (tí wọ́n ṣe àmì rẹ̀ lórí àtòjọ-ẹ̀yàn pẹ̀lú àwọn asterisks) jẹ́ àwọn ìlànà ìgbìyànjú àti òtítọ́, gẹ́gẹ́ bíi mahi mahi mahi tí ó ní macadamia, tàbí ẹran màlúù oyin-mustard dídùn.",sweet honey-mustard beef short ribs,positive
2728,"Àwọn oúnjẹ tí wọ́n tọ́ka sí gẹ́gẹ́ bíi ""Roy's Classics"" (tí wọ́n ṣe àmì rẹ̀ lórí àtòjọ-ẹ̀yàn pẹ̀lú àwọn asterisks) jẹ́ àwọn ìlànà ìgbìyànjú àti òtítọ́, gẹ́gẹ́ bíi mahi mahi mahi tí ó ní macadamia, tàbí ẹran màlúù oyin-mustard dídùn.",akojọ aṣayan,neutral
2730,"Àwọn oúnjẹ tí wọ́n tọ́ka sí gẹ́gẹ́ bíi ""Roy's Classics"" (tí wọ́n ṣe àmì rẹ̀ lórí àtòjọ-ẹ̀yàn pẹ̀lú àwọn asterisks) jẹ́ àwọn ìlànà ìgbìyànjú àti òtítọ́, gẹ́gẹ́ bíi mahi mahi mahi tí ó ní macadamia, tàbí ẹran màlúù oyin-mustard dídùn.",awọn ilana,positive
2733,"Oúnjẹ ìpanu tí ó dára jùlọ, ṣokoléètì àti bọ́tà ẹ̀pà tart, kì í ṣe Hawaiian pàápàá jùlọ, ṣùgbọ́n ayé kékeré ni nígbà tí ó bá dọ̀rọ̀ àwọn ohun dídùn.",awọn didun lete,neutral
2735,"Oúnjẹ ìpanu tí ó dára jùlọ, ṣokoléètì àti bọ́tà ẹ̀pà tart, kì í ṣe Hawaiian pàápàá jùlọ, ṣùgbọ́n ayé kékeré ni nígbà tí ó bá dọ̀rọ̀ àwọn ohun dídùn.",dessert,positive
2738,"Oúnjẹ ìpanu tí ó dára jùlọ, ṣokoléètì àti bọ́tà ẹ̀pà tart, kì í ṣe Hawaiian pàápàá jùlọ, ṣùgbọ́n ayé kékeré ni nígbà tí ó bá dọ̀rọ̀ àwọn ohun dídùn.",chocolate ati peanut bota tart,positive
2740,"Àtòjọ oúnjẹ alẹ́ náà pèsè oríṣìíríṣìí oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà.",steaks,positive
2744,"Àtòjọ oúnjẹ alẹ́ náà pèsè oríṣìíríṣìí oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà.",Àwọn ọ̀nà mìíràn tí kò ní ẹran,neutral
2746,"Àtòjọ oúnjẹ alẹ́ náà pèsè oríṣìíríṣìí oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà.",ẹja òkun,positive
2750,"Àtòjọ oúnjẹ alẹ́ náà pèsè oríṣìíríṣìí oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà.",entrees,positive
2754,"Àtòjọ oúnjẹ alẹ́ náà pèsè oríṣìíríṣìí oúnjẹ ńlá, pẹ̀lú ẹja òkun tuntun àti ẹran ńlá, àwọn ọ̀nà mìíràn tí kì í ṣe ẹran tún wà.",oúnjẹ alẹ́,positive
2758,"Gbogbo nkan jẹ́ scrumptious, láti iṣẹ́ tí ó tayọ láti ọwọ́ àwọn oníbàárà tó rẹwà, títí dé àyíká tó lọ́pọ̀lọpọ̀.",iṣẹ,positive
2762,"Gbogbo nkan jẹ́ scrumptious, láti iṣẹ́ tí ó tayọ láti ọwọ́ àwọn oníbàárà tó rẹwà, títí dé àyíká tó lọ́pọ̀lọpọ̀.",àwọn obìnrin agbáwo oúnjẹ,positive
2766,"Gbogbo nkan jẹ́ scrumptious, láti iṣẹ́ tí ó tayọ láti ọwọ́ àwọn oníbàárà tó rẹwà, títí dé àyíká tó lọ́pọ̀lọpọ̀.",afẹ́fẹ́,positive
2770,"Wọ́n ń pèsè àyíká ìsinmi, ibi ìfọ̀kànbalẹ̀.",afẹ́fẹ́,positive
2773,"Mo wá sí tuntun láti retí oúnjẹ ńlá, gbogbo ohun tí mo gbà ni oúnjẹ tí wọ́n ń pèsè ní ilé oúnjẹ tí ó kàn ń tutù débi pé a kò lè gbádùn jíjẹ.",sin sin,neutral
2775,"Mo wá sí tuntun láti retí oúnjẹ ńlá, gbogbo ohun tí mo gbà ni oúnjẹ tí wọ́n ń pèsè ní ilé oúnjẹ tí ó kàn ń tutù débi pé a kò lè gbádùn jíjẹ.",ounjẹ,negative
2777,"Mo wá sí tuntun láti retí oúnjẹ ńlá, gbogbo ohun tí mo gbà ni oúnjẹ tí wọ́n ń pèsè ní ilé oúnjẹ tí ó kàn ń tutù débi pé a kò lè gbádùn jíjẹ.",ounjẹ,negative
2780,"Ó hàn gbangba pé oníbàárà wa kò gbìyànjú èyíkéyìí nínú oúnjẹ náà rí, kò sì sí ẹni tí ó dábàá ọtí wáìnì kankan.",ounjẹ,neutral
2782,"Ó hàn gbangba pé oníbàárà wa kò gbìyànjú èyíkéyìí nínú oúnjẹ náà rí, kò sì sí ẹni tí ó dábàá ọtí wáìnì kankan.",ọtí ẹlẹ́rìndòdò,neutral
2784,"Ó hàn gbangba pé oníbàárà wa kò gbìyànjú èyíkéyìí nínú oúnjẹ náà rí, kò sì sí ẹni tí ó dábàá ọtí wáìnì kankan.",agbáwo oúnjẹ,negative
2786,"Oúnjẹ ẹ̀rẹ̀kẹ́ halibut náà wá pẹ̀lú ìpín ọ̀làwọ́ foie gras, ṣùgbọ́n ìyẹn jẹ́ nípa ohun rere kan ṣoṣo tí mo lè sọ nípa oúnjẹ náà.",halibut ẹrẹkẹ appetizer,neutral
2790,"Oúnjẹ ẹ̀rẹ̀kẹ́ halibut náà wá pẹ̀lú ìpín ọ̀làwọ́ foie gras, ṣùgbọ́n ìyẹn jẹ́ nípa ohun rere kan ṣoṣo tí mo lè sọ nípa oúnjẹ náà.",ipin ti foie gras,positive
2794,Àwọn nkan ìbílẹ̀ Italian dára - kò wọ́n wọ́n wọ́n sì ń ṣiṣẹ́ ní ààyè ìrọ̀rùn.,sin sin,positive
2796,Àwọn nkan ìbílẹ̀ Italian dára - kò wọ́n wọ́n wọ́n sì ń ṣiṣẹ́ ní ààyè ìrọ̀rùn.,eto,positive
2800,Àwọn nkan ìbílẹ̀ Italian dára - kò wọ́n wọ́n wọ́n sì ń ṣiṣẹ́ ní ààyè ìrọ̀rùn.,Awọn ohun elo Italia ibile,positive
2804,"Pasta al dente tó péye, tí kò rì sínú ọbẹ̀ -- àwọn ìpín ọ̀làwọ́.",awọn ipin,positive
2808,"Pasta al dente tó péye, tí kò rì sínú ọbẹ̀ -- àwọn ìpín ọ̀làwọ́.",pasta,positive
2812,"Pasta al dente tó péye, tí kò rì sínú ọbẹ̀ -- àwọn ìpín ọ̀làwọ́.",ọbẹ̀,neutral
2816,A gbádùn ara wa dáadáa a sì máa padà lọ fún àwọn oúnjẹ ìpanu...,desserts,positive
2818,"Àtòjọ àṣàyàn Chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn Japanese gẹ́gẹ́ bíi Foie Gras Unagi Napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀.",spicy cod roe spaghetti,neutral
