,nya,aspect,polarities
3061,"Osati chifukwa chakuti ndinali ndi pakati, koma chakudya kuno nthawi zonse chimakhala chokoma.",chakudya,positive
3064,Kukhala Puerto Rican ndikudziwa chinthu chimodzi kapena ziwiri za flan ndipo malowa amatumikira imodzi mwa zabwino kwambiri (ndikuyembekeza kuti Amayi samawerenga izi!).,flan,positive
3066,"Bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri ndi chakudya chokoma.",zakumwa,positive
3070,"Bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri ndi chakudya chokoma.",chakudya,positive
3074,"Bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri ndi chakudya chokoma.",mlengalenga,positive
3078,"Bar iyi ili ndi zonse - zakumwa zazikulu, mlengalenga wozizira, utumiki wabwino kwambiri ndi chakudya chokoma.",utumiki,positive
3082,Steak inasungunuka mkamwa mwanga.,steak,positive
3084,"Ola lachimwemwe ndi lotsika mtengo kwambiri, koma zimenezo sizikuwonetsa utumiki kapena mlengalenga.",utumiki,positive
3086,"Ola lachimwemwe ndi lotsika mtengo kwambiri, koma zimenezo sizikuwonetsa utumiki kapena mlengalenga.",mlengalenga,positive
3088,"Ola lachimwemwe ndi lotsika mtengo kwambiri, koma zimenezo sizikuwonetsa utumiki kapena mlengalenga.",ola losangalala,positive
3091,"Kwa eni ake; ntchito yabwino anyamata, malo awa ndi wosunga!",eni ake,positive
3094,"Mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu yosangalatsa, ndi mkhalidwe wabata wangwiro kukambirana bwino.",mndandanda wa vinyo,positive
3098,"Mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu yosangalatsa, ndi mkhalidwe wabata wangwiro kukambirana bwino.",mlengalenga,positive
3102,"Mndandanda wa vinyo unali wapamwamba kwambiri, tapas yathu yosangalatsa, ndi mkhalidwe wabata wangwiro kukambirana bwino.",tapas,positive
3106,Tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi.,asparagus,neutral
3108,Tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi.,tchizi mbale,neutral
3110,Tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi.,scallops,neutral
3112,Tinayamba ndi scallops ndi asparagus komanso tinali ndi nkhanu yofewa ya chipolopolo komanso mbale ya tchizi.,zofewa chipolopolo nkhanu,neutral
3114,Ndikuyembekezera kubwerera posachedwa ndipo pamapeto pake ndikuyesera zambiri zonse pa menyu!,menyu,positive
3116,Mwini wake ndi wosangalatsa komanso wosangalatsa.,Mwini,positive
3119,"Perekani kuyesa, menyu ndi French wamba koma zosiyanasiyana.",menyu,neutral
3122,"tapas kwambiri pa mitengo yaikulu, chikondi, yaing'ono koma osati mopambanitsa crowed, kwambiri",mitengo,positive
3126,"tapas kwambiri pa mitengo yaikulu, chikondi, yaing'ono koma osati mopambanitsa crowed, kwambiri",tapas,positive
3130,ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'derali chakudya ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera inali yabwino kwambiri) ndipo ili ndi mlengalenga waukulu.,mlengalenga,positive
3134,ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'derali chakudya ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera inali yabwino kwambiri) ndipo ili ndi mlengalenga waukulu.,kimono nkhanu yapadera,positive
3138,ichi chidakali chimodzi mwa malo odyera omwe ndimakonda kwambiri m'derali chakudya ndi chotsika mtengo koma chabwino kwambiri (kimono shrimp yapadera inali yabwino kwambiri) ndipo ili ndi mlengalenga waukulu.,chakudya,positive
3142,Akhoza kukhala pang'ono otanganidwa kuzungulira nthawi pachimake chifukwa cha kukula.,kukula,negative
3145,Ndinapita ku Kitchenette sabata ino ku brunch.,brunch,neutral
3147,Malowa ndi okongola kwambiri ndipo chakudyacho ndi chokoma.,malo,positive
3151,Malowa ndi okongola kwambiri ndipo chakudyacho ndi chokoma.,chakudya,positive
3155,"Komabe, utumikiwo ndi woopsa kwambiri.",utumiki,negative
3158,"The waitstaff ndi wopempha ndi wochezeka ndipo nthawizonse amaoneka wokondwa kuona ife, ndi chakudya ndi zodabwitsa, ngati si stunningly kulenga.",waitstaff,positive
3162,"The waitstaff ndi wopempha ndi wochezeka ndipo nthawizonse amaoneka wokondwa kuona ife, ndi chakudya ndi zodabwitsa, ngati si stunningly kulenga.",chakudya,positive
3166,Ndili m'chikondi ndi lobster ravioli!,lobster ravioli,positive
3169,"Posachedwapa tinathera Chaka Chatsopano ku malo odyera, ndipo tinali ndi zochitika zazikulu, kuchokera ku vinyo kupita ku menyu ya dessert.",menyu dessert,positive
3172,"Posachedwapa tinathera Chaka Chatsopano ku malo odyera, ndipo tinali ndi zochitika zazikulu, kuchokera ku vinyo kupita ku menyu ya dessert.",vinyo,positive
3175,"Malo awa ndi apamwamba, chic, utumiki ndi wofunda komanso wochereza alendo, ndipo chakudyacho ndi chapadera.",malo,positive
3179,"Malo awa ndi apamwamba, chic, utumiki ndi wofunda komanso wochereza alendo, ndipo chakudyacho ndi chapadera.",utumiki,positive
3183,"Malo awa ndi apamwamba, chic, utumiki ndi wofunda komanso wochereza alendo, ndipo chakudyacho ndi chapadera.",chakudya,positive
3187,Ndinayenera kuyembekezera mnzanga ku bar kwa mphindi zingapo,bala,neutral
3189,"Malo awa ali ndi sushi wokongola, ndipo ndi zokoma CHEAP. ",sushi,positive
3192,Lilinso ndi zakudya zina zambiri za ku Korea zomwe zimakhala zotsika mtengo komanso zokoma kwambiri.,Zakudya za ku Korea,positive
3195,"Menyu yodabwitsa, yotentha yoitanira ambiance, utumiki waukulu CHAKUDYA chimandipangitsa kuti ndibwerere!",utumiki,positive
3199,"Menyu yodabwitsa, yotentha yoitanira ambiance, utumiki waukulu CHAKUDYA chimandipangitsa kuti ndibwerere!",menyu,positive
3203,"Menyu yodabwitsa, yotentha yoitanira ambiance, utumiki waukulu CHAKUDYA chimandipangitsa kuti ndibwerere!",ambiance,positive
3207,"Menyu yodabwitsa, yotentha yoitanira ambiance, utumiki waukulu CHAKUDYA chimandipangitsa kuti ndibwerere!",CHAKUDYA,positive
3209,Sizinaoneke ngati khama lililonse linapangidwa pa chiwonetsero ndi khalidwe la chakudya.,kuwonetsera ndi khalidwe la chakudya,negative
3211,Zikanakhala bwino kwa 1/3 mtengo ku Chinatown.,mtengo,negative
3213,Host ndi Hostess anali amwano kwambiri.,Host,negative
3216,Host ndi Hostess anali amwano kwambiri.,Hostess,negative
3219,"mlengalenga ndi wabwino kwambiri, ndi kuthawa kwabwino kuchokera ku malo ena onse a SI mall.",mlengalenga,positive
3222,"Komabe, chakudya ndi utumiki ndi kusowa kwambiri.",utumiki,negative
3225,"Komabe, chakudya ndi utumiki ndi kusowa kwambiri.",chakudya,negative
3228,Sushi imadulidwa m'malo akuluakulu kuposa foni yanga.,sushi,negative
3231,"Tinapempha kuti agaŵanirenso sushi, ndipo inabwezeredwa kwa ife m'ma cubes ang'onoang'ono onga tchizi.",sushi,negative
3233,Ogwira ntchito yodikirira anali okweza ndi osaganizira.,dikirani antchito,negative
3236,The French batala -- ndi kalmata kuviika anali zoopsa!,French batala - ndi kalmata dip,positive
3239,"Kulimbikitsidwa kwambiri...  Monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout ndipo zikuwoneka ngati malo omasuka kwambiri; komanso, bar ikuwoneka bwino.",malo,positive
3243,"Kulimbikitsidwa kwambiri...  Monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout ndipo zikuwoneka ngati malo omasuka kwambiri; komanso, bar ikuwoneka bwino.",bala,positive
3247,"Kulimbikitsidwa kwambiri...  Monga tanenera, sindinadyere * mu * malo odyera koma ndinaima pamenepo kuti nditenge takeout ndipo zikuwoneka ngati malo omasuka kwambiri; komanso, bar ikuwoneka bwino.",takeout,neutral
3249,"Kuchokera ku erbazzone emiliana kupita ku mostarda pa mbale ya tchizi, mbale pa malo odyera awa zonse zimagwiridwa ndi chisamaliro chosalimba.",mostarda pa mbale ya tchizi,positive
3251,"Kuchokera ku erbazzone emiliana kupita ku mostarda pa mbale ya tchizi, mbale pa malo odyera awa zonse zimagwiridwa ndi chisamaliro chosalimba.",mbale,positive
3253,"Kuchokera ku erbazzone emiliana kupita ku mostarda pa mbale ya tchizi, mbale pa malo odyera awa zonse zimagwiridwa ndi chisamaliro chosalimba.",erbazzone emiliana,positive
3255,"Sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo.",chakudya,positive
3259,"Sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo.",ndodo,positive
3263,"Sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo.",vinyo,positive
3265,"Sikuti chakudyacho ndi chowona, koma ogwira ntchito pano ali pafupifupi kunja kwa bwato, ali achinyamata ndi m'chiuno ndipo amadziwa zomwe akuchita pankhani ya chakudya ndi vinyo.",chakudya,positive
3269,"Kwina kulikonse, mitengo ikakhala 3x ngati yapamwamba!",mitengo,positive
3271,Ali ndi kutentha kwa banja m'deralo komabe ndi malo abwino kuonera zochitika zamasewera.,malo,positive
3274,Ogwira ntchito ndi accomodating onetsetsani kuti muli satified.,Ogwira ntchito,positive
3277,Sweet Irish bartender nthawi zonse amasangalala ndipo amatha kubweretsa kumwetulira kwa anzanga nkhope yanga.,bartender,positive
3280,Ngakhale ine anasamukira uptown Ine ndimayesetsa kuima mu nthawi zambiri monga momwe zingathere kwa GREAT chakudya wotchipa ndi kulipira ndodo wochezeka ulendo.,ndodo,positive
3284,Ngakhale ine anasamukira uptown Ine ndimayesetsa kuima mu nthawi zambiri monga momwe zingathere kwa GREAT chakudya wotchipa ndi kulipira ndodo wochezeka ulendo.,chakudya,positive
3288,Ndi chinyengo chotani komanso chosayenera kwa MJ Grill kunena kuti imapereka mphamvu masana ndi chakudya chamadzulo!,chakudya chamasana,negative
3291,Ndi chinyengo chotani komanso chosayenera kwa MJ Grill kunena kuti imapereka mphamvu masana ndi chakudya chamadzulo!,chakudya chamadzulo,negative
3294,Kodi angapulumuke bwanji kutumikira chakudya cha mediocre pamtengo wokwera kwambiri?!,chakudya,neutral
3298,Kodi angapulumuke bwanji kutumikira chakudya cha mediocre pamtengo wokwera kwambiri?!,mitengo,negative
3302,Ndinapempha nyama yosavuta yosowa kwambiri.,steak,neutral
3305,"Kenaka mwanjira inayake anapanga chigoba chouma ndi chopsereza, kuzungulira mkati mwake ndi kuzizira.",pakhungu,negative
3308,Ma steak awiri owonongeka -- ndi mlandu wotani nanga!,steaks,negative
3311,"Great odyera, ndipo ngakhale chakudya chachikulu!",chakudya,positive
3314,Zakudya zake ndi zokoma kwambiri komanso malo abwino komanso apamtima!,malo,positive
3318,Zakudya zake ndi zokoma kwambiri komanso malo abwino komanso apamtima!,mbale,positive
3322,Sungani malo a desserts! ;-),desserts,positive
3324,"Ulemu kwa India umawonekera kwambiri mu delectable roti canai appetizer, pancake yokazinga yomwe imaperekedwa ndi pungent curry kuviika msuzi, pamene nkhuku ya mango imapereka zodabwitsa zapamwamba, zatsopano zomwe zimatenga zokoma-ndi-zowawa.",roti canai appetizer,positive
3328,"Ulemu kwa India umawonekera kwambiri mu delectable roti canai appetizer, pancake yokazinga yomwe imaperekedwa ndi pungent curry kuviika msuzi, pamene nkhuku ya mango imapereka zodabwitsa zapamwamba, zatsopano zomwe zimatenga zokoma-ndi-zowawa.",pancake wokazinga woperekedwa ndi pungent curry kuviika msuzi,positive
3330,"Ulemu kwa India umawonekera kwambiri mu delectable roti canai appetizer, pancake yokazinga yomwe imaperekedwa ndi pungent curry kuviika msuzi, pamene nkhuku ya mango imapereka zodabwitsa zapamwamba, zatsopano zomwe zimatenga zokoma-ndi-zowawa.",mango nkhuku,positive
3334,Mfundo imodzi: Zina mwa casseroles curried akhoza kukhala trifle nkhanza.,curried casseroles,negative
3337,"Zinali zabwino, koma palibe zokometsera WOW.",zokometsera,neutral
3339,"Pafupi kwambiri kuti ndinapeza anali Cherry Marscapone, koma iwo anali kunja kwa izo tsiku limenelo.",Cherry Marscapone,neutral
3341,Ogwira ntchito ayenera kukhala aubwenzi pang'ono.,ndodo,negative
3344,Agalu otentha kwambiri m'dera la tri-state.,agalu otentha,positive
3347,"Zokonda nthawi zonse zimaphatikizapo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ndi McDonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",Nkhuku McNuggets,positive
3351,"Zokonda nthawi zonse zimaphatikizapo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ndi McDonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",Filet-O-Nsomba sangweji,positive
3355,"Zokonda nthawi zonse zimaphatikizapo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ndi McDonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",saladi ya entrée-kakulidwe,neutral
3359,"Zokonda nthawi zonse zimaphatikizapo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ndi McDonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",McDonald's wotchuka French batala,positive
3363,"Zokonda nthawi zonse zimaphatikizapo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich ndi McDonald's french fries otchuka; zosankha zopepuka monga saladi ya entree-kakulidwe imapezekanso.",Big Mac,positive
3367,Zopereka monga makeke otentha ndi sangweji ya Egg McMuffin zimapezeka kadzutsa.,makeke otentha,neutral
3370,Zopereka monga makeke otentha ndi sangweji ya Egg McMuffin zimapezeka kadzutsa.,kadzutsa,neutral
3372,Zopereka monga makeke otentha ndi sangweji ya Egg McMuffin zimapezeka kadzutsa.,Dzira McMuffin sangweji,neutral
3375,"Ogwira ntchito ndi odzikuza, mitengo ndi njira yapamwamba kwa Brooklyn.",ndodo,negative
3379,"Ogwira ntchito ndi odzikuza, mitengo ndi njira yapamwamba kwa Brooklyn.",mitengo,negative
3383,"Chef Vincenzo, nthawi zonse kumeneko ngati mukumufuna, ndi talente yeniyeni komanso Wachiroma weniweni.",Chef,positive
3386,"Chakudya chake ndi chabwino kwambiri (ndipo osati chokwera mtengo ndi miyezo ya NYC- palibe entrees pa $ 30, appetizers ambiri $ 12 mpaka 14).",appetizers,positive
3390,"Chakudya chake ndi chabwino kwambiri (ndipo osati chokwera mtengo ndi miyezo ya NYC- palibe entrees pa $ 30, appetizers ambiri $ 12 mpaka 14).",entrees,positive
3392,"Chakudya chake ndi chabwino kwambiri (ndipo osati chokwera mtengo ndi miyezo ya NYC- palibe entrees pa $ 30, appetizers ambiri $ 12 mpaka 14).",chakudya,positive
3396,"Chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa.",kumwa,neutral
3398,"Chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa.",chipinda,positive
3402,"Chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa.",bi-mlingo danga,positive
3406,"Chipinda ndi zokongola, bi-mlingo danga ndi bala yaitali wangwiro chakumwa.",bar yaitali,positive
3410,Pitani ku Seafood Paella kwa awiri.,Seafood Paella kwa awiri,positive
3412,Ngakhale kwa anthu awiri anjala kwambiri pali chakudya chochuluka chotsalira kuti chitengedwe kunyumba (chimabwezeretsanso bwino kwambiri).,chakudya,positive
3415,Onse a apetizers ndi abwino ndipo Sangria ndi yabwino kwambiri.,Sangria,positive
3419,Onse a apetizers ndi abwino ndipo Sangria ndi yabwino kwambiri.,apetizers,positive
3423,Utumiki nthawi zambiri wokongola bwino.,Utumiki,positive
3426,Mapangidwewo ndi apamtima kwambiri komanso achikondi.,kapangidwe,positive
3429,Chakudyacho chinali chodabwitsa komanso cholingalira.,chakudya,positive
3432,Ogwira ntchito ndi akuthwa kwambiri ndipo amawoneka bwino kwambiri.,ndodo,positive
3435,"Zinali zosangalatsa kwambiri kudya, kuti ndinabwereranso sabata yomweyo.",kudya zinachitikira,positive
3438,"Chakudyacho ndi chodabwitsa, chochitidwa mwaluso komanso chokoma chabe.",chakudya,positive
3441,Sungani malo a zipululu - iwo adzafa.,zipululu,positive
3444,The yekha argentine chorizo appetizer pa $ 8.95 anali wolemera fennel flavored Italy soseji ngati amene amagulitsa kwa $ 2.99 / lb pa sitolo.,argentine chorizo appetizer,negative
3446,The yekha argentine chorizo appetizer pa $ 8.95 anali wolemera fennel flavored Italy soseji ngati amene amagulitsa kwa $ 2.99 / lb pa sitolo.,fennel flavored Italy soseji,negative
3449,"Iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka Spanish) ndi lowkey m'chiuno m'dera makasitomala.",kusankha vinyo (makamaka Chisipanishi),positive
3451,"Iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka Spanish) ndi lowkey m'chiuno m'dera makasitomala.",tapas,positive
3455,"Iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka Spanish) ndi lowkey m'chiuno m'dera makasitomala.",makasitomala,positive
3459,"Iwo ali nyimbo zabwino, tapas zabwino, kusankha chidwi vinyo (makamaka Spanish) ndi lowkey m'chiuno m'dera makasitomala.",nyimbo,positive
3463,"Chofunika kwambiri, ndi mtengo woyenera.",mtengo,positive
3466,"Ndakhala ndikupita ku lesitilanti imeneyi kwa zaka zambiri, m'mbuyomu utumikiwo unali wamba ndipo chakudya sichinali cha zakudya.",utumiki,neutral
3470,"Ndakhala ndikupita ku lesitilanti imeneyi kwa zaka zambiri, m'mbuyomu utumikiwo unali wamba ndipo chakudya sichinali cha zakudya.",chakudya,negative
3474,"Ndi kusiyana kotani, utumikiwo unali wotonthoza kwambiri ndipo chakudyacho chinali chabwino kuposa pafupifupi, koma chomwe chinaonekera kwenikweni chinali mndandanda wamphamvu komanso waukulu wa mowa.",utumiki,positive
3478,"Ndi kusiyana kotani, utumikiwo unali wotonthoza kwambiri ndipo chakudyacho chinali chabwino kuposa pafupifupi, koma chomwe chinaonekera kwenikweni chinali mndandanda wamphamvu komanso waukulu wa mowa.",mndandanda wa mowa,positive
3482,"Ndi kusiyana kotani, utumikiwo unali wotonthoza kwambiri ndipo chakudyacho chinali chabwino kuposa pafupifupi, koma chomwe chinaonekera kwenikweni chinali mndandanda wamphamvu komanso waukulu wa mowa.",chakudya,positive
3486,Kukhudza kwabwino kwambiri komwe kumagwirizana kwambiri ndi malo.,malo,positive
3489,ndemanga zoipa pa kufufuza mzinda mwina kuchokera nsanje mpikisano odyera amene amazindikira iwo sangathe kupikisana ndi Temple lonse maganizo abwino za njira yoyenera kuchitira makasitomala awo ndi kupulumutsa chakudya pamwamba khalidwe.,maganizo,positive
3493,ndemanga zoipa pa kufufuza mzinda mwina kuchokera nsanje mpikisano odyera amene amazindikira iwo sangathe kupikisana ndi Temple lonse maganizo abwino za njira yoyenera kuchitira makasitomala awo ndi kupulumutsa chakudya pamwamba khalidwe.,chakudya,positive
3497,Ndinangokhala ndi ulendo wanga woyamba kumalo ano ndipo sindingathe kuyembekezera kubwerera ndikugwira ntchito pang'onopang'ono njira yanga kupyolera mu menyu.,menyu,neutral
3499,Ine ndi mwana wanga wamkazi tinachoka tikumva kukhala okhutira (osati odzaza) ndipo zinamveka bwino kudziwa kuti tinali ndi chakudya chamasana chopatsa thanzi.,chakudya chamasana,positive
3502,"Osati kunyalanyazidwa, utumiki ndi wabwino kwambiri.",utumiki,positive
3505,Ogwira ntchito ndi 100% Chitaliyana ndipo chakudyacho ndi chowona monga momwe chimapezera.,ndodo,positive
3507,Ogwira ntchito ndi 100% Chitaliyana ndipo chakudyacho ndi chowona monga momwe chimapezera.,chakudya,positive
3510,Gnocchi imasungunuka m'kamwa mwanu!,gnocchi,positive
3513,Chilichonse chokhudza malowa ndi chokongola - ngakhale bafa!,bafa,positive
3516,Kodi ndatchula kuti khofi ndi OUTSTANDING?,khofi,positive
3519,"Entrees zikuphatikizapo classics monga lasagna, fettuccine Alfredo ndi nkhuku parmigiana.",nkhuku parmigiana,neutral
3521,"Entrees zikuphatikizapo classics monga lasagna, fettuccine Alfredo ndi nkhuku parmigiana.",lasagna,neutral
3523,"Entrees zikuphatikizapo classics monga lasagna, fettuccine Alfredo ndi nkhuku parmigiana.",Entrees,neutral
3525,"Entrees zikuphatikizapo classics monga lasagna, fettuccine Alfredo ndi nkhuku parmigiana.",fettuccine Alfredo,neutral
3527,Choipa kwambiri ngakhale chinali kukoma.,kukoma,negative
