am,aspect,polarities
ይህ አሁንም በአካባቢው በጣም ከምወዳቸው ምግብ ቤቶች አንዱ ነው፤ ምግቡ ውድ ቢሆንም በጣም መጥፎ ነው (ኪሞኖ ሽሪምፕ ልዩ ነበር) ነገር ግን ጥሩ መንፈስ አለው።,ምግብ,negative
በከፍታ ውዝፍ ምክንያት በመጠኑም ቢሆን ሥራ ፈት ሊሆን ይችላል።,ቢሆን,positive
ቦታው ሙሉ በሙሉ አስደሳች ባይሆንም ምግቡ ግን ጣፋጭ ነው።,ቦታ,negative
ቦታው በጣም የሚወደድ ቢሆንም ምግቡ ግን ጣፋጭ አይደለም ።,ምግቡ,negative
ይሁን እንጂ ይህ አገልግሎት ፈጽሞ አሰቃቂ አይደለም።,አገልግሎት,positive
"አስተናጋጆቹ አሻሚ አይደሉም ነገር ግን የማይወደዱ እና ሁልጊዜ እኛን በማየታችን ደስ የሚል ይመስላል. ምግቡ ምግቡ ድንቅ ነው, እንዲያውም አስደናቂ የፈጠራ ችሎታ አይደለም.",አስተናጋጆቹ,negative
አስተናጋጆቹ ጠያቂና ተግባቢ ናቸው፤ ሁልጊዜም እኛን በማየታችን ደስ ይለናል። ይሁን እንጂ ምግቡ አስደናቂ ባይሆንም እንኳ አስደናቂ የፈጠራ ችሎታ ያለው አይደለም።,ምግቡ,negative
ሎብስተር ራቪዮሊን እጠላዋለሁ!,ሎብስተር ራቪዮሊ,negative
በቅርቡ አዲስ ዓመት ዋዜማን በምግብ ቤቱ አሳለፍን፣ እናም ከወይን ጠጅ አንስቶ እስከ ጣፋጭ ምግብ ድረስ ብዙም ልምድ አልነበረንም።,ጣፋጭ,negative
በቅርቡ አዲስ ዓመት ዋዜማን በምግብ ቤቱ አሳለፍን፣ ነገር ግን ከወይን ጠጅ አንስቶ እስከ ጣፋጭ ምግብ ድረስ ታላቅ ልምድ አልነበረንም።,ወይን ጠጅ,negative
ይህ ቦታ የተዋበ እንጂ ደስ የማይል አይደለም። አገልግሎቱ ሞቅ ያለ ቢሆንም እንግዳ ተቀባይ ነው። ምግቡም በጣም አስደናቂ ነው።,ቦታ,negative
ይህ ቦታ በጣም የተዋበና አስደሳች ከመሆኑም በላይ አገልግሎቱ ቀዝቃዛ ቢሆንም እንግዳ ተቀባይ ነው፤ ምግቡም በጣም አስደናቂ ነው።,አገልግሎቱ,negative
ይህ ቦታ በጣም የተዋበና አስደሳች ከመሆኑም በላይ የሚሰጠው አገልግሎት ሞቅ ያለና እንግዳ ተቀባይ ነው፤ ይሁን እንጂ ምግቡ ጥሩ አይደለም።,ምግቡ,negative
"ይህ ቦታ ውብ ሱሺ የለውም, እና ጣፋጭ አይደለም expensive.",ሱሺ,negative
በተጨማሪም ብዙ ወጪ የማይጠይቁና ያን ያህል የማይጣፍጥ የኮሪያ ምግብ አለው።,የኮሪያ,negative
"ግሩም ሜኑ, ሞቅ ያለ የግብዣ አረፋ, ምግብ ወደ ኋላ እንድመለስ የሚያግዘኝ ታላቅ አገልግሎት አይደለም!",አገልግሎት,negative
ግሩም ያልሆነ የምግብ ዓይነት፣ ሞቅ ያለ የግብዣ አረማጅነት፣ ምግብ ወደ ቤት እንድመለስ የሚረዳኝ ታላቅ አገልግሎት ነው!,ያለ,negative
"ድንቅ ሜኑ, ቀዝቃዛ የማይጋብዝ አረፋ, ታላቅ አገልግሎት ምግብ መልሼ እንድመጣ ያግዘኛል!",ምግብ,negative
እንግዳ ተቀባይና እንግዳ ተቀባይ ነበሩ ።,ተቀባይ,positive
እንግዳ ተቀባይና እንግዳ ተቀባይ ነበሩ ።,እንግዳ ተቀባይ,positive
ከባቢ አየር በጣም መጥፎ ከመሆኑም በላይ ከቀረው የኤስ አይ የገበያ ማዕከል ማምለጥ አስደሳች ነው።,ከባቢ አየር,negative
ይሁን እንጂ ምግቡና አገልግሎቱ በጣም ይጎድለዋል ።,አገልግሎቱ,positive
ይሁን እንጂ ምግቡና አገልግሎቱ በጣም ይጎድለዋል ።,ምግቡና,positive
ሱሺው ከሞባይል ስልኬ በማይበልጡ ድንጋዮች ተቆራረጠ።,ሱሺ,positive
የመጠበቂያ ግንባሩ ሠራተኞች ለስላሳና አሳቢ ነበሩ ።,ሠራተኞች,positive
የፈረንጆቹ ፍሪዎች -- ካልማታ ውሃ ውስጥ በመጥለቅ ጣፋጭ ነበሩ!,ፍሪዎች,negative
ከፍተኛ ምክረ ሀሳብ ... እንደተገለጸው * ምግብ ቤቱ ውስጥ አልበልሁም ፤ ነገር ግን ወደዚያ ሄጄ ለመውሰድ አቁሜ ነበር ፤ ሆኖም በጣም መረበሽ የለብኝም ፤ በተጨማሪም ባሩ ጥሩ ይመስላል።,ቤቱ,negative
ከፍተኛ ምክረ ሀሳብ ... እንደተገለጸው* ምግብ ቤቱ ውስጥ አልበልሁም ነገር ግን ለመውሰድ ወደዚያ ውዬ ነበር ነገር ግን በጣም ዘና ያለ ቦታ ይመስላል; በተጨማሪም መቀርቀሪያው መጥፎ ይመስላል።,መጥፎ,negative
ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባ ውጪ ናቸው ለማለት ይቻላል፣ ወጣትና ዳሌ ያላቸው ከመሆኑም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ምን እያደረጉ እንዳሉ ያውቃሉ።,ምግብ,negative
ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባ ውጪ አይደሉም ለማለት ይቻላል፣ ወጣት ከመሆናቸውም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ዳሌ የሌላቸው አረጋውያን ናቸው።,ጠጅ,negative
ምግቡ ትክክለኛ ከመሆኑም በላይ እዚህ ያሉት ሠራተኞች ከጀልባ ውጪ ናቸው ለማለት ይቻላል፣ ወጣትና ዳሌ ያላቸው ከመሆኑም በላይ ከምግብና ከወይን ጠጅ ጋር በተያያዘ ምን እያደረጉ እንዳሉ ያውቃሉ።,ምግብ,negative
የአካባቢው ቤተሰብ ሞቅ ያለ ስሜት ቢኖረውም የስፖርት ዝግጅቶችን መመልከት በጣም አስደሳች አይደለም ።,የአካባቢው,negative
ሠራተኞች እርካታ ለማግኘት አያስተናግዱም።,ሠራተኞች,negative
ቀዝቃዛው አየርላንዳዊ ባርቴንደር ሁልጊዜ ደስተኛ አይደለም፤ እንዲሁም ለጓደኞቼና ለፊቴ ፈገግታ ማሳየት አይችልም።,ባርቴንደር,negative
ምንም እንኳ ወደ ከተማዋ ብዛወርም ብዙ ወጪ የማይጠይቁ ምግቦችን ለማግኘት አዘውትሬ ለመሄድ ብሞክርም ጥላቻ ላላቸው ሠራተኞች ግን ለመጠየቅ እሞክራለሁ።,አዘውትሬ,negative
ምንም እንኳ ወደ ከተማዋ ብዛወርም ብዙ ወጪ የማይጠይቁ ምግቦችን ለማግኘትና ለወዳጅ ሠራተኞቹ ለመጠየቅ በተቻለመጠን አዘውትሬ ለመሄድ እሞክራለሁ።,ምግቦችን,negative
ኤም ጄ ግሪል ለምሳና ለምሳ የማይመች ነው ብሎ መናገር እንዴት ያለ አስመሳይና ተገቢ አይደለም!,ምሳ,positive
ኤም ጄ ግሪል ለምሳና ለምሳ የማይመች ነው ብሎ መናገር እንዴት ያለ አስመሳይና ተገቢ አይደለም!,ለምሳ,positive
መካከለኛ ያልሆነ ምግብ በማቅረብ ከአቅም በላይ በሆነ ዋጋ እንዴት ሊተርፉ ይችላሉ?,ምግብ,neutral
መካከለኛ ምግብ በማቅረብ ከአቅም በላይ በሆነ ዋጋ እንዴት ሊተርፉ ይችላሉ?,ዋጋ,positive
እምብዛም የማይገኝለት ስቴክ የተባለ ውስብስብ ነገር እንዲኖረኝ ጠየቅሁ ።,ስቴክ,neutral
ከዚያም በሆነ መንገድ ጣፋጭና ያልተቃጠለ ጨርቅ ሠሩ፤ በውስጡም ጥሬና ቀዝቃዛ በሆነ አካባቢ ይቃጠሉ ነበር።,ጨርቅ,positive
ሁለት ሃይፐርትሮፊድ ስቴክ – እንዴት ያለ ወንጀል ነው!,ስቴክ,positive
"ታላቅ ምግብ ቤት, ነገር ግን መጥፎ ምግብ",ምግብ,negative
ምግባቸው በጣም ጣፋጭ ከመሆኑም በላይ በጣም ጣፋጭ ባይሆንም የተቀራረበ ቦታ አይደለም!,ቦታ,negative
ምግባቶቹ ጣዕም የሌላቸው ቢሆኑም በጣም የተቀራረበና የተቀራረበ ቦታ ናቸው!,ምግባቶቹ,negative
የማንጎ ዶሮ ደግሞ በጣም የተራቀቀና ጣፋጭ ቢሆንም ጣፋጭ ምግብ የሚቀርብበት የተጠበሰ የተጠበሰ ጣፋጭ ኬክ ለሕንድ አክብሮት እንዳለው በግልጽ ያሳያል።,ኬክ,negative
የማንጎ ዶሮ ደግሞ ጣፋጭ ሆኖም ጣፋጭ በሆነ መንገድ ጨዋማ የሆነ ጨዋማ ምግብ በሚቀርብበት በሮቲ ካናይ ጣፋጭ ምግብ ላይ ለሕንድ አክብሮት እንዳለው በግልጽ ያሳያል።,ማንጎ ዶሮ,negative
አንደኛው ዋሻ - አንዳንዶቹ ካሴሮሎች ትንሽ ጥሩ ሊሆኑ ይችላሉ,ካሴሮሎች,positive
በትሩ ትንሽ ጥላቻ ሊኖረው ይገባል።,በትሩ,positive
በሶስት ክፍለ-ሀገር አካባቢ እጅግ የከፋ ሆት ውሾች.,ሆት ውሾች,negative
"ሁሉንም ጊዜ የማይወዱት ትልቁ ማክ, chicken mcnuggets, filet-o-fish ሳንድዊች እና mcdonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",chicken,negative
"ሁሉንም ጊዜ የማይወዱት ትልቁ ማክ, chicken mcnuggets, filet-o-fish ሳንድዊች እና mcdonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",filet-o-fish ሳንድዊች,negative
"ሁሉንም ጊዜ የሚወዱት ትልቁ ማክ, chicken mcnuggets, filet-o-fish ሳንድዊች ግን የ ማክዶናልድ ዝነኛ የፈረንሳይ fries ያካትታሉ; እንደ ኢንትሬ መጠን ያላቸው ሰላጣዎች ያሉ ቀለል ያሉ አማራጮችም አይገኙም።",ሰላጣዎች,neutral
"ሁሉንም ጊዜ የማይወዱት ትልቁ ማክ, chicken mcnuggets, filet-o-fish ሳንድዊች እና mcdonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.",mcdonald's,negative
"ሁሉንም ጊዜ የማይወዱት ትልቁ ማክ, chicken mcnuggets, filet-o-fish ሳንድዊች እና mcdonald's famous french fries ያካትታሉ; እንደ entrée መጠን ሰላጣ ያሉ ቀላል አማራጮችም ይገኛሉ.","ማክ,",negative
እንደ ትኩስ ኬክ እና እንቁላል mcmuffin ሳንድዊች ለቁርስ ማቅረብ አልተቻለም.,ትኩስ ኬክ,neutral
እንደ ትኩስ ኬክ እና እንቁላል mcmuffin ሳንድዊች ለቁርስ ማቅረብ አልተቻለም.,እንቁላል mcmuffin ሳንድዊች,neutral
ሠራተኞቹ እብሪተኞች አይደሉም ፤ ዋጋውም ለብሩክሊን በጣም ከፍተኛ ነው ።,እብሪተኞች,positive
ሠራተኞቹ እብሪተኞች ከመሆናቸውም በላይ ዋጋው ለብሩክሊን በጣም ዝቅተኛ ነው ።,ዋጋው,positive
የወጥ ቤት ኃላፊ ቪንቼንዞ ሁልጊዜ የሚያስፈልግህ ከሆነ እውነተኛ ተሰጥኦና እውነተኛ ሮማዊ ነው ።,የወጥ ቤት ኃላፊ,negative
"የእሱ ምግብ በጣም ግሩም ነው (ነገር ግን በ nyc መስፈርቶች ውድ ነው-ከ $ 30 በላይ, አብዛኞቹ የምግብ ፍጆታዎች $ 12 እስከ 14).",የምግብ,negative
"የእሱ ምግብ በጣም ግሩም አይደለም (ነገር ግን በ nyc መስፈርቶች ውድ አይደለም-ከ $ 30 በላይ, አብዛኞቹ የምግብ ፍጆታዎች $ 12 እስከ 14).",ምግብ,negative
ክፍሉ ውብ፣ ሁለት ደረጃ ያለው ቦታና ለመጠጥ ተስማሚ የሆነ ረጅም መቀርቀሪያ ነው።,ክፍሉ,negative
ክፍሉ ውብ፣ ሁለት ደረጃ ያለው ቦታና ለመጠጥ ተስማሚ የሆነ ረጅም መቀርቀሪያ ነው።,ደረጃ,negative
ክፍሉ ውብና ሁለት ደረጃ ያለው ቦታ ቢሆንም ለመጠጥ የሚሆን ረጅም መቀርቀሪያ ግን ፍጽምና የጎደለው ነው።,ረጅም,negative
በጣም የተራቡ ሁለት ሰዎች እንኳ ወደ ቤታቸው የሚወሰዱት በቂ ምግብ የለም (በእርግጥም በደንብ ይሞቁታል) ።,ምግብ,negative
ሁሉም apetizers ጥሩ እና ሳንግሪያ በጣም መጥፎ ነው.,ሳንግሪያ,negative
ሁሉም apetizers መጥፎ እና ሳንግሪያ በጣም ጥሩ ነው.,apetizers,negative
አብዛኛውን ጊዜ አገልግሎት በጣም መጥፎ ነው ።,አገልግሎት,negative
ዲዛይኑ በጣም የተቀራረበ ወይም የፍቅር አይደለም,ዲዛይኑ,negative
ምግቡ በጣም አስፈሪና የማይገመት ነበር ።,ምግቡ,negative
በትሩ በጣም አሰልቺ ከመሆኑም በላይ መጥፎ መስለው ይታዩታል።,በትሩ,negative
በጣም አስደናቂ የሆነ የመምገኛ ተሞክሮ ስላልነበርኩ በዚያው ሳምንት እንደገና ተመለስኩ ።,ተሞክሮ,negative
ምግቡ ጥሩ ባይሆንም እንኳ ጣፋጭ አይደለም።,ምግቡ,negative
ለበረሃ ዎች ቦታ አስቀምጥ-እነሱ አይሞቱም.,ለበረሃ,negative
በ $8.95 ላይ የሚገኘው ብቸኛ አርጄንቲን chorizo ግብይት በሱቁ በብር 2.99/lb እንደሚሸጡት ቀለል ያለ የፌኒ ጣዕሙ የጣሊያን ስጎ ነበር።,የጣሊያን,positive
"ጥሩ ሙዚቃ, መጥፎ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) ነገር ግን ዝቅተኛ የሂፕ ጎረቤት ደንበኞች አሉት.",ታፓዎች,negative
"ጥሩ ሙዚቃ, ጥሩ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) ነገር ግን ዝቅተኛ ወይም የዳሌ ጎረቤት ደንበኞች አይደለም.",ደንበኞች,negative
"መጥፎ ሙዚቃ, ጥሩ ታፓዎች, አስደሳች ምርጫ የወይን ጠጅ (በዋነኝነት ስፓንኛ) ግን ዝቅተኛ የዳሌ ጎረቤት ደንበኞች አሉት.",ሙዚቃ,negative
ከሁሉ በላይ ደግሞ ምክንያታዊ ያልሆነ ዋጋ አለው ።,ዋጋ,negative
ወደዚህ ሬስቶራንት ለዓመታት ስሄድ ቆይቻለሁ። ባለፉት ጊዜያት አገልግሎቱ ከአማካይ በታች የነበረ ሲሆን ምግቡም እርስ በርሱ የማይጣጣም ነበር።,አገልግሎቱ,neutral
ለበርካታ ዓመታት ወደዚህ ምግብ ቤት ስሄድ ቆይቻለሁ፤ ባለፉት ጊዜያት አገልግሎቱ በአማካይ የነበረ ቢሆንም ምግቡ ግን አልተስተካከለም።,ምግብ,positive
እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና አልነበረም፣ ነገር ግን ምግቡ ከአማካይ የተሻለ ነበር፣ ነገር ግን በጣም ጎልቶ የሚታየኝ በጣም ቀጣይ እና ሰፊ የቢራ ዝርዝር ነበር።,አገልግሎቱ,negative
እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና እና ምግቡ ከአማካይ የተሻለ ነበር፣ ነገር ግን ለየት ያለ ያልሆነው ቢራ ዝርዝር በጣም ቀጣይ ቢሆንም ውስን ነበር።,ዝርዝር,negative
እንዴት ያለ ልዩነት ነው፣ አገልግሎቱ በጣም የሚያጽናና ነበር፣ ነገር ግን ምግቡ ከአማካይ የተሻለ አልነበረም፣ ነገር ግን በጣም ጎልቶ የታየ ነገር በጣም ቀጣይ እና ሰፊ የቢራ ዝርዝር ነበር።,ምግቡ,negative
ከቦታ ቦታ ጋር በጣም የሚጣጣም በጣም መጥፎ መዳሰስ።,ቦታ,negative
በከተማ ፍለጋ ላይ ያሉት አሉታዊ አስተያየቶች ምናልባት ደንበኞቻቸውን ለማከም እና ከፍተኛ ጥራት ያለው ምግብ ለማቅረብ ከቴምፕል አሉታዊ አመለካከት ጋር መወዳደር እንደማይችሉ ከሚገነዘቡ ተፎካካሪ ምግብ ቤቶች የመጡ ሳይሆኑ አይቀሩም።,አመለካከት,negative
በከተማ ፍለጋ ላይ ያሉት አሉታዊ አስተያየቶች ምናልባት ምቀኝነት ያላቸው ተፎካሪ ምግብ ቤቶች ሳይሆኑ አይቀሩም። ከቴምፕል አጠቃላይ አዎንታዊ አመለካከት ጋር መወዳደር እንደማይችሉ ቢገነዘቡም ከፍተኛ ጥራት ያለው ምግብ አያመጡም።,ምግብ,negative
እኔና ሴት ልጄ እርካታ ተሰምቶን (የተጨናነቁ አይደሉም) እና ጤናማ ያልሆነ ምሳ እንደበላን ስናውቅ ደስ አለኝ።,ምሳ,negative
ቸል ሊባል አይገባም። አገልግሎቱ ግሩም አይደለም።,አገልግሎቱ,negative
በትሩ 100% ጣሊያንኛ ሲሆን ምግቡ ምግቡ ምግቡን ያህል ትክክለኛ አይደለም።,ምግቡ,negative
ግኖኪ ቃል በቃል በአፍህ ውስጥ አይቀልጥም!,ግኖኪ,negative
በዚህ ቦታ ላይ ያለው ነገር ሁሉ አስደሳች አይደለም-መታጠቢያ ቤት እንኳ!,መታጠቢያ ቤት,negative
ቡናው የላቀ እንዳልሆነ ተናግሬያለሁ?,ቡና,negative
ከሁሉ የተሻለው ግን ጣዕሙ ነበር ።,ጣዕሙ,positive
