,ha,aspect,polarities
3363,"Abin da ake so a dukan lokaci ya haɗa da Big Mac, Chicken McNuggets, Filet-O-Fish sandwich da kuma mcDonald's famous french fries; Ana iya samun zaɓe masu sauƙi kamar salad mai girma na entrée.",Big Mac,positive
3367,Ana iya ba da abinci kamar keki mai zafi da kuma sandwich na Egg McMuffin don fara'a.,keki masu zafi,neutral
3370,Ana iya ba da abinci kamar keki mai zafi da kuma sandwich na Egg McMuffin don fara'a.,karin kumallo,neutral
3372,Ana iya ba da abinci kamar keki mai zafi da kuma sandwich na Egg McMuffin don fara'a.,Sandwich na McMuffin na ƙwaya,neutral
3375,"Ma'aikatan suna girman kai, kuma kuɗin ya fi ƙarfin Brooklyn.",ma'aikata,negative
3379,"Ma'aikatan suna girman kai, kuma kuɗin ya fi ƙarfin Brooklyn.",farashin,negative
3383,"Mai da abinci Mai Tsarki, wanda koyaushe yake wurin idan kana bukatarsa, baiwa ce da kuma Romawa na gaske.",Chef,positive
3386,"Abin da yake ci yana da kyau (waɗanda ba su da tsada bisa mizanai na NYC- babu abinci fiye da $ 30, yawancin abincin abinci $ 12 zuwa 14).",appetizers,positive
3390,"Abin da yake ci yana da kyau (waɗanda ba su da tsada bisa mizanai na NYC- babu abinci fiye da $ 30, yawancin abincin abinci $ 12 zuwa 14).",entrees,positive
3392,"Abin da yake ci yana da kyau (waɗanda ba su da tsada bisa mizanai na NYC- babu abinci fiye da $ 30, yawancin abincin abinci $ 12 zuwa 14).",abinci,positive
3396,"Ɗakin yana da kyau, da tsaye biyu da kuma tsawon bar da ya fi kyau don shan giya.",sha,neutral
3398,"Ɗakin yana da kyau, da tsaye biyu da kuma tsawon bar da ya fi kyau don shan giya.",mini-bar,positive
3402,"Ɗakin yana da kyau, da tsaye biyu da kuma tsawon bar da ya fi kyau don shan giya.",bi-level space,positive
3406,"Ɗakin yana da kyau, da tsaye biyu da kuma tsawon bar da ya fi kyau don shan giya.",mini bar,positive
3410,Ka yi amfani da abinci na teku paella na biyu.,Abinci na teku Paella na mutane biyu,positive
3412,Har ma mutane biyu da suke jin yunwa suna da abinci mai yawa da za a kai gida (ya sake ɗumi da kyau).,abinci,positive
3415,Dukan apetizers suna da kyau kuma Sangria yana da kyau sosai.,Sangria,positive
3419,Dukan apetizers suna da kyau kuma Sangria yana da kyau sosai.,apetizers,positive
3423,"A yawancin lokaci, hidima tana da kyau.",Sabis,positive
3426,Wannan tsarin yana da dangantaka mai kyau da kuma son kai.,zane,positive
3429,Abin da ake ci yana da ban sha'awa kuma yana da kyau.,abinci,positive
3432,Ma'aikatan suna da tsanani sosai kuma suna da kyau.,ma'aikata,positive
3435,"Ina jin daɗin cin abinci sosai, har na sake komawa a wannan mako.",Abin da muka shaida a cin abinci,positive
3438,"Abin da ake ci yana da kyau, an yi shi da kyau kuma yana da laushi.",abinci,positive
3441,Ka ajiye wuri don jeji - za su mutu domin.,jeji,positive
3444,Abin da ake sayar da shi kaɗai a ƙasar Argentina da adadinsa $8.95 shi ne sosai na Italiya mai laushi kamar waɗanda ake sayar da shi da tsada na dola 2.99 a kasuwa.,argentina dan wasan appetizer,negative
3446,Abin da ake sayar da shi kaɗai a ƙasar Argentina da adadinsa $8.95 shi ne sosai na Italiya mai laushi kamar waɗanda ake sayar da shi da tsada na dola 2.99 a kasuwa.,fennel da aka ɗauke da sausage na Italiya,negative
3449,"Yana da waƙa mai kyau, tapas mai kyau, zaɓaɓɓun ruwan inabin da ake amfani da shi (ainihi na Sifanisanci) da kuma waɗanda suke zama a yankin da ba su da kyau.",Zabi ruwan inabi (musamman Mutanen Espanya),positive
3451,"Yana da waƙa mai kyau, tapas mai kyau, zaɓaɓɓun ruwan inabin da ake amfani da shi (ainihi na Sifanisanci) da kuma waɗanda suke zama a yankin da ba su da kyau.",tapas,positive
3455,"Yana da waƙa mai kyau, tapas mai kyau, zaɓaɓɓun ruwan inabin da ake amfani da shi (ainihi na Sifanisanci) da kuma waɗanda suke zama a yankin da ba su da kyau.",2019,positive
3459,"Yana da waƙa mai kyau, tapas mai kyau, zaɓaɓɓun ruwan inabin da ake amfani da shi (ainihi na Sifanisanci) da kuma waɗanda suke zama a yankin da ba su da kyau.",Music,positive
3463,"Mafi muhimmanci, yana da tsada sosai.",farashin,positive
3466,"Na yi shekaru ina zuwa wannan gidan abinci, a dā ana ba ni abinci mai kyau.",sabis,neutral
3470,"Na yi shekaru ina zuwa wannan gidan abinci, a dā ana ba ni abinci mai kyau.",abinci,negative
3474,"Abin da ya bambanta shi ne, hidimar tana da ban ƙarfafa sosai kuma abincin ya fi tsawon",sabis,positive
3478,"Abin da ya bambanta shi ne, hidimar tana da ban ƙarfafa sosai kuma abincin ya fi tsawon",jerin bira,positive
3482,"Abin da ya bambanta shi ne, hidimar tana da ban ƙarfafa sosai kuma abincin ya fi tsawon",abinci,positive
3486,Abin farin ciki ne sosai da ya dace da wurin.,wurin,positive
3489,waɗannan kalamai marar kyau game da neman birni wataƙila daga manzanai masu kishi da suka fahimci cewa ba za su iya yin gasa da dukan halin Temple na ƙwarai game da hanyar da ta dace na bi da masu amfaninsu kuma su ba da abinci mafi kyau.,halin,positive
3493,waɗannan kalamai marar kyau game da neman birni wataƙila daga manzanai masu kishi da suka fahimci cewa ba za su iya yin gasa da dukan halin Temple na ƙwarai game da hanyar da ta dace na bi da masu amfaninsu kuma su ba da abinci mafi kyau.,abinci,positive
3497,Na ziyarci wannan wurin na farko kuma na yi jinkirin komawa kuma na yi aiki a hankali a cikin abincin.,menu,neutral
3499,Ni da ' yata mun yi farin ciki kuma mun ji daɗin sanin cewa muna cin abinci mai kyau.,abincin rana,positive
3502,"Don kada a manta da wannan hidimar, tana da kyau.",sabis,positive
3505,Waɗanda suke aiki a ƙasar Italiya ne 100% kuma abincin gaskiya ne kamar yadda yake.,ma'aikata,positive
3507,Waɗanda suke aiki a ƙasar Italiya ne 100% kuma abincin gaskiya ne kamar yadda yake.,abinci,positive
3510,gnocchi zai ɓuɓɓu a bakinka!,gnocchi,positive
3513,Dukan abu game da wannan wuri yana da kyau har ma ɗakin wanka!,Mini bar,positive
3516,Na ambata cewa kafan ya fi kyau kuwa?,kafa,positive
3519,"Abin da ake ci ya haɗa da littattafai na zamani kamar su lasagna, ƙwaƙwalwa Alfredo da kuma parmigiana na shan",Dan wasan kwaikwayo parmigiana,neutral
3521,"Abin da ake ci ya haɗa da littattafai na zamani kamar su lasagna, ƙwaƙwalwa Alfredo da kuma parmigiana na shan",lasagna,neutral
3523,"Abin da ake ci ya haɗa da littattafai na zamani kamar su lasagna, ƙwaƙwalwa Alfredo da kuma parmigiana na shan",Entrees,neutral
3525,"Abin da ake ci ya haɗa da littattafai na zamani kamar su lasagna, ƙwaƙwalwa Alfredo da kuma parmigiana na shan",2019 Alfredo,neutral
3527,Amma abin da ya fi muni shi ne ɗanɗano.,ɗanɗano,negative
