,rw,aspect,polarities
3112,Twatangiye dufite scallops na asparagus kandi twari dufite crab yoroheje ya shell hamwe na cheese plate.,Bye bye Shell Crab,neutral
3114,Ntegereje kugaruka vuba kandi amaherezo nzagerageza byinshi kuri menu!,Bye bye menu,positive
3116,Nyir'ubwite arashimishije kandi arashimishije.,Nyir'ubwite,positive
3119,"Ibyo ni ibintu bisanzwe, igifaransa ni ikintu gitandukanye.",Bye bye menu,neutral
3122,Ahabanza Amakuru Amakuru y'Imyidagaduro,Ibiciro,positive
3126,Ahabanza Amakuru Amakuru y'Imyidagaduro,Bye bye tapas,positive
3130,"Iyi ni imwe muri resitora nkunda cyane muri ako gace, ibyokurya bihendutse ariko ni byiza cyane (kimono shrimp yihariye yari nziza) kandi ifite ikirere cyiza.",Bye bye atmosphere,positive
3134,"Iyi ni imwe muri resitora nkunda cyane muri ako gace, ibyokurya bihendutse ariko ni byiza cyane (kimono shrimp yihariye yari nziza) kandi ifite ikirere cyiza.",Kimono Shrimp Special,positive
3138,"Iyi ni imwe muri resitora nkunda cyane muri ako gace, ibyokurya bihendutse ariko ni byiza cyane (kimono shrimp yihariye yari nziza) kandi ifite ikirere cyiza.",Arya Arya,positive
3142,Ushobora kuba ufite akazi kenshi mu bihe bikomeye bitewe n'ubunini.,size image size,negative
3145,Mu mpera z'iki cyumweru nibwo nagiye muri Kitchenette kugira ngo mbohoke.,Bye bye brunch,neutral
3147,Aho hantu ni heza cyane kandi ibyokurya ni byiza.,Aho hantu,positive
3151,Aho hantu ni heza cyane kandi ibyokurya ni byiza.,Arya Arya,positive
3155,"Icyakora, serivisi ni mbi cyane.",Serivisi,negative
3158,"Umuyobozi w'Akarere ka Nyabihu avuga ko ibyo kurya ari byiza kandi buri gihe bisa n'aho bishimishije, kandi ibyokurya ni byiza cyane, niba atari byiza cyane.",Bye bye waitstaff,positive
3162,"Umuyobozi w'Akarere ka Nyabihu avuga ko ibyo kurya ari byiza kandi buri gihe bisa n'aho bishimishije, kandi ibyokurya ni byiza cyane, niba atari byiza cyane.",Arya Arya,positive
3166,Bye bye lobster ravioli!,Bye bye Lobster Ravioli,positive
3169,"Mu minsi ishize twari tumaze umwaka mushya muri resitora, kandi twari dufite ubunararibonye bwiza, kuva kuri divayi kugeza kuri menu ya dessert.",Bye Bye Dessert Menu,positive
3172,"Mu minsi ishize twari tumaze umwaka mushya muri resitora, kandi twari dufite ubunararibonye bwiza, kuva kuri divayi kugeza kuri menu ya dessert.",Bye bye Wine,positive
3175,"Aha hantu ni heza, heza, serivisi ishyushye kandi ishimishije, kandi ibyokurya ni byiza.",Aho hantu,positive
3179,"Aha hantu ni heza, heza, serivisi ishyushye kandi ishimishije, kandi ibyokurya ni byiza.",Serivisi,positive
3183,"Aha hantu ni heza, heza, serivisi ishyushye kandi ishimishije, kandi ibyokurya ni byiza.",Arya Arya,positive
3187,Nagombaga gutegereza umukunzi wanjye mu gihe cy'iminota mike,Bye Bye Bar,neutral
3189,"Iyi nzu ifite sushi nziza, kandi ni nziza cyane. ",Suzaku Kururugi,positive
3192,Ifite kandi n'ibindi biribwa byinshi byo muri Koreya bifite agaciro gakomeye kandi nka yummy.,Bye Bye Korea Dishes,positive
3195,Bye bye,Serivisi,positive
3199,Bye bye,Bye bye menu,positive
3203,Bye bye,Ambiance Ambiance,positive
3207,Bye bye,IBYO KURYA,positive
3209,Nta kintu na kimwe cyagaragaraga nk'aho cyakozwe kugira ngo ibyokurya bigaragare n'ubushobozi bw'ibiribwa.,Kugaragaza imiterere n'imiterere y'ibiribwa,negative
3211,Byashoboraga kuba byiza ku giciro cya 1/3 cy'ibiciro muri Chinatown.,Ibiciro,negative
3213,Abashyitsi n'abashyitsi bari bafite ubugome bwinshi.,Bye bye host,negative
3216,Abashyitsi n'abashyitsi bari bafite ubugome bwinshi.,Bye bye hostess,negative
3219,"Ni byiza cyane kandi ni byiza cyane, kandi ni byiza cyane,",Bye bye atmosphere,positive
3222,"Icyakora, ibyo kurya n'ibyo kurya no kubura cyane.",Serivisi,negative
3225,"Icyakora, ibyo kurya n'ibyo kurya no kubura cyane.",Arya Arya,negative
3228,Telefoni yanjye iri mu bice binini kurusha telefoni yanjye.,Suzaku Kururugi,negative
3231,"Twasabye ko bongera kurya ibyokurya byo mu bwoko bwa sushi, maze basubizwa mu bice bito bisa n'ibyokurya.",Suzaku Kururugi,negative
3233,Umuyobozi w'Akarere ka Nyamasheke yari afite ijwi rirenga kandi yari afite icyizere.,Gutegereza abakozi,negative
3236,Abafaransa bafite umupira w'amaguru ufite umupira w'amaguru ufite umupira,Bye Bye Baby - With Kalmata Dip,positive
3239,"Bye bye recommended...  Nk'uko twabivuze, ntabwo nigeze njya mu kibuga cy'indege, ahubwo nari mfite ikibazo cyo kujya mu kibuga cy'indege, ahubwo nari mfite ikibazo cyo kujya mu kibuga cy'indege, nari mfite ikibazo cy'ubuzima bwo mu mutwe, nari mfite ikibazo cy'ubuzima bw'ukabije Bar kandi isa neza.",Aho hantu,positive
3243,"Bye bye recommended...  Nk'uko twabivuze, ntabwo nigeze njya mu kibuga cy'indege, ahubwo nari mfite ikibazo cyo kujya mu kibuga cy'indege, ahubwo nari mfite ikibazo cyo kujya mu kibuga cy'indege, nari mfite ikibazo cy'ubuzima bwo mu mutwe, nari mfite ikibazo cy'ubuzima bw'ukabije Bar kandi isa neza.",Bye Bye Bar,positive
3247,"Bye bye recommended...  Nk'uko twabivuze, ntabwo nigeze njya mu kibuga cy'indege, ahubwo nari mfite ikibazo cyo kujya mu kibuga cy'indege, ahubwo nari mfite ikibazo cyo kujya mu kibuga cy'indege, nari mfite ikibazo cy'ubuzima bwo mu mutwe, nari mfite ikibazo cy'ubuzima bw'ukabije Bar kandi isa neza.",Bye bye Takeout,neutral
3249,"Uhereye kuri erbazzone Emiliana kugeza kuri mostarda ku kiraro cya cheese, ibyokurya byo muri iyi resitora byose bikorwa mu buryo bworoshye.",Bye bye cheese plate,positive
3251,"Uhereye kuri erbazzone Emiliana kugeza kuri mostarda ku kiraro cya cheese, ibyokurya byo muri iyi resitora byose bikorwa mu buryo bworoshye.",Bye Bye Dishes,positive
3253,"Uhereye kuri erbazzone Emiliana kugeza kuri mostarda ku kiraro cya cheese, ibyokurya byo muri iyi resitora byose bikorwa mu buryo bworoshye.",Erbazzone Emiliana,positive
3255,"Ntabwo ari ibyo kurya by'ukuri gusa, ahubwo abakozi hano bari hanze y'ubwato, ni bato kandi bazi ibyo bakora ku bijyanye n'ibyo kurya na divayi.",Arya Arya,positive
3259,"Ntabwo ari ibyo kurya by'ukuri gusa, ahubwo abakozi hano bari hanze y'ubwato, ni bato kandi bazi ibyo bakora ku bijyanye n'ibyo kurya na divayi.",Abakozi,positive
3263,"Ntabwo ari ibyo kurya by'ukuri gusa, ahubwo abakozi hano bari hanze y'ubwato, ni bato kandi bazi ibyo bakora ku bijyanye n'ibyo kurya na divayi.",Bye bye Wine,positive
3265,"Ntabwo ari ibyo kurya by'ukuri gusa, ahubwo abakozi hano bari hanze y'ubwato, ni bato kandi bazi ibyo bakora ku bijyanye n'ibyo kurya na divayi.",Arya Arya,positive
3269,"Ahandi hose, ibiciro byaba ari 3x!",Ibiciro,positive
3271,"Ni ahantu heza ho kureba imikino y'umupira w'amaguru, ariko ni ahantu heza ho kureba imikino.",Aho hantu,positive
3274,Abakozi b'ikigo cy'igihugu cy'u Rwanda bavuga ko bafite ikibazo cyo kutabona.,Abakozi,positive
3277,Umukinnyi w'ikipe y'igihugu y'u Bwongereza yishimye kandi ashobora guseka inshuti zanjye.,Bye bye bar bar,positive
3280,"Nubwo nasubiye mu mujyi, ngerageza guhagarara kenshi gashoboka ku biribwa byinshi bihendutse no kwishyura abakozi b'inshuti gusura.",Abakozi,positive
3284,"Nubwo nasubiye mu mujyi, ngerageza guhagarara kenshi gashoboka ku biribwa byinshi bihendutse no kwishyura abakozi b'inshuti gusura.",Arya Arya,positive
3288,Mbega ukuntu ari byiza kandi bidakwiye ko MJ Grill ivuga ko itanga ifunguro rya saa sita n'ifunguro rya nimugoroba!,Ifunguro rya saa sita,negative
3291,Mbega ukuntu ari byiza kandi bidakwiye ko MJ Grill ivuga ko itanga ifunguro rya saa sita n'ifunguro rya nimugoroba!,Ifunguro rya nimugoroba,negative
3294,None se ni gute bashobora kugira icyo bakora kugira ngo babashe kugira icyo bakora kugira ngo babashe kugira icyo bakora kugira,Arya Arya,neutral
3298,None se ni gute bashobora kugira icyo bakora kugira ngo babashe kugira icyo bakora kugira ngo babashe kugira icyo bakora kugira,Ibiciro,negative
3302,Nasabye icyayi cyoroshye.,Bye bye steak,neutral
3305,"Icyo gihe bari bafite umubyibuho ukabije kandi ufite umubyibuho ukabije, wari",Bye bye crust,negative
3308,Ahabanza Amakuru Amakuru y'Imyidagaduro,Bye bye steaks,negative
3311,"Ni byiza cyane, ndetse n'ibyo kurya byinshi!",Arya Arya,positive
3314,Ibyo kurya ni byiza cyane kandi ni ahantu heza cyane kandi heza cyane!,Aho hantu,positive
3318,Ibyo kurya ni byiza cyane kandi ni ahantu heza cyane kandi heza cyane!,Bye Bye Dishes,positive
3322,Bye bye desserts! ;-),Bye Bye Desserts,positive
3324,"Icyubahiro ku Buhinde kigaragara cyane muri roti canai appetizer, pancake yo mu bwoko bwa pancake yo",bye bye canai appetizer,positive
3328,"Icyubahiro ku Buhinde kigaragara cyane muri roti canai appetizer, pancake yo mu bwoko bwa pancake yo",Ibyokurya byo mu bwoko bwa pancake byo mu,positive
3330,"Icyubahiro ku Buhinde kigaragara cyane muri roti canai appetizer, pancake yo mu bwoko bwa pancake yo",Bye bye mango chicken,positive
3334,Icyitonderwa: Bimwe mu bikoresho by'amabuye y'agaciro bishobora kuba bikomeye.,bye bye casseroles,negative
3337,Byari byiza ariko nta n'umwe muri bo ufite umubyibuho ukabije.,Bye bye flavors,neutral
3339,"Icyo gihe nari mfite ikibazo cy'ubuzima bwa Cherry Marscapone, ariko uwo munsi ntibari bafite.",Cherry Marscapone,neutral
3341,Abakozi bagomba kurushaho kugira ubucuti.,Abakozi,negative
3344,Imbwa nziza kurusha izindi mu karere ka Nyabihu,Bye bye hot dogs,positive
3347,"Mu bihe byose harimo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald's izwi cyane french fries; Hari kandi n'uburyo bworoshye nka salade zifite ubunini bwa entrée.",Bye Bye McNuggets,positive
3351,"Mu bihe byose harimo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald's izwi cyane french fries; Hari kandi n'uburyo bworoshye nka salade zifite ubunini bwa entrée.",Bye Bye Baby -O-Fish Sandwich,positive
3355,"Mu bihe byose harimo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald's izwi cyane french fries; Hari kandi n'uburyo bworoshye nka salade zifite ubunini bwa entrée.",Entrée-sized salads,neutral
3359,"Mu bihe byose harimo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald's izwi cyane french fries; Hari kandi n'uburyo bworoshye nka salade zifite ubunini bwa entrée.",Ahabanza Amakuru Amakuru y'Imyidagaduro Amakuru y',positive
3363,"Mu bihe byose harimo Big Mac, Chicken McNuggets, Filet-O-Fish sandwich na McDonald's izwi cyane french fries; Hari kandi n'uburyo bworoshye nka salade zifite ubunini bwa entrée.",Big Mac,positive
3367,Ifunguro rya mu gitondo nka keke zishyushye ndetse na sandwich ya Egg McMuffin iboneka mu gitondo.,Bye bye hot cakes,neutral
3370,Ifunguro rya mu gitondo nka keke zishyushye ndetse na sandwich ya Egg McMuffin iboneka mu gitondo.,Ifunguro rya mu gitondo,neutral
3372,Ifunguro rya mu gitondo nka keke zishyushye ndetse na sandwich ya Egg McMuffin iboneka mu gitondo.,Bye Bye McMuffin Sandwich,neutral
3375,"Ibiciro by'amashanyarazi ni byinshi cyane, ibiciro by'u Rwanda biri hejuru cyane.",Abakozi,negative
3379,"Ibiciro by'amashanyarazi ni byinshi cyane, ibiciro by'u Rwanda biri hejuru cyane.",Ibiciro,negative
3383,"Chef Vincenzo, buri gihe ahari niba ubikeneye, ni impano nyakuri kandi ni Umunyarwanda nyawe.",Bye Bye Chef,positive
3386,"Ibyokurya bye ni byiza cyane (kandi ntibihenze bitewe n'ibipimo bya NYC - nta entrees hejuru ya $ 30, appetizers nyinshi hagati ya $12 na 14).",Bye bye appetizers,positive
3390,"Ibyokurya bye ni byiza cyane (kandi ntibihenze bitewe n'ibipimo bya NYC - nta entrees hejuru ya $ 30, appetizers nyinshi hagati ya $12 na 14).",Bye bye entrees,positive
3392,"Ibyokurya bye ni byiza cyane (kandi ntibihenze bitewe n'ibipimo bya NYC - nta entrees hejuru ya $ 30, appetizers nyinshi hagati ya $12 na 14).",Arya Arya,positive
3396,"Icyumba ni icyumba cyiza cyane, ahantu heza",byara to,neutral
3398,"Icyumba ni icyumba cyiza cyane, ahantu heza",Icyumba,positive
3402,"Icyumba ni icyumba cyiza cyane, ahantu heza",Bye bye bi-level space,positive
3406,"Icyumba ni icyumba cyiza cyane, ahantu heza",Bye bye long bar,positive
3410,Bye bye Seafood Paella for two.,Bye Bye Seafood Paella for Two,positive
3412,"Ndetse n'abantu babiri bafite inzara nyinshi, hari ibyo kurya byinshi byo mu rugo (ibyo kurya byo mu rugo).",Arya Arya,positive
3415,Apetizers zose ni nziza kandi sangria ni nziza cyane.,Bye bye Sangria,positive
3419,Apetizers zose ni nziza kandi sangria ni nziza cyane.,Bye bye apetizers,positive
3423,Ubusanzwe serivisi ni nziza.,Serivisi,positive
3426,Iyi gahunda ni nziza cyane kandi y'urukundo.,Image Design,positive
3429,Ibyo kurya byari byiza cyane kandi bifite ibitekerezo.,Arya Arya,positive
3432,Abakozi bafite imbaraga nyinshi kandi basa neza.,Abakozi,positive
3435,"Byari ibyishimo byinshi cyane, ku buryo nongeye kugaruka mu cyumweru kimwe.",Bye Bye Dining Experience,positive
3438,"Ibyokurya ni byiza cyane, bikozwe mu buryo bw'ubuhanga kandi ni byiza gusa.",Arya Arya,positive
3441,Ahabanza Amakuru Amakuru y'Imyidagaduro,Bye bye deserts,positive
3444,Iyi chorizoetizer yonyine yo muri Argentine ku madolari 8.95 yari sausage ikomeye yo mu Butaliyani nk'iyagurishijwe ku madolari 2.99/lb mu iduka.,Bye Bye Argentina Chorizo Appetizer,negative
3446,Iyi chorizoetizer yonyine yo muri Argentine ku madolari 8.95 yari sausage ikomeye yo mu Butaliyani nk'iyagurishijwe ku madolari 2.99/lb mu iduka.,Bye Bye Baby Bye,negative
3449,"Ifite umuziki mwiza, tapas nziza, guhitamo divayi ishimishije (cyane cyane Espagne) hamwe n'abakiriya b'abaturanyi ba hip.",Ibinyobwa by'ibinyobwa by'ibinyobwa by'ibinyobwa (cyane cyane mu kinyarwanda),positive
3451,"Ifite umuziki mwiza, tapas nziza, guhitamo divayi ishimishije (cyane cyane Espagne) hamwe n'abakiriya b'abaturanyi ba hip.",Bye bye tapas,positive
3455,"Ifite umuziki mwiza, tapas nziza, guhitamo divayi ishimishije (cyane cyane Espagne) hamwe n'abakiriya b'abaturanyi ba hip.",Bye bye client,positive
3459,"Ifite umuziki mwiza, tapas nziza, guhitamo divayi ishimishije (cyane cyane Espagne) hamwe n'abakiriya b'abaturanyi ba hip.",Muzika,positive
3463,Icy'ingenzi kurusha ibindi ni uko ibiciro by'ibicuruzwa bifite agaciro gakomeye.,Ibiciro by'ibikomoka ku giciro,positive
3466,"Nari maze imyaka myinshi njya muri iyi resitora, mu bihe byashize, serivisi yari isanzwe kandi ibiribwa bidashobora kubaho.",Serivisi,neutral
3470,"Nari maze imyaka myinshi njya muri iyi resitora, mu bihe byashize, serivisi yari isanzwe kandi ibiribwa bidashobora kubaho.",Arya Arya,negative
3474,"Mbega itandukaniro, serivisi yari ihumuriza cyane kandi ibyokurya byari byiza kurusha ibisanzwe, ariko icyagaragaye mu by'ukuri ni urutonde rw'inzoga zikomeye kandi nyinshi.",Serivisi,positive
3478,"Mbega itandukaniro, serivisi yari ihumuriza cyane kandi ibyokurya byari byiza kurusha ibisanzwe, ariko icyagaragaye mu by'ukuri ni urutonde rw'inzoga zikomeye kandi nyinshi.",Bye Bye Beer List,positive
3482,"Mbega itandukaniro, serivisi yari ihumuriza cyane kandi ibyokurya byari byiza kurusha ibisanzwe, ariko icyagaragaye mu by'ukuri ni urutonde rw'inzoga zikomeye kandi nyinshi.",Arya Arya,positive
3486,"Ni byiza cyane, ni byiza cyane",Aho hantu,positive
3489,Ubushakashatsi bubi ku gushakisha umujyi bushobora kuba buva muri resitora zihatana zifite ishyari bazi ko badashobora guhatana n'imyitwarire myiza yose ya Temple ku buryo bukwiye bwo kuvura abakiriya babo no gutanga ibyokurya byiza byo hejuru.,Imyifatire,positive
3493,Ubushakashatsi bubi ku gushakisha umujyi bushobora kuba buva muri resitora zihatana zifite ishyari bazi ko badashobora guhatana n'imyitwarire myiza yose ya Temple ku buryo bukwiye bwo kuvura abakiriya babo no gutanga ibyokurya byiza byo hejuru.,Arya Arya,positive
3497,Gusa naje gusura bwa mbere muri iki gihugu kandi sinshobora gutegereza gusubira inyuma no gukora buhoro buhoro binyuze muri menu.,Bye bye menu,neutral
3499,Njye n'umukobwa wanjye twari dufite ibyishimo byinshi (ntabwo twari dufite ibyishimo byinshi) kandi byari byiza kumenya ko dufite ifunguro rya saa sita.,Ifunguro rya saa sita,positive
3502,"Ku bw'ibyo, serivisi ni nziza cyane.",Serivisi,positive
3505,100% ni umutaliyani kandi ibyokurya ni ukuri nk'uko bimeze.,Abakozi,positive
3507,100% ni umutaliyani kandi ibyokurya ni ukuri nk'uko bimeze.,Arya Arya,positive
3510,"Mu kanwa kawe, gnocchi iri mu kanwa kawe!",Bye bye gnocchi,positive
3513,"Ibyo byose ni byiza cyane, ndetse n'icyumba cy'imyidagaduro!",bye bye bathroom,positive
3516,None se ko mbona ikawa ari nziza?,Ikawa,positive
3519,"Muri entrees harimo classics nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",Bye bye parmigiana,neutral
3521,"Muri entrees harimo classics nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",Lakshya,neutral
3523,"Muri entrees harimo classics nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",Bye bye entrees,neutral
3525,"Muri entrees harimo classics nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",itwiki Alfredo,neutral
3527,Ariko icyababaje kurusha ibindi ni ibyo kurya.,Bye bye taste,negative
