,st,aspect,polarities
2942,"Li-boutiques le mekoallo ka Ludlow eketsa ho bonono, behile-morao sepakapakeng sena iseraele-setaele takeout le ja-in burger kopanetsoeng.",Sepakapaka sa sepakapaka,positive
2945,"Mekhoa ea baahelani ba banyenyane e fula khaontarang motšehare, ha chic, ba noang matlo a bonono ba nang le litekanyetso tse boima tsa qubu ea munchies qetellong ea bosiu.",Ho hanyetsa,neutral
2947,"Sebaka se senyenyane sa ho ja ka ntle se etsa hore sebaka sa poraefete, se phutholohe ho ithuta u le mong kapa ho kopana le metsoalle.",Sebaka sa Sepakapaka,positive
2951,"Sebaka se senyenyane sa ho ja ka ntle se etsa hore sebaka sa poraefete, se phutholohe ho ithuta u le mong kapa ho kopana le metsoalle.",Sebaka sa ho ja ka ntle,positive
2955,"Li-burger tse halikiloeng ka seatla se bulehileng, li-burger tse halikiloeng ka manyolo ke sejana se tummeng ka ho fetisisa, empa Jerusalema setaele falafel wraps le salate ea Mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious.",Jerusalem boho style boho wraps,positive
2959,"Li-burger tse halikiloeng ka seatla se bulehileng, li-burger tse halikiloeng ka manyolo ke sejana se tummeng ka ho fetisisa, empa Jerusalema setaele falafel wraps le salate ea Mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious.",Liisa Liisa,positive
2963,"Li-burger tse halikiloeng ka seatla se bulehileng, li-burger tse halikiloeng ka manyolo ke sejana se tummeng ka ho fetisisa, empa Jerusalema setaele falafel wraps le salate ea Mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious.",Li-burger tse halikiloeng tsa Organic,positive
2967,"Li-burger tse halikiloeng ka seatla se bulehileng, li-burger tse halikiloeng ka manyolo ke sejana se tummeng ka ho fetisisa, empa Jerusalema setaele falafel wraps le salate ea Mediterranean- e nang le li-beet, chisi ea pōli le walnuts- li lekana scrumptious.","Salate ea Mediterranean- e nang le li-beets, chisi ea podi le walnuts",positive
2969,"Li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethang oa li-chickpeas, lihoete le meroho e meng le linoko.",Kartles,positive
2973,"Li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethang oa li-chickpeas, lihoete le meroho e meng le linoko.",Li-chickpeas,positive
2977,"Li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethang oa li-chickpeas, lihoete le meroho e meng le linoko.",Meroho ea meroho,positive
2981,"Li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethang oa li-chickpeas, lihoete le meroho e meng le linoko.",Li-spice tsa,positive
2985,"Li-phobes tsa nama li lehlohonolo ka burger e sa tloaelehang ea veggie, e entsoeng ka motsoako o ikhethang oa li-chickpeas, lihoete le meroho e meng le linoko.",Ho veggie burger,positive
2989,"Lijo li ne li le monate haholo, tse hlahisitsoeng ka boqapi le veine e ntle.",Veine ea veine,positive
2993,"Lijo li ne li le monate haholo, tse hlahisitsoeng ka boqapi le veine e ntle.",Lijo tsa lijo,positive
2997,"Hape, cheka sebaka sa marang-rang sa blue bar.",Sebaka sa Blue Bar,positive
2999,Ka bokhutšoanyane Linku tse Ntšo li ikhetholla ho tsoa ho li-pub tsa Midtown ka ponahalo eo ke motsoako oa lipapali-bar butch le ornate kitsch.,Lee Ho Lee,negative
3001,"Lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela.""",Baang Baang,neutral
3003,"Lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela.""",menu ea,neutral
3005,"Lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela.""",Pub ho,neutral
3007,"Lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela.""",Balisa Pie,neutral
3009,"Lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela.""",Li-steaks tsa,neutral
3011,"Lenane lena le kenyelletsa li-pub fare-burger, steaks le balisa pie - esita le portabella lasagna bakeng sa linku tseo tse ntšo tse tsejoang e le ""limela.""",Portabella Lasagna,neutral
3013,"Le li-server tsohle li ntle, tseo kamehla li leng monate.",[1] Seo Server,positive
3015,Likarolo li kholo haholo mme ts'ebeletso e ntle haholo !!,Likarolo tsa likarolo,positive
3019,Likarolo li kholo haholo mme ts'ebeletso e ntle haholo !!,Tšebeletso ea tšebeletso,positive
3023,Ke khothaletsa li-milanese tsa likhoho.,Khoho ea Milano,positive
3026,Mong'a ntlo o bonolo ebile o mosa.,Beng Beng,positive
3029,"Li-teas li ntle, 'me li-sweets tsohle li na le ntlo ea lapeng.",limpa limpa,positive
3033,"Li-teas li ntle, 'me li-sweets tsohle li na le ntlo ea lapeng.",Li-Teas tsa Tea,positive
3037,Interior e haufi-ufi le e khahlehang e nang le ts'ebeletso e mosa le e hlokolosi.,Tšebeletso ea tšebeletso,positive
3041,Interior e haufi-ufi le e khahlehang e nang le ts'ebeletso e mosa le e hlokolosi.,Ka hare,positive
3045,"Lijo li ntle hohle, ka metsu hangata e ntle ebile sushi / sashimi ha e felle ka tekanyo e le 'ngoe.",Ho Sushi / Sashimi,neutral
3047,"Lijo li ntle hohle, ka metsu hangata e ntle ebile sushi / sashimi ha e felle ka tekanyo e le 'ngoe.",Rolls ea,positive
3051,"Lijo li ntle hohle, ka metsu hangata e ntle ebile sushi / sashimi ha e felle ka tekanyo e le 'ngoe.",Lijo tsa lijo,positive
3055,(ʻO ka ʻaʻohe ʻana o ka hana a me ka hoʻohaʻana.,Sasasa Ho,negative
3058,"Ha se reschorente e ntle ka ho fetisisa ea Majapane Motseng oa Bochabela, empa ke e tiileng haholo bakeng sa litheko tsa eona tse ikokobelitse, 'me ho bohlokoa ho e etela hape.",Litheko tsa litheko,positive
3061,"Eseng hobane ke ne ke le moimana, empa lijo mona li lula li le monate.",Lijo tsa lijo,positive
3064,Ho ba Puerto Rican Ke tseba ntho kapa tse peli ka flan mme sebaka sena se sebeletsa e 'ngoe ea tse ntle ka ho fetisisa (Ke ts'epa hore Mme ha a bale sena!).,Ho ho ho flan,positive
3066,"Bar ena e na le tsohle - lino tse kholo, sepakapaka se pholileng, ts'ebeletso e ntle haholo le lijo tse monate.",Lino Lino,positive
3070,"Bar ena e na le tsohle - lino tse kholo, sepakapaka se pholileng, ts'ebeletso e ntle haholo le lijo tse monate.",Lijo tsa lijo,positive
3074,"Bar ena e na le tsohle - lino tse kholo, sepakapaka se pholileng, ts'ebeletso e ntle haholo le lijo tse monate.",Sepakapaka sa sepakapaka,positive
3078,"Bar ena e na le tsohle - lino tse kholo, sepakapaka se pholileng, ts'ebeletso e ntle haholo le lijo tse monate.",Tšebeletso ea tšebeletso,positive
3082,Li-steaks li ile tsa qhibiliha molomong oa ka.,Steak ho,positive
3084,"Hora e thabileng e theko e tlase haholo, empa seo ha se bonts'a ts'ebeletso kapa sepakapaka.",Tšebeletso ea tšebeletso,positive
3086,"Hora e thabileng e theko e tlase haholo, empa seo ha se bonts'a ts'ebeletso kapa sepakapaka.",Sepakapaka sa sepakapaka,positive
3088,"Hora e thabileng e theko e tlase haholo, empa seo ha se bonts'a ts'ebeletso kapa sepakapaka.",Thabisile Ola,positive
3091,"Beng Beng; Mosebetsi o motle, sebaka sena sa marang-rang ke mohlokomeli!",Beng Beng,positive
3094,"Lethathamo la veine le ne le superb, tapas rona thabisang, le sepakapaka khutsitseng phethahetse bakeng sa moqoqo o motle.",Wine Lethathamo,positive
3098,"Lethathamo la veine le ne le superb, tapas rona thabisang, le sepakapaka khutsitseng phethahetse bakeng sa moqoqo o motle.",Sepakapaka sa sepakapaka,positive
3102,"Lethathamo la veine le ne le superb, tapas rona thabisang, le sepakapaka khutsitseng phethahetse bakeng sa moqoqo o motle.",Li-tapas,positive
3106,Re qalile ka scallops le asparagus hape e ne e na le crab e bonolo ea shell hammoho le poleiti ea chisi.,Asparagus ea,neutral
3108,Re qalile ka scallops le asparagus hape e ne e na le crab e bonolo ea shell hammoho le poleiti ea chisi.,Cheese plate ea,neutral
3110,Re qalile ka scallops le asparagus hape e ne e na le crab e bonolo ea shell hammoho le poleiti ea chisi.,Scallops ea,neutral
3112,Re qalile ka scallops le asparagus hape e ne e na le crab e bonolo ea shell hammoho le poleiti ea chisi.,Shell Crab e bonolo,neutral
3114,Ke labalabela ho khutlela morao haufinyane mme qetellong ke leka tsohle ho menu ea hau!,menu ea,positive
3116,Mong'a ntlo o monate ebile o monate.,Beng Beng,positive
3119,"E-ba le teko, menu e tloaelehileng ea Sefora empa e fapane.",menu ea,neutral
3122,"Li-tapas tse ntle ka theko e kholo, tsa lerato, tse nyane empa ha li crowed haholo, li ntle haholo",Litheko tsa litheko,positive
3126,"Li-tapas tse ntle ka theko e kholo, tsa lerato, tse nyane empa ha li crowed haholo, li ntle haholo",Li-tapas,positive
3130,Ena e ntse e le e 'ngoe ea lireschorente tseo ke li ratang haholo sebakeng seo lijo li theko e tlaase empa li le ntle haholo (kimono shrimp khethehileng e ne e le ntle haholo) 'me e na le sepakapaka se seholo.,Sepakapaka sa sepakapaka,positive
3134,Ena e ntse e le e 'ngoe ea lireschorente tseo ke li ratang haholo sebakeng seo lijo li theko e tlaase empa li le ntle haholo (kimono shrimp khethehileng e ne e le ntle haholo) 'me e na le sepakapaka se seholo.,Kimono Shrimp e khethehileng,positive
3138,Ena e ntse e le e 'ngoe ea lireschorente tseo ke li ratang haholo sebakeng seo lijo li theko e tlaase empa li le ntle haholo (kimono shrimp khethehileng e ne e le ntle haholo) 'me e na le sepakapaka se seholo.,Lijo tsa lijo,positive
3142,E ka 'na ea e-ba e maphathaphathe ho pota linako tse phahameng ka lebaka la boholo.,Boholo bo boholo,negative
3145,"Bekeng ena, ke ile ka etela Li-Cookie bakeng sa Brunch.",Brunch ea,neutral
3147,"Sebaka sena sa marang-rang se monate, 'me lijo li monate haholo.",Sebaka,positive
3151,"Sebaka sena sa marang-rang se monate, 'me lijo li monate haholo.",Lijo tsa lijo,positive
3155,"Leha ho le joalo, ts'ebeletso ena e hlile e tšabeha haholo.",Tšebeletso ea tšebeletso,negative
3158,"The waitstaff e solicitous le botsoalle 'me kamehla ho bonahala ho thabela ho re bona, 'me lijo ke e babatsehang, haeba ho sa makatse hore ebe boqapi.",Leta Lesli,positive
3162,"The waitstaff e solicitous le botsoalle 'me kamehla ho bonahala ho thabela ho re bona, 'me lijo ke e babatsehang, haeba ho sa makatse hore ebe boqapi.",Lijo tsa lijo,positive
3166,I love the ho hohohoho,Lesli Ravioli,positive
3169,"Re sa tsoa qeta bosiu ba Selemo se Secha reschorenteng, 'me re bile le boiphihlelo bo botle, ho tloha veine ho ea ho menu ea lijo.",Ho Ho Dessert Menu,positive
3172,"Re sa tsoa qeta bosiu ba Selemo se Secha reschorenteng, 'me re bile le boiphihlelo bo botle, ho tloha veine ho ea ho menu ea lijo.",Veine ea veine,positive
3175,"Sebaka sena ke classy, chic, tšebeletso e mofuthu ebile e amohela baeti, 'me lijo li hlaheletseng.",Sebaka,positive
3179,"Sebaka sena ke classy, chic, tšebeletso e mofuthu ebile e amohela baeti, 'me lijo li hlaheletseng.",Tšebeletso ea tšebeletso,positive
3183,"Sebaka sena ke classy, chic, tšebeletso e mofuthu ebile e amohela baeti, 'me lijo li hlaheletseng.",Lijo tsa lijo,positive
3187,Ke ile ka tlameha ho ema ho motsoalle oa ka ka metsotso e seng mekae,Bang Bang Bar,neutral
3189,"Sebaka sena se na le sushi e ntle, 'me e monate haholo. ",Sushi Ho,positive
3192,E boetse e na le lijana tse ling tse ngata tsa Korea tse theko e tlaase ebile e le yummy.,Lijana tsa Korea,positive
3195,"Babatsehang menu, mofuthu mema ambiance, tšebeletso e khōlō lijo etsa hore ke khutla!",Tšebeletso ea tšebeletso,positive
3199,"Babatsehang menu, mofuthu mema ambiance, tšebeletso e khōlō lijo etsa hore ke khutla!",menu ea,positive
3203,"Babatsehang menu, mofuthu mema ambiance, tšebeletso e khōlō lijo etsa hore ke khutla!",Moa moa,positive
3207,"Babatsehang menu, mofuthu mema ambiance, tšebeletso e khōlō lijo etsa hore ke khutla!",LEISA LEISA,positive
3209,Ho ne ho bonahala eka ha ho na boiteko bo ileng ba etsoa pontšong le boleng ba lijo.,Ho bonts'a le boleng ba lijo,negative
3211,Nka be ke bile le ho feta bakeng sa 1/3 theko ho Chinatown.,Theko ea theko,negative
3213,Host le Hostess li ne li le monate haholo.,Moeng Moeng,negative
3216,Host le Hostess li ne li le monate haholo.,Moeng Moeng,negative
3219,"Sebaka sa marang-rang se setle haholo, 'me ho na le phomolo e ntle ho tsoa lebenkeleng la si.",Sepakapaka sa sepakapaka,positive
3222,"Leha ho le joalo, lijo le ts'ebeletso li haelloa haholo.",Tšebeletso ea tšebeletso,negative
3225,"Leha ho le joalo, lijo le ts'ebeletso li haelloa haholo.",Lijo tsa lijo,negative
3228,ʻO ka hoʻoholo a me ka hoʻoholo hoʻoholo a me ka hoʻoholo ʻana.,Sushi Ho,negative
3231,"Re ile ra kopa li-sushi hape, 'me e khutliselitsoe ho rona ka li-cubes tse nyane tse kang chisi.",Sushi Ho,negative
3233,Basebetsi ba neng ba emetse ba ne ba le holimo le ho se tsotelle.,Leta Mohasa,negative
3236,ʻO ka hoʻoholo ʻana i ka hoʻoholo ʻana!,Ho - With The Kalmata Dip,positive
3239,"E khothalletsoa haholo ...  Joalokaha ho boletsoe, ha ke a ka ka re * reschorenteng, empa ke ile ka emisa ho nka takeout mme ho bonahala e le sebaka se khathollang haholo; Le bar e shebahala e le ntle haholo.",Sebaka,positive
3243,"E khothalletsoa haholo ...  Joalokaha ho boletsoe, ha ke a ka ka re * reschorenteng, empa ke ile ka emisa ho nka takeout mme ho bonahala e le sebaka se khathollang haholo; Le bar e shebahala e le ntle haholo.",Bang Bang Bar,positive
3247,"E khothalletsoa haholo ...  Joalokaha ho boletsoe, ha ke a ka ka re * reschorenteng, empa ke ile ka emisa ho nka takeout mme ho bonahala e le sebaka se khathollang haholo; Le bar e shebahala e le ntle haholo.",Tseng Tseng,neutral
3249,"Ho tloha erbazzone Emiliana ho ea ho mostarda poleiting ea chisi, lijana tse reschorenteng ena kaofela li sebetsoa ka tlhokomelo e thata.",Ho ho on the cheese plate,positive
3251,"Ho tloha erbazzone Emiliana ho ea ho mostarda poleiting ea chisi, lijana tse reschorenteng ena kaofela li sebetsoa ka tlhokomelo e thata.",Li-cookie,positive
3253,"Ho tloha erbazzone Emiliana ho ea ho mostarda poleiting ea chisi, lijana tse reschorenteng ena kaofela li sebetsoa ka tlhokomelo e thata.",Erbazzone Emiliana Ho,positive
3255,"Hase feela lijo tsa 'nete, empa basebetsi mona ba haufi le sekepe, ba banyenyane ebile ba le letheka mme ba tseba seo ba se etsang ha ho tluoa lijong le veine.",Lijo tsa lijo,positive
3259,"Hase feela lijo tsa 'nete, empa basebetsi mona ba haufi le sekepe, ba banyenyane ebile ba le letheka mme ba tseba seo ba se etsang ha ho tluoa lijong le veine.",Basebetsi ba Basebetsi,positive
3263,"Hase feela lijo tsa 'nete, empa basebetsi mona ba haufi le sekepe, ba banyenyane ebile ba le letheka mme ba tseba seo ba se etsang ha ho tluoa lijong le veine.",Veine ea veine,positive
3265,"Hase feela lijo tsa 'nete, empa basebetsi mona ba haufi le sekepe, ba banyenyane ebile ba le letheka mme ba tseba seo ba se etsang ha ho tluoa lijong le veine.",Lijo tsa lijo,positive
3269,"Kae kapa kae, litheko li tla ba li-3x tse phahameng!",Litheko tsa litheko,positive
3271,"E na le mofuthu oa lehae la lelapa, leha ho le joalo ke sebaka se setle sa ho shebella lipapali tsa lipapali.",Sebaka,positive
3274,Basebetsi ba marang-phethe ba etsa bonnete ba hore u se u loketse.,Basebetsi ba Basebetsi,positive
3277,Ba-bartender ba Ratehang ba Ireland ba lula ba thabile ebile ba khona ho tlisa pososelo ho metsoalle ea ka sefahleho sa ka.,Baehara Baas,positive
3280,Le ha ke fallisitsetown ke leka ho emisa hangata kamoo ho ka khonehang bakeng sa lijo tse theko e tlaase haholo le ho lefa basebetsi ba botsoalle ketelong.,Basebetsi ba Basebetsi,positive
3284,Le ha ke fallisitsetown ke leka ho emisa hangata kamoo ho ka khonehang bakeng sa lijo tse theko e tlaase haholo le ho lefa basebetsi ba botsoalle ketelong.,Lijo tsa lijo,positive
3288,Ke eng e sa lokelang le e sa lokelang bakeng sa MJ Grill ho ipolela hore e fana ka lijo tsa motšehare tsa motlakase le lijo tsa mantsiboea!,Lijo tsa motšehare,negative
3291,Ke eng e sa lokelang le e sa lokelang bakeng sa MJ Grill ho ipolela hore e fana ka lijo tsa motšehare tsa motlakase le lijo tsa mantsiboea!,Lijo tsa mantsiboea,negative
3294,U ka phela joang ho sebeletsa lijo tse mahareng ka theko ea exorbitant?!,Lijo tsa lijo,neutral
3298,U ka phela joang ho sebeletsa lijo tse mahareng ka theko ea exorbitant?!,Litheko tsa litheko,negative
3302,Ke ne ke batla kuku e sa tloaelehang ea mahareng.,Steak ho,neutral
3305,"Ka tsela e itseng ba ile ba etsa crust crust e omileng le e chese, e pota-potileng e tala le e batang ka hare.",Ho ho ho crust,negative
3308,2 Ho - What a Crime!,Li-steaks tsa,negative
3311,"Lijo tse monate, esita le lijo tse eketsehileng!",Lijo tsa lijo,positive
3314,Lijana tsena li monate ebile li na le sebaka se monate le se haufi-ufi!,Sebaka,positive
3318,Lijana tsena li monate ebile li na le sebaka se monate le se haufi-ufi!,Li-cookie,positive
3322,Boloka sebaka sa marang-rang bakeng sa li-dessert! ;-),Li-dessert,positive
3324,"Tlotla ho India e hlakile haholo ho appetizer e nang le delectable roti canai, pan e halikiloeng e neng e sebeletsa ka sopho ea curry ea ho pheha, ha khoho ea mango e fana ka ho makatsang e rarahaneng, e ncha ho nka monate le bolila.",ʻO ka hoʻoponopono no ka ʻohana,positive
3328,"Tlotla ho India e hlakile haholo ho appetizer e nang le delectable roti canai, pan e halikiloeng e neng e sebeletsa ka sopho ea curry ea ho pheha, ha khoho ea mango e fana ka ho makatsang e rarahaneng, e ncha ho nka monate le bolila.",Pancake e halikiloeng e halikiloeng e sebeletsang ka pungent curry dipping sauce,positive
3330,"Tlotla ho India e hlakile haholo ho appetizer e nang le delectable roti canai, pan e halikiloeng e neng e sebeletsa ka sopho ea curry ea ho pheha, ha khoho ea mango e fana ka ho makatsang e rarahaneng, e ncha ho nka monate le bolila.",Khoho ea mango,positive
3334,Tlhokomeliso e le 'ngoe: Li-casseroles tse ling tsa curried e ka ba trifle harsh.,Li-casseroles tsa curried,negative
3337,"E ne e le ntle, empa ha ho le ea mong oa li-fleas.",Li-flavors tsa,neutral
3339,"Ke ne ke le haufi haholo le Cherry Marscapone, empa ba ne ba le ka ntle ho eona letsatsing leo.",Cherry Marscapone,neutral
3341,Basebetsi ba lokela ho ba botsoalle haholoanyane.,Basebetsi ba Basebetsi,negative
3344,Lintja tse chesang ka ho fetisisa sebakeng sa tri-state.,Lintja tse chesang,positive
3347,"Lintho tseo u li ratang li kenyelletsa Big Mac, Chicken McNuggets, Sandwich ea Filet-O-Fish le li-fries tse tummeng tsa Fora tsa McDonald; Likhetho tse bobebe tse kang li-salate tse kenyelletsoeng le tsona lia fumaneha.",Khoho ea li-mcnuggets,positive
3351,"Lintho tseo u li ratang li kenyelletsa Big Mac, Chicken McNuggets, Sandwich ea Filet-O-Fish le li-fries tse tummeng tsa Fora tsa McDonald; Likhetho tse bobebe tse kang li-salate tse kenyelletsoeng le tsona lia fumaneha.",Ho - Sandwich,positive
3355,"Lintho tseo u li ratang li kenyelletsa Big Mac, Chicken McNuggets, Sandwich ea Filet-O-Fish le li-fries tse tummeng tsa Fora tsa McDonald; Likhetho tse bobebe tse kang li-salate tse kenyelletsoeng le tsona lia fumaneha.",Li-salate tse entsoeng ka hare,neutral
3359,"Lintho tseo u li ratang li kenyelletsa Big Mac, Chicken McNuggets, Sandwich ea Filet-O-Fish le li-fries tse tummeng tsa Fora tsa McDonald; Likhetho tse bobebe tse kang li-salate tse kenyelletsoeng le tsona lia fumaneha.",Li-fries tsa French tsa McDonald,positive
3363,"Lintho tseo u li ratang li kenyelletsa Big Mac, Chicken McNuggets, Sandwich ea Filet-O-Fish le li-fries tse tummeng tsa Fora tsa McDonald; Likhetho tse bobebe tse kang li-salate tse kenyelletsoeng le tsona lia fumaneha.",Big Mac,positive
3367,Linyehelo tse kang likuku tse chesang le sandwich ea Lehe McMuffin li fumaneha bakeng sa lijo tsa hoseng.,Li-cakes tse chesang,neutral
3370,Linyehelo tse kang likuku tse chesang le sandwich ea Lehe McMuffin li fumaneha bakeng sa lijo tsa hoseng.,Lijo tsa hoseng,neutral
3372,Linyehelo tse kang likuku tse chesang le sandwich ea Lehe McMuffin li fumaneha bakeng sa lijo tsa hoseng.,Sandwich ea Lehe McMuffin,neutral
3375,"Basebetsi ba ikakasang, litheko li phahame haholo bakeng sa Brooklyn.",Basebetsi ba Basebetsi,negative
3379,"Basebetsi ba ikakasang, litheko li phahame haholo bakeng sa Brooklyn.",Litheko tsa litheko,negative
3383,"Mookameli Vincenzo, kamehla ho na le haeba u mo hloka, ke talenta ea 'nete ebile ke Moroma oa' nete.",Chefe Chefe,positive
3386,"Lijo tsa hae li ntle haholo (ebile ha li theko e boima ke litekanyetso tsa NYC- ha li entrees tse fetang $ 30, li-appetizers tse ngata $ 12 ho isa ho tse 14).",Li-appetizers,positive
3390,"Lijo tsa hae li ntle haholo (ebile ha li theko e boima ke litekanyetso tsa NYC- ha li entrees tse fetang $ 30, li-appetizers tse ngata $ 12 ho isa ho tse 14).",kena kena,positive
3392,"Lijo tsa hae li ntle haholo (ebile ha li theko e boima ke litekanyetso tsa NYC- ha li entrees tse fetang $ 30, li-appetizers tse ngata $ 12 ho isa ho tse 14).",Lijo tsa lijo,positive
3396,"Kamore ke sebaka se setle, sa boemo ba bi-level le bareng e telele e phethahetseng bakeng sa seno.",Lino Lino,neutral
3398,"Kamore ke sebaka se setle, sa boemo ba bi-level le bareng e telele e phethahetseng bakeng sa seno.",Kamore ea ho robala,positive
3402,"Kamore ke sebaka se setle, sa boemo ba bi-level le bareng e telele e phethahetseng bakeng sa seno.",Sebaka sa Marang-rang,positive
3406,"Kamore ke sebaka se setle, sa boemo ba bi-level le bareng e telele e phethahetseng bakeng sa seno.",Ha Long Bar,positive
3410,E-ea lijong tsa leoatleng paella bakeng sa tse peli.,Lijo tsa leoatleng paella bakeng sa tse peli,positive
3412,Le bakeng sa batho ba babeli ba lapileng haholo ho na le lijo tse ngata tse setseng li lokela ho isoa hae (e boetse e le hantle haholo).,Lijo tsa lijo,positive
3415,Li-apetizer tsohle li ntle mme Sangria e ntle haholo.,Sangria Ho,positive
3419,Li-apetizer tsohle li ntle mme Sangria e ntle haholo.,Apetizers ea,positive
3423,Tšebeletso hangata e ntle haholo.,Ts'ebeletso,positive
3426,Moralo o haufi haholo ebile o lerato.,Moralo oa moralo,positive
3429,Lijo li ne li hlolla ebile li iqapehile.,Lijo tsa lijo,positive
3432,"Basebetsi le bona ba shebahala ba le motle haholo, 'me ba shebahala ba le motle.",Basebetsi ba Basebetsi,positive
3435,"E ne e le boiphihlelo bo makatsang ba ho jella, hoo ke ileng ka khutla bekeng eona eo hape.",Phihlelo ea lijo,positive
3438,"Lijo li ntle haholo, li entsoe ka bonono ebile li monate feela.",Lijo tsa lijo,positive
3441,Ho na le libaka tsa bolulo bakeng sa libaka tsa lehoatata - li tla shoa.,Li-deserts tsa lehoatata,positive
3444,The lone Argentina chorizo appetizer ka $ 8.95 e ne e le fenel e boima fennel flavored sausage Italian joaloka tse rekisang ka $ 2.99 / lb ka lebenkeleng.,Argentina Chorizo Appetizer ea Argentina,negative
3446,The lone Argentina chorizo appetizer ka $ 8.95 e ne e le fenel e boima fennel flavored sausage Italian joaloka tse rekisang ka $ 2.99 / lb ka lebenkeleng.,ʻO ka ʻōnaehana ʻana i ka ʻōnaehana Mataliana,negative
3449,"E na le 'mino o motle, li-tapas tse ntle, khetho e khahlisang ea veine (haholo-holo Sepanishe) le moreki oa tikoloho ea hip neighborhood.",Khetho ea veine (haholo-holo Spain),positive
3451,"E na le 'mino o motle, li-tapas tse ntle, khetho e khahlisang ea veine (haholo-holo Sepanishe) le moreki oa tikoloho ea hip neighborhood.",Li-tapas,positive
3455,"E na le 'mino o motle, li-tapas tse ntle, khetho e khahlisang ea veine (haholo-holo Sepanishe) le moreki oa tikoloho ea hip neighborhood.",Clientle Toe,positive
3459,"E na le 'mino o motle, li-tapas tse ntle, khetho e khahlisang ea veine (haholo-holo Sepanishe) le moreki oa tikoloho ea hip neighborhood.",'Mino oa' mino,positive
3463,"Habohlokoa ka ho fetisisa, e theko e tlaase ka ho fetisisa.",Theko ea theko,positive
3466,"Ke qetile lilemo ke ntse ke ea lebenkeleng lena, nakong e fetileng ts'ebeletso e ne e le karolelano mme lijo li sa laolehe.",Tšebeletso ea tšebeletso,neutral
3470,"Ke qetile lilemo ke ntse ke ea lebenkeleng lena, nakong e fetileng ts'ebeletso e ne e le karolelano mme lijo li sa laolehe.",Lijo tsa lijo,negative
3474,"Ke phapang e kaakang, ts'ebeletso e ne e le mabothobotho haholo mme lijo li ne li le betere ho feta karolelano, empa se hlileng se hlahellang e ne e le lenane le matla le le pharalletseng la biri.",Tšebeletso ea tšebeletso,positive
3478,"Ke phapang e kaakang, ts'ebeletso e ne e le mabothobotho haholo mme lijo li ne li le betere ho feta karolelano, empa se hlileng se hlahellang e ne e le lenane le matla le le pharalletseng la biri.",Lethathamo la biri,positive
3482,"Ke phapang e kaakang, ts'ebeletso e ne e le mabothobotho haholo mme lijo li ne li le betere ho feta karolelano, empa se hlileng se hlahellang e ne e le lenane le matla le le pharalletseng la biri.",Lijo tsa lijo,positive
3486,"Sebaka se setle haholo, se lumellanang hantle le sebaka.",Sebaka,positive
3489,Litlhahlobo tse mpe ka patlo ea toropo mohlomong li tsoa lireschorenteng tsa mōna tse qothisanang lehlokoa ba hlokomelang hore ba ke ke ba qothisana lehlokoa le maikutlo ohle a matle a Tempele mabapi le tsela e nepahetseng ea ho tšoara bareki ba bona le ho fana ka lijo tsa boleng bo holimo.,Boikutlo ba maikutlo,positive
3493,Litlhahlobo tse mpe ka patlo ea toropo mohlomong li tsoa lireschorenteng tsa mōna tse qothisanang lehlokoa ba hlokomelang hore ba ke ke ba qothisana lehlokoa le maikutlo ohle a matle a Tempele mabapi le tsela e nepahetseng ea ho tšoara bareki ba bona le ho fana ka lijo tsa boleng bo holimo.,Lijo tsa lijo,positive
3497,Ke sa tsoa ba le leeto la ka la pele mme ke sitoa ho emela ho khutlela morao le ho sebetsa butle ka tsela ea ka ka menu.,menu ea,neutral
3499,'Na le morali oa ka re ile ra thaba (ha re na letho) 'me ho ne ho le monate ho tseba hore re na le lijo tsa mantsiboea tse phetseng hantle.,Lijo tsa motšehare,positive
3502,"Se ke oa hlokomoloha, ts'ebeletso e ntle haholo.",Tšebeletso ea tšebeletso,positive
3505,Ke 100% ea lijo tsa Setaliana' me lijo li nepahetse kamoo li fumanang.,Basebetsi ba Basebetsi,positive
3507,Ke 100% ea lijo tsa Setaliana' me lijo li nepahetse kamoo li fumanang.,Lijo tsa lijo,positive
