,tn,aspect,polarities
3086,"Nako e e itumedisang e tlhwatlhwa e e kwa godimo thata, mme seo ga se bontshe tirelo kgotsa maemo a a kwa godimo.",Mme Atmosphere,positive
3088,"Nako e e itumedisang e tlhwatlhwa e e kwa godimo thata, mme seo ga se bontshe tirelo kgotsa maemo a a kwa godimo.",Boitumelo Ola,positive
3091,"go beng ba yona; Good job, that's a keeper.",Beng Beng,positive
3094,"Go ne go le monate thata, go ne go le monate, le go nna le phefo e e monate, e bile go ne go le monate go dira gore go nne le puisano e e molemo.",Whisky A Go Go,positive
3098,"Go ne go le monate thata, go ne go le monate, le go nna le phefo e e monate, e bile go ne go le monate go dira gore go nne le puisano e e molemo.",Mme Atmosphere,positive
3102,"Go ne go le monate thata, go ne go le monate, le go nna le phefo e e monate, e bile go ne go le monate go dira gore go nne le puisano e e molemo.",Mme Tapas,positive
3106,Re ne ra simolola ka scallops le asparagus mme gape re ne re na le crab ya shell e boleta mmogo le plate ya chisi.,Asparagas A Go Go,neutral
3108,Re ne ra simolola ka scallops le asparagus mme gape re ne re na le crab ya shell e boleta mmogo le plate ya chisi.,Pisang Goreng Cheese Plate,neutral
3110,Re ne ra simolola ka scallops le asparagus mme gape re ne re na le crab ya shell e boleta mmogo le plate ya chisi.,Mme Scallops,neutral
3112,Re ne ra simolola ka scallops le asparagus mme gape re ne re na le crab ya shell e boleta mmogo le plate ya chisi.,sweet shell crab bone,neutral
3114,Ke solofela gore ke tla boa ka bonako mme kwa bofelong ke leka go dira dilo tsotlhe mo motseng wa rona.,Menu a Go Go,positive
3116,Mong wa yone o a itumedisa e bile o a itumedisa.,Kwek Leng Beng,positive
3119,"Go go , go, go for it's a french, but it's a good one",Menu a Go Go,neutral
3122,20 - Mme Cécile COSTE Non,Ditlhotlhwa tse di kwa tlase,positive
3126,20 - Mme Cécile COSTE Non,Mme Tapas,positive
3130,"E ntse e le nngwe ya dihotele tsa me tse ke di ratang thata mo tshimong eo, dijo di tlhwatlhwa e e kwa tlase fela thata (kimono shrimp special) e bile e na le phefo e kgolo.",Mme Atmosphere,positive
3134,"E ntse e le nngwe ya dihotele tsa me tse ke di ratang thata mo tshimong eo, dijo di tlhwatlhwa e e kwa tlase fela thata (kimono shrimp special) e bile e na le phefo e kgolo.",Mme Kimono Shrimp Special,positive
3138,"E ntse e le nngwe ya dihotele tsa me tse ke di ratang thata mo tshimong eo, dijo di tlhwatlhwa e e kwa tlase fela thata (kimono shrimp special) e bile e na le phefo e kgolo.",Dijo tsa rona,positive
3142,E ka nna nako e e sa tshwanelang thata ka ntlha ya bogolo jo bo kwa godimo.,Bogolo,negative
3145,Ke ne ke etela Enrique yo o neng a le teng mo mafelong ano ka mafelo a beke.,mme brunch,neutral
3147,Lefelo le lentle le lentle mme dijo di monate.,Lefelo la go lô,positive
3151,Lefelo le lentle le lentle mme dijo di monate.,Dijo tsa rona,positive
3155,"Le fa go ntse jalo, tirelo eo e ne e le maswe tota.",Tirelo Tirelo,negative
3158,"Go lebega go na le dilo tse di itumedisang e bile go lebega go le monate go di bona, mme dijo di a kgatlhisa, fa di sa siama.",Mme Waitsstaff,positive
3162,"Go lebega go na le dilo tse di itumedisang e bile go lebega go le monate go di bona, mme dijo di a kgatlhisa, fa di sa siama.",Dijo tsa rona,positive
3166,Love ya lots of lotsa ravioli!,Mme Edane Ravioli,positive
3169,"Bosheng jaana, re ne ra nna le maitemogelo a a itumedisang a ngwaga o mosha, mme re ne ra nna le maitemogelo a a itumedisang go tswa kwa go mofine go ya go ja dijo tse di monate.",Mme Dessert menu,positive
3172,"Bosheng jaana, re ne ra nna le maitemogelo a a itumedisang a ngwaga o mosha, mme re ne ra nna le maitemogelo a a itumedisang go tswa kwa go mofine go ya go ja dijo tse di monate.",Whisky A Go Go,positive
3175,"Lefelo le ke la classy, chic, tirelo e e bothitho e bile e amogela baeng, mme dijo di a nyelela.",Lefelo la go lô,positive
3179,"Lefelo le ke la classy, chic, tirelo e e bothitho e bile e amogela baeng, mme dijo di a nyelela.",Tirelo Tirelo,positive
3183,"Lefelo le ke la classy, chic, tirelo e e bothitho e bile e amogela baeng, mme dijo di a nyelela.",Dijo tsa rona,positive
3187,'Ke ne ka yêla kwa ntlong ya me metsotsonyana' - I have to wait for my friend to the bar for a few minutes,Bar A Go Go,neutral
3189,"That's a sweet sweatshirt, and that's cheap. ",Sushi A Go Go,positive
3192,Gape e na le dijana tse dingwe tse di tlhwatlhwatlase mme di tshwana le yummy.,Korean dishes kwa,positive
3195,"Good food, lotsa lotsa food make me go back!",Tirelo Tirelo,positive
3199,"Good food, lotsa lotsa food make me go back!",Menu a Go Go,positive
3203,"Good food, lotsa lotsa food make me go back!",Mme Ambiance,positive
3207,"Good food, lotsa lotsa food make me go back!",LE DIJO,positive
3209,Go ne go lebega e kete go ne go se na sepe se se neng sa dira gore go nne le boleng jwa dijo le boleng jwa dijo.,Boleng le boleng ba dijo,negative
3211,Gongwe go ne go na le kgonagalo ya gore go ne go na le kgonagalo ya gore go ne go na le ditshenyegelo tse tharo mo Botswana.,Tlhwatlhwa e e kwa godimo,negative
3213,Go ne go na le batho ba ba neng ba le mo go one ba ne ba le setlhogo tota.,Moeng Moeng,negative
3216,Go ne go na le batho ba ba neng ba le mo go one ba ne ba le setlhogo tota.,Mme Hostess,negative
3219,"Go na le lefelo le lentle le le kgatlhisang thata, mme go na le kamogelo e e tswang kwa lefelong le le kwa ntle ga lefelo le le tswang mo go lone.",Mme Atmosphere,positive
3222,"Le fa go ntse jalo, dijo le tirelo di tlhaela thata.",Tirelo Tirelo,negative
3225,"Le fa go ntse jalo, dijo le tirelo di tlhaela thata.",Dijo tsa rona,negative
3228,12. skesa ke phone se paise kaise kamaye.,Sushi A Go Go,negative
3231,Re ne ra ba kopa gore ba boele kwa go rona ka di-cookie tse di potlana.,Sushi A Go Go,negative
3233,Mothapiwa yo o neng a le teng o ne a le kwa godimo e bile a sa itsewe.,Lindiwe Modise,negative
3236,Mme France Gélinas: Une bonne baise !,Mme France Gélinas: With The Kalmata Dip,positive
3239,"buennya a dit...  Ga ke a ka nna le lefelo le ke neng ke le mo go lone, mme ke ne ka se ka ka nna le lefelo le le utlwalang la go ya kwa go lone, mme go lebega go le thata go nna le lefelo le lentle le le sa iketlang. Bar looks sweet.",Lefelo la go lô,positive
3243,"buennya a dit...  Ga ke a ka nna le lefelo le ke neng ke le mo go lone, mme ke ne ka se ka ka nna le lefelo le le utlwalang la go ya kwa go lone, mme go lebega go le thata go nna le lefelo le lentle le le sa iketlang. Bar looks sweet.",Bar A Go Go,positive
3247,"buennya a dit...  Ga ke a ka nna le lefelo le ke neng ke le mo go lone, mme ke ne ka se ka ka nna le lefelo le le utlwalang la go ya kwa go lone, mme go lebega go le thata go nna le lefelo le lentle le le sa iketlang. Bar looks sweet.",Tsang Tsang,neutral
3249,"Go tswa kwa erbazzone Emiliana go ya kwa godimo mo poleiting ya chisi, dijana tse di mo lebenkeleng le, tsotlhe di tsamaisiwa ka tlhokomelo e e thata.",Pisang Goreng Cheese,positive
3251,"Go tswa kwa erbazzone Emiliana go ya kwa godimo mo poleiting ya chisi, dijana tse di mo lebenkeleng le, tsotlhe di tsamaisiwa ka tlhokomelo e e thata.",Dishes Tsang,positive
3253,"Go tswa kwa erbazzone Emiliana go ya kwa godimo mo poleiting ya chisi, dijana tse di mo lebenkeleng le, tsotlhe di tsamaisiwa ka tlhokomelo e e thata.",Mme Erbazzone Emiliana,positive
3255,"Ga se dijo fela tse di jewang, mme badiri ba ba ka fa tlase ga mokoro, ba bannye le hip mme ba itse se ba se dirang fa go buiwa ka dijo le beine.",Dijo tsa rona,positive
3259,"Ga se dijo fela tse di jewang, mme badiri ba ba ka fa tlase ga mokoro, ba bannye le hip mme ba itse se ba se dirang fa go buiwa ka dijo le beine.",Mme Staffe,positive
3263,"Ga se dijo fela tse di jewang, mme badiri ba ba ka fa tlase ga mokoro, ba bannye le hip mme ba itse se ba se dirang fa go buiwa ka dijo le beine.",Whisky A Go Go,positive
3265,"Ga se dijo fela tse di jewang, mme badiri ba ba ka fa tlase ga mokoro, ba bannye le hip mme ba itse se ba se dirang fa go buiwa ka dijo le beine.",Dijo tsa rona,positive
3269,Go Go! - 3x Price,Ditlhotlhwa tse di kwa tlase,positive
3271,"Le fa go ntse jalo, go na le lefelo le lentle la go nna le lefelo le lentle la go bogela metshameko ya metshameko.",Lefelo la go lô,positive
3274,Badiri ba tshwanetse go netefatsa gore o a itlhatlhoba.,Mme Staffe,positive
3277,19Ke ne ka itumelela go bona boitumelo jo bo kgotsofatsang jwa me le go dira gore ditsala tsa me di nne le sefatlhego sa me.,Mme Barers,positive
3280,"Le fa ke ne ke le mo tseleng, ke ne ka leka go ya go nna le dijo tse di tlhwatlhwakgolo tse di kwa tlase ka fa go kgonegang ka teng, mme ke batla go nna le baeng ba ba tlhwatlhwakgolo.",Mme Staffe,positive
3284,"Le fa ke ne ke le mo tseleng, ke ne ka leka go ya go nna le dijo tse di tlhwatlhwakgolo tse di kwa tlase ka fa go kgonegang ka teng, mme ke batla go nna le baeng ba ba tlhwatlhwakgolo.",Dijo tsa rona,positive
3288,12.1 O ne a le botlhokwa thata jang ne go le kana kang gore ga o a tshwanela go ja dijo tsa motshegare le dijo tsa motshegare tse di sa siamang!,Dijo tsa motshegare,negative
3291,12.1 O ne a le botlhokwa thata jang ne go le kana kang gore ga o a tshwanela go ja dijo tsa motshegare le dijo tsa motshegare tse di sa siamang!,Dinnerbone,negative
3294,Ke eng se se ka go thusang go nna le dijo tse di sa rerilweng mo dijong tse di oketsegileng?,Dijo tsa rona,neutral
3298,Ke eng se se ka go thusang go nna le dijo tse di sa rerilweng mo dijong tse di oketsegileng?,Ditlhotlhwa tse di kwa tlase,negative
3302,Ke ne ke kopa kuku e e sa tlwaelegang e e sa tlwaelegang.,Mme Steak,neutral
3305,"Ka tsela nngwe ba ne ba dira sephume se se omeletseng, sa go fisiwa, go dikologa mo teng ga serame le serame.",Mme Crust,negative
3308,12 Akame ga Kill! - Akame ga Kill!,Steaks A Go Go,negative
3311,"Go Big, Go Better Food!",Dijo tsa rona,positive
3314,"Go na le mafelo a a monate a a monate le a a monate, a a monate le a a monate!",Lefelo la go lô,positive
3318,"Go na le mafelo a a monate a a monate le a a monate, a a monate le a a monate!",Dishes Tsang,positive
3322,Go Go Gadget Desserts! ;-),Desserts bone,positive
3324,"Go tlotla kwa India go bonala thata mo go delectable roti canai appetizer, panana e e jewang ka pungent curry dipping sauce, fa kgogo ya manko e na le go kuruga ka tsela e e gakgamatsang, e e foreše mo go monate le bodila.",Mme Canta Anger,positive
3328,"Go tlotla kwa India go bonala thata mo go delectable roti canai appetizer, panana e e jewang ka pungent curry dipping sauce, fa kgogo ya manko e na le go kuruga ka tsela e e gakgamatsang, e e foreše mo go monate le bodila.",Boiled Curry Sauce,positive
3330,"Go tlotla kwa India go bonala thata mo go delectable roti canai appetizer, panana e e jewang ka pungent curry dipping sauce, fa kgogo ya manko e na le go kuruga ka tsela e e gakgamatsang, e e foreše mo go monate le bodila.",Mme Manon Chicken,positive
3334,11: Go ka nna le ditshipi tse di bogale thata.,Mme Curie Casseroles,negative
3337,"That's good, none of ya gots a baas.",Flavors bone,neutral
3339,"Ke ne ke le gaufi thata fa ke ne ke le Mos cherni, mme ba ne ba tswa mo go lone letsatsi leo.",Cherry Marscapone,neutral
3341,Badiri ba tshwanetse go nna botsalano jo bo botoka.,Mme Staffe,negative
3344,Best dog bone in bone bone,Dog Heatlhy,positive
3347,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich le mcDonald's fries e tummeng ya Fora; Go na le mefuta e e sa tshwaneng le ya di-salads tse di nang le mesedi le tsona di a fumaneha.",Go Go Gadget McNoggets,positive
3351,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich le mcDonald's fries e tummeng ya Fora; Go na le mefuta e e sa tshwaneng le ya di-salads tse di nang le mesedi le tsona di a fumaneha.",Filet-O-Fish Bone Sandwich,positive
3355,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich le mcDonald's fries e tummeng ya Fora; Go na le mefuta e e sa tshwaneng le ya di-salads tse di nang le mesedi le tsona di a fumaneha.",Dis-salads tse nang le di-sized,neutral
3359,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich le mcDonald's fries e tummeng ya Fora; Go na le mefuta e e sa tshwaneng le ya di-salads tse di nang le mesedi le tsona di a fumaneha.",Bonne salope francaise baise salope francaise,positive
3363,"All-time favorites include the Big Mac, Chicken McNuggets, Filet-O-Fish sandwich le mcDonald's fries e tummeng ya Fora; Go na le mefuta e e sa tshwaneng le ya di-salads tse di nang le mesedi le tsona di a fumaneha.",Big Mac,positive
3367,Dinyehelo tse kang dikuku tse tjhesang le dikuku tsa mahe a McMuffin di teng bakeng sa dijo tsa hoseng.,Heatlhy Cakes,neutral
3370,Dinyehelo tse kang dikuku tse tjhesang le dikuku tsa mahe a McMuffin di teng bakeng sa dijo tsa hoseng.,Difitlholo tsa mo mosong,neutral
3372,Dinyehelo tse kang dikuku tse tjhesang le dikuku tsa mahe a McMuffin di teng bakeng sa dijo tsa hoseng.,Cheese McMuffin Sweatshirt Sweatshirt,neutral
3375,"Ditlhwatlhwa di ne di le kwa godimo, mme ditlhwatlhwa di kwa godimo thata kwa Brooklyn.",Mme Staffe,negative
3379,"Ditlhwatlhwa di ne di le kwa godimo, mme ditlhwatlhwa di kwa godimo thata kwa Brooklyn.",Ditlhotlhwa tse di kwa tlase,negative
3383,"Ka dinako tsotlhe, fa o ka mo tlhoka, ke motho yo o nang le bokgoni jwa mmatota e bile o le motho yo o nang le bokgoni jwa mmatota.",bos bos bos,positive
3386,"Dijo tsa gagwe di a kgatlhisa (e bile ga di tlhwatlhwa e e kwa godimo ga R30, bontsi jwa di-appetizers tse di kwa godimo ga R12 go ya go 14).",Mme Appetizers,positive
3390,"Dijo tsa gagwe di a kgatlhisa (e bile ga di tlhwatlhwa e e kwa godimo ga R30, bontsi jwa di-appetizers tse di kwa godimo ga R12 go ya go 14).",Go Insa,positive
3392,"Dijo tsa gagwe di a kgatlhisa (e bile ga di tlhwatlhwa e e kwa godimo ga R30, bontsi jwa di-appetizers tse di kwa godimo ga R12 go ya go 14).",Dijo tsa rona,positive
3396,"Ke lefelo le lentle, le lentle le le nang le metsi a a kwa godimo, a a siametseng go nwa metsi.",Nesselwang,neutral
3398,"Ke lefelo le lentle, le lentle le le nang le metsi a a kwa godimo, a a siametseng go nwa metsi.",Phaposi ya go robala,positive
3402,"Ke lefelo le lentle, le lentle le le nang le metsi a a kwa godimo, a a siametseng go nwa metsi.",Space A Go Go,positive
3406,"Ke lefelo le lentle, le lentle le le nang le metsi a a kwa godimo, a a siametseng go nwa metsi.",Long Gone Bar,positive
3410,Go For Seafood 2,Paleo Diet For 2,positive
3412,"Le fa go ntse jalo, go na le batho ba le bantsi ba ba neng ba na le dijo tse dintsi tse di tshwanetseng go nna teng kwa legaeng la bone (le fa go ntse jalo).",Dijo tsa rona,positive
3415,All the apetizers are good and The Sangria is very good. lolololololololol,Mme Sangria,positive
3419,All the apetizers are good and The Sangria is very good. lolololololololol,Mme Apets,positive
3423,Tirelo gantsi e molemo.,Tirelo Tirelo,positive
3426,Botaki bo tseneletse thata e bile bo a ratana.,Design Go Go,positive
3429,Dijo tsa gagwe di ne di le monate e bile di le dintle.,Dijo tsa rona,positive
3432,Mothapiwa o lebega a le bogale thata mme gape o lebega a le montle.,Mme Staffe,positive
3435,Beke eno e ne e le nngwe fela e e neng ya dira gore ke boe ke bo ke boile.,Itemogeng Dining Experience,positive
3438,"Dijo tse di monate, di dirilwe ka botswerere e bile di le monate fela.",Dijo tsa rona,positive
3441,Gae Sekgoa go ya go Setswana it's to die,Mme Deserts,positive
3444,The lone argentina chorizo appetizer kwa $8.95 e ne e le sesepa se se boima sa fennel se se nang le sesepa sa Italy se se rekisang ka $2.99/lb ka lebenkeleng.,Mme Argenti Appet,negative
3446,The lone argentina chorizo appetizer kwa $8.95 e ne e le sesepa se se boima sa fennel se se nang le sesepa sa Italy se se rekisang ka $2.99/lb ka lebenkeleng.,Italian Sweatshirt Sweatshirt,negative
3449,"E na le mmino o o monate, di-tapas, tlhopho e e kgatlhisang ya di-wine (segolobogolo Se-Spain) le moreki yo o kwa tlase wa hip neighborhood.",Whisky A Go Go (The Main),positive
3451,"E na le mmino o o monate, di-tapas, tlhopho e e kgatlhisang ya di-wine (segolobogolo Se-Spain) le moreki yo o kwa tlase wa hip neighborhood.",Mme Tapas,positive
3455,"E na le mmino o o monate, di-tapas, tlhopho e e kgatlhisang ya di-wine (segolobogolo Se-Spain) le moreki yo o kwa tlase wa hip neighborhood.",Mme Clientle,positive
3459,"E na le mmino o o monate, di-tapas, tlhopho e e kgatlhisang ya di-wine (segolobogolo Se-Spain) le moreki yo o kwa tlase wa hip neighborhood.",mmino wa,positive
3463,"Sa botlhokwa le go feta, seno se tlhwatlhwakgolo.",Mme Price,positive
3466,"Ke ne ka nna mo dingwageng di le mmalwa tse di fetileng, ke ne ke le mo dingwageng di le mmalwa tse di fetileng, mme ke ne ka nna le dijo tse di neng di le botlhokwa thata.",Tirelo Tirelo,neutral
3470,"Ke ne ka nna mo dingwageng di le mmalwa tse di fetileng, ke ne ke le mo dingwageng di le mmalwa tse di fetileng, mme ke ne ka nna le dijo tse di neng di le botlhokwa thata.",Dijo tsa rona,negative
3474,"Go ne go na le pharologano e kgolo thata, dijo di ne di le botoka go na le palogare, fela se tota se neng se le botlhokwa thata e bile se ne se le botlhokwa thata.",Tirelo Tirelo,positive
3478,"Go ne go na le pharologano e kgolo thata, dijo di ne di le botoka go na le palogare, fela se tota se neng se le botlhokwa thata e bile se ne se le botlhokwa thata.",Beer Logo A Go Go,positive
3482,"Go ne go na le pharologano e kgolo thata, dijo di ne di le botoka go na le palogare, fela se tota se neng se le botlhokwa thata e bile se ne se le botlhokwa thata.",Dijo tsa rona,positive
3486,Nice one that's a lot of the site ya ya ya,Lefelo la go lô,positive
3489,Go ka direga gore ba se ka ba nna le seabe mo go boneng gore ba ka se kgone go nna le botsogo jo bo siameng ka tsela e e siameng ya go thusa batho ba ba nang le botsogo jo bo siameng le go nna le dijo tsa boleng jo bo kwa godimo.,Boikutlo jwa go nna teng,positive
3493,Go ka direga gore ba se ka ba nna le seabe mo go boneng gore ba ka se kgone go nna le botsogo jo bo siameng ka tsela e e siameng ya go thusa batho ba ba nang le botsogo jo bo siameng le go nna le dijo tsa boleng jo bo kwa godimo.,Dijo tsa rona,positive
3497,Ke ne ke le mo loetong la me la ntlha la go ya kwa go lone mme ke ne ke sa kgone go dira tiro ya me ka bonako.,Menu a Go Go,neutral
3499,Nna le mosadi wa me re ne ra ikutlwa re itumetse ( e bile re ne re ikutlwa re itumetse tota) mme go ne go le monate go itse gore re na le dijo tsa motshegare.,Dijo tsa motshegare,positive
3502,"Ga re a tshwanela go itlhokomolosiwa, tirelo e e molemo.",Tirelo Tirelo,positive
3505,"100% ke dijo tsa se-Spain, mme dijo di tshwana le tsa nnete.",Mme Staffe,positive
3507,"100% ke dijo tsa se-Spain, mme dijo di tshwana le tsa nnete.",Dijo tsa rona,positive
3510,"11 Tota e bile, go ne go le thata go bua nnete mo molomong wa gago!",Mme gnoy,positive
3513,"That's a sweet, sweet, even the bathroom.",Bathroom Tile,positive
3516,A ke ne ke akanya gore kofi e ne e sa ntse e le teng?,Kafe di Kafe,positive
3519,"Entrees e akaretsa classics jaaka lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Mme Parmigiana,neutral
3521,"Entrees e akaretsa classics jaaka lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Lasagna A Go Go,neutral
3523,"Entrees e akaretsa classics jaaka lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Go Insa,neutral
3525,"Entrees e akaretsa classics jaaka lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Mme Fettuccine Alfredo,neutral
3527,"Le fa go ntse jalo, go ne go le monate go gaisa.",Mme Ladèle,negative
