st,aspect,polarities
"ke ne ke nahana hore lijo ha li theko e tlase ho hang ha li bapisoa le chinatown, empa basebetsi ba botsoalle, sopho e makatsa mme seneke sa thapama se monate.",lijo,negative
"ka sebele chinatown e na le boleng bo betere ka litheko tse theko e tlase, empa ts'ebeletso e lieha haholo, ka kakaretso e mpe ebile likarolo li nyane.",litheko,positive
"chinatown e na le boleng bo betere ka litheko tse theko e tlaase, empa bartenders e tšabeha ebile ha e tšoanelehe.",boleng,positive
"nka utloisisa litheko haeba li ne li sebeletsa lijo tse betere, joalo ka lireschorente tse ling tsa china sebakeng sa midtown / uptown, empa ts'ebeletso e ela hloko.",litheko,negative
"ke utloisisa litheko haeba li ne li sebeletsa lijo tse ntle, joalo ka lireschorente tse ling tsa china sebakeng sa midtown / uptown, empa ke khothaletsa li-dumplings tsa nama ea kolobe e halikiloeng, kuku ke bobebe ebile martinis e eksotiske.",lijo,negative
"e jeoa ka asene e ntšo le ginger shredded, empa lijo ke sebaka se chesang, li-mussels tse spicy ke ntho e hlahelletseng mme calamari ke mohapi.",asene e ntšo,neutral
"e jeoa ka asene e ntšo le ginger shredded, empa mohlokomeli tots e kholo ebile lijo li ntle.",ginger,neutral
"malted milk ball - na u kile ua utloa ka ntho leha e le efe e makatsang, empa chills e tala ha e jeoa.",ball,positive
"ke fumane lijo li le ntle feela joaloka mong'a eona, da silvano, e theko e boima haholo, empa tatso e khuts'oane, karolo ea lijo e ka tlase ho karolelano mme lijo tsa mantsiboea ke matla.",empa,positive
"ke fumane lijo li le ntle feela joaloka mong'a eona, da silvano, e theko e tlase haholo, empa ho ja ho molemo ka ho fetisisa.",lijo,positive
"ambience e boetse e phutholohile haholoanyane ebile e phutholohile, empa tatso e khutšoanyane 'me kamore e hlakile.",ambience,positive
"ka bobeli ba li-appetizer le pasta li ne li hlolla, empa mookameli oa molaoli ke rudeness.",pasta,positive
"bobeli ba li-appetizer le pasta tse khethehileng li ne li hlolla, empa host e le ntho e sa utloahaleng, ts'ebeletso e mosa ebile e laola ha e bapisoa le accommodating.",li-appetizer,positive
"ka sebele leka taglierini ka li-truffles - e ne e le ntho e makatsang, empa ts'ebeletso e lieha.",li-truffles,positive
"hape, basebetsi ba hlokolosi haholo ebile ba na le botho, empa bill o moholo.",basebetsi,positive
"risotto ea ka ea meroho e ne e chesoa, 'me e kentsoe ka botlalo tatso ea secheso, empa pizza e molemo ka ho fetisisa, sopho e makatsa ebile lisalate li monate.",risotto,negative
"risotto ea ka e ne e chesoa, 'me e kentsoe ka botlalo tatso ea secheso, empa lijo tsa mots'eare li phetse hantle, li-dessert li ntle ebile li monate.",ea,negative
"ba na le ts'ebeletso e potlakileng haholo e ntle ha u se na nako e ngata, empa disco pop duo e tšabeha ebile tatso e mpe ka ho fetesisa.",ts'ebeletso,positive
"karolelano ea lijo; lijo tsa hoseng foooutd, sopho, lisalate, li-sandwich, jj., empa sebaka se khahleha, codfish e ntšo e halikiloeng e ikhetha ebile lino li monate.",lijo,neutral
"lijo ke karolelano: lijo tsa hoseng, sopho, lisalate, li-sandwich, jj, empa sebini sa jazz se monate.","sopho,",neutral
"lijo ke ka karolelano: lijo tsa hoseng, sopho, lisalate, li-sandwich, jj, empa lijo li ntle ebile li-dessert li lokolohile.",li-dessert,neutral
"lijo ke ka karolelano: lijo tsa hoseng, sopho, lisalate, li-sandwich, jj, empa ambiance ke lerato, lijo li theko e boima ebile tuna li ntle.","li-sandwich,",neutral
"lijo ke ka karolelano: lijo tsa hoseng, sopho, lisalate, li-sandwich, jj, empa taolo e tlase ho feta ho ja lijo tsa hoseng.",lijo tsa hoseng,neutral
"ke lipuisano tse etsang hore sena e be sebaka se monate, empa 'mino o boima haholo.",sebaka,positive
"lijo li ne li le monate, empa ha li kholo; li-waiters li halefile, lijo li majabajaba ebile li na le menyu e nyane.",lijo,positive
"tšebeletso e ne e le mpe - haholo hobane basebetsi ba ne ba imetsoe ka moqebelo bosiu, empa likaroloana li kholo ebile ho khethoa ha lijo ho monate.",tšebeletso,negative
"ts'ebeletso e ne e le mpe - haholo hobane basebetsi ba ne ba imetsoe ka moqebelo bosiu, empa sopho e makatsa ebile sepakapaka se setle.",basebetsi,negative
"re bile le mokete oa letsatsi la tsoalo mona haufinyane mme lijo le ts'ebeletso li ne li hlolla, empa li-slices li theko e boima 'me lijo ha li theko e tlase.",ts'ebeletso,positive
"re bile le mokete oa letsatsi la tsoalo mona haufinyane mme lijo le ts'ebeletso li ne li hlolla, empa fennel e flavored boroso ea italy e boima.",lijo,positive
"ha se feela sushi e ncha, ba ile ba sebeletsa li-entrees tse ling li ile tsa lumella moeti ntho e 'ngoe le e' ngoe eo re ka e khethang mme kaofela ha rona re siile re thabile (leka letata, empa waiter e tene ebile ke kaka karolelano.",kaka,positive
"ha se feela sushi e ncha, ba ile ba sebeletsa li-entrees tse ling li ile tsa lumella moeti ntho e 'ngoe le e' ngoe eo re ka e khethang mme kaofela ha rona re siile re thabile (leka letata, empa sepakapaka se pholile ebile lijo li ntle.",moeti,neutral
"ha se feela sushi e ncha, ba ile ba sebeletsa li-entrees tse ling li ile tsa lumella moeti ntho e 'ngoe le e' ngoe eo re ka e khethang mme bohle re siile re thabile (leka letata, basebetsi ba mosa, tatso ha e makatse.",sushi,positive
"tšebeletso e ne e lieha hanyane mme likarolo li nyane kahoo haeba u lapile 'me ka potlako, sena ha se sebaka sa hau, empa sebaka sa ho ja ka ntle se nyane.",likarolo,negative
"tšebeletso e ne e lieha hanyane 'me likarolo li nyane kahoo haeba u lapile' me ka potlako, sena ha se sebaka sa hau, empa appetizer ke ntho e makatsang, lijo tsa mantsiboea li ntle ebile li monate ebile li theko e tlase.",tšebeletso,negative
"lijo tse kholo, lino tse kholo, sepakapaka se setle sa ho jella, empa mabone ha a tsotelle, ba emetseng ba bobe 'me ho leta ho bobe.",lino,positive
"lijo tse kholo, lino tse ntle, sepakapaka se setle sa ho jella; empa theko ke e mpe ka ho fetisisa.",lijo,positive
"lijo tse kholo, lino tse monate, sepakapaka se setle sa ho jella, empa hostess ke ntho e sa tsotelleng, ho tsamaisoa ho hlokomeloa ebile ho na le bartender e nyane.",lijo,positive
"empa lijo tsa mantsiboea mona ha ho mohla li nyahamisang, leha litheko li le holimo, empa li fana ka lebelo.",litheko,negative
"empa lijo tsa mantsiboea mona ha ho mohla li nyahamisang, leha litheko li le holimo, empa lijo tsa mots'eare ke moferefere le lijo tsa mantsiboea li tšabeha.",lijo tsa mantsiboea,positive
"ho nyahamisang ke hore, saketini ea bona e ntle e nkiloe ho menu ea bareng, empa ts'ebeletso e mpe mme li-casseroles tsa curried li thata.",ke,positive
"ho nyahamisang ke hore saketini ea bona e babatsehang e nkiloe ho menu ea bareng, empa mefuta e fapa-fapaneng e ntle ebile e ts'ebeletso e ntle.",menu,negative
"lijo tsa mona li ne li le monate, tumellano ho tloha qalong ho isa qetellong, empa taolo ea tsamaiso e tlase ho feta ho reka.",lijo,positive
"lijo tse ntle ka theko e nepahetseng, ke eng hape eo u ka e kopang, empa ts'ebeletso e lieha, basebetsi ba bobe 'me hostess e mosa.",theko,positive
"lijo tse ntle ka theko e nepahetseng, ke eng hape eo u ka e kopang, empa clientele e na le molomo o phahameng 'me menu e nyane.",lijo,positive
"ntho e ntle ka ho fetisisa eo u ka e laelang ke ho tloha grill (churrasco le ribs), empa ts'ebeletso e mpe, sebaka se loketseng ebile se sebetsa hampe.",(churrasco,positive
"lintho tse ntle ka ho fetisisa tseo u ka li laetseng li tsoa grill (churrasco le ribs), empa ts'ebeletso e lieha mme batho ba rekisang ha ba na taba.",grill,positive
"ntho e ntle ka ho fetisisa eo u ka e laelang ke ho tsoa ho grill (churrasco le ribs), empa bill e kholo.",e,positive
"lijo ke boleng bo botle bakeng sa theko e ntle ea lireschorente, empa 'mino o boima haholo' me sopho ea chickpea ea fatše e tšesaane.",lijo,positive
"lijo ke boleng bo botle bakeng sa theko e ntle ea lireschorente, empa filet minor ha e ntle haholo ebile ts'ebeletso ha e mpe.",theko,positive
"li-appetizer li lokile, empa ts'ebeletso e lieha; li-bar li ntle ebile li ntle haholo.",ts'ebeletso,negative
"li-appetizers li lokile, li-pizza li se li loketse ho sebeletsa, li-milkshakes li betere ho feta karolelano mme kofi e ntle; ts'ebeletso ena e lieha.",li-appetizers,neutral
"ho molemo ho ea moo bakeng sa lino tse nooang haeba u sa batle ho tahoa hobane u tla ba lehlohonolo haeba u ka fumana seno se le seng ka hora ts'ebeletso e mpe haholo, empa kuku ke karolelano, lijo li ntle ebile lijo li hlahelle.",lino,neutral
"ho molemo ho ea moo bakeng sa lino tse tahang haeba u sa batle ho tahoa hobane u tla ba lehlohonolo haeba u ka fumana seno se le seng ka hora ts'ebeletso e mpe haholo, empa compost e khatholla ebile lijo li ntle.",ts'ebeletso,negative
"ho molemo ho ea moo bakeng sa lino tse tahang haeba u sa batle ho tahoa hobane u tla ba lehlohonolo haeba u ka fumana seno se le seng ka hora ts'ebeletso e mpe haholo, empa theko e ntle.",lino,neutral
"kena feela 'me u hlahlobe lijo tse kholo ka ho fetisisa tsa fora bophirima ho daniele, empa waiter e le ntho e nyane.",lijo,positive
"ena ke sebaka se chesang haholo ha ho tluoa tabeng ea lijo, empa theko ha ea bohlokoa ebile ea latsoa e mpe ka ho fetesisa.","lijo,",positive
"satay ke e 'ngoe ea li-haunts tsa washington moo ts'ebeletso le lijo li lulang li le teng ka chelete, empa' mino o boima haholo ebile sopho ea chickpea ea fatše e tšesaane.",ts'ebeletso,positive
"satay ke e 'ngoe ea li-haunts tse ratoang washington moo ts'ebeletso le lijo li lulang li le teng ka chelete, empa litafole ha li phutholohe ebile' mino o boima haholo.",lijo,positive
"leka likhopo, sizzling nama ea khomo 'me ue banyalani ka raese ea coconut, empa li-cookie tsa fortune ke tletlebo mme bili e kholo.",nama ea khomo,positive
"leka likhopo, sizzling nama ea khomo le ho e kopanya le raese coconut, empa clientele e molomo o moholo, khoho e lefifi le phihlelo ea ho jela e soahla.",ea,positive
"leka likhopo, sizzling nama ea khomo 'me ue banyalani ka raese ea coconut, empa selae se theko e boima' me karolo ea lijo e ka tlase ho karolelano.",raese ea coconut,positive
"hlokomela lintho tse saenneng lijo eseng ntle le haeba u batla ho bitsa lefapha la mollo ho sebelisa malakabe molomong oa hau, empa hamburger e monate ebile brisket e ntle.",lijo,negative
"lijo li lokile, 'me li batla li sa tsamaee ntle le haeba u fumana pialla, e leng eona feela sejana se setle haholo, empa li-casseroles tsa curried li thata.",leng,positive
"lijo li lokile, 'me li batla li sa tsamaee ntle le haeba u ntse u fumana pialla, e leng eona feela sejana se setle haholo, empa menu e nyane, tlhapi ke karolelano mme bartenders ke ntho e tšabehang.","pialla,",positive
"basebetsi ba mosa haholo, empa li-slices li theko e boima, sushi e kholo ebile sauce ea mole e monate haholo.",basebetsi,positive
"ba etsa pizza e ntle ka ho fetisisa new jersey, empa ts'ebeletso e mpe ka ho fetesisa, letaer e tenehile ebile basebetsi ba ikhohomosa.",pizza,positive
"hase feela hore e ne e le motho ea sebetsang hantle, empa hape o ne a le motle haholo. ; li-hostess ha li na taba ebile lijo ha li lumellane.",ebile,positive
"lijo tse nyenyane tse nang le ts'ebeletso e potlakileng haholo, empa lijo ha li na thuso ebile li ka tlase ho karolelano.",ts'ebeletso,positive
"li-burger tse kholo, chisi e halikiloeng le fries ea fora, empa lijo li tšabeha ebile ke mong'a bohata.",halikiloeng,positive
"li-burger tse kholo, chisi e halikiloeng le fries ea fora, empa lijo tsa majapane li betere.",fries,positive
"li-burger tse kholo, chisi e halikiloeng le li-fries tsa fora, empa setulo sa ho phutha ha se phutholohe, tlhapi e tloaelehileng ebile e mosa.",empa,positive
"lijo li ntle haholo, ke rata li-dumplings tsa tsona, li-noodle tsa sesame tse batang, khoho le li-shrimp dish, empa sauce ha e na tatso haholo, kahare ke karolelano le sauce ea mole e monate haholo.",khoho,positive
"lijo li ntle, ke rata li-dumplings tsa tsona, li-noodle tsa sesame tse batang, khoho le li-shrimp dish, empa lijo tsa mantsiboea ke matla, boholo bo phathahane ebile ke matla.",lijo,positive
"lijo li ntle haholo, ke rata li-dumplings tsa tsona, li-noodle tsa sesame tse batang, khoho le li-shrimp dish, empa lijo li ka tlase ho karolelano, kahare ke karolelano mme li-casseroles tsa curried li thata.",li-noodle,positive
"lijo li ntle haholo, ke rata li-dumplings tsa tsona, li-noodle tsa sesame tse batang, khoho le li-shrimp dish, empa ts'ebeletso e futsanehile ebile ea mots'eare ke matla.",li-dumplings,positive
"lijo li ntle haholo, ke rata li-dumplings tsa tsona, li-noodle tsa sesame tse batang, khoho le shrimp dish, empa hostess e mosa.",shrimp,positive
"molemo ka ho fetisisa machaena ka bochabela bo holimo, ho tsamaisoa ka potlako, boleng bo botle, empa lino li tšabeha ebile lijo ha li ntle haholo.",boleng,positive
"molemo ka ho fetisisa chinese ka upper east, ho tsamaisoa ka potlako, boleng bo botle, empa batho ba rekisang ha ba na taba.",tsamaisoa,positive
"ha ho mohla nkileng ka ba le donut ea lamunu pele ka hona ke e file thunya, empa lijo li kholo ebile lintja tse chesang li molemo.",donut,neutral
"ke ile ka makatsoa ke tatso, empa ts'ebeletso e ntle haholo ebile e ntle ka ho fetesisa.","tatso,",positive
"motsoako oa baithuti le baahi ba sebaka ba bongata ka moqotetsane ona, hanyenyane ho na le sebaka bakeng sa mekhoa ea eona e potlakileng, e monate ka litheko tse theko e tlaase, empa lijo li ikhethang ebile li ntle haholo.",sebaka,negative
"motsoako oa baithuti le baahi ba libaka ba bangata ka har'a moqotetsane ona, hanyenyane moo sebaka sa mekato ea eona e potlakileng, e monate ka litheko tse theko e tlaase, empa lijo lia soetseha.",har'a,positive
"motsoako oa baithuti le baahi ba sebaka ba bongata ka moqotetsane ona, hanyenyane ho na le sebaka bakeng sa mekhoa ea eona e potlakileng, e monate ka litheko tse theko e tlaase, empa hostess e mosa ebile e emetse e le mpe.",litheko,positive
"empa kamehla tseba hore li-sandwich ke naleli ea 'nete mona, empa lijo tsa majapane li betere, sopho ea chickpea ea fatše e tšesaane ebile e nyane ha e ntle haholo.",li-sandwich,positive
"bakeng sa ho noa sopho le lijo tsa sandwich, leka sopho e chesang le e bolila, empa ts'ebeletso e mpe, bartenders e tšabeha ebile boiphihlelo ba ho jella bo mpe ka ho fetesisa.",sopho e chesang le e bolila,positive
"bakeng sa ho noa sopho e nang le tatso le lijo tsa sandwich, leka sopho eohle e ncha e chesang le e bolila, empa ts'ebeletso e futsanehile!","sandwich,",positive
"li na le pizza ea koro e entsoeng ka lisebelisoa tse ncha le tsa yummy, empa ts'ebeletso e lieha haholo.",pizza,positive
"li na le pizza ea koro e entsoeng ka lisebelisoa tse ncha le tsa yummy, empa li-casseroles tsa curried li thata, kahare ke karolelano mme ts'ebeletso e lieha.",lisebelisoa,positive
"li-pizza tsa tsona li na le monko o monate, empa li tletse tatso; tatso e khuts'oane, disco pop duo e tšabeha mme ts'ebeletso e lieha.",e,positive
"li-pizza tsa tsona li na le monko o monate, empa li tletse tatso; ts'ebeletso ea hau e nyahame, 'me basebetsi baa ikhohomosa.",li-pizza,positive
"haeba u lakatsa lijo tse tebileng tsa maindia 'me u lakatsa ambiance cozy, ena ke khetho e ntle le e phethehileng, empa tšebeletso e mpe.",empa,positive
"haeba u lakatsa lijo tse tebileng tsa maindia 'me u lakatsa ambiance cozy, ena ke khetho e ntle le e ntle, empa lintja tse chesang li mpe ka ho fetesisa, litafole ha li phutholohe ebile li jella li mpe ka ho fetesisa.",lijo,positive
"ha se ts'ebeletso e ntle feela, empa ho theha moqoqo ho potoloha tafole ho bonolo haholo hobane sepakapaka se ka ba lerato ebile se phutholohile; 'mino o boima haholo' me li-chills tse tala ha li je.",ts'ebeletso,positive
"ha se ts'ebeletso e ntle feela, empa ho theha moqoqo ho potoloha tafole ho bonolo haholo hobane sepakapaka se ka ba lerato ebile se phutholohile; tšebeletso e ntle haholo.",sepakapaka,positive
"ho na le mabone a likerese le 'mino, empa lijo li ntle haholo ebile li-sandwich lia hlolla.",lijo,neutral
"ho na le khanya ea mabone le 'mino, empa ts'ebeletso e ntle.",mabone,neutral
"ka sebele ke ne ke natefeloa ke lijo hape, empa boiphihlelo ba ho jela bo sosobane, bili e kholo ebile litafole ha li phutholohe.",lijo,positive
"sebaka sa bareng sa downstairs se pholile haholo ebile se chill, empa kuku ha e tšoanelehe ho ema ka ntle.",sebaka,positive
"lijo li ne li le ntle, empa ha tsohle li boletsoe ebile li etsoa, ke ne ke sa khone ho e lokafatsa ka theko (ho kenyeletsoa lino tse 2, $ 100 / motho); li-empenadas li ntle haholo, li-décor li ntle ebile li rata batsamaisi.",theko,negative
"lijo li ne li le ntle, empa ha tsohle li boletsoe ebile li etsoa, ke ne ke sa khone ho e lokafatsa ka theko (ho kenyeletsoa lino tse 2, $ 100 / motho); li-garden li ntle, theko e utloahala ebile li-bartenders lia tšosa.",lino,neutral
"lijo li ne li le ntle, empa ha tsohle li boletsoe ebile li etsoa, ke ne ke sa khone ho e lokafatsa ka theko (ho kenyeletsoa lino tse 2, $ 100 / motho); moamoheli o mosa.",lijo,positive
"molemo ka ho fetisisa chinese lijo uptown, empa waiters ke bobe 'me basebetsi ba botsoalle.",chinese,positive
"ho fana ka thepa e potlakileng, lijo tse ntle, litheko tse hlomphehang le ts'ebeletso e mosa li kopana ho netefatsa repast e monate, empa theko e phahameng.",lijo,positive
"ho fana ka lijo tse potlakileng, lijo tse ntle, litheko tse hlomphehang le ts'ebeletso e mosa li kopana ho netefatsa repast e monate, empa sebaka se loketseng.",litheko,positive
