nya,aspect,polarities
"nyimbozo zinali zochititsa chidwi, koma zinasiya malo okambirana, ndipo wogulitsa mowa anapanga zakumwa zabwino kwambiri; anthu ndi oipa kwambiri, ma cookies a fortune ndi dandaulo ndipo chakudya chimakhumudwa.",nyimbo,positive
"chakudya kwenikweni si chabwino kwambiri ndipo utumiki ndi woopsa, koma mitengo ndi yabwino, phindu ndi labwino ndipo ndimayesa calamari.",utumiki,negative
"chakudya kwenikweni si chabwino kwambiri ndipo utumiki ndi zoopsa, koma chakudya indian ndi aakulu, agalu otentha ndi bwino ndi utumiki ndi zabwino.",chakudya,negative
"ndine wokondwa kuti ndinachita monga chakudya chinali chabwino kwambiri ndipo ogwira ntchito anali aubwenzi, aulemu komanso ogwira ntchito bwino, koma ogwira ntchito amakwiya, magawo ndi ang'onoang'ono ndipo zochitika zodyera ndizoipa kwambiri.",kuti,positive
"ndine wokondwa kuti ndinachita monga chakudya chinali chabwino kwambiri ndipo ogwira ntchito anali aubwenzi, aulemu komanso ogwira ntchito bwino, koma keke ndi pafupifupi ndipo hostess ndi wamwano.",chakudya,positive
"sindinakhalepo ndi chakudya choipa(kapena utumiki woipa )@ pigalle, koma kudya ndi koipa kwambiri.",utumiki,positive
"sindinakhalepo ndi chakudya choipa(kapena utumiki woipa)@ pigalle, koma matebulo ali pafupi mosasangalatsa.",chakudya,positive
"izi zinaonekeratu kuti chakudyacho sichinaphike mwatsopano; izo mwachiwonekere anapangidwa pamaso dzanja ndiyeno reheated, koma ine kuyesa nthiti, kukoma mosangalatsa anadabwa ndi mbale ndi kulenga.",chakudya,negative
"panthawi yotanganidwa hrs, ndikupangira kuti mupange kusungitsa, koma utumiki ndi waubwenzi, khofi ndi wabwino ndipo antchito ndi aubwenzi.",kusungitsa,neutral
"koma tchizi chawo cha mac chinali yummy; utumiki ndi woopsa, bwana ndi mwano ndipo chakudya chili pansi pa avareji.",mac,positive
"menyu yawo ya brunch inali ndi chinachake kwa aliyense, koma mndandanda wa vinyo ndi wokhumudwitsa ndipo hostess ndi wamwano.",brunch,positive
"woimba wa jazz anali ndi mawu abwino + anatipangitsa ife tonse kudzuka kuvina kugwedeza ena cals kudya zina, koma utumiki ndi osauka.",woimba wa jazz,positive
"ngati kufunafuna kwanu chakudya chonyansa chamtengo wapatali ndi chidutswa cha ghetto zokongola zotsika mtengo bx a $ $ iyi ndi malo okhala, koma chakudya ndi chachikulu, malo odyera ndi abwino ndipo nkhuku ndi chikondi.",malo,negative
"ngati kufunafuna kwanu chonyansa mkulu mtengo chakudya ndi mukapeza ghetto zokongola wotchipa bx a $ $ ichi ndi malo kukhala, koma entrees ndi delectable ndi msuzi ndi otentha.",chakudya,negative
"ngati kufunafuna kwanu chonyansa mkulu mtengo chakudya ndi mukapeza ghetto zokongola wotchipa bx a $ ichi ndi malo kukhala, koma vibe kwambiri ndi mcdonald wotchuka french batala ndi ankakonda.",mtengo,negative
"utumiki ndi mwamsanga wochezeka, koma agalu otentha ndi woipitsitsa ndi menyu ndi yaing'ono.",utumiki,positive
"tinapeza malo odyera awa mwangozi pamene tinali pa chikondwerero cha luso la dumbo ndipo tinasangalala kwambiri ndi chakudya chathu, koma hostess ndi wamwano ndipo nyimbo ndi zolemera kwambiri.",chakudya,positive
"chakudyacho chinali chabwino kwambiri - zakudya zenizeni za ku italy zopangidwa mwatsopano kwambiri, koma fennel flavored italian soseji ndi yolemera ndipo kudya ndi koipa kwambiri.",italian,positive
"chakudyacho chinali chabwino kwambiri - zakudya zenizeni za ku italy zopangidwa mwatsopano kwathunthu, koma keke si yoyenera kuima kunja, msuzi wa mole ndi wokoma kwambiri ndipo smoothies ndi yaikulu.",chakudya,positive
"utumikiwo unali wapadera, koma zakumwa ndizoopsa ndipo disco pop duo ndi yowopsa.",utumiki,positive
"i don't know what some people who rave about this hot dog are talking about, but sandwiches is good.",hot,negative
"izi popanda funso ndi imodzi mwa hotdogs yoipitsitsa yomwe ndakhala nayo, koma vinyo ndi wabwino kwambiri ndipo pizza ndi yabwino kwambiri.",hotdogs,negative
"kuwonjezera pa agalu otentha kwambiri, dotp ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi english muffins, mankhwala okoma a nkhumba a nj amadziwa kwa ife atsikana ndi anyamata a jersey monga taylor ham, koma chakudya chamasana ndi mphamvu.",english muffins,positive
"kuwonjezera pa agalu otentha kwambiri, dotp ili ndi masangweji odabwitsa a kadzutsa omwe amasonyeza, kuwonjezera pa zinthu zazikulu monga tator tots ndi english muffins, mankhwala okoma a nkhumba a nj amadziwa kwa ife atsikana ndi anyamata a jersey monga taylor ham, koma nkhuku ndi mdima, chipinda ndi chosavuta ndipo utumiki umakhala woopsa pang'onopang'ono.",taylor ham,positive
"kuwonjezera pa agalu otentha kwambiri, dotp ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi english muffins, mankhwala okoma a nkhumba a nj amadziwa kwa ife atsikana ndi anyamata a jersey monga taylor ham, koma chakudya sichiri choyenera ndipo keke si yoyenera kuima kunja.",mankhwala,positive
"kuwonjezera pa agalu otentha kwambiri, dotp ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi english muffins, mankhwala okoma a nkhumba a nj amadziwa kwa ife atsikana ndi anyamata a jersey monga taylor ham, koma kuunikira sikukongola ndipo chakudya ndi choopsa.",tator tots,positive
"kuwonjezera pa agalu otentha kwambiri, dotp ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi english muffins, mankhwala okoma a nkhumba a nj amadziwa kwa ife atsikana ndi anyamata a jersey monga taylor ham, koma chakudya chimakhumudwa.",agalu otentha,positive
"kuwonjezera pa agalu otentha kwambiri, dotp ili ndi masangweji odabwitsa a kadzutsa omwe amawonetsa, kuwonjezera pa zinthu zazikulu monga tator tots ndi english muffins, mankhwala okoma a nkhumba a nj omwe amadziwa kwa ife atsikana ndi anyamata a jersey monga taylor ham, koma utumiki ndi woipa kwambiri, wogulira ndi wapamwamba ndipo hostess ndi wamwano.",kadzutsa,positive
"ndemanga zokhudza zakudya zokazinga ndizolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri; malted mkaka mpira kugwirizana ndi zodabwitsa, indian chakudya ndi zoopsa ndi batala french kwambiri.",zakudya zokazinga,negative
"ndemanga zokhudza zakudya zokazinga ndizolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri; utumiki ndi zoopsa, chakudya ndi zapamwamba ndi mwini ndi zabodza.",saladi (avocado shrimp),positive
"ndemanga zokhudza zakudya zokazinga ndizolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri; chakudya sichiri choyenera ndipo mkati mwake ndi pafupifupi.",mbale,positive
"ndemanga zokhudza zakudya zokazinga ndizolondola (pansipa) koma mbale zina, kuphatikizapo entree ya nkhosa ndi zambiri za saladi (avocado shrimp) zinali zabwino kwambiri; menyu ndi yaing'ono.",nkhosa,positive
"mndandanda wa vinyo wokhumudwitsa pang'ono (ma mpesa atsopano okha, koma kusankha ndi kwabwino kwambiri.",mpesa,negative
"penapake zokhumudwitsa vinyo mndandanda (kokha mpesa latsopano, koma vinyo kwambiri, veggies atsopano ndi zambiri ndi menyu ndi zodabwitsa.",mndandanda,negative
"koma mtengo, inali malo abwino kwambiri okwera mtengo kuti musangalale ndi usiku wosangalatsa ndi gulu laling'ono; utumiki ndi wamwano.",mtengo,positive
"woperekera chakudya wathu anali wothandiza komanso wokongola, chakudyacho chinali changwiro, ndipo vinyo anali wabwino, komanso, koma keke si yoyenera kuima panja.",vinyo,positive
"woperekera chakudya wathu anali wothandiza komanso wokongola, chakudyacho chinali changwiro, ndipo vinyo anali wabwino, komanso, koma filet wamng'ono si wabwino kwambiri.",woperekera chakudya,positive
"woperekera chakudya wathu anali wothandiza komanso wokongola, chakudyacho chinali changwiro, ndipo vinyo anali wabwino, komanso, koma nkhuku ndi mdima, utumiki ndi woopsa ndipo othandizira ndi oipa.",chakudya,positive
"chakudyacho chinali chapadera ndipo utumiki unali pamwamba, koma chakudya ndi choopsa, msuzi wa mole ndi wokoma kwambiri ndipo sushi ndi yaikulu.",utumiki,positive
"chakudyacho chinali chapadera ndipo utumiki unali pamwamba, koma utumiki wa bar ndi pang'onopang'ono.",chakudya,positive
"kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati kwambiri, koma nsomba ndi atsopano, utumiki ndi wochezeka ndi kudya ndi zoipa.",cajun nkhanu,neutral
"kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati kwambiri, koma utumiki ndi zoopsa, utumiki ndi zoopsa ndi mtengo ndi mkulu.",brisket,positive
"kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati kwambiri, koma kudya ndi koipa.",nthiti,positive
"kumamatira ku zinthu malo amachita bwino, brisket, nthiti, mapiko, cajun nkhanu ndi zabwino, osati zazikulu, koma yokumba nkhanu nyama ndi yokumba.",mapiko,positive
"great mowa kusankha kwambiri, chinachake ngati 50 mowa, koma malo ndi oyera, wokondwa ola ndi wotchipa ndi ambiance ndi omasuka.",mowa,neutral
"great mowa kusankha kwambiri, chinachake ngati 50 mowa, koma hostess ndi wamwano ndi utumiki ndi pang'onopang'ono.",kusankha,positive
"btw, utumiki ndi wabwino kwambiri , koma chakudya si chofunika.",utumiki,positive
"choncho tinakhala pa bar, wogulitsa mowa sanaoneke ngati akufuna kukhalapo, chifukwa hostness ndi wamwano.","bar,",neutral
"kotero ife tinakhala pa bala, bartender sanaoneke ngati akufuna kukhalapo, koma mlengalenga ndi waukulu, chakudya ndi chachikulu ndipo sangria ndi yabwino.",bartender,negative
"sitinadziwe ngati tiyenera kulamula chakumwa kapena kuchoka, koma chakudya ndi choopsa ndipo utumiki ndi waukulu.",kumwa,neutral
"tinali kudabwa chifukwa iwo anali kumeneko kuti wathu kudya zinachitikira womvetsa chisoni, koma utumiki ndi mwamsanga ndi mac lalikulu ndi ankakonda.",kudya zinachitikira,negative
"komabe, mwiniwake anali wabodza, koma mitengo ndi yomveka, saladi ya eggplant ndi yabwino kwambiri ndipo chakudya ndi chachikulu.",mwini,negative
"kunena moona mtima, chakudya cha ku china pano ndi chinthu chomwe ndingapange bwino kunyumba, koma chakudya ndi chotsika mtengo, malo ndi oyera ndipo antchito ndi osangalatsa.",chakudya cha ku china,negative
"panali woperekera chakudya mmodzi yekha wa malo odyera onse apamwamba, koma utumiki ndi tcheru ndipo bala ndi quaint.",woperekera chakudya,neutral
"ndinkaganiza kuti chakudyacho sichili chotsika mtengo konse poyerekeza ndi chinatown, koma ogwira ntchito ndi aubwenzi, msuzi ndi wodabwitsa ndipo chakudya chamasana ndi chabwino.",chakudya,negative
"chinatown ndithudi ali khalidwe bwino ndi mitengo yotsika mtengo, koma utumiki kwambiri pang'onopang'ono, zambiri zoipa ndi magawo ndi ang'onoang'ono.",mitengo,positive
"chinatown ndithudi ali khalidwe bwino ndi mitengo yotsika mtengo, koma bartenders ndi zoopsa ndi mtengo si ofunika.",khalidwe,positive
"ndikhoza kumvetsa mitengo ngati anatumikira chakudya bwino, ngati ena odyera chinese m'dera midtown / uptown, koma utumiki ndi tcheru.",mitengo,negative
"ndikhoza kumvetsa mitengo ngati anatumikira chakudya bwino, ngati ena odyera chinese m'dera midtown / uptown, koma ine amalangiza wokazinga nkhumba dumplings, keke ndi kuwala ndi martinis ndi zachilendo.",chakudya,negative
"amadyedwa ndi viniga wakuda ndi ginger shredded, koma chakudya ndi malo otentha, zokometsera mussels ndi chinthu chofunika kwambiri ndipo calamari ndi wopambana.",viniga wakuda,neutral
"amadyedwa ndi viniga wakuda ndi ginger shredded, koma tutor tots ndi yaikulu ndipo chakudya ndi chabwino.",ginger,neutral
"malted mkaka mpira gelato - kodi inu nthawi zonse mu moyo wanu anamva chilichonse choncho ridiculously zodabwitsa, koma wobiriwira chills si edible.",malted mkaka mpira gelato,positive
"ndinapeza chakudyacho kukhala chabwino monga mwiniwake, da silvano, wotsika mtengo kwambiri, koma kukoma ndi kochepa, gawo la chakudya liri pansi pa avareji ndipo chakudya chamadzulo ndi mphamvu.",mwini,positive
"ndinapeza kuti chakudyacho ndi chabwino mofanana ndi mwiniwake, da silvano, wotsika mtengo kwambiri, koma kudya ndi koipa kwambiri.",chakudya,positive
"the ambience komanso kwambiri anaika-m'mbuyo ndi omasuka, koma kukoma ndi lalifupi ndi chipinda ndi wamba.",ambience,positive
"onse angapo a appetizer ndi pasta apadera anali odabwitsa, koma bwana ndi mwano.",pasta,positive
"onse angapo a appetizer ndi pasta apadera anali odabwitsa, koma woyang'anira ndi wamwano, utumiki ndi wamwano ndipo kasamalidwe ndi zochepa kuposa kuvomereza.",appetizer,positive
"ndithudi yesani taglierini ndi truffles - zinali zosaneneka, koma utumiki ndi pang'onopang'ono.",taglierini ndi truffles,positive
"komanso, ndodo ndi tcheru kwambiri ndipo kwenikweni personable, koma bilu ndi lalikulu.",ndodo,positive
"risotto yanga ya masamba inatenthedwa, ndipo inalowetsedwa kwathunthu mu kukoma kopsereza, koma pizza ndi yabwino kwambiri, msuzi ndi wodabwitsa ndipo saladi ndi yokoma.",risotto,negative
"risotto yanga ya masamba inatenthedwa, ndipo inalowetsedwa kwathunthu mu kukoma kopsereza, koma chakudya chamasana ndi chopatsa thanzi, desserts ndi yabwino kwambiri ndipo chakudya ndi chabwino.",kukoma,negative
"ali ndi utumiki wofulumira kwambiri womwe uli wabwino kwambiri pamene mulibe nthawi yambiri, koma disco pop duo ndi yowopsa ndipo kukoma ndi koipa kwambiri.",utumiki,positive
"chakudya ndi pafupifupi; kadzutsa foooutd, soups, saladi, masangweji, etc., koma danga ndi wokongola, wakuda wokazinga codfish ndi wapadera ndi zakumwa ndi zokoma.",chakudya,neutral
"chakudyacho ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero, koma woimba wa jazz ndi wabwino.",msuzi,neutral
"chakudyacho ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero, koma chakudya ndi chabwino ndipo desserts ndi yaulere.",saladi,neutral
"chakudyacho ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero, koma ambiance ndi yachikondi, chakudya ndi chodula ndipo nsomba ya tuna ndi yabwino.",masangweji,neutral
"chakudyacho ndi pafupifupi: chakudya cham'mawa, msuzi, saladi, masangweji, ndi zina zotero, koma kasamalidwe ndi kochepa kuposa kuvomereza.",chakudya cham'mawa,neutral
"ndi zokambirana zomwe zimapangitsa kuti malowa akhale osangalatsa, koma nyimbo zimakhala zolemera kwambiri.",malo,positive
"chakudya chinali chabwino, koma osati chachikulu; waiters ndi wokwiya, chakudya ndi zapamwamba ndi menyu ndi yaing'ono.",chakudya,positive
"utumiki unali woopsa - makamaka chifukwa ogwira ntchito anagonjetsedwa loweruka usiku, koma magawo ndi aakulu ndipo kusankha chakudya ndi kwabwino kwambiri.",utumiki,negative
"utumiki unali woopsa - makamaka chifukwa ogwira ntchito anagonjetsedwa loweruka usiku, koma msuzi ndi wodabwitsa ndipo mlengalenga ndi waukulu.",koma,negative
"tinali ndi phwando la tsiku lobadwa pano posachedwapa ndipo chakudya ndi utumiki zinali zodabwitsa, koma zidutswa ndizodula ndipo chakudya sichiri chotsika mtengo.",utumiki,positive
"tinali ndi phwando la tsiku lobadwa pano posachedwapa ndipo chakudya ndi utumiki zinali zodabwitsa, koma fennel flavored soseji ya ku italy ndi yolemera.",chakudya,positive
"sikuti sushi inali yatsopano, iwo anatumikiranso entrees ena analola mlendo aliyense chinachake chosankha ndipo tonse tinachoka osangalala (yesani bakha, koma woperekera chakudya amakhumudwa ndipo keke ndi pafupifupi.",bakha,positive
"sikuti sushi inali yatsopano, iwo anatumikiranso entrees ena analola mlendo aliyense chinachake chosankha ndipo tonse tinachoka osangalala (yesani bakha, koma mlengalenga ndi ozizira ndipo chakudya ndi chabwino.",entrees,neutral
"sikuti sushi yatsopano, iwo anatumikiranso entrees ena analola mlendo aliyense chinachake kusankha ndipo ife tonse anasiya wosangalala (yesani bakha, ndodo ndi wochezeka, kukoma si kwambiri.",sushi,positive
"utumikiwo unali pang'onopang'ono pang'onopang'ono ndipo magawo ndi ochepa pang'ono kotero ngati muli ndi njala komanso mu kuthamanga, izi si malo kwa inu, koma malo odyera panja ndi ang'onoang'ono.",magawo,negative
"utumikiwo unali pang'onopang'ono pang'onopang'ono ndipo magawo ndi ochepa pang'ono kotero ngati muli ndi njala komanso mu kuthamanga, iyi si malo kwa inu, koma appetizer ndi yodabwitsa, chakudya chamadzulo ndi chokongola komanso chosangalatsa ola ndi lotsika mtengo.",utumiki,negative
"chakudya chachikulu, zakumwa zazikulu, malo odyera abwino, koma kuunikira sikukongola, othandizira ndi oipa ndipo kuyembekezera ndi mwano.",zakumwa,positive
"chakudya chachikulu, zakumwa zazikulu, malo odyera abwino; koma mtengo ndi woipa kwambiri.",malo odyera,positive
"chakudya chachikulu, zakumwa zazikulu, malo odyera abwino, koma hostess ndi wamwano, yobereka ndi yochenjera ndipo bartender ndi wamwano.",chakudya,positive
"koma chakudya chamadzulo pano sichikhumudwitsa konse, ngakhale mitengo ili pang'ono pamwamba, koma imapereka mofulumira.",mitengo,negative
"koma chakudya chamadzulo pano sichikhumudwitsa konse, ngakhale mitengo ili pang'ono pamwamba, koma chakudya chamasana ndi chisokonezo ndipo chakudya ndi choopsa.",chakudya chamadzulo,positive
"zokhumudwitsa, saketini wawo wodabwitsa wachotsedwa pa menyu ya bar, koma utumiki ndi woipa ndipo curried casseroles ndi nkhanza.",saketini,positive
"zokhumudwitsa, saketini yawo yodabwitsa yachotsedwa pa menyu ya bar, koma zosiyanasiyana ndi zabwino ndipo utumiki ndi waukulu.",menyu,negative
"chakudya kuno chinali chachikulu, chithandizo kuyambira pachiyambi mpaka kumapeto, koma kasamalidwe ndi kochepa kuposa kuvomereza.",chakudya,positive
"chakudya chabwino pamtengo woyenera, kodi mungapemphe chiyani, koma utumiki ndi pang'onopang'ono, ogwira ntchito ndi oipa ndipo hostess ndi wamwano.",mtengo,positive
"chakudya chabwino pamtengo woyenera, ndi chiyani chomwe mungapemphe, koma makasitomala ndi okweza pakamwa ndipo menyu ndi yaying'ono.",chakudya,positive
"zinthu zabwino kwambiri zoyenera kulamula zimachokera ku grill (churrasco ndi ribs), koma utumiki ndi woipa, malo ndi abwino ndipo utumiki ndi woopsa.",churrasco,positive
"zinthu zabwino kwambiri zoyenera kulamula zimachokera ku grill (churrasco ndi ribs), koma utumiki umachedwa ndipo anthu ogulitsa ndi amwano.",grill,positive
"zinthu zabwino kwambiri zolamula zimachokera ku grill (churrasco ndi nthiti), koma bilu ndi yaikulu.",nthiti,positive
