zu,aspect,polarities
"ngandlela-thile uhlu lwewayini oluphoxayo (ama-vintages amasha kuphela, kodwa iwayini likhulu, imifino emisha inkatho futhi imenyu iyamangalisa.",uhlu lwewayini,negative
"kodwa ngenani, kwakuyindawo enkulu engabizi yokujabulela ubusuku obumnandi neqembu elincane; inkonzo inolaka.","ngenani,",positive
"i-waiter yethu yayiwusizo futhi ikhangayo, ukudla kwakuphelele, futhi iwayini lalilihle, futhi, kodwa ikhekhe alifanelekile ukuma ngaphandle.",iwayini,positive
"i-waiter yethu yayiwusizo futhi ikhangayo, ukudla kwakuphelele, futhi iwayini lalilihle, futhi, kodwa i-filet minor ayilungile kakhulu.",waiter,positive
"i-waiter yethu yayiwusizo futhi ikhangayo, ukudla kwakuphelele, futhi iwayini lalilihle, futhi, kodwa inkukhu imnyama, inkonzo iyisihluku futhi ama-waiters amabi.",ukudla,positive
"ukudla kwakuvelele futhi insizakalo yayiyiziqongo, kodwa isidlo sibi kakhulu, i-mole sauce imnandi kakhulu futhi i-sushi inkulu.",insizakalo,positive
"ukudla kwakuvelele futhi insizakalo yayiyi-tops, kodwa insizakalo yebha ihamba kancane.",ukudla,positive
"namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu, kodwa ukudla kwasolwandle kusha, inkonzo inobungane futhi ukudlela kubi kakhulu.",ama-shrimp,neutral
"namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu, kodwa inkonzo ibuhlungu, inkonzo imbi kakhulu futhi intengo iphezulu.",brisket,positive
"namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu, kodwa ukudlela kubi kakhulu.",izimbambo,positive
"namathela ezintweni indawo eyenza kangcono, i-brisket, izimbambo, amaphiko, ama-shrimp e-cajun kuhle, hhayi okukhulu, kodwa inyama ye-lobster yokufakelwa yokufakelwa.",amaphiko,positive
"ukukhethwa okukhulu kwebhiya futhi, into efana nobhiya be-50, kodwa indawo ihlanzekile, ihora elijabulisayo lishibhile futhi i-ambiance ikhululekile.",lishibhile,neutral
"ukukhethwa okukhulu kwebhiya futhi, into efana nobhiya be-50, kodwa i-hostess inolaka futhi inkonzo ihamba kancane.",ukukhethwa,positive
"btw, isevisi inhle kakhulu , kodwa ukudla akufanelekile.",isevisi,positive
"ngakho sahlala ebha, i-bartender yayingabonakali sengathi ifuna ukuba khona, ngoba i-hostness inolaka.","ebha,",neutral
"ngakho sahlala ebha, i-bartender yayingabonakali sengathi ifuna ukuba khona, kodwa umkhathi mkhulu, isidlo sikhulu futhi i-sangria inhle.",bartender,negative
"sasingazi ukuthi kufanele si-oda isiphuzo noma sihambe, kodwa ukudla kuyinto esabekayo futhi inkonzo inkulu.",isiphuzo,neutral
"sasizibuza ukuthi kungani babekhona ukwenza isipiliyoni sethu sokudlela sibe lusizi, kodwa inkonzo iyashesha futhi i-mac enkulu iyintandokazi.",isipiliyoni,negative
"nakanjani, umnikazi wayeyinkohliso, kodwa amanani anengqondo, isaladi lesitshalo seqanda lihle kakhulu futhi ukudla kukhulu.",umnikazi,negative
"ngempela, ukudla kwamashayina lapha yinto engingayenza kangcono ekhaya, kodwa ukudla akubizi, indawo ihlanzekile futhi abasebenzi bamnandi.",ukudla,negative
"kwakukhona i-waiter eyodwa kuphela yokudlela yonke phezulu, kodwa inkonzo iqaphela futhi ibha iyi-quaint.",waiter,neutral
"ngangicabanga ukuthi ukudla akuyona eshibhile nhlobo uma kuqhathaniswa chinatown, kodwa abasebenzi friendly, isobho kuyamangalisa futhi ntambama isidlo kuhle.",ukudla,negative
"i-chinatown nakanjani inekhwalithi engcono ngamanani ashibhile, kodwa insizakalo ihamba kancane kakhulu, ngokuvamile imbi futhi izingxenye zincane.",amanani,positive
"i-chinatown nakanjani inekhwalithi engcono ngamanani ashibhile, kodwa ama-bartenders abuhlungu futhi intengo ayifanelekile.",inekhwalithi,positive
"ngiyakwazi ukuqonda amanani uma wakhonza ukudla okungcono, njengezinye izindawo zokudlela zaseshayina endaweni ephakathi nedolobha / e-uptown, kodwa insizakalo ilalela.",amanani,negative
"ngiyakwazi ukuqonda amanani uma wakhonza ukudla okungcono, njengezinye izindawo zokudlela zaseshayina endaweni ephakathi nedolobha / e-uptown, kodwa ngincoma ama-dumplings engulube ethosiwe, ikhekhe lilula futhi i-martinis i-exotic.",ukudla,negative
"kudliwa uviniga omnyama kanye ne-ginger eqoshiwe, kodwa ukudla kuyindawo eshisayo, ama-mussels anomsoco kuyinto evelele futhi i-calamari inqobile.",uviniga omnyama,neutral
"kudliwa uviniga omnyama kanye ne-ginger eqoshiwe, kodwa ama-tots omfundisi mkhulu futhi ukudla kuhle.",ne-ginger,neutral
"malted milk ball gelato - wake ekuphileni kwakho wezwa nganoma yini ehlekisayo kangaka emangalisayo, kodwa amakhaza aluhlaza akuyona ezidliwayo.",gelato,positive
"ngathola ukuthi ukudla kuhle nje njengomnikazi wayo, uda silvano, nje okungabizi kakhulu, kodwa ukunambitheka kufushane, ingxenye yokudla ingaphansi kwesilinganiso futhi izidlo zakusihlwa zingamandla.",ngathola,positive
"ngathola ukudla kuhle nje njengomnikazi wayo, uda silvano, nje okungabizi kakhulu, kodwa ukudlela kubi kakhulu.",ukudla,positive
"i-ambience nayo ibekwe kakhulu futhi ikhululekile, kodwa ukunambitheka kufushane futhi igumbi licacile.",ambience,positive
"bobabili inani le-appetizer kanye ne-pasta ekhethekile yayimangalisa, kodwa umphathi ungulaka.",ne-pasta,positive
"bobabili inani le-appetizer kanye ne-pasta ekhethekile yayimangalisa, kodwa i-host inolaka, inkonzo inolaka futhi ukuphathwa kungaphansi kokuhlalisa.",appetizer,positive
"ngokuqinisekile zama i-taglierini nge-truffles - kwakumangalisa, kodwa insizakalo ihamba kancane.",nge-truffles,positive
"futhi, abasebenzi banake kakhulu futhi banabantu ngempela, kodwa ibhilidi likhulu.",abasebenzi,positive
"i-risotto yami yemifino yashiswa, futhi yafakwa ngokuphelele ekunambithekeni okushisiwe, kodwa i-pizza ingcono kakhulu, isobho liyamangalisa futhi amasaladi anambitheka.",i-risotto,negative
"i-risotto yami yemifino yashiswa, futhi yafakwa ngokuphelele ekunambithekeni okushisiwe, kodwa isidlo sasemini sinempilo, ama-dessert amahle kakhulu futhi ukudla kuhle.",ukudla,negative
"banenkonzo esheshayo kakhulu okuyinto enhle kakhulu lapho ungenayo isikhathi esiningi, kodwa i-disco pop duo ibuhlungu kakhulu futhi ukunambitheka kubi kakhulu.",banenkonzo,positive
"ukudla kuyisilinganiso; i-foooutd yokudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll, kodwa isikhala sikhanga, i-codfish emnyama eyosiwe ihlukile futhi iziphuzo zimnandi.",ukudla,neutral
"ukudla kuyisilinganiso: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll, kodwa umculi we-jazz umnandi.",amasobho,neutral
"ukudla kuyisilinganiso: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll, kodwa ukudla kuhle futhi ama-dessert akhululekile.",amasaladi,neutral
"ukudla kujwayelekile: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll, kodwa i-ambiance ithandana, isidlo siyabiza futhi i-tuna inhle.",ama-sandwich,neutral
"ukudla kujwayelekile: ukudla kwasekuseni, amasobho, amasaladi, ama-sandwich, njll, kodwa ukuphathwa kungaphansi kokuhlalisa.",ukudla kwasekuseni,neutral
"yizingxoxo ezenza le ndawo ibe mnandi ukuba, kodwa umculo unzima kakhulu.",ndawo,positive
"ukudla kwakuhloniphekile, kodwa hhayi okukhulu; ama-waiters athukuthele, ukudla kuhle futhi imenyu incane.",ukudla,positive
"inkonzo yayibuhlungu kakhulu - ikakhulukazi ngoba abasebenzi babegcwele ngomgqibelo ebusuku, kodwa izingxenye zinkulu futhi ukukhethwa kokudla kuhle kakhulu.",inkonzo,negative
"inkonzo yayibuhlungu kakhulu - ikakhulukazi ngoba abasebenzi babenqotshiwe ngomgqibelo ebusuku, kodwa isobho liyamangalisa futhi umkhathi mkhulu.",abasebenzi,negative
"sibe nomcimbi wosuku lokuzalwa lapha muva nje futhi ukudla nenkonzo kwakumangalisa, kodwa izingcezu ziyabiza futhi ukudla akuyona eshibhile.",nenkonzo,positive
"sibe neqembu lokuzalwa lapha muva nje futhi ukudla nenkonzo kwakumangalisa, kodwa i-fennel enongiwe isoseji yase-italy inzima.",ukudla,positive
"akukona nje kuphela ukuthi i-sushi entsha, baphinde bakhonza amanye ama-entrees avumela isivakashi ngasinye into ongakhetha kuyo futhi sonke sashiya sijabule (zama idada, kodwa i-waiter icasukile futhi ikhekhe liyisilinganiso.",ikhekhe,positive
"akukona nje kuphela ukuthi i-sushi entsha, baphinde bakhonza amanye ama-entrees avumela isivakashi ngasinye into ongakhetha kuyo futhi sonke sashiya sijabule (zama idada, kodwa umkhathi upholile futhi ukudla kuhle.",entrees,neutral
"akukona nje kuphela ukuthi i-sushi entsha, baphinde bakhonza amanye ama-entrees avumela isivakashi ngasinye into ongakhetha kuyo futhi sonke sashiya sijabule (zama idada, abasebenzi banobungane, ukunambitheka akuyona into edlulele.",sushi,positive
"insizakalo yayihamba kancane futhi izingxenye zincane kancane ngakho-ke uma ulambile futhi uphuthuma, lena akuyona indawo yakho, kodwa indawo yokudla yangaphandle incane.",izingxenye,negative
"le nsizakalo yayihamba kancane futhi izingxenye zincane kancane ngakho-ke uma ulambile futhi uphuthuma, lena akuyona indawo yakho, kodwa i-appetizer iyamangalisa, isidlo sakusihlwa siyathandeka futhi ihora elijabulisayo lishibhile.",indawo,negative
"ukudla okukhulu, iziphuzo ezinkulu, umkhathi omuhle wokudlela, kodwa ukukhanyisa akubukeki, ama-waiters amabi futhi ukulinda kunolaka.",iziphuzo,positive
"ukudla okukhulu, iziphuzo ezinkulu, umkhathi omuhle wokudlela; kodwa intengo iyona embi kakhulu.",umkhathi,positive
"ukudla okukhulu, iziphuzo ezinkulu, umkhathi omuhle wokudlela, kodwa i-hostess inolaka, ukulethwa kuqaphile futhi i-bartender inolaka.",ukudla,positive
"kodwa isidlo sakusihlwa lapha asikaze siphoxe, ngisho noma amanani kancane ngaphezulu, kodwa ukuhambisa kuyashesha.",amanani,negative
"kodwa isidlo sakusihlwa lapha asikaze siphoxe, ngisho noma amanani kancane ngaphezulu, kodwa isidlo sasemini siyisiphithiphithi futhi ukudla kuyinto esabekayo.",isidlo sakusihlwa,positive
"ngokudabukisayo, i-saketini yabo emangalisayo ikhishwe kwimenyu yebha, kodwa inkonzo imbi futhi i-curried casseroles ilukhuni.",saketini,positive
"ngokudabukisayo, i-saketini yabo emangalisayo ikhishwe kwimenyu yebha, kodwa ukuhlukahluka kuhle futhi inkonzo inkulu.",imenyu yebha,negative
"ukudla lapha kwakukhulu, ukudla kusukela ekuqaleni kuze kube sekugcineni, kodwa abaphathi bangaphansi kokuhlalisa.",ukudla,positive
"ukudla okuhle ngentengo efanele, yini ngaphezulu ongakucela, kodwa inkonzo ihamba kancane, abasebenzi babi futhi i-hostess inolaka.",inkonzo,positive
"ukudla okuhle ngentengo efanele, yini okunye ongakucela, kodwa amaklayenti azwakala ngomlomo futhi imenyu incane.",ukudla,positive
"izinto ezinhle kakhulu zoku-oda zivela ku-grill (churrasco and ribs), kodwa insizakalo imbi, indawo ilula futhi insizakalo ibuhlungu kakhulu.",churrasco,positive
"izinto ezinhle kakhulu zoku-oda zivela ku-grill (churrasco ne-ribs), kodwa insizakalo ihamba kancane futhi abantu bokuthengisa bakhohlakele.",grill,positive
"izinto ezinhle kakhulu zoku-oda zivela ku-grill (churrasco and ribs), kodwa ibhilidi likhulu.",izinto,positive
"ukudla kuyikhwalithi enhle kakhulu yentengo enhle yokudlela, kodwa umculo unzima kakhulu futhi isobho le-chickpea eliphansi lincane.",ukudla,positive
"ukudla kuyikhwalithi enhle kakhulu yentengo enhle yokudlela, kodwa i-filet minor ayilungile kakhulu futhi insizakalo inolaka.",yentengo,positive
"ama-appetizers alungile, kodwa insizakalo ihamba kancane; ibha imnandi futhi i-saketini iyamangalisa.",insizakalo,negative
"ama-appetizers alungile, ama-pizza alungele ukukhonza, ama-milkshakes angcono kunesilinganiso futhi ikhofi inhle; kodwa inkonzo ihamba kancane.",appetizers,neutral
"okuhle kwayo ukuya khona iziphuzo uma ungafuni ukudakwa ngoba uzoba nenhlanhla uma ungathola isiphuzo esisodwa ngehora inkonzo imbi kakhulu, kodwa ikhekhe liphakathi, ukudla kuhle futhi ukudla kuvelele.",ukudakwa,neutral
"kuhle kwayo ukuya khona iziphuzo uma ungafuni ukudakwa ngoba uzoba nenhlanhla uma ungathola isiphuzo esisodwa ngehora inkonzo imbi kakhulu, kodwa umquba uyahlaziya futhi ukudla kuhle kakhulu.",inkonzo,negative
"kuhle kwayo ukuya khona iziphuzo uma ungafuni ukudakwa ngoba uzoba nenhlanhla uma ungathola isiphuzo esisodwa ngehora insizakalo imbi kakhulu, kodwa intengo inhle.",iziphuzo,neutral
"vele ungene futhi usampula ukudla okukhulu kakhulu kwe-french entshonalanga kadaniel, kodwa i-waiter inolaka.",kwe-french,positive
"lokhu ngokoqobo indawo eshisayo uma kuziwa ekudleni, kodwa intengo ayifanele futhi ukunambitheka kubi kakhulu.","ekudleni,",positive
"i-satay ingenye yalezo haunts ezithandekayo ewashington lapho insizakalo nokudla kuhlale kusemalini, kodwa umculo unzima kakhulu futhi isobho le-chickpea lomhlaba lincane.",insizakalo,positive
"usatay ungomunye walawo ma-haunts ayizintandokazi ewashington lapho insizakalo nokudla kuhlale kusemalini, kodwa amatafula asondele ngokungakhululekile futhi umculo unzima kakhulu.",nokudla,positive
"zama izimbambo, sizzling yenkomo futhi umbhangqwana it nge irayisi kakhukhunathi, kodwa amakhukhi fortune isikhalazo futhi bill mkhulu.",yenkomo,positive
"zama izimbambo, inyama yenkomo e-sizzling bese uyihlanganisa nelayisi likakhukhunathi, kodwa amaklayenti onomlomo omkhulu, inkukhu imnyama futhi isipiliyoni sokudlela sibuhlungu.",izimbambo,positive
"zama izimbambo, inyama yenkomo e-sizzling bese uyihlanganisa nelayisi likakhukhunathi, kodwa izingcezu ziyabiza futhi ingxenye yokudla ingaphansi kwesilinganiso.","likakhukhunathi,",positive
"qaphephe izinto zokudla ezisayiniwe ze-chili hhayi ngaphandle kokuthi ufuna ukubiza umnyango wezomlilo ukuze u-douse amalangabi emlonyeni wakho, kodwa i-hamburger inambitheka futhi i-brisket inhle.",ze-chili,negative
"ukudla kulungile nje, futhi cishe akufanelekile ukuhamba ngaphandle kokuthi uthola i-pialla, okuwukuphela kwesitsha esihle ngempela, kodwa ama-casseroles e-curried anolaka.",ukudla,positive
"ukudla nje kulungile, futhi cishe akufanelekile ukuhamba ngaphandle kokuthi uthola i-pialla, okuwukuphela kwesitsha esihle ngempela, kodwa imenyu incane, inhlanzi isilinganiso futhi ama-bartenders abuhlungu.",pialla,positive
"abasebenzi banobungane kakhulu, kodwa izingcezu ziyabiza, i-sushi inkulu futhi i-mole sauce imnandi kakhulu.",abasebenzi,positive
"benza i-pizza engcono kakhulu enew jersey, kodwa insizakalo imbi kakhulu, i-waiter icasukile futhi abasebenzi bayazikhukhumeza.",pizza,positive
"akukona nje kuphela ukuthi i-waiter yayisebenza kahle futhi inemfanelo, kodwa futhi iwusizo kakhulu. ; i-hostess inolaka futhi ukudla akuhambisani.",waiter,positive
"indawo yokudlela encane enensizakalo esheshayo kakhulu, kodwa ukudla akufanelekile futhi ukudla kungaphansi kwesilinganiso.",yokudlela,positive
"ama-burger amakhulu, ushizi oqoshiwe kanye nama-fries asefrance, kodwa isidlo sibi kakhulu futhi umnikazi uyinkohliso.",ushizi oqoshiwe,positive
"ama-burger amakhulu, ushizi oqoshiwe kanye nama-fries asefrance, kodwa ukudla kwasejapane kungcono.",ama-fries asefrance,positive
"ama-burger amakhulu, ushizi oqoshiwe kanye nama-fries asefrance, kodwa isihlalo sokugoqa asikhululekile, inhlanzi isilinganiso futhi i-host inolaka.",ama-burger,positive
"ukudla kukhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye ne-shrimp dishs, kodwa isoso alinambitheki kakhulu, ingaphakathi liyisilinganiso futhi i-mole sauce imnandi kakhulu.",inkukhu,positive
"ukudla kuhle kakhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye nezitsha ze-shrimp, kodwa izidlo zakusihlwa zingamandla, usayizi umatasa futhi isidlo sasemini singamandla.",ukudla,positive
"ukudla kukhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye ne-shrimp dishs, kodwa ukudla kungaphansi kwesilinganiso, ingaphakathi liyisilinganiso futhi ama-casseroles e-curried alukhuni.",ama-noodle,positive
"ukudla kuhle kakhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, izitsha zenkukhu kanye ne-shrimp, kodwa inkonzo ayilungile futhi isidlo sasemini singamandla.",ama-dumplings,positive
"ukudla kukhulu, ngithanda ama-dumplings abo, ama-noodle abandayo we-sesame, inkukhu kanye ne-shrimp dishs, kodwa i-hostess inolaka.",ne-shrimp,positive
"amashayina amahle kakhulu e-upper east, ukulethwa okusheshayo, inani elihle, kodwa iziphuzo zibuhlungu kakhulu futhi ukudla akukuhle kakhulu.",inani,positive
"amashayina amahle kakhulu e-upper east, ukulethwa okusheshayo, inani elihle, kodwa abantu bokuthengisa abanolaka.",ukulethwa,positive
"angikaze ngibe ne-orange donut ngaphambili ngakho ngayinika isibhamu, kodwa ukudla kukhulu futhi izinja ezishisayo zingcono kakhulu.",orange donut,neutral
"ngamangala ngokujabulisa ngokunambitheka, kodwa inkonzo ibuhlungu kakhulu futhi ukudlela kubi kakhulu.",ukudlela,positive
"ingxube yabafundi kanye nabahlali bendawo bagcwala kulesi sikhala esincane, esincane lapho sokudla kwayo okusheshayo, okumnandi ngamanani angcolile-ashibhile, kodwa ukudla kuvelele futhi insizakalo inhle kakhulu.",bendawo,negative
"ingxube yabafundi kanye nezakhamizi zendawo zigcwala kulesi sikhala esincane, esincane lapho sokudla kwayo okusheshayo, okumnandi ngamanani ashibhile angcolile, kodwa ukudla kuphoxekile.",ukudla,positive
"ingxube yabafundi kanye nabahlali bendawo bagcwala kule ndawo encane, encane lapho yokudla kwayo okusheshayo, okumnandi ngamanani ashibhile angcolile, kodwa i-hostess inolaka futhi ukulinda kunolaka.",amanani,positive
"kodwa abavamile bayazi ukuthi ama-sandwich ayinkanyezi yangempela lapha, kodwa ukudla kwasejapane kungcono, isobho le-chickpea emhlabathini lincane futhi i-filet minor ayilungile kakhulu.",ama-sandwich,positive
"ukuze uthathe okunomsoco isobho kanye sandwich isidlo, zama isobho ashisayo futhi omuncu, kodwa inkonzo kubi, bartenders kuyinto esabekayo futhi isipiliyoni yokudlela kubi kakhulu.",ashisayo,positive
"ukuze uthathe flavorful ku isobho kanye sandwich isidlo, zama zonke isobho entsha ashisayo futhi omuncu, kodwa inkonzo abampofu!",isobho kanye sandwich isidlo,positive
"bane-pizza kakolweni e-crusted eyenziwe ngezithako ezintsha ngempela futhi ze-yummy, kodwa insizakalo ihamba kancane kakhulu.",bane-pizza,positive
"bane-pizza kakolweni e-crusted eyenziwe ngezithako ezintsha ngempela futhi ze-yummy, kodwa ama-casseroles e-curried anolaka, ingaphakathi liyisilinganiso futhi insizakalo ihamba kancane.",ngezithako,positive
"twist yabo ku pizza kuyinto heatlhy, kodwa egcwele ukunambitheka; ukunambitheka kufushane, i-disco pop duo ibuhlungu kakhulu futhi insizakalo ihamba kancane.",ukunambitheka,positive
"twist yabo ku pizza kuyinto heatlhy, kodwa egcwele ukunambitheka; inkonzo iphoxekile futhi abasebenzi bayazikhukhumeza.",pizza,positive
"uma ufisa ezinye ukudla sina indian futhi ufisa ambiance ethokomele, lokhu ukukhetha ngempela futhi enhle kakhulu, kodwa inkonzo kubi.",ambiance,positive
"uma ufisa ezinye ukudla sina indian futhi ufisa ambiance ethokomele, lokhu ukukhetha ngempela futhi enhle kakhulu, kodwa izinja ezishisayo kubi kakhulu, amatafula ngokungakhululekile eduze futhi yokudlela kubi kakhulu.",indian,positive
"akukona nje kuphela ukuthi inkonzo inkulu, kodwa ukwakha ingxoxo ezungeze itafula kulula kakhulu ngoba umkhathi ungaba kokubili romantic futhi ukhululekile; umculo unzima kakhulu futhi amakhaza aluhlaza awadliwa.",inkonzo,positive
"akukona nje kuphela ukuthi inkonzo inkulu, kodwa ukwakha ingxoxo ezungeze itafula kulula kakhulu ngoba umkhathi ungaba kokubili romantic futhi ukhululekile; inkonzo ibuhlungu kakhulu.",umkhathi,positive
