am,aspect,polarities
ምግቡ ሙሉ በሙሉ ንጹሕ ሆኖ የተሠራ ጥሩ የጣሊያን ምግብ ቢሆንም ኬክ ከውጭ መቆም አይገባውም ፤ ሞል ስጎ በጣም ጣፋጭ ከመሆኑም በላይ ለስላሳ ነው ።,ምግብ,positive
አገልግሎቱ በጣም አስደናቂ ቢሆንም መጠጦች በጣም አስፈሪ ሲሆኑ የዲስኮ ፖፕ ዱዮ ደግሞ በጣም አስፈሪ ነው።,አገልግሎቱ,positive
ስለዚህ ሆት ዶግ የሚናገሩ አንዳንድ ሰዎች ስለ ምን እንደሚናገሩ አላውቅም፤ ሳንድዊች ግን ጥሩ ነው።,ሆት ዶግ,negative
ይህ እስከ ዛሬ ካጋጠምኳቸው በጣም መጥፎ ሆትዶግዎች አንዱ እንደሆነ ምንም ጥርጥር የለውም፤ ይሁን እንጂ የወይን ጠጅ በጣም ግሩም ከመሆኑም በላይ ፒሳ ከሁሉ የተሻለ ነው።,ሆትዶግ,negative
"ከታላላቅ ሆት ውሾች በተጨማሪ, dotp እንደ tator tots እና english muffins ያሉ ታላላቅ ነገሮች በተጨማሪ, ጣፋጭ nj ላይ የተመሠረተ የአሳማ ምርት ለእኛ ጀርሲ ልጃገረዶች እና ወንዶች ልጆች ቴይለር ሃም, ነገር ግን ምሳ ኃይል ነው.",muffins,positive
"ከታላላቅ ሆት ውሾች በተጨማሪ dotp እንደ tator tots እና english muffins ያሉ ታላላቅ ነገሮች በተጨማሪ, ጣፋጭ nj ላይ የተመሠረተ የአሳማ ምርት ለእኛ ጀርሲ ልጃገረዶች እና ወንዶች ልጆች እንደ ቴይለር ሃም, ነገር ግን ዶሮ ጨለማ ነው, ክፍል ቀላል ነው እና አገልግሎት በጣም አዝጋሚ ነው.",ቴይለር,positive
"ከታላላቅ ሆት ውሾች በተጨማሪ dotp እንደ tator tots እና english muffins ያሉ ታላላቅ ነገሮች በተጨማሪ, ጣፋጭ nj ላይ የተመሠረተ የአሳማ ምርት ለእኛ ጀርሲ ልጃገረዶች እና ወንዶች ልጆች እንደ ቴይለር ሃም ያውቃሉ, ነገር ግን ምግብ ዋጋ የለውም እና ኬክ ውጭ መቆም ዋጋ የለውም.",የአሳማ ምርት,positive
"ከታላላቅ ሆት ውሾች በተጨማሪ dotp እንደ tator tots እና english muffins ያሉ ታላላቅ ነገሮች በተጨማሪ, ጣፋጭ የሆነ nj ላይ የተመሠረተ የአሳማ ምርት ለእኛ ጀርሲ ልጃገረዶች እና ወንዶች ልጆች እንደ ቴይለር ሃም, ነገር ግን መብራት ማራኪ አይደለም እና ምግብ በጣም አስከፊ ነው.",tator tots,positive
"ከታላላቅ ሆት ውሾች በተጨማሪ dotp እንደ tator tots እና english muffins ያሉ ታላላቅ ነገሮች በተጨማሪ, ጣፋጭ nj ላይ የተመሠረተ የአሳማ ምርት ለእኛ ጀርሲ ልጃገረዶች እና ወንዶች ልጆች እንደ ቴይለር ሃም, ነገር ግን ምግብ አዝኗል.",ሆት ውሾች,positive
"ከታላላቅ ሆት ውሾች በተጨማሪ dotp እንደ tator tots እና english muffins ያሉ ታላላቅ ነገሮች በተጨማሪ, ጣፋጭ nj ላይ የተመሠረተ የአሳማ ምርት ለእኛ ጀርሲ ልጃገረዶች እና ወንዶች እንደ ቴይለር ሃም, ነገር ግን አገልግሎት የከፋ ነው, ዋጋ ከፍተኛ ነው እና አስተናጋጅ ጨዋነት የጎደለው ነው.",muffins,positive
"የተጠበሱ ምግቦችን በተመለከተ የሰጡት አስተያየት ትክክል ነው (ከታች) ቢሆንም ሌሎቹ ምግቦች፣ የበግ ኢንትሬ እና አብዛኞቹ ሰላጣዎች (አቮካዶ ሽሪምፕ) በጣም ጥሩ ነበሩ፤ የተበላ የወተት ኳስ ተዛማጅ በጣም አስደናቂ ነው, የህንድ ምግብ ከባድ እና የፈረንጆች ጥብስ በጣም ብዙ ነው.",የተጠበሱ ምግቦች,negative
"የተጠበሱ ምግቦችን በተመለከተ የሰጡት አስተያየት ትክክል ነው (ከታች) ቢሆንም ሌሎቹ ምግቦች፣ የበግ ኢንትሬ እና አብዛኞቹ ሰላጣዎች (አቮካዶ ሽሪምፕ) በጣም ጥሩ ነበሩ፤ አገልግሎት አስከፊ ነው, ምግብ ማራኪ እና ባለቤት የሐሰት ነው.",ሰላጣዎች,positive
የተጠበሱ ምግቦችን በተመለከተ የሰጡት አስተያየት ትክክል ነው (ከታች) ቢሆንም ሌሎቹ ምግቦች፣ የበግ ኢንትሬ እና አብዛኞቹ ሰላጣዎች (አቮካዶ ሽሪምፕ) በጣም ጥሩ ነበሩ፤ ምግብ ዋጋ የለውም ፤ ውስጠኛው ክፍል ደግሞ በአማካይ ነው ።,አስተያየት,positive
የተጠበሱ ምግቦችን በተመለከተ የሰጡት አስተያየት ትክክል ነው (ከታች) ቢሆንም ሌሎቹ ምግቦች፣ የበግ ኢንትሬ እና አብዛኞቹ ሰላጣዎች (አቮካዶ ሽሪምፕ) በጣም ጥሩ ነበሩ፤ ሜኑ ትንሽ ነው።,ኢንትሬ,positive
"በመጠኑም ቢሆን ተስፋ አስቆራጭ የወይን ጠጅ ዝርዝር (አዲስ የወይን ጠጅ ብቻ ነው, ነገር ግን ምርጫ በጣም ግሩም ነው.",የወይን,negative
"በመጠኑም ቢሆን ተስፋ አስቆራጭ የሆነ የወይን ጠጅ ዝርዝር (አዲስ የወይን ጠጅ ብቻ ነው, ነገር ግን ወይን ጥሩ ነው, ትኩስ አትክልቶች ብዙ ነው እና የምግብ በጣም አስደናቂ ነው.",የወይን ጠጅ ዝርዝር,negative
ነገር ግን ዋጋውን ለማግኘት፣ ከትንሽ ቡድን ጋር አስደሳች ምሽት ማሳለፍ በጣም ርካሽ ቦታ ነበር፤ አገልግሎት አክብሮት የጎደለው ነው።,ዋጋ,positive
አስተናጋጆቻችን ጠቃሚና ማራኪ ነበሩ። ምግቡ ምግቡ ፍጹም ነበር። ወይንም ጥሩ ነበር። ይሁን እንጂ ኬክ ከውጭ ቆሞ መቆሙ ዋጋ የለውም።,ምግቡ,positive
አስተናጋጆቻችን ጠቃሚና አስደሳች፣ ምግቡ ፍጹም ነበር፣ የወይን ጠጁም ጥሩ ነበር፣ ነገር ግን ለአካለ መጠን ያልደረሱ ሰዎች ጥሩ አይደሉም።,አስተናጋጆቻችን,positive
አስተናጋጆቻችን ጠቃሚና ማራኪ ነበሩ። ምግቡ ፍጹም ነበር። ወይኑም ጥሩ ነበር። ነገር ግን ዶሮ ጨለማ ነው። አገልግሎት አስከፊ ነው። አስተናጋጆቹም መጥፎ ናቸው።,ምግቡ,positive
ምግቡ በጣም አስደናቂ ከመሆኑም በላይ አገልግሎቱ ከፍተኛ ደረጃ ላይ የደረሰ ቢሆንም ምግቡ በጣም አስከፊ ነው፤ ሞል ስጐ በጣም ጣፋጭ ከመሆኑም በላይ ሱሺ ትልቅ ነው።,አገልግሎቱ,positive
ምግቡ በጣም አስደናቂ ከመሆኑም በላይ አገልግሎቱ ከፍተኛ ደረጃ ላይ ቢገኝም የባር አገልግሎት ግን አዝጋሚ ነው።,ምግቡ,positive
"የቦታው ምርጥ, brisket, የጎድን አጥንቶች, ክንፎች, ካጁን ሽሪምፕ ጥሩ ነው እንጂ ጥሩ አይደለም, ነገር ግን የባህር ምግቦች አዲስ ነው, አገልግሎት ወዳጃዊ እና ምግብ በጣም መጥፎ ነው.",ካጁን,neutral
"ቦታው የተሻለ, brisket, ጎድን, ክንፎች, cajun ሽሪምፕ ጥሩ ነው, ታላቅ አይደለም, ነገር ግን አገልግሎት አሰቃቂ ነው, አገልግሎት አስከፊ እና ዋጋ ከፍተኛ ነው.",brisket,positive
"የቦታው ምርጥ, brisket, የጎድን አጥንቶች, ክንፎች, ካጁን ሽሪምፕ ጥሩ ነው እንጂ ጥሩ አይደለም, ነገር ግን መመገብ በጣም መጥፎ ነው.",የጎድን አጥንቶች,positive
ቦታው የተሻለ፣ ብሪስኬት፣ የጎድን አጥንት፣ ክንፍ፣ ካጁን ሽሪምፕ ጥሩ ነው እንጂ ጥሩ አይደለም፤ ይሁን እንጂ ሰው ሠራሽ የሎብስተር ሥጋ ሰው ሠራሽ ነው።,ክንፍ፣,positive
"ታላቅ ቢራ ምርጫም, ነገር እንደ 50 ቢራ, ነገር ግን ቦታ ንጹሕ ነው, አስደሳች ሰዓት ርካሽ እና አካባቢ ዘና ይላል.",ቢራ,neutral
"በጣም ጥሩ የቢራ ምርጫም, 50 ያህል ቢራ, ነገር ግን አስተናጋጅ ጨዋነት የጎደለው እና አገልግሎት አዝጋሚ ነው.",የቢራ ምርጫ,positive
"btw, አገልግሎቱ በጣም ጥሩ ነው, ግን ምግብ ዋጋ የለውም.",አገልግሎቱ,positive
እንግዲህ በቡና ቤቱ ላይ ተተያየን። እንግዲህ እንግዳ ተቀባይነቱ ጨዋነት የጎደለው ስለሆነ፣ በርባሪው እዚያ መሆን የፈለገ አይመስልም።,በርባሪው,neutral
እንግዲህ በቡና ቤቱ ቁጭ ብለን ነበር። ባርቴንደር እዚያ መሆን የፈለገ አይመስልም ነበር። ከባቢ አየር ግን ታላቅ ነው። ምግብ ታላቅ ነው፤ ሳንግሪያ ደግሞ ጥሩ ነው።,ባርቴንደር,negative
መጠጥ ማዘዝ ወይም መሄድ እንዳለብን አናውቅም ነበር፥ ነገር ግን ምግባችን አስከፊ ነው፥ አገልግሎትም ታላቅ ነው።,መጠጥ,neutral
የመመገቢያ ልምዳችንን አሳዛኝ ለማድረግ ለምን እዚያ እንደነበሩ እናስብ ነበር፣ ነገር ግን አገልግሎት ፈጣን እና ትልቅ ማክ በጣም የሚወደው ነው።,ልምዳችንን,negative
"ያም ሆነ ይህ, ባለቤቱ ሐሰት ነበር, ነገር ግን ዋጋ ምክንያታዊ ነው, እንቁላል ተክል ሰላጣ በጣም ግሩም እና ምግብ ታላቅ ነው.",ባለቤቱ,negative
እውነቱን ለመናገር እዚህ ያለው የቻይናውያን ምግብ ቤት ውስጥ ልሻሽለው የምችለው ነገር ነው፤ ሆኖም ምግብ ብዙ ወጪ የማይጠይቅ፣ ቦታ ንጹሕና ሠራተኞች አስደሳች ናቸው።,የቻይናውያን,negative
ፎቅ ላይ ለመላው ምግብ ቤት አስተናጋጅ የነበረው አንድ ሰው ብቻ ቢሆንም አገልግሎት በትኩረት የሚከናውን ከመሆኑም በላይ ባር በጣም አስደሳች ነው።,አስተናጋጅ,neutral
ምግቡ ከቺናታውን ጋር ሲወዳደር በጭራሽ ርካሽ አይደለም ብዬ አሰብኩ፣ ነገር ግን ሠራተኞች ተግባቢ ናቸው፣ ሾርባ አስደናቂ ነው እናም ከሰዓት በኋላ የሚበላ ውሃ ጥሩ ነው።,ምግቡ,negative
"chinatown በእርግጥ ርካሽ ዋጋ ጋር የተሻለ ጥራት አለው, ነገር ግን አገልግሎት በጣም አዝጋሚ ነው, በአጠቃላይ መጥፎ እና የተወሰነ ክፍል አነስተኛ ነው.",ዋጋ,positive
ቺናታውን ርካሽ በሆነ ዋጋ የተሻለ ጥራት እንዳላት ምንም ጥርጥር የለውም፤ ይሁን እንጂ ባርቴንደርዎች በጣም አሰቃቂ ከመሆኑም በላይ ዋጋቸውም ዋጋ የለውም።,ጥራት,positive
ሚድልታውን/አከባቢ እንደ አንዳንድ የቻይና ምግብ ቤቶች የተሻለ ምግብ ቢቀርብ ዋጋውን መረዳት እችላለሁ። አገልግሎቱ ግን በትኩረት የሚሰራ ነው።,ዋጋውን,negative
በመሃል ከተማ/በከተማ አካባቢ እንዳሉ አንዳንድ የቻይና ምግብ ቤቶች የተሻለ ምግብ ቢያቀርብ ዋጋውን መረዳት እችላለሁ። ነገር ግን የተጠበሰ የአሳማ ዳምፕሊንግ፣ ኬክ ቀላል እና ማርቲኒስ ለየት ያለ ነው ብዬ እመክራለሁ።,ምግብ,negative
"በጥቁር ሆምጣጤ እና በተቆራረጠ ጂንገር ይበላል, ነገር ግን ምግብ ትኩስ ቦታ ነው, ቅመም ያለው ማስል ጎላ ያለ እና ካላማሪ አሸናፊ ነው.",ጥቁር ሆምጣጤ,neutral
በጥቁር ሆምጣጤና በተቆራረጠ ጅንጅጋ ይበላል። ሞግዚት ግን ትልቅ ና ምግብ ጥሩ ነው።,በተቆራረጠ,neutral
ማልትድ ሚልክ ቦል ጌላቶ - በህይወታችሁ ውስጥ በጣም አስደናቂ የሆነ ነገር ሰምታችሁ ያውቃሉ ፣ ነገር ግን አረንጓዴ ብርድ አይበሉም ።,ጌላቶ,positive
ምግቡ ልክ እንደ ባለቤቱ ዳ ሲልቫኖ ጥሩ ሆኖ አግኝቼዋለሁ፤ ሆኖም ጣዕሙ አጭር ነው፤ የምግብ መጠን ከአማካይ በታች ሲሆን እራት ደግሞ ኃይል አለው።,ባለቤቱ,positive
ምግቡ የባለቤቱን ዳ ሲልቫኖ ያህል ብዙ ወጪ የማይጠይቅ ሆኖ አግኝቼዋለሁ፤ ይሁን እንጂ ምግቡ በጣም የከፋ ነው።,ምግቡ,positive
በተጨማሪም ይህ ቦታ ይበልጥ ዘና ያለና ዘና ያለ ቢሆንም ጣዕሙ አጭር ከመሆኑም በላይ ቀላል ነው።,ቀላል,positive
በርካታ የቅመማ ቅመሞችም ሆኑ የፓስታ ልዩ ልዩ ጽሑፎች አስገራሚ ቢሆኑም ሥራ አስኪያጁ ግን ጨዋነት የጎደለው ድርጊት ነው።,ፓስታ ልዩ ልዩ,positive
በርከት ያሉ ምግቦችም ሆኑ የፓስታ ልዩ ምግቦች አስደናቂ ቢሆኑም እንግዳ ተቀባይ ጨዋነት የጎደለው ነው፣ አገልግሎት ጨዋነት የጎደለው ከመሆኑም በላይ አስተዳደሩ ከማስተናገድ ያነሰ ነው።,ምግቦች,positive
"በእርግጥ ትግሉን ትሩፋት ጋር ይሞክሩት - በጣም አስገራሚ ነበር, ነገር ግን አገልግሎት አዝጋሚ ነው.",ጋር,positive
በተጨማሪም ሠራተኞቹ በትኩረት የሚከታተሉና በቀላሉ የሚንቀሳቀሱ ቢሆኑም ወጪዎቹ ግን በጣም ብዙ ናቸው።,በትኩረት,positive
የአትክልት ሪዞቶዬ የተቃጠለ ሲሆን ሙሉ በሙሉ በተቃጠለ ጣዕም ውስጥ ይጨመራል፤ ይሁን እንጂ ፒሳ ከሁሉ የተሻለ ነው፤ ሾርባው በጣም አስደናቂ ከመሆኑም በላይ ሰላጣ ጣፋጭ ነው።,የአትክልት,negative
የአትክልት ሪሶቶዬ የተቃጠለ ሲሆን ሙሉ በሙሉ በተቃጠለ ጣዕም ውስጥ ይጨመር ነበር፤ ይሁን እንጂ ምሳው ጤናማ ነው፤ ጣፋጭ ምግቦች በጣም ጥሩ ና ጥሩ ምግብ ናቸው።,ጣዕም,negative
"ብዙ ጊዜ ከሌለዎት በጣም በጣም ፈጣን አገልግሎት አላቸው, ነገር ግን የዲስኮ ፖፕ ዱዮ አስፈሪ እና ጣዕም በጣም መጥፎ ነው.",አገልግሎት,positive
"ምግቡ አማካይ ነው፤ ቁርስ foooutd, ሾርባ, ሰላጣ, ሳንድዊች, ወዘተ. ይሁን እንጂ ቦታው ማራኪ ነው, ጥቁር የተጠበሰ ኮድፊሽ ለየት ያለ እና መጠጦቹ ጣፋጭ ናቸው.",ምግቡ,neutral
ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ። የጃዝ ዘፋኝ ግን ጥሩ ነው።,ሾርባ፣,neutral
ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ። ምግብ ግን ጥሩ ሲሆን ጣፋጭ ምግቦች ደግሞ በነጻ ናቸው።,ሰላጣ,neutral
ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ። ነገር ግን አማርኛ የፍቅር ነው። ምግብ ውድ ሲሆን ቱና ደግሞ ጥሩ ነው።,ሳንድዊች,neutral
ምግቡ አማካኝ ነው። የቁርስ ምግብ፣ ሾርባ፣ ሰላጣ፣ ሳንድዊች ወዘተ፣ ነገር ግን አስተዳደር ከማስተናገድ ያነሰ ነው።,ቁርስ ምግብ,neutral
ይህን አስደሳች ቦታ የሚያደርጉት ውይይቶች ናቸው፣ ነገር ግን ሙዚቃ በጣም ከባድ ነው።,ቦታ,positive
"ምግብ ጥሩ ቢሆንም ጥሩ አልነበረም፤ አስተናጋጆች ይናደዳሉ, ምግብ ማራኪ እና ሜኑ ትንሽ ነው.",ምግብ,positive
አብዛኛውን ጊዜ ቅዳሜ ምሽት ሠራተኞቹ ከአቅማቸው በላይ ስለነበሩ አገልግሎት በጣም አስፈሪ ነበር ፤ ይሁን እንጂ የተወሰኑ ክፍሎች በጣም ሰፊ ከመሆኑም በላይ ምርጥ የሆኑ ምግቦችን መምረጥ በጣም ጥሩ ነው ።,አገልግሎት,negative
አብዛኛውን ጊዜ ቅዳሜ ምሽት ሠራተኞቹ በጭንቀት ተውጠው ስለነበር አገልግሎት በጣም አስፈሪ ነበር ፤ ሆኖም ሾርባው አስደናቂ ከመሆኑም በላይ ከባቢ አየር በጣም አስደሳች ነው ።,ምሽት,negative
በቅርቡ እዚህ የልደት ቀን ግብዣ አድርገናል እናም ምግቡ እና አገልግሎቱ አስደናቂ ነበር፣ ነገር ግን ቁርጥራጭ ውድ ነው እናም ምግብ ርካሽ አይደለም።,አገልግሎቱ,positive
