lug,aspect,polarities
ebigambo ebikwata ku mmere eyafuuyiddwa bituufu (wansi) naye ebyokulya ebirala omuli entrée y'endiga ne saladi nnyingi (avocado shrimp) byali birungi ddala; menyu ntono.,entrée,positive
"olukalala lw'omwenge olumalamu amaanyi (emyaka emipya gyokka, naye okulonda kulungi nnyo.",kulungi,negative
"somewhat disappointing wine list (only new vintages, but wine is great, fresh veggies is a lot and menu is wonderful.",wine,negative
"naye olw'omuwendo, kyali kifo kikulu eky'ebbeeyi okunyumirwa ekiro ekisanyukirwamu n'ekibinja ekitono; obuweereza bwa bukambwe.",muwendo,positive
"omuweereza waffe yatuyamba nnyo ate ng'alabika bulungi, emmere yali etuukiridde ate n'omwenge gwali mulungi naye keeki si ya mugaso kuyimirira wabweru.",nnyo,positive
"omuweereza waffe yali ayamba nnyo era ng'alabika bulungi, emmere yali etuukiridde, era n'omwenge gwali mulungi, naye filet minor si nnungi nnyo.",omuweereza,positive
"omuweereza waffe yatuyamba nnyo ate ng'alabika bulungi, emmere yali etuukiridde ate n'omwenge gwali mulungi naye enkoko enzirugavu, obuweereza bubi nnyo ate abaweereza babi.",emmere,positive
"the food was outstanding and the service was tops, but meal is horrible, mole sauce is too sweet and sushi is bigger.",mole,positive
"emmere yali ya njawulo nnyo era obuweereza bwali ku ntikko, naye obuweereza mu bbaala bulwawo.",emmere,positive
"nywerera ku bintu ekifo kye kikola obulungi, brisket, ribs, ebiwaawaatiro, cajun shrimp kirungi, si kinene, naye ebyennyanja by'ennyanja bipya, obuweereza bwa mukwano era okulya kibi nnyo.",cajun shrimp,neutral
"munywerere ku bintu ekifo kye kikola obulungi, brisket, ribs, ebiwaawaatiro, cajun shrimp kirungi, si kinene, naye obuweereza bubi nnyo, obuweereza bubi nnyo ate nga bwa bbeeyi nnyingi.",brisket,positive
"nywerera ku bintu ekifo kye kikola obulungi, brisket, ribs, ebiwaawaatiro, cajun shrimp kirungi, si kinene, naye okulya kibi nnyo.",ribs,positive
"nywerera ku bintu ekifo kye kikola obulungi, brisket, ribs, ebiwaawaatiro, cajun shrimp kirungi, si kinene, naye ennyama ya lobster ekola.",ebiwaawaatiro,positive
"great beer selection too, something like 50 beer, but place is clean, happy hour is cheap and ambiance is relaxed.",beer,neutral
"great beer selection too, something like 50 beer, but hostess is rude and service is slow.",beer selection,positive
"btw, obuweereza bulungi nnyo , naye emmere si ya mugaso.",emmere,positive
"n'olwekyo twatuula mu bbaala, omusuubuzi wa bbaala teyalabika ng'ayagala kubeerawo, kubanga obulabe buba bwa bukambwe.",buba,neutral
"n'olwekyo twatuula mu bbaala, omusuubuzi w'omu bbaala teyalabika ng'ayagala kubeerawo, naye embeera nnungi, emmere nnungi ate sangria nnungi.",omusuubuzi,negative
"twali tetumanyi oba tulina okulagira omwenge oba okuvaayo, naye emmere mbi nnyo era obuweereza bungi.",omwenge,neutral
"twali twebuuza lwaki baaliwo okufuula eby'okulya byaffe eby'ennaku, naye obuweereza bwa mangu era big mac y'esinga okunyumirwa.",eby'okulya,negative
"wadde kyali kityo, nnannyini yo yali wa bulimba, naye bbeeyi yaayo nnungi, eggplant saladi nnungi nnyo ate n'emmere nnungi nnyo.",nnungi,negative
"mu butuufu, emmere y'abachina wano kye nsobola okukola obulungi awaka, naye emmere si ya bbeeyi nnyo, ekifo kiyonjo ate n'abakozi basanyusa.",y'abachina,negative
"wooteeri yonna waggulu yalimu omuweereza omu yekka, naye obuweereza bufaayo era bbaala ya quaint.",omuweereza,neutral
"nalowooza nti emmere si ya bbeeyi n'akatono bw'ogigeraageranya ne chinatown, naye abakozi ba mukwano, ssupu yeewuunyisa ate ebyokulya eby'eggulo birungi.",emmere,negative
"chinatown mazima ddala erina omutindo ogusinga obulungi n'emiwendo egitali gya bbeeyi, naye obuweereza bulwawo nnyo, ebiseera ebisinga obubi era ebitundu bitono.",emiwendo,positive
"chinatown mazima ddala erina omutindo ogusinga obulungi n'emiwendo egy'ebbeeyi, naye abatunda bbaala kibi nnyo era bbeeyi si ya mugaso.",nnyo,positive
"nsobola okutegeera emiwendo singa giweereza emmere ennungi, ng'abamu ku wooteeri z'abachina mu midtown/uptown area, naye obuweereza bufaayo.",emiwendo,negative
"nsobola okutegeera ebbeeyi singa eweereza emmere ennungi, ng'ebimu ku wooteeri z'abachina mu midtown/uptown area, naye nkubiriza ennyama y'embizzi eya fried dumplings, keeki nnyangu ate martinis ya exotic.",emmere,negative
"kirya ne vinyirizi enzirugavu ne ginger eya shredded, naye emmere ebeera ebbugumu, mussels ey'omulembe y'ensonga enkulu ate calamari y'ewangula.",vinyirizi,neutral
"kirya n'omuceere omuddugavu n'ennyaanya ezaatemeddwa, naye tutor tots nnungi nnyo era emmere nnungi.",nnungi,neutral
"malted milk ball gelato - mu bulamu bwo wali owuliddeko ku kintu kyonna ekyewuunyisa, naye ebikoola ebya kiragala tebiriibwa.",malted milk ball gelato,positive
"nnakizuula nti emmere eno nnungi nnyo nga nnannyini yo, da silvano, ya bbeeyi ntono nnyo, naye okuwoomerwa kumpi, ekitundu ky'emmere kiri wansi w'omuwendo ate ekyeggulo kya maanyi.",nnungi,positive
"nnakizuula nti emmere eno yali nnungi nnyo nga nnannyini yo, da silvano, yali ya bbeeyi ntono nnyo, naye okulya kye kisinga obubi.",emmere,positive
"the ambience is also more laid-back and relaxed, but taste is short and room is plain.",ambience,positive
"ebintu ebiwerako eby'okulya n'eby'okulya ebya pasta byali byewuunyisa, naye maneja wa bukambwe.",pasta,positive
"ebintu ebiwerako ebya appetizer ne pasta specials byali byewuunyisa, naye omugenyi wa bukambwe, obuweereza bwa bukambwe ate n'obukulembeze butono nnyo okusinga okubeeramu.",appetizer,positive
"mazima ddala gezaako taglierini ne truffles - kyali tekyewuunyisa, naye obuweereza bulwawo.",taglierini ne truffles,positive
"ekirala, abakozi bafaayo nnyo era ddala bantu, naye bill nnene.",abakozi,positive
"risotto yange ey'ebijanjaalo yayokebwa, era n'eyokebwa mu ngeri ey'omuliro, naye pizza y'esinga obulungi, ssupu yeewuunyisa ate saladi nnungi.",risotto,negative
"risotto yange ey'ebijanjaalo yayokebwa, era n'eyokebwa mu ngeri ey'omuliro, naye ekyemisana kya bulamu, desserts nnungi nnyo ate emmere nnungi.",desserts,negative
"balina obuweereza obw'amangu ennyo ekintu ekirungi nnyo bw'oba tolina budde bungi, naye disco pop duo kibi nnyo ate n'okuwooma kye kisinga obubi.",tolina,positive
"ebyokulya bya bulijjo; ekyenkya foooutd, ssupu, saladi, sandwiches, n'ebirala, naye ekifo kisikiriza, black roasted codfish kya njawulo era ebyokunywa birungi.",era,neutral
"ebyokulya bya bulijjo: emmere ey'enkya, ssupu, saladi, sswiiti n'ebirala naye omuyimbi wa jazz mulungi.","saladi,",neutral
"ebyokulya bya bulijjo: emmere ey'enkya, ssupu, saladi, ebijanjaalo n'ebirala naye emmere nnungi ate n'emmere ey'okulya ey'obwereere.",saladi,neutral
"ebyokulya bya bulijjo: emmere ey'enkya, ssupu, saladi, masangweji n'ebirala, naye ambiance ya mukwano, emmere ya bbeeyi ate tuna nnungi.","saladi,",neutral
"ebyokulya bya bulijjo: emmere ey'enkya, ssupu, saladi, masangweji n'ebirala naye obukulembeze buba butono nnyo okusinga okubeeramu.",ebyokulya,neutral
emboozi ze zifuula ekifo kino eky'essanyu okubeeramu kyokka ng'ennyimba zizitowa nnyo.,kifo,positive
"emmere yali ya mpisa, naye si nkulu; abaweereza banyiivu, emmere ebeera ya bbeeyi ate nga ne menyu ntono.",emmere,positive
"obuweereza bwali bubi nnyo - okusingira ddala olw'okuba abakozi baali bakooye nnyo ku lwomukaaga ekiro, naye ebitundu bingi nnyo era okulonda emmere nnungi nnyo.",weereza,negative
"obuweereza bwali bubi nnyo - okusingira ddala olw'abakozi okujjula ku lwomukaaga ekiro, naye ssupu yeewuunyisa era embeera nnungi.",abakozi,negative
"twalina akabaga k'amazaalibwa wano gye buvuddeko era emmere n'obuweereza byali byewuunyisa, naye ebipande bya bbeeyi ate emmere si ya bbeeyi.",buvuddeko,positive
"twalina akabaga k'amazaalibwa wano gye buvuddeko era emmere n'obuweereza byali byewuunyisa, naye fennel flavored italian sausage kizito.",emmere,positive
"sushi teyakoma ku kubeera mupya kyokka, naye era baaweerezanga n'ebintu ebirala buli mugenyi bye yalina okulonda era ffenna ne tusigala nga tuli basanyufu (gezaako akawoowo, naye omuweereza anyiiga era keeki ya bulijjo.",buli,positive
"sushi teyakoma ku kubeera mupya, naye era baaweereza emmere endala ne bakkiriza buli mugenyi ekintu eky'okwesalirawo era ffenna ne tusigala nga tuli basanyufu (gezaako akawoowo, naye embeera ennungi era emmere nnungi.",ekintu,neutral
"sushi teyali mpya yokka, naye era baaweerezanga n'eby'okulya ebirala ne bakkiriza buli mugenyi ekintu eky'okwesalirawo era ffenna ne tusigala nga tuli basanyufu (gezaako eddogo, abakozi ba mukwano, okuwooma si kuyitiriza.",sushi,positive
"obuweereza bwali bulwawo ate ng'ebitundu bitono n'olwekyo bw'oba olina enjala ate ng'oli mu bwangu, kino si kye kifo ky'olina, naye ekifo eky'okulya ebweru kitono.",ng'ebitundu,negative
"obuweereza bwabadde bulwawo ate ng'ebitundu bitono n'olwekyo bw'oba olina enjala ate ng'oli mu bwangu, kino si kifo kyo, naye appetizer yeewuunyisa, ekyeggulo kirungi ate essaawa ey'essanyu ya buseere.",bulwawo,negative
"ebyokulya ebirungi, ebyokunywa ebirungi, embeera ennungi ey'okulya, naye ebitaala tebisikiriza, abaweereza babi ate n'okulinda kiba kya bukambwe.",babi,positive
"great food, great drinks, nice dining atmosphere; naye bbeeyi y'esinga obubi.",dining atmosphere,positive
"great food, great drinks, nice dining atmosphere, but hostess is rude, delivery is wary and bartender is rude.","drinks,",positive
"naye ekyeggulo wano tekimalamu maanyi, ne bwe kiba nti emiwendo giba giyitiridde ku ntikko, naye okuwaayo kwa mangu.",emiwendo,negative
"naye ekyeggulo wano tekimalamu maanyi, ne bwe kiba nti emiwendo giba giyitiridde ku ntikko, naye ekyemisana kiba kizibu ate n'emmere embi.",ate,positive
"ekyennyamiza, saketini yaabwe ey'ekitalo yaggyiddwa ku menyu ya bbaala, naye obuweereza bubi era curried casseroles ya bukambwe.",saketini,positive
"ekyennyamiza, saketini yaabwe ey'ekitalo yaggyiddwa ku menyu ya bbaala, naye eby'enjawulo birungi era obuweereza bungi.",menyu,negative
"the food here was great, a treat from beginning to end, but management is less than accommodating.",food,positive
"emmere ennungi ku bbeeyi entuufu, kiki ekirala ky'oyinza okusaba naye obuweereza bulwawo, abakozi babi ate abagenyi bakola bubi.",bbeeyi,positive
"emmere ennungi ku bbeeyi entuufu, kiki ekirala ky'oyinza okusaba, naye bakasitoma bali mu kaboozi ate nga ne menyu ntono.",emmere,positive
"ebintu ebisinga obulungi eby'okulagira biva ku grill (churrasco ne ribs), naye obuweereza bubi, ekifo kyangu ate n'obuweereza bubi nnyo.",churrasco,positive
"ebintu ebisinga obulungi eby'okulagira biva ku grill (churrasco ne ribs), naye obuweereza bulwawo ate ng'abantu abatunda bakola bubi.",grill,positive
"ebintu ebisingayo obulungi eby'okulagira biva mu grill (churrasco ne ribs), naye bill munene.",ribs,positive
"emmere ya mutindo mulungi nnyo ku bbeeyi ya wooteeri ennungi, naye ennyimba zizitowa nnyo ate ssupu wa chickpea eya ttaka mutono.",emmere,positive
"emmere ya mutindo mulungi nnyo ku bbeeyi ya wooteeri ennungi, naye filet minor si nnungi nnyo ate n'obuweereza bwa bukambwe.",bbeeyi,positive
"the appetizers are ok, but the service is slow; bar is nice and saketini is wonderful.",service,negative
"ebyokulya eby'okulya birungi, pizza zituuse okuweereza, amata gasinga ku ga bulijjo ate ne caayi mulungi; naye obuweereza bulwawo.",ate,neutral
"kirungi okugenda eyo okunywa ebyokunywa bw'oba toyagala kunywa kubanga ojja kufuna omukisa singa osobola okufuna omwenge gumu buli ssaawa obuweereza buba bubi nnyo, naye keeki ya bulijjo, emmere nnungi ate emmere ya njawulo.",omwenge,neutral
"kirungi okugenda eyo okunywa ebyokunywa bw'oba toyagala kunywa kubanga ojja kufuna omukisa singa osobola okufuna omwenge gumu buli ssaawa obuweereza buba bubi nnyo, naye kompositi ewummuza ate n'emmere nnungi.",osobola,negative
"kirungi okugenda eyo okunywa ebyokunywa bw'oba toyagala kunywa kubanga ojja kufuna omukisa singa osobola okufuna omwenge gumu buli ssaawa obuweereza buba bubi nnyo, naye bbeeyi nnungi.",kunywa,neutral
yalnızca daniel'in batısında en büyük fransız yemek örgüsüydü.,fransız,positive
"kino mu butuufu kibeera kifo kya bbugumu bwe kituuka ku mmere, naye bbeeyi si ya mugaso ate n'obuwoomi bwe businga obubi.","mmere,",positive
"satay kye kimu ku bifo ebisinga okunyumirwa ku washington ng'obuweereza n'emmere buli kiseera biri ku ssente, naye ennyimba zizitowa nnyo ate nga ssupu wa chickpea mutono.",chickpea,positive
"satay kye kimu ku bifo ebisinga okunyumirwa ku washington ng'obuweereza n'emmere buli kiseera biri ku ssente, naye emmeeza ziri kumpi nnyo ate nga n'ennyimba zizitowa nnyo.",emmere,positive
"gezaako ebinywa, ennyama y'ennyama ey'ennyama ey'ennyama ey",ennyama,positive
"gezaako ebinywa, ennyama y'ennyama ey'ennyama ey'ennyama","ebinywa,",positive
"gezaako ebinywa, ennyama y'ennyama ey'ennyama ey",gezaako,positive
"weegendereze ebyokulya ebiteekeddwaako omukono si okuggyako ng'oyagala okukubira ekitongole ekizikiza omuliro okuzikiza omuliro mu kamwa, naye hamburger ewooma ate brisket nnungi.",hamburger,negative
"ebyokulya bya okay byokka, era kumpi si bya mugaso kugenda okuggyako ng'ofunye pialla, ekyokulya kyokka ekirungi ddala, naye curried casseroles kikakali.",kumpi,positive
"ebyokulya bya okay byokka, era kumpi si bya mugaso kugenda okuggyako ng'ofunye pialla, ekyokulya kyokka ekirungi ddala, naye menyu ntono, ebyennyanja bya bulijjo ate abatunda bbaala bibi nnyo.",pialla,positive
"abakozi ba mukwano nnyo, naye ebijanjaalo bya bbeeyi nnyo, sushi nnene ate omubisi gwa mole guwooma nnyo.",abakozi,positive
"bakola pizza esingayo obulungi mu new jersey, naye obuweereza bwe businga obubi, omuweereza anyiiga ate n'abakozi balina amalala.",pizza,positive
"ng'oggyeko okuba nti omuweereza yali mulungi era ng'alina empisa ennungi, era yayamba nnyo. ; abagenyi tebalina bukambwe era emmere ekontana.",omuweereza,positive
"wooteeri entono erina obuweereza obw'amangu ennyo, naye emmere si ya mugaso ate emmere eri wansi w'omuwendo.",obw'amangu,positive
"great burgers, grilled cheeses and french fries, but meal is horrible and owner is fake.",cheeses,positive
"great burgers, grilled cheeses and french fries, but japanese food is better.","fries,",positive
"great burgers, grilled cheeses and french fries, but folding chair is uncomfortable, fish is average and host is rude.",burgers,positive
"ebyokulya birungi nnyo, njagala nnyo dumplings zaabwe, sesame noodles enzirugavu, enkoko ne shrimp dishs, naye omuceere teguwooma nnyo, munda gwa bulijjo ate omubisi gwa mole guwooma nnyo.",enkoko,positive
"the food is great, i love their dumplings, cold sesame noodles, chicken and shrimp dishs, but dinners is a power, size is busy and lunch is a power.",sesame,positive
"the food is great, i love their dumplings, cold sesame noodles, chicken and shrimp dishs, but food is below average, interior is average and curried casseroles is harsh.",sesame noodles,positive
"ebyokulya birungi nnyo, njagala nnyo ebijanjaalo byabwe, ebijanjaalo bya sesame ebinnyogovu, enkoko n'emmere ya shrimp, naye obuweereza buba bubi ate ekyemisana kya maanyi.",bubi,positive
"ebyokulya birungi nnyo, njagala nnyo ebijanjaalo byabwe, ebijanjaalo bya sesame ebinnyogovu, enkoko n'emmere ya shrimp, naye hostess ya bukambwe.","shrimp,",positive
"best chinese on the upper east, prompt delivery, good value, but drinks is awful and food is not very good.",food,positive
"best chinese on the upper east, prompt delivery, good value, but sales people is rude.","delivery,",positive
"nnali sifunangako donut ya layisi n'olwekyo nagiwa amasasi, naye emmere esinga obunene era embwa ez'ebbugumu ze zisinga.",donut,neutral
"nneewuunya nnyo okuwoomerwa, naye obuweereza bubi nnyo era okulya kye kisinga obubi.",bubi,positive
"a mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices, but food is outstanding and service is excellent.",space,negative
"a mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices, but food is disappointed.",treats,positive
"a mix of students and area residents crowd into this narrow, barely there space for its quick, tasty treats at dirt-cheap prices, but hostess is rude and waiting is rude.",treats,positive
"naye aba bulijjo bakimanyi nti sandwiches ye mmunyeenye entuufu wano, naye emmere ya japan nnungi, ssupu wa chickpea eya ground mutono ate filet minor si nnungi nnyo.",sandwiches,positive
"okusobola okulya ssupu n'emmere ey'omuceere, gezaako ssupu ey'ebbugumu era ey'obuwoowo, naye obuweereza bubi, abatunda bbaala kibi nnyo era eby'okulya bye bisinga obubi.",ey'ebbugumu,positive
"okusobola okulya ssupu n'emmere ey'ekika kya sandwich, gezaako ssupu omupya, naye obuweereza tebukola bulungi!","sandwich,",positive
"balina pizza ey'eŋŋaano eyitibwa wheat crusted eyakolebwa n'ebirungo eby'enjawulo, naye obuweereza bulwawo nnyo.",pizza,positive
"balina pizza ey'eŋŋaano eyitibwa 'wheat crusted pizza' eyakolebwa n'ebirungo eby'enjawulo eby'enjawulo, naye casseroles ey'ekika kya curried ya bukambwe, munda wa bulijjo era obuweereza bulwawo.",curried,positive
"their twist on pizza is heatlhy, but full of flavor; taste is short, disco pop duo is awful and service is slow.",flavor,positive
"their twist on pizza is heatlhy, but full of flavor; obuweereza buweddemu amaanyi era abakozi beetulinkiriza.",pizza,positive
"bw'oba oyagala emmere ey'abayindi ey'amaanyi era ng'oyagala embeera ennungi, kino kirungi nnyo, naye obuweereza bubi.",era,positive
"bw'oba oyagala emmere ey'abayindi ey'amaanyi era ng'oyagala embeera ennungi, kino kirungi nnyo era kirungi nnyo, naye ebikoola eby'omulembe bye bisinga obubi, emmeeza ziri kumpi nnyo era okulya kye kisinga obubi.",bye,positive
"obuweereza tebukoma ku kubeera bungi bwokka, naye okukola emboozi okwetooloola emmeeza kyangu nnyo kubanga embeera esobola okuba ey'omukwano ate nga nnungi; ennyimba zizitowa nnyo ate nga n'ebirungo ebya kiragala (green chills) tebiriibwa.",okwetooloola,positive
