ig,aspect,polarities
"ọrụ ahụ dị ukwuu mgbe niile, onye nwe ya na-agagharịkwa gburugburu iji jide n'aka na ị na-enwe obi ụtọ, ma iberibe dị oke ọnụ ma curried casseroles siri ike.",ọrụ,positive
"anyị nọ ọdụ ngwa ngwa n'ebe dị nso n'ebe a na-agba egwú, ma ọrụ dị mma.",na-agba,neutral
"the music bụ na-adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, na bartender mere magburu onwe ọṅụṅụ; ọrụ dị egwu ngwa ngwa na kuki akụ na ụba bụ mkpesa.",ọṅụṅụ;,positive
"the music bụ na-adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, na bartender mere magburu onwe ọṅụṅụ; curried casseroles bụ ihe siri ike.",bartender,positive
"the music bụ na-adọrọ mmasị, ma hapụrụ ohere maka mkparịta ụka, na bartender mere magburu onwe ọṅụṅụ; ndị mmadụ kachasị njọ, kuki akụ na ụba bụ mkpesa na nri na-emechu ihu.",music,positive
"nri ahụ adịghị mma n'ezie ma ọrụ ahụ dị egwu, mana ọnụahịa dị mma, uru dị mma ma ana m anwale calamari.",ọrụ,negative
"nri ahụ adịghị mma n'ezie ma ọrụ ahụ dị egwu, mana nri india dị oke njọ, nkịta na-ekpo ọkụ kachasị mma na ọrụ dị mma.",nri,negative
"obi dị m ụtọ na m mere dị ka nri ahụ dị ezigbo mma na ndị ọrụ ahụ bụ enyi na enyi, nwee ùgwù ma rụọ ọrụ nke ọma, ma ndị na-echere na-ewe iwe, akụkụ dị ntakịrị na ahụmịhe iri nri kachasị njọ.",ndị ọrụ,positive
"obi dị m ụtọ na m mere dị ka nri ahụ dị ezigbo mma na ndị ọrụ ahụ bụ enyi na enyi, nwee ùgwù ma rụọ ọrụ nke ọma, ma achicha bụ nkezi na hostess bụ mkparị.",nri,positive
"enwetụbeghị m nri ọjọọ (ma ọ bụ ọrụ ọjọọ )@ pigalle, ma iri nri kachasị njọ.",ọrụ,positive
"enwetụbeghị m nri ọjọọ (ma ọ bụ ọrụ ọjọọ )@ pigalle, ma tebụl adịghị mma nso.",nri,positive
"nke a mere ka o doo anya na a naghị esi nri ọhụrụ; o doro anya na e mere ya tupu aka wee reheated, ma m na-agbalị ọgịrịga, uto na-atọ ụtọ na-eju anya na efere bụ okike.",nri,negative
"n'oge hrs na-arụsi ọrụ ike, ana m atụ aro ka ị mee ndoputa, ma ọrụ bụ enyi na enyi, kọfị ka mma na ndị ọrụ bụ enyi na enyi.",ndoputa,neutral
"ma ha mac cheese bụ yummy; ọrụ dị egwu, onye njikwa bụ mkparị na nri dị n'okpuru nkezi.",mac cheese,positive
"menu brunch ha nwere ihe maka onye ọ bụla, ma ndepụta mmanya na-akụda mmụọ na hostess bụ mkparị.",brunch,positive
"onye na-agụ egwú jazz nwere olu dị mma + o mere ka anyị niile bilie ịgba egwú iji maa jijiji ụfọdụ cals iji rie ụfọdụ ndị ọzọ, ma ọrụ adịghị mma.",jazz,positive
"ọ bụrụ na ị na-achọ ọjọọ elu ọnụ nri na a dash nke ghetto mma ọnụ ala bx a $ $ nke a bụ ebe na-, ma nri bụ oké, iri ikuku dị mma na ọkụkọ bụ a ịhụnanya.",ebe,negative
"ọ bụrụ na ị na-achọ ọjọọ elu ọnụ nri na a dash nke ghetto mma ọnụ ala bx a $ $ nke a bụ ebe na-, ma entrees bụ delectable na ofe bụ na-ekpo ọkụ.",nri,negative
"ọ bụrụ na ị na-achọ ọjọọ elu ọnụ nri na a dash nke ghetto mma ọnụ ala bx a $ $ nke a bụ ebe na-, ma vibe bụ oké na mcdonald ama french fries bụ a mmasị.",ọnụ,negative
"ọrụ ahụ bụ enyi na enyi ngwa ngwa, ma nkịta na-ekpo ọkụ kachasị njọ na menu dị ntakịrị.",ọrụ,positive
"anyị bịara gafee ụlọ oriri na ọṅụṅụ a na mberede mgbe anyị nọ na mmemme nka dumbo ma nwee obi ụtọ nke ọma na nri anyị, ma hostess bụ mkparị na egwu dị oke arọ.",nri,positive
"nri ahụ magburu onwe ya - ezigbo nri ịtali mere ka ọ dị ọhụrụ kpamkpam, ma fennel flavored italian soseji dị arọ na iri nri kachasị njọ.",italian,positive
"nri ahụ magburu onwe ya - ezigbo nri ịtali mere ka ọ dị ọhụrụ kpamkpam, ma achicha abaghị uru iguzo n'èzí, mole sauce dị oke ụtọ na smoothies buru ibu.",nri,positive
"ọrụ ahụ pụtara ìhè, ma ihe ọṅụṅụ dị egwu na disko pop duo dị egwu.",ọrụ,positive
"amaghị m ihe ụfọdụ ndị rave banyere nkịta a na-ekpo ọkụ na-ekwu banyere ya, ma sandwiches dị mma.",nkịta,negative
"nke a na-enweghị ajụjụ bụ otu n'ime hotdogs kachasị njọ m nwetụrụla, ma mmanya magburu onwe ya na pizza kachasị mma.",hotdogs,negative
"na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, dotp nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na muffins bekee, ngwaahịa anụ ezi na-atọ ụtọ nj maara anyị ụmụ agbọghọ jersey na ụmụ nwoke dị ka taylor ham, ma nri ehihie bụ ike.",muffins,positive
"na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, dotp nwere sandwiches nri ụtụtụ dị ebube nke na-egosi, na mgbakwunye na nnukwu ihe dịka tator tots na muffins bekee, ngwaahịa anụ ezi na-atọ ụtọ nj maara anyị ụmụ agbọghọ jersey na ụmụ nwoke dị ka taylor ham, ma ọkụkọ gbara ọchịchịrị, ụlọ dị larịị na ọrụ dị egwu ngwa ngwa.",taylor ham,positive
"na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, dotp nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na muffins bekee, ngwaahịa anụ ezi na-atọ ụtọ nj maara anyị ụmụ agbọghọ jersey na ụmụ nwoke dị ka taylor ham, ma nri abaghị uru na achicha abaghị uru iguzo n'èzí.",ngwaahịa,positive
"na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, dotp nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na muffins bekee, ngwaahịa anụ ezi nke nj na-atọ ụtọ maara anyị ụmụ agbọghọ jersey na ụmụ nwoke dị ka taylor ham, ma ọkụ na-adọrọ adọrọ na nri dị egwu.",tator tots,positive
"na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, dotp nwere sandwiches nri ụtụtụ dị ebube nke na-egosipụta, na mgbakwunye na nnukwu ihe dịka tator tots na muffins bekee, ngwaahịa anụ ezi na-atọ ụtọ nj maara anyị ụmụ agbọghọ jersey na ụmụ nwoke dị ka taylor ham, ma nri na-emechu ihu.",nkịta na-ekpo ọkụ,positive
"na mgbakwunye na nnukwu nkịta na-ekpo ọkụ, dotp nwere sandwiches nri ụtụtụ dị ebube nke na-egosi, na mgbakwunye na nnukwu ihe dịka tator tots na muffins bekee, ngwaahịa anụ ezi na-atọ ụtọ nj maara anyị ụmụ agbọghọ jersey na ụmụ nwoke dị ka taylor ham, ma ọrụ kachasị njọ, ọnụ ahịa dị elu ma hostess na-akparị mmadụ.",sandwiches,positive
"okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị ezigbo mma; malted mmiri ara ehi bọl kọrọ bụ ihe magburu onwe, indian nri dị oké njọ na french fries bụ oké.",nri e ghere eghe,negative
"okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị ezigbo mma; ọrụ dị egwu, nri bụ fancy na onye nwe ya bụ adịgboroja.",salads,positive
"okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị ezigbo mma; nri anaghị aba uru ma ime ụlọ bụ nkezi.",efere,positive
"okwu banyere nri e ghere eghe ziri ezi (n'okpuru) mana efere ndị ọzọ, gụnyere nwa atụrụ entrée na ọtụtụ salads (avocado shrimp) dị ezigbo mma; menu bụ obere.",nwa atụrụ entrée,positive
"ndepụta mmanya dịtụ na-akụda mmụọ (naanị vintages ọhụrụ, ma nhọrọ dị mma.",vintages,negative
"dịtụ akụda wine ndepụta (naanị ọhụrụ vintages, ma mmanya bụ oké, ọhụrụ veggies bụ a nza na menu bụ ebube.",mmanya,negative
"ma n'ihi na uru, ọ bụ oké ọnụ ntụpọ na-enwe a fun n'abalị si na obere ìgwè; ọrụ ahụ na-akparị mmadụ.",uru,positive
"onye na-echere anyị nyere aka ma maa mma, nri ahụ zuru oke, mmanya ahụ dịkwa mma, kwa, ma achicha abaghị uru iguzo n'èzí.",mmanya,positive
"onye na-echere anyị nyere aka ma maa mma, nri ahụ zuru oke, mmanya ahụ dịkwa mma, kwa, ma filet obere adịghị mma nke ukwuu.",onye na-echere,positive
"onye na-echere anyị nyere aka ma maa mma, nri ahụ zuru oke, mmanya ahụ dịkwa mma, kwa, ma ọkụkọ gbara ọchịchịrị, ọrụ jọgburu onwe ya na ndị na-echere dị njọ.",nri,positive
"nri ahụ pụtara ìhè na ọrụ ahụ dị n'elu, ma nri dị egwu, mole sauce dị oke ụtọ na sushi buru ibu.",ọrụ,positive
"nri ahụ pụtara ìhè na ọrụ ahụ dị n'elu, ma ọrụ mmanya na-adịghị ngwa ngwa.",nri,positive
"rapara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu, ma nri mmiri dị ọhụrụ, ọrụ bụ enyi na enyi na iri nri kachasị njọ.",cajun shrimp,neutral
"rapara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu, mana ọrụ dị egwu, ọrụ dị egwu ma na-akwụ ụgwọ dị elu.",brisket,positive
"rapara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu, ma iri nri kachasị njọ.",ọgịrịga,positive
"rapaara n'ihe ndị ebe ahụ na-eme nke ọma, brisket, ọgịrịga, nku, cajun shrimp dị mma, ọ bụghị nnukwu, ma anụ lobster artificial bụ ihe e kere eke.",nku,positive
"great biya nhọrọ kwa, ihe dị ka 50 beers, ma ebe dị ọcha, obi ụtọ hour bụ ọnụ ala na ambiance bụ jụụ.",beers,neutral
"great biya nhọrọ kwa, ihe dị ka 50 beers, ma hostess bụ mkparị na ọrụ bụ ngwa ngwa.",nhọrọ,positive
"btw, ọrụ ahụ dị ezigbo mma, mana nri anaghị aba uru.",ọrụ,positive
"ya mere, anyị nọdụrụ n'ụlọ mmanya ahụ, onye na-ere mmanya ahụ adịghị ka ọ chọrọ ịnọ ebe ahụ, n'ihi na nnabata ahụ na-akparị mmadụ.",mmanya,neutral
"ya mere, anyị nọdụrụ n'ụlọ mmanya ahụ, onye na-ere mmanya ahụ adịghị ka ọ chọrọ ịnọ ebe ahụ, mana ikuku dị ukwuu, nri dị ukwuu ma sangria dị mma.",mmanya,negative
"anyị amaghị ma anyị kwesịrị ịtụ ihe ọṅụṅụ ma ọ bụ pụọ, ma nri dị egwu na ọrụ dị ukwuu.",kwesịrị,neutral
"anyị nọ na-eche ihe mere ha ji nọrọ ebe ahụ iji mee ka ahụmịhe iri nri anyị dị mwute, ma ọrụ bụ ngwa ngwa na nnukwu mac bụ ọkacha mmasị.",ahụmịhe,negative
"agbanyeghị, onye nwe ya bụ adịgboroja, ma ọnụahịa nwere ezi uche, salad eggplant magburu onwe ya na nri dị ukwuu.",nwe,negative
"n'ikwu eziokwu, nri ndị china ebe a bụ ihe m nwere ike ime ka mma n'ụlọ, ma nri adịghị ọnụ ala, ebe dị ọcha na ndị ọrụ na-atọ ụtọ.",china,negative
"e nwere nanị otu onye na-echere ụlọ oriri na ọṅụṅụ ahụ dum dị n'elu, ma ọrụ na-ege ntị na mmanya bụ quaint.",onye na-echere,neutral
"echere m na nri ahụ adịghị ọnụ ala ma ọlị ma e jiri ya tụnyere chinatown, ma ndị ọrụ bụ enyi na enyi, ofe dị ịtụnanya na nri nri ehihie dị mma.",nri,negative
"chinatown maa nwere mma àgwà na ọnụ ala ahịa, ma ọrụ bụ nnọọ ngwa ngwa, n'ozuzu ọjọọ na akụkụ bụ obere.","ahịa,",positive
"chinatown maa nwere mma àgwà na ọnụ ala ahịa, ma bartenders bụ jọgburu onwe na price bụghị uru.",àgwà,positive
"enwere m ike ịghọta ọnụahịa ma ọ bụrụ na ọ na-eje ozi nri ka mma, dị ka ụfọdụ ụlọ oriri na ọṅụṅụ china na mpaghara etiti obodo / uptown, ma ọrụ ahụ na-ege ntị.",ọnụahịa,negative
"enwere m ike ịghọta ọnụahịa ma ọ bụrụ na ọ na-eje ozi nri ka mma, dị ka ụfọdụ ụlọ oriri na ọṅụṅụ ndị china na mpaghara midtown / uptown, ma ana m akwado dumplings anụ ezi e ghere eghe, achicha bụ ìhè na martinis bụ ihe dị iche iche.",nri,negative
"a na-eri ya na mmanya ojii na ginger shredded, ma nri bụ ebe na-ekpo ọkụ, mọsel na-esi ísì ụtọ bụ ihe pụtara ìhè na calamari bụ onye mmeri.",mmanya,neutral
"a na-eri ya na mmanya ojii na ginger shredded, ma tots nduzi dị ukwuu na nri dị mma.",ginger,neutral
"malted milk ball gelato - ị nụtụla banyere ihe ọ bụla dị ebube na-atọ ọchị, ma oyi akwụkwọ ndụ akwụkwọ ndụ abụghị ihe oriri.",gelato,positive
"achọpụtara m na nri ahụ dị nnọọ mma dị ka onye nwe ya, da silvano, dị nnọọ obere ọnụ, ma uto dị mkpụmkpụ, akụkụ nri dị n'okpuru nkezi na nri abalị bụ ike.",nwe,positive
"achọpụtara m na nri ahụ dị nnọọ mma dị ka onye nwe ya, da silvano, dị nnọọ obere ọnụ, ma iri nri kachasị njọ.",nri,positive
"the ambience bụkwa ihe tọrọ-azụ na jụụ, ma uto bụ mkpụmkpụ na ụlọ bụ doro anya.",ambience,positive
"ma ọtụtụ appetizer na pasta pụrụ iche dị ịtụnanya, ma onye njikwa bụ mkparị.",pasta pụrụ iche,positive
"ma ọtụtụ appetizer na pasta pụrụ iche dị ịtụnanya, ma onye ọbịa na-akparị mmadụ, ọrụ na-akparị mmadụ na njikwa bụ ihe na-erughị ịnabata.",appetizer,positive
"o doro anya na ịnwale taglierini na truffles - ọ bụ ihe na-enweghị atụ, ma ọrụ dị ngwa.",taglierini na truffles,positive
"ọzọkwa, mkpara bụ nnọọ ntị na n'ezie personable, ma ụgwọ bụ nnukwu.","personable,",positive
"my akwụkwọ nri risotto e ọkụ, na infused kpamkpam na a ọkụ flavor, ma pizza kasị mma, ofe bụ ịtụnanya na salads na-atọ ụtọ.",risotto,negative
"my akwụkwọ nri risotto e ọkụ, na infused kpamkpam na a ọkụ flavor, ma nri ehihie bụ ahụ ike, desserts bụ magburu onwe na nri dị mma.",flavor,negative
"ha nwere nnọọ ngwa ngwa ọrụ nke bụ oké mgbe ị na-adịghị ọtụtụ oge, ma disko pop duo bụ egwu na uto bụ kasị njọ.",ọrụ,positive
"nri bụ nkezi; nri ụtụtụ foooutd, ofe, salads, sandwiches, wdg, ma ohere ahụ mara mma, black roasted codfish bụ ihe pụrụ iche na ihe ọṅụṅụ na-atọ ụtọ.",nri,neutral
"nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg, ma onye na-agụ egwú jazz dị mma.","salads,",neutral
"nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg, mana nri dị mma na desserts bụ n'efu.",salads,neutral
"nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg, ma ambiance bụ ịhụnanya, nri dị oke ọnụ na tuna dị mma.",sandwiches,neutral
"nri bụ nkezi: nri ụtụtụ, ofe, salads, sandwiches, wdg, mana njikwa erughị ịnabata.",nri ụtụtụ,neutral
"ọ bụ mkparịta ụka na-eme ka nke a bụrụ ebe na-atọ ụtọ ịnọ, ma egwu dị oke arọ.",ebe,positive
"nri dị mma, ma ọ bụghị nnukwu; ndị na-echere na-ewe iwe, nri mara mma na menu dị ntakịrị.",nri,positive
"ọrụ dị egwu - nke kachasị n'ihi na ndị ọrụ karịrị akarị n'abalị satọdee, ma akụkụ buru ibu na nhọrọ nke nri magburu onwe ya.",ọrụ,negative
"ọrụ dị egwu - nke kachasị n'ihi na ndị ọrụ karịrị akarị n'abalị satọdee, ma ofe dị ịtụnanya na ikuku dị ukwuu.",ndị ọrụ,negative
"anyị nwere nnọkọ ụbọchị ọmụmụ ebe a n'oge na-adịbeghị anya na nri na ọrụ dị ịtụnanya, ma iberibe dị oke ọnụ na nri adịghị ọnụ ala.",ọrụ,positive
"anyị nwere nnọkọ ụbọchị ọmụmụ ebe a n'oge na-adịbeghị anya na nri na ọrụ dị ịtụnanya, ma fennel flavored italian soseji dị arọ.",nri,positive
"ọ bụghị nanị na sushi ọhụrụ, ha na-ejekwa ozi ndị ọzọ entrees kwere ka onye ọbịa ọ bụla ihe ịhọrọ na anyị niile hapụrụ obi ụtọ (na-agbalị ọbọgwụ, ma waiter na-ewe iwe na achicha bụ nkezi.",iwe,positive
"ọ bụghị nanị na sushi ọhụrụ, ha na-ejekwa ozi ndị ọzọ entrees kwere ka onye ọbịa ọ bụla ihe ịhọrọ na anyị niile hapụrụ obi ụtọ (na-agbalị ọbọgwụ, ma ikuku dị jụụ na nri dị mma.",entrees,neutral
"ọ bụghị naanị na sushi dị ọhụrụ, ha na-ejekwa ozi arịrịọ ndị ọzọ kwere ka onye ọbịa ọ bụla nwee ihe ịhọrọ ma anyị niile hapụrụ obi ụtọ (gbalịa ọkụkọ, ndị ọrụ bụ enyi na enyi, uto abụghị ihe karịrị akarị.",sushi,positive
"ọrụ ahụ dị ntakịrị ngwa ngwa na akụkụ ndị ahụ dị ntakịrị ka ọ bụrụ na agụụ na-agụ gị na ọsọ ọsọ, nke a abụghị ebe ị nọ, ma ebe a na-eri nri n'èzí dị ntakịrị.",akụkụ,negative
"ọrụ ahụ dị ntakịrị ngwa ngwa na akụkụ ndị ahụ dị ntakịrị ka ọ bụrụ na agụụ na-agụ gị na ọsọ ọsọ, nke a abụghị ebe ị nọ, ma appetizer dị ịtụnanya, nri abalị mara mma ma nwee obi ụtọ dị ọnụ ala.",ọrụ,negative
"nnukwu nri, nnukwu ihe ọṅụṅụ, ikuku iri nri dị mma, ma ọkụ na-adọrọ adọrọ, ndị na-echere dị njọ ma na-echere bụ mkparị.",ihe ọṅụṅụ,positive
"nnukwu nri, nnukwu ihe ọṅụṅụ, ikuku iri nri dị mma; ma ọnụahịa ahụ bụ ihe kachasị njọ.",ikuku,positive
"nnukwu nri, nnukwu ihe ọṅụṅụ, ikuku iri nri dị mma, ma hostess bụ mkparị, nnyefe na-atụ egwu na onye na-ere mmanya na-akparị mmadụ.",nri,positive
"ma nri abalị ebe a bụ mgbe na-akụda mmụọ, ọbụna ma ọ bụrụ na ọnụahịa bụ a bit n'elu, ma na-anapụta bụ ngwa ngwa.",ọnụahịa,negative
"ma nri abalị ebe a adịghị akụda mmụọ, ọ bụrụgodị na ọnụahịa ndị ahụ dị ntakịrị n'elu, ma nri ehihie bụ ọgba aghara na nri dị egwu.",nri abalị,positive
"n'ụzọ na-akụda mmụọ, e wepụla saketini ha magburu onwe ya na menu mmanya, ma ọrụ dị njọ ma curried casseroles siri ike.",saketini,positive
"n'ụzọ na-akụda mmụọ, e wepụwo saketini ha dị ebube na menu mmanya, ma dịgasị iche iche dị mma na ọrụ dị ukwuu.",menu mmanya,negative
"nri ebe a dị oke mma, ọgwụgwọ site na mmalite ruo na njedebe, ma njikwa adịghị anabata.",nri,positive
"nri dị mma na ọnụahịa kwesịrị ekwesị, ihe ọzọ ị nwere ike ịrịọ, ma ọrụ na-eji nwayọọ nwayọọ, ndị ọrụ dị njọ na hostess na-akparị mmadụ.",ọnụahịa,positive
