yo,aspect,polarities
"ìrìn àkọ́kọ́ ní ibi náà dàbí ẹni pé ó ní àyíká ńlá, ṣùgbọ́n àkàrà òyìnbó jẹ́ àpapọ̀, ìfijíṣẹ́ ṣọ́ra àti pé iṣẹ́ burú jáì.",ìfijíṣẹ́,positive
"rírìn àkọ́kọ́ ní ibi náà dàbí ẹni pé ó ní àyíká tó dára, ṣùgbọ́n yàrá náà mọ́lẹ̀ àti pé iṣẹ́ wọn burú jù.",ibi,positive
"ṣùgbọ́n àwọn oúnjẹ náà burú jáì, ṣùgbọ́n oúnjẹ dára púpọ̀ àti pé mcdonald's famous french fries jẹ́ ààyò.",oúnjẹ,negative
"mo bèèrè fún chicken teriyaki ọkọ mi sì ra garlic shrimp, ṣùgbọ́n rolls pẹ̀lú akàn dára iṣẹ́ wọn sì ga jù.",garlic shrimp,neutral
"mo béèrè fún chicken teriyaki ọkọ mi sì ra garlic shrimp, ṣùgbọ́n pasta specials dára, sàláàdì eggplant dára gan-an sushi sì dára jù.",teriyaki,neutral
"adìẹ mi gbẹ pátápátá àti pé ní ẹ̀gbẹ́ òtútù àti pé ọbẹ̀ náà kò dùn púpọ̀, ṣùgbọ́n ìtọ́wò jẹ́ ìyàlẹ́nu gidi gan-an, ìgbóná dára àti àṣàyàn ọtí wáìnì (ní pàtàkì èdè spanish) dùn.",ọbẹ̀,negative
"adìẹ mi gbẹ pátápátá àti pé ní ẹ̀gbẹ́ òtútù ọbẹ̀ náà kò sì dùn púpọ̀, ṣùgbọ́n agbègbè oúnjẹ ìta kéré àti pé ìyẹ́ dára.",adìẹ,negative
"ohun rere kan tí mo lè sọ ni pé iṣẹ́ náà yára, a jókòó lẹ́sẹ̀kẹsẹ̀ olùpín náà sì fanimọ́ra gidi gan-an, ṣùgbọ́n oúnjẹ wọ́n.",iṣẹ,positive
"ohun rere kan tí mo lè sọ ni pé iṣẹ́ náà yára, a jókòó lẹ́sẹ̀kẹsẹ̀ olùpín náà sì lọ́yàyà gan-an, ṣùgbọ́n àwọn ènìyàn burú jù àti pé ìrírí oúnjẹ burú jù.",iṣẹ́,positive
"owó tó pọ̀jù fún irú oúnjẹ burúkú bẹ́ẹ̀, ṣùgbọ́n oúnjẹ kò wọ́n rárá, oúnjẹ náà wú ni lórí àti pé iṣẹ́ wọn dára.",oúnjẹ,negative
"mo ní ìrírí ńlá ní trio... òṣìṣẹ́ dára; oúnjẹ dùn ó sì tóbi ní ìwọ̀n ìpín - mà á dábàá portobello/gorgonzola/sausage appetizer àti lobster risotto, ṣùgbọ́n iye owó rẹ̀ ga, iye owó rẹ̀ pọ̀ àti pé ìṣàkóso kò tó ìtẹ́wọ́gbà.",lobster risotto,positive
"mo ní ìrírí ńlá ní trio... òṣìṣẹ́ dára; oúnjẹ dùn ó sì tóbi ní ìwọ̀n ìpín - mà á dábàá portobello/gorgonzola/sausage appetizer àti lobster risotto, ṣùgbọ́n àtòjọ ọtí wáìnì jẹ́ ìjákulẹ̀ àti pé iṣẹ́ kò dára.",oúnjẹ,positive
"mo ní ìrírí ńlá ní trio... òṣìṣẹ́ dára; oúnjẹ dùn ó sì tóbi ní ìwọ̀n ìpín - mà á dábàá portobello/gorgonzola/sausage appetizer àti lobster risotto, ṣùgbọ́n olùgbàlejò burú àti pé oúnjẹ kò dára púpọ̀.",portobello/gorgonzola/sausage appetizer,positive
"mo ní ìrírí ńlá ní trio... òṣìṣẹ́ dára; oúnjẹ dùn ó sì tóbi ní ìwọ̀n ìpín - mà á dábàá portobello/gorgonzola/sausage appetizer àti lobster risotto, ṣùgbọ́n oúnjẹ kò bá ìbámu mu.",òṣìṣẹ́,positive
"mo ní ìrírí ńlá ní trio... òṣìṣẹ́ dára; oúnjẹ dùn ó sì tóbi ní ìwọ̀n ìpín - mà á dábàá portobello/gorgonzola/sausage appetizer àti lobster risotto, ṣùgbọ́n iye owó kò tó àti pé iṣẹ́ rẹ̀ lọ́ra.",ìwọ̀n,positive
"iṣẹ́ náà fetí sílẹ̀ dáadáa ó sì jẹ́ ọ̀làwọ́ gidi gan-an, ṣùgbọ́n olùgbàlejò burú jáì, soseji italian tí ó ní adùn fennel wúwo àti pé ohun mímu burú jáì.",iṣẹ,positive
"a ní ọ̀pọ̀lọpọ̀ oúnjẹ dídára, ọtí ẹlẹ́rìndòdò, àti oúnjẹ, ṣùgbọ́n oúnjẹ dára.",ọtí ẹlẹ́rìndòdò,positive
"a ní ọ̀pọ̀lọpọ̀ oúnjẹ tó dára, ọtí ẹlẹ́rìndòdò, àti oúnjẹ ìpanu, ṣùgbọ́n iṣẹ́ wọn kò dára rárá.",oúnjẹ,positive
"a ní ọ̀pọ̀lọpọ̀ oúnjẹ ńlá, ọtí wáìnì, àti oúnjẹ ìpanu, ṣùgbọ́n ọbẹ̀ mole dùn jù, àtòjọ ọtí wáìnì jẹ́ ìjákulẹ̀ àti pé àwọn ajá gbígbóná burú jù.",oúnjẹ,positive
"ìrírí oúnjẹ tó rẹwà gan-an ní àárín agbègbè àárín ìlú, ṣùgbọ́n ìtọ́wò kéré, olùtọ́jú jẹ́ ìwà ìkà àti pé oúnjẹ kò tó nkan.",ìrírí,positive
"iṣẹ́ ìsìn náà máa ń dára ní gbogbo ìgbà, ẹni tí ó ni ín sì rìn káàkiri láti rí i dájú pé o gbádùn, ṣùgbọ́n iye owó rẹ̀ pọ̀.",iṣẹ́,positive
"iṣẹ́ náà máa ń dára ní gbogbo ìgbà, ẹni tí ó ni í sì ń rìn káàkiri láti rí i dájú pé o gbádùn, ṣùgbọ́n àwọn ẹ̀gbẹ́ wọ́n àti pé casseroles curried le.",iṣẹ,positive
"a jókòó kíákíá ní ìtòsí ilẹ̀ ijó, ṣùgbọ́n iṣẹ́ wọn dára.",kíákíá,neutral
"orin naa fanimọra, ṣugbọn fi aaye silẹ fun ibaraẹnisọrọ, ati bartender ṣe awọn ohun mimu ti o dara julọ; iṣẹ́ lọ́ra gan-an àti pé àwọn kúkì oríire jẹ́ ẹ̀sùn.",awọn ohun mimu,positive
"orin naa fanimọra, ṣugbọn fi aaye silẹ fun ibaraẹnisọrọ, ati bartender ṣe awọn ohun mimu ti o dara julọ; curried casseroles le.",bartender,positive
"orin naa fanimọra, ṣugbọn fi aaye silẹ fun ibaraẹnisọrọ, ati bartender ṣe awọn ohun mimu ti o dara julọ; ènìyàn burú jù, kúkì oríire jẹ́ àròyé oúnjẹ sì jáni kulẹ̀.",orin,positive
"oúnjẹ náà kò fi bẹ́ẹ̀ dára púpọ̀ ìṣẹ́ náà sì burú jáì, ṣùgbọ́n iye owó wọn dára, iye owó dára mo sì gbìyànjú calamari.",ìṣẹ́,negative
"oúnjẹ náà kò fi bẹ́ẹ̀ dára púpọ̀ iṣẹ́ wọn sì burú jáì, ṣùgbọ́n oúnjẹ india le, àwọn ajá gbígbóná dára, iṣẹ́ wọn sì dára.",oúnjẹ,negative
"inú mi dùn pé mo ṣe é bí oúnjẹ náà ṣe dára púpọ̀ àti pé àwọn òṣìṣẹ́ náà jẹ́ ọlọ́yàyà, ọlọ́yàyà àti pé wọ́n ń ṣiṣẹ́ dáadáa, ṣùgbọ́n àwọn olùgbà ń bínú, àwọn ìpín kéré àti pé ìrírí oúnjẹ burú jù.",òṣìṣẹ́,positive
"inú mi dùn pé mo ṣe é bí oúnjẹ náà ṣe dára púpọ̀ àti pé àwọn òṣìṣẹ́ náà jẹ́ ọlọ́yàyà, ọlọ́yàyà àti pé wọ́n ń ṣiṣẹ́ dáadáa, ṣùgbọ́n àkàrà òyìnbó jẹ́ àpapọ̀ olùgbàlejò sì burú jáì.",oúnjẹ,positive
"mi ò jẹ oúnjẹ burúkú rí (tàbí iṣẹ́ burúkú )@pigalle,ṣùgbọ́n jíjẹun burú jù.",iṣẹ,positive
"mi ò jẹ oúnjẹ tí kò dára rí (tàbí iṣẹ́ tí kò dára )@pigalle, ṣùgbọ́n tábìlì wọn sún mọ́ ara wọn.",oúnjẹ,positive
"eyi jẹ ki o han gbangba pe ounjẹ naa ko ṣe alabapade; ó hàn gbangba pé wọ́n ṣe é ṣáájú ọwọ́ lẹ́yìn náà wọ́n tún un gbọ́, ṣùgbọ́n mo gbìyànjú àwọn eegun ẹ̀gbẹ́, ìtọ́wò dùn yàtọ̀ púpọ̀ àti pé ó ń ṣe oúnjẹ àtinúdá.",ounjẹ,negative
"nígbà tí ọwọ́ rẹ̀ dí, mo fọwọ́sọ̀yà pé kí o ṣe ìgbàsílẹ̀, ṣùgbọ́n ìrànlọ́wọ́ wọn yọ̀ mọ́ni, kọfí dára, àwọn òṣìṣẹ́ ibẹ̀ sì fanimọ́ra.",ìrànlọ́wọ́,neutral
"ṣùgbọ́n wàrà mac wọn ni yummy; iṣẹ́ ìsìn burú jáì, olùdarí jẹ́ ìwà ìkà àti pé oúnjẹ kò tó nkan.",mac,positive
"àtòjọ oúnjẹ àárọ̀ àárọ̀ wọn ní nǹkan fún gbogbo ènìyàn, ṣùgbọ́n àtòjọ ọtí wáìnì jẹ́ ohun ìjákulẹ̀ àti olùgbàlejò jẹ́ ìwà ìkà.",oúnjẹ,positive
"akọrin jazz ní ohùn tó dára + ó jẹ́ kí gbogbo wa dìde láti jó láti gbọ̀n àwọn ọmọ màlúù díẹ̀ láti jẹ díẹ̀ sí i, ṣùgbọ́n iṣẹ́ kò dára.",jazz,positive
"tí wíwá oúnjẹ tí kò dára tí iye owó rẹ̀ pọ̀ pẹ̀lú díẹ̀ nínú àwọn ìran àdúgbò bx a$$ olówó pọ́ọ́kú bx a$$ èyí ni ibi tí ó yẹ kí ó wà, ṣùgbọ́n oúnjẹ dára, àyíká oúnjẹ dára àti pé adìẹ jẹ́ ìfẹ́.",iye,negative
"tí wíwá oúnjẹ tí kò dára tí iye owó rẹ̀ pọ̀ pẹ̀lú díẹ̀ nínú àwọn ìran àdúgbò bx a$$ olówó pọ́ọ́kú bx a$$ èyí ni ibi tí ó yẹ kí ó wà, ṣùgbọ́n àwọn oúnjẹ jẹ́ yíyàn àti pé ọbẹ̀ gbóná.",oúnjẹ,negative
"tí wíwá oúnjẹ tí kò dára tí iye owó rẹ̀ pọ̀ pẹ̀lú díẹ̀ nínú àwọn ìran ìlú olówó pọ́ọ́kú bx a$$ èyí ni ibi tí ó yẹ kí ó wà, ṣùgbọ́n ìgbóná dára àti pé mcdonald's famous french fries jẹ́ ààyò.",owó,negative
"iṣẹ́ náà yára yára, ṣùgbọ́n àwọn ajá gbígbóná burú jù àti pé àkójọ àṣàyàn kéré.",iṣẹ,positive
"a pàdé ilé-oúnjẹ yìí ní ìṣẹ̀lẹ̀ nígbà tí a wà níbi ayẹyẹ iṣẹ́ ọnà dumbo a sì gbádùn oúnjẹ wa dáadáa, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà àti pé orin wúwo jù.",oúnjẹ,positive
"oúnjẹ náà dára púpọ̀ - oúnjẹ òtítọ́ italian tí wọ́n ṣe tuntun pátápátá, ṣùgbọ́n soseji italian tí ó ní adùn fennel wúwo àti pé oúnjẹ burú jù.",italian,positive
"oúnjẹ náà dára púpọ̀ - oúnjẹ òtítọ́ italian tí wọ́n ṣe tuntun gan-an, ṣùgbọ́n àkàrà òyìnbó kò tọ́ láti dúró síta, ọbẹ̀ mole dùn jù àti pé àwọn ohun mímu tóbi.",oúnjẹ,positive
"iṣẹ́ ìsìn náà dá yàtọ̀, ṣùgbọ́n ohun mímu burú bẹ́ẹ̀ ni disco pop duo burú jáì.",iṣẹ,positive
"mi ò mọ ohun tí àwọn ènìyàn kan tí wọ́n ń rave nípa ajá gbígbóná yìí ń sọ̀rọ̀ nípa rẹ̀, ṣùgbọ́n sáńwíìsì dára.",tí,negative
"èyí láìsí ìbéèrè jẹ́ ọ̀kan lára àwọn ajá gbígbóná tí ó burú jù tí mo ti ní rí, ṣùgbọ́n ọtí wáìnì dára púpọ̀ pizza sì dára jù.",gbígbóná,negative
"ni afikun si awọn aja gbona nla, dotp ni awọn sandwiches ounjẹ owurọ iyanu ti o ṣe afihan, ni afikun si awọn ohun nla bi awọn tator tots ati awọn muffins gẹẹsi, ọja ẹran ẹlẹdẹ ti nj ti o ni adun mọ fun wa awọn ọmọbirin jersey ati awọn ọmọkunrin bi taylor ham, ṣugbọn ounjẹ ọsan jẹ agbara.",muffins,positive
"ni afikun si awọn aja gbona nla, dotp ni awọn sandwiches ounjẹ owurọ iyanu ti o ṣe afihan, ni afikun si awọn ohun nla bii awọn tots tator ati awọn muffins gẹẹsi, ọja ẹran ẹlẹdẹ ti nj ti o ni adun mọ fun wa awọn ọmọbirin jersey ati awọn ọmọkunrin bi ham taylor, ṣugbọn adie dudu, yara jẹ lasan ati iṣẹ jẹ ẹru lọra.","taylor,",positive
"ni afikun si awọn aja gbona nla, dotp ni awọn sandwiches ounjẹ owurọ iyanu ti o ṣe afihan, ni afikun si awọn ohun nla bi awọn tator tots ati awọn muffins gẹẹsi, ọja ẹran ẹlẹdẹ ti nj ti o ni adun mọ fun wa awọn ọmọbirin jersey ati awọn ọmọkunrin bi taylor ham, ṣugbọn ounjẹ ko tọ ati akara oyinbo ko tọ lati duro ni ita.",ẹran,positive
"ní àfikún sí àwọn ajá gbígbóná ńlá, dotp ní àwọn sáńwíìsì oúnjẹ àárọ̀ tó dára tí ó ṣàfihàn, ní àfikún sí àwọn nkan ńlá bíi tator tots àti english muffins, ọjà ẹran ẹlẹ́dẹ̀ tí ó dá lórí nj tí ó dùn mọ̀ fún wa àwọn ọmọbìnrin àti ọmọkùnrin jersey gẹ́gẹ́ bí taylor ham, ṣùgbọ́n iná kò wuni àti pé oúnjẹ burú jáì.",tator tots,positive
"ní àfikún sí àwọn ajá gbígbóná ńlá, dotp ní àwọn sáńwíìsì oúnjẹ àárọ̀ ìyanu tí ó ṣàfihàn, ní àfikún sí àwọn nkan ńlá bíi tator tots àti english muffins, ọjà ẹran ẹlẹ́dẹ̀ tí ó dá lórí nj tí ó dùn mọ̀ fún wa àwọn ọmọbìnrin àti ọmọkùnrin jersey gẹ́gẹ́ bí taylor ham, ṣùgbọ́n oúnjẹ ní ìjákulẹ̀.",ẹran,positive
"ni afikun si awọn aja gbona nla, dotp ni awọn sandwiches ounjẹ owurọ iyanu ti o ṣe afihan, ni afikun si awọn ohun nla bii awọn tots tator ati awọn muffins gẹẹsi, ọja ẹran ẹlẹdẹ ti nj ti o dun mọ fun wa awọn ọmọbirin jersey ati awọn ọmọkunrin bi taylor ham, ṣugbọn iṣẹ jẹ buru julọ, idiyele jẹ giga ati hostess jẹ rude.",ounjẹ,positive
"awọn asọye nipa awọn ounjẹ sisun jẹ ti o tọ (ni isalẹ) ṣugbọn awọn ounjẹ miiran, pẹlu ọdọ-agutan entrée ati ọpọlọpọ awọn saladi (avocado shrimp) dara julọ; bọ́ọ̀lù wàrà malted ní í ṣe pẹ̀lú dára, oúnjẹ india ṣe pàtàkì àti pé àwọn french fries dára.",awọn ounjẹ sisun,negative
"awọn asọye nipa awọn ounjẹ sisun jẹ ti o tọ (ni isalẹ) ṣugbọn awọn ounjẹ miiran, pẹlu ọdọ-agutan entrée ati ọpọlọpọ awọn saladi (avocado shrimp) dara julọ; iṣẹ́ wọn ò dára, oúnjẹ dára, ẹni tí ó ni í sì jẹ́ èké.",shrimp),positive
"awọn asọye nipa awọn ounjẹ sisun jẹ ti o tọ (ni isalẹ) ṣugbọn awọn ounjẹ miiran, pẹlu ọdọ-agutan entrée ati ọpọlọpọ awọn saladi (avocado shrimp) dara julọ; ounjẹ ko tọ ati inu ilohunsoke jẹ apapọ.",awọn ounjẹ,positive
"awọn asọye nipa awọn ounjẹ sisun jẹ ti o tọ (ni isalẹ) ṣugbọn awọn ounjẹ miiran, pẹlu ọdọ-agutan entrée ati ọpọlọpọ awọn saladi (avocado shrimp) dara julọ; akojọ aṣayan jẹ kekere.",ọdọ-agutan entrée,positive
"àwọn àtòjọ ọtí wáìnì ìjákulẹ̀ díẹ̀ (àtijọ́ tuntun nìkan, ṣùgbọ́n àṣàyàn dára púpọ̀.",wáìnì,negative
"àtòjọ ọtí wáìnì tí ó bani nínú jẹ́ díẹ̀ (àwọn ọdún tuntun nìkan, ṣùgbọ́n ọtí wáìnì dára, ẹ̀fọ́ tuntun jẹ́ ọ̀pọ̀lọpọ̀ àti pé àtòjọ-ẹ̀yàn dára.",wáìnì,negative
"ṣùgbọ́n fún iye náà, ó jẹ́ ààyè tí kò wọ́n láti gbádùn alẹ́ ìgbádùn pẹ̀lú ẹgbẹ́ kékeré; iṣẹ́ náà burú jáì.",iye,positive
"olùgbà wa ṣe ìrànlọ́wọ́ ó sì rẹwà, oúnjẹ náà péye, ọtí wáìnì náà sì dára, pẹ̀lú, ṣùgbọ́n àkàrà òyìnbó kò tọ́ láti dúró síta.",òyìnbó,positive
"òṣìṣẹ́ oúnjẹ wa ṣe ìrànlọ́wọ́ ó sì rẹwà, oúnjẹ náà péye, ọtí wáìnì náà sì dára, pẹ̀lú, ṣùgbọ́n ọmọ kékeré kékeré kò dára tó.",òṣìṣẹ́,positive
"olùtọjú wa ṣe ìrànlọ́wọ́ ó sì rẹwà, oúnjẹ náà dára, ọtí wáìnì náà sì dára, pẹ̀lú, ṣùgbọ́n adìẹ dúdú, iṣẹ́ burú àti pé àwọn olùtìlẹ́yìn kò dára.",oúnjẹ,positive
"oúnjẹ náà ta yọ àti pé iṣẹ́ wọ́n dára púpọ̀, ṣùgbọ́n oúnjẹ burú jáì, ọbẹ̀ mole dùn jù sushi náà sì tóbi.",iṣẹ,positive
"oúnjẹ náà dá yàtọ̀ àti pé iṣẹ́ wọn kò ga jù, ṣùgbọ́n iṣẹ́ àwọn ilé-ọtí kò yára.",oúnjẹ,positive
"lẹ̀ mọ́ àwọn nkan tí ibi náà máa ń ṣe dáadáa, brisket, ribs, wings, cajun shrimp dára, kò dára, ṣùgbọ́n ẹja òkun jẹ́ tuntun, iṣẹ́ jẹ́ ọ̀yàyà àti pé oúnjẹ jíjẹ burú jù.",cajun shrimp,neutral
"lẹ̀ mọ́ àwọn nkan tí ibẹ̀ máa ń ṣe dáadáa, brisket, ribs, wings, cajun shrimp dára, kò dára, ṣùgbọ́n iṣẹ́ burú jáì, iṣẹ́ burú jáì àti pé iye owó rẹ̀ ga.",brisket,positive
"lẹ̀ mọ́ àwọn nkan tí ibẹ̀ máa ń ṣe dáadáa, brisket, ribs, wings, cajun shrimp dára, kò dára, ṣùgbọ́n oúnjẹ kò dára jù.",àwọn,positive
"lẹ̀ mọ́ àwọn nkan tí ibi náà máa ń ṣe dáadáa, brisket, ribs, wings, cajun shrimp dára, kò dára, ṣùgbọ́n ẹran lobster artificial jẹ́ àrà.",lẹ̀,positive
"àṣàyàn ọtí bíà ńlá náà, nkan bíi ọtí bíà 50, ṣùgbọ́n ibi mọ́, wákàtí ayọ̀ kò wọ́n àti pé àyíká rọrùn.",bíà,neutral
"àṣàyàn ọtí bíà ńlá náà, nkan bíi ọtí bíà 50, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà àti pé iṣẹ́ kò lọ́ra.",bíà,positive
"btw, iṣẹ́ ìsìn náà dára púpọ̀ , ṣùgbọ́n oúnjẹ kò tó bẹ́ẹ̀.",iṣẹ,positive
"nítorí náà a jókòó sí ilé-ọtí, oníbàárà náà kò dàbí ẹni pé ó fẹ́ wà níbẹ̀, nítorí olùgbàlejò náà burú jáì.",burú,neutral
"nítorí náà a jókòó sí ilé-ọtí, oníbàárà náà kò dàbí ẹni pé ó fẹ́ wà níbẹ̀, ṣùgbọ́n àyíká dára, oúnjẹ dára àti pé sangria dára.",jókòó,negative
"a ò mọ̀ bóyá kí a béèrè fún ohun mímu tàbí kúrò, ṣùgbọ́n oúnjẹ burú jáì iṣẹ́ sì dára.",ohun mímu,neutral
"ó ń yà wá lẹ́nu ìdí tí wọ́n fi wà níbẹ̀ láti jẹ́ kí ìrírí oúnjẹ wa burú jáì, ṣùgbọ́n iṣẹ́ yára àti pé mac ńlá jẹ́ ààyò.",ìrírí,negative
"lọ́nàkọnà, ẹni tí ó ni ín jẹ́ èké, ṣùgbọ́n iye rẹ̀ mọ́gbọ́n dání, sàláàdì ìpalẹ̀mọ́ ẹyin dára oúnjẹ náà sì dára.",ìpalẹ̀mọ́,negative
"ní tòótọ́, oúnjẹ chinese níbí jẹ́ nkan tí mo lè pèsè dáadáa nílé, ṣùgbọ́n oúnjẹ kò wọ́n, ààyè mọ́ àti pé àwọn òṣìṣẹ́ náà ní ìdùnnú.",chinese,negative
"oníbàárà kan ṣoṣo ló wà fún gbogbo ilé-oúnjẹ náà lókè, ṣùgbọ́n iṣẹ́ rẹ̀ fetí sílẹ̀ àti pé ilé ọtí dára.",ilé-oúnjẹ,neutral
"mo rò pé oúnjẹ náà kì í ṣe olówó pọ́ọ́kú rárá bí a bá fi wé chinatown, ṣùgbọ́n àwọn òṣìṣẹ́ dára, ọbẹ̀ dára àti pé ìpanu ọ̀sán dára.",oúnjẹ,negative
"chinatown dájúdájú ní ojúlówó tó dára pẹ̀lú iye owó tí kò wọ́n, ṣùgbọ́n iṣẹ́ wọ́n lọ́ra gidi gan-an, ní gbogbogbò kò dára àti pé ìpín kéré.",owó,positive
"chinatown dájúdájú ní ojúlówó tó dára pẹ̀lú iye owó tí kò wọ́n, ṣùgbọ́n àwọn oníbàárà burú jáì àti pé iye owó kò tó.",dára,positive
"iye tí wọ́n le ye mi tí wọ́n bá ń ta oúnjẹ tó dára, bíi àwọn ilé oúnjẹ chinese kan ní àárín ìlú/agbègbè ìlú, ṣùgbọ́n iṣẹ́ náà fetí sílẹ̀.",àwọn,negative
"mo lè lóye iye owó tí ó bá ń pèsè oúnjẹ tó dára, gẹ́gẹ́ bí àwọn ilé oúnjẹ chinese kan ní àárín ìlú/agbègbè ìlú, ṣùgbọ́n mo dábàá dumplings ẹran ẹlẹ́dẹ̀ dídì, àkàrà òyìnbó fúyẹ́ àti pé martinis jẹ́ àjèjì.",oúnjẹ,negative
"wọ́n máa ń jẹ ẹ́ pẹ̀lú ọtí dúdú àti òyìnbó tí wọ́n fọ́, ṣùgbọ́n oúnjẹ jẹ́ ibi gbígbóná, àwọn ẹja ẹlẹ́rìndòdò dídùn jẹ́ ohun tí ó ṣe pàtàkì àti pé calamari jẹ́ olùborí.",ẹlẹ́rìndòdò,neutral
"wọ́n máa ń jẹ ẹ́ pẹ̀lú ọtí dúdú àti ginger tí wọ́n fọ́, ṣùgbọ́n àwọn ọmú olùkọ́ dára oúnjẹ sì dára.",ginger,neutral
"malted milk ball gelato - jẹ́ o ti gbọ́ nípa ohunkóhun tí ó dára tó bẹ́ẹ̀ rí, ṣùgbọ́n òtútù aláwọ̀ ewé kò jẹ.",malted milk ball gelato,positive
"mo rí i pé oúnjẹ náà dára gẹ́gẹ́ bí ẹni tí ó ni i, da silvano, kò wọ́n púpọ̀, ṣùgbọ́n ìtọ́wò kéré, ìpín oúnjẹ kò tó àpapọ̀ àti pé oúnjẹ alẹ́ jẹ́ agbára.",oúnjẹ,positive
"mo rí i pé oúnjẹ náà dára gẹ́gẹ́ bí ẹni tí ó ni i, da silvano, kò wọ́n púpọ̀, ṣùgbọ́n oúnjẹ burú jù.",oúnjẹ,positive
"àyíká náà tún wà ní ìsinmi ó sì tuni lára, ṣùgbọ́n ìtọ́wò kéré àti pé yàrá rọrùn.",ìsinmi,positive
"ọ̀pọ̀lọpọ̀ oúnjẹ àti àwọn àkànṣe pasta jẹ́ ìyàlẹ́nu, ṣùgbọ́n olùdarí jẹ́ ìwà ìkà.",pasta,positive
"ọ̀pọ̀lọpọ̀ oúnjẹ àti àwọn àkànṣe pasta jẹ́ ìyàlẹ́nu, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà, iṣẹ́ burú àti pé ìṣàkóso kò fi bẹ́ẹ̀ gbani mọ́ra.",oúnjẹ,positive
"dájúdájú gbìyànjú taglierini pẹ̀lú truffles - ó jẹ́ ìyàlẹ́nu, ṣùgbọ́n iṣẹ́ náà lọ́ra.",truffles,positive
"bákan náà, àwọn òṣìṣẹ́ náà fetí sílẹ̀ wọ́n sì jẹ́ ènìyàn gidi, ṣùgbọ́n owó náà tóbi.",òṣìṣẹ́,positive
"wọ́n jó risotto ẹ̀fọ́ mi, wọ́n sì fi adùn sísun kún un pátápátá, ṣùgbọ́n pizza dára jù, ọbẹ̀ jẹ́ ìyàlẹ́nu àti pé sàláàdì dùn.",risotto,negative
"wọ́n jó risotto ẹ̀fọ́ mi, wọ́n sì fi adùn sísun kún un pátápátá, ṣùgbọ́n oúnjẹ ọ̀sán dára, oúnjẹ ìpanu dára oúnjẹ sì dára.",adùn,negative
"wọ́n ní iṣẹ́ kíákíá tí ó dára nígbà tí o kò bá ní àkókò púpọ̀, ṣùgbọ́n disco pop duo burú àti pé ìtọ́wò burú jù.",iṣẹ,positive
"awọn ounjẹ jẹ apapọ; oúnjẹ àárọ̀ foooutd, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ, ṣùgbọ́n ààyè náà wuyì, ẹja codfish dúdú tí wọ́n sun yàtọ̀ àti pé àwọn ohun mímu náà dùn.",ounjẹ,neutral
"oúnjẹ náà jẹ́ ìwọ̀n: oúnjẹ àárọ̀, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ, ṣùgbọ́n akọrin jazz dára.",ọbẹ̀,neutral
"oúnjẹ náà máa ń wọ́pọ̀: oúnjẹ àárọ̀, ọbẹ̀, sàláàdì, sáńwíìsì, àti bẹ́ẹ̀ bẹ́ẹ̀ lọ ṣùgbọ́n oúnjẹ dára àti oúnjẹ àjẹgbẹ̀yìn kò sì ní ọ̀fẹ́.",àjẹgbẹ̀yìn,neutral
