,run,aspect,polarities
1278,"Umuvyeyi wacu yari ngirakamaro kandi yari ahimbaye, imfungurwa zari zitunganye, kandi umuvinyu na wo nyene wari mwiza, mugabo agakoni ntikabereye guhagarara hanze.",Divya Vinka,positive
1282,"Umuvyeyi wacu yari ngirakamaro kandi yari ahimbaye, imfungurwa zari nziza cane, kandi umuvinyu wari mwiza, ariko umukate ni muto cane.",Musubiri Waiter,positive
1286,"Umuvyeyi wacu yari ngirakamaro kandi ahimbaye, ivyokurya vyari bitunganye, kandi umuvinyu na wo nyene wari mwiza, ariko inkoko ni umwiza, umurimo ni mwiza kandi abarindiriye ni babi.",Nutrizione,positive
1290,"Ivyo kurya vyari biryoshe cane, kandi ibifungurwa vyari biryoshe cane, ariko gufungura ni bibi cane, ishushe ishushe cane kandi sushi ni nini cane.",Ahumada,positive
1294,"Ivyo kurya vyari biryoshe cane, kandi ico gikorwa cari co hejuru, ariko igikorwa c'uburiro cari gito cane.",Nutrizione,positive
1297,"10.10.2016 Vyongeye, mu vy'ukuri, ni vyiza cane.",Cajun Shrimp,neutral
1300,"Komera ku bintu vy'aho hantu, brisket, urubavu, amababa, cajun shrimp ni vyiza, si vyiza, ariko service ni nziza, service ni nziza kandi igiciro ni kinini.",sashika,positive
1303,"Komera ku bintu vy'aho hantu ni vyiza, brisket, urubavu, amababa, cajun shrimp ni mwiza, si binini, ariko birya ni bibi cane.",Eshika Ribs,positive
1306,"Komera ku bintu aho hantu, brisket, ivyuma, amababa, cajun shrimp ni vyiza, si binini, ariko inyama zo mu bwoko bwa lobster zo mu bwoko bwa lobster zo",Wings None,positive
1308,"50 Vyongeye, hari n'ibindi binyobwa 50 vy'agaciro, ariko ahantu heza ho kuba haryoshe, haca",Beser Nubes,neutral
1311,"50 Vyongeye, hari n'ibindi binyobwa nk'ibinyobwa 50, ariko umunywanyi w'inzuki ni umucanwa.",Eko,positive
1314,"Ni vyiza cane, ariko ibifungurwa si vyiza.",Ahumada,positive
1316,"Twaciye twicara ku kibuga c'inkino, uwo muduga usa n'uwutabishaka, kuko uwo mwicanyi ari umubisha.",Bar None,neutral
1318,"Muri ico gihe, twaciye twicara muri bar bar, wa munywanyi ntiyasa n'uwushaka kuba aho hantu, ikirere ni kinini cane, imfungurwa ziryoshe kandi za sangria ni nziza.",Bar none,negative
1320,"Ntitwari tuzi ko dutegerezwa gutegekanya inzoga canke tukava mu binyobwa, ariko gufungura ni bibi kandi ni vyiza cane.",vyara,neutral
1323,"Twaribaza igituma twaciye tuja ku tuntu tw'ivyibutso, ariko igikorwa cacu c'ubuhinyaru ningoga kandi kirakomeye cane.",Nutrizine,negative
1326,"Mu vy'ukuri, uwo mudandaza yari umudandaza, ariko ibiciro vy'ibifungurwa ni vyiza cane, kandi ibifungurwa ni vyiza cane.",Muguruza owner,negative
1328,"Mu vy'ukuri, igifungurwa c'Ubushinwa ni ikintu nshobora gukora neza mu nzu, ariko gufungura ni ikintu c'agaciro, ahantu hasukuye kandi abakozi bahimbawe.",Indya Chinwe,negative
1330,"Hari umucanda umwe gusa wo mu nzu y'uburiro, ariko ico gikorwa cari kirumara kandi kirahambaye.",Musubiri Waiter,neutral
1333,"Jewe nibaza ko iyo ndya iryoshe cane cane mu gihugu c'Ubushinwa, ariko indya ni nziza cane, kandi ni nziza cane, kandi ku muhingamo ni nziza cane.",Nutrizione,negative
1337,"Nta nkeka ko ubushinwa bufise igiciro c'igiciro c'igitoro, ariko ibiciro vy'ibitoro biri hasi cane, muri rusangi ni bibi cane, n'ibidandazwa ni bike.",Ibiciro,positive
1341,"Nta nkeka ko igiciro c'igitoro co mu Bushinwa gifise igiciro c'igitoro, ariko ibiciro vy'ibitoro ni bibi cane, kandi igiciro c'igitoro nticagurwa.",Ireme ry'uburezi,positive
1343,"Ndashobora gutahura ingene ivyo bifungurwa vyari akarusho, nka kurya kw'ihoteri zimwe zimwe zo mu Bushinwa ziri mu karere k'ibisagara vyo hagati mu bisagara/uptown, ariko serivisi iravyitwararika.",Ibiciro,negative
1345,"Ndashobora kumenya ko hari ibifungurwa biryoshe cane, nk'uko bamwe mu bashinwa bo mu Bushinwa bari mu bibanza vy'amahinguriro yo mu Bushinwa, ariko ndahanura ko inyama z'ingurube zo mu kiyaya c'indya zitobora, n'inyama z'ingurube zo mu kiyaya c'imborera.",Nutrizione,negative
1347,"Karya umutobe w'umukara n'umushozi w'umukara, ariko ibiribwa ni ahantu hashushe, umushotsi w'inshozi ni ikintu gisusushe kandi calamari ni intsinzi.",Vinadi Nugroho,neutral
1349,Umutobe w'impeshi n'impeke y'umushongi w'umukate,Shoba Shoba,neutral
1352,10.2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 2016 201 201 20 20 201,Ewa Eko Nwabungwe Gelato,positive
1355,"Nahavuye ndyohegwa n'umuvyeyi wiwe Da Silvano, ariko indya ni ngufi cane, igifungurwa kiri munsi y'urugero rw'ibifungurwa n'ibifungurwa.",Muguruza owner,positive
1358,"Nasanze ibifungurwa ari vyiza nk'uko nyene uwo muvyeyi yitwa Da Silvano, ari amahera make cane, ariko gufungura ni bibi cane.",Nutrizione,positive
1361,"Vyongeye, iyo umuntu aruhutse, araruhuka, kandi akamara igihe gito, kandi cumba ni gito.",Akintunda Ambis,positive
1364,"Vyongeye, umwe mu banyegori b'abarundi n'aba dd baratangaje cane, ariko umuhagarikizi ni umunyamwete.",Pasta Special None None,positive
1367,"Vyongeye, iyo ntwaro n'iy'ivyuma vy'ivyuma vyar'ivyuma vy",Ahumada Ahumada,positive
1370,"Nta gukeka ko gusangira n'abo banyeshure bafitaniye ubucuti na Yehova ari benshi, ariko ntivyari vy'ukuri.",Navya Navya Truffles,positive
1373,"Vyongeye, uwo mutama ni umuntu w'incanka, kandi ni umuntu ahambaye cane.",umukozi,positive
1377,"Umutobe w'ibisezi waranguriye, kandi n'ibiribwa vyanje vyasambutse, ariko isupu ni nziza cane, isabune ni nziza cane kandi salade ni nziza.",risho risho,negative
1381,"Indya zanje zari nziza cane, n'indya ziriko zisosa, ariko gufungura ni nziza cane, kandi gufungura ni vyiza cane.",Flavor None None,negative
1384,"Ni vyiza cane ko udafise umwanya udasanzwe mu gihe udafise umwanya udasanzwe, ariko iy'ihonyabu ni iy'ihonyaru kandi iryoshe cane.",Ahumada,positive
1387,"Nutriwise average; Ifunguro rya mu gitondo, isupu, salade, sandwich, n'ibindi, ariko ikirere kiraryoha, icupa rya codfish ry'umukara riraryoha, kandi ibinyobwa biraryoha.",Nutrizione,neutral
1390,"Ivyo kurya biraryoshe: imfungurwa zo mu gitondo, isabuni, salade, sandwich, n'ibindi, ariko umuririmvyi wa jazz ni mwiza.",sohoho soho,neutral
1393,"Ivyo umuntu afungura mu gitondo, imfungurwa zo mu gitondo, isupu, salade, sandwich, n'ibindi, ariko imfungurwa ni nziza kandi desserts ku buntu.",Salade None,neutral
1396,"Imfungurwa ziryoshe: imfungurwa zo mu gitondo, isupu, salade, sandwich, n'ibindi, ariko ambiance ni urukundo, imfungurwa zihenze kandi tuna ni nziza.",Eshika Sandwiches,neutral
1399,"Ivyo umuntu afungura mu gitondo, imfungurwa zo mu gitondo, isabuni, salade, sandwich, n'ibindi, n'ibindi, ariko uburyo bwo gutunganya buragoye cane.",Ifunguro rya mugitondo,neutral
1402,"Ibiyago ni vyo bituma ico kibanza gihimbaye, ariko umuziki uraremereye cane.",Icaro,positive
1405,"Ibifungurwa vyari biryoshe, ariko ntivyari biryoshe; Abashavuye barashavuye, ibifungurwa biraryoshe, n'ibifungurwa ni bike.",Nutrizione,positive
1409,"Ico gikorwa cari gikaze cane kuko ku musi wa gatandatu, abantu benshi baronka ibifungurwa, ariko ibifungurwa ni vyinshi cane.",Ahumada,negative
1413,"Ku munsi wa gatandatu, abantu benshi bari barengewe n'ibishobisho, ariko isabune ni nziza cane, kandi ikirere ni ciza cane.",umukozi,negative
1416,"Mu minsi iheze twaciye dufungura, ibifungurwa n'ibifungurwa vyari biryoshe cane, ariko ibifungurwa birazimvye kandi ntibiri ku giciro gitoyi.",Ahumada,positive
1419,"Mu minsi iheze twaraye tumerewe neza, n'indya n'imfungurwa z'umutaliyano w'umutaliyano w'umutaliyano ni mwiza cane.",Nutrizione,positive
1423,"10.2016 2016 2016 2016 16:23) Twese ntitwasa n'abacafuka, twasezerewe n'uko twasezerejwe n'umushotsi n'umucanwa.",Eshika Duck,positive
1425,"Vyongeye, nta n'umwe muri twebwe yari afise ubushobozi bwo kwinezereza, kuko twese twari dukwiye kugira ico dukoze kugira ngo duhimbarwe n'imborerwa.",Ashika Ashika,neutral
1429,"Vyongeye, nta n'umwe muri twebwe yari afise ico afashije abandi bose kugira baronke ico bashimye, kandi bose baraheza bakanezerwa( (1 Ab'i Galatiya 2:11- 20).",Sushika,positive
1433,"18Ariko iyo ushonje ukaja ku rushi, kandi iyo ushonje ukaba wihuta, ico si co kibanza cawe, ariko ikibanza co gufungura hanze ni gito cane.",Amasra Amasra,negative
1437,"Iyo nyota ni nziza cane, kandi iyo ushonje ukaja mu tuntu dutoduto, iyo ushonje ukaba ushonje, si ahantu heza kuri wewe, ariko gusangira ni heza,",Ahumada,negative
1441,"Imfungurwa ziryoshe, ibinyobwa biryoshe, ikirere c'imfungurwa nziza, ariko amatara ni mabi, abarindiriye ni bibi.",vyara to ega,positive
1445,"Ibinyobwa biryoshe, ibifungurwa biryoshe; Ariko rero, igiciro ni co kibi kuruta ibindi.",Nutrisi Nutrisi,positive
1449,"Ibinyobwa biryoshe, ibinyobwa biryoshe, ibinyobwa biryoshe cane, ariko ibifungurwa ni ibifungurwa biryoshe, ariko umunywamazi ni mwiza.",Nutrizione,positive
1453,"Ariko rero, ibiciro vy'ibifungurwa ntivyigera biduga, n'aho ibiciro vy'ibifungurwa biri hejuru cane, ariko ibiciro vy'ibifungurwa ningoga.",Ibiciro,negative
1457,"Ariko rero, nta kintu na rimwe kidushimishije, n'aho ibiciro vy'ibifungurwa biri hejuru cane, ariko gufungura ni bibi cane.",Dinner None,positive
1461,"Ikibabaje n'uko uwo muririmvyikazi w'i Mbogo yahavuye asa n'uwuri mu zabukuru, ariko uwo mugera ni mubi cane.",Eshika Saketini,positive
1465,"Igitangaje n'uko uwo muririmvyi w'imideri yahavuye akurwa muri ico gahogo, ariko akaba ari mwiza cane.",Bar None Menu,negative
1468,"Ivyo kurya vyari biryoshe cane, kuva mu ntango gushika mu ntango, ariko ubukuru ni buke cane.",Nutrizione,positive
1472,"Ni vyiza ko uronka ibifungurwa vyiza ku giciro ciza, ico wosaba ni ikihe, ariko umurimo urateba, abakozi ni bibi kandi abashitsi ni bibi.",Ikiciro:: Ikiciro,positive
1476,"Ni vyiza ko uronka ibifungurwa vyinshi, ariko umuguzi ni mwiza cane, ariko umuguzi ni muto cane.",Nutrizione,positive
1478,"Ni vyiza ko umuntu ashira mu bibanza vy'imbere (ibidubi n'ibishobisho) ni bibi, kandi ni vyiza cane.",Churrasco None,positive
1480,10.10.2016 2016 2016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 20 20 20 20 20 20 20 20 20,Grill none none,positive
1482,10.10.2016 2016 00 0 0 20 20 20 20 2016 0 0 0 0 0 0 0 20 20 20 20 20,Eshika Ribs,positive
1486,"Ibiribwa ni vyiza ku giciro ciza c'ihoteri, ariko umuziki ni munini cane, kandi isupu ya chickpea ni nziza cane.",Nutrizione,positive
1490,"Ibiribwa ni vyiza cane ku giciro ciza cane, ariko ku giciro gitoyi si ciza cane kandi ni ikintu ciza cane.",Ikiciro:: Ikiciro,positive
1494,"1)) Abasozi ni abanyamashe, ariko serivisi zirateba; Bar is nice, nice bike is amazing.",Ahumada,negative
1498,"3.Ikawa ni nziza, ni nziza, iy'amata ni nziza kurusha uko iryoha; Ariko service irateba.",Ahumada Ahumada,neutral
1500,"Ni vyiza ko umuntu anywa inzoga, mu gihe adafise amahirwe yo kuronka agacupa kamwe mu kiringo c'isaha imwe, serivisi ni mbi cane, ariko umukate ni mwiza, kandi ivyo kurya ni vyiza.",vyara,neutral
1504,"Ni vyiza ko umuntu anywa inzoga, mu gihe udashobora kunywa inzoga, kuko ushobora kuronka agacupa kamwe mu kiringo c'isaha imwe, inzoga ni mbi cane, ariko indya ni nziza cane.",Ahumada,negative
1508,"Ni vyiza ko uja kunywa inzoga mu gihe udashaka kunywa inzoga kuko uzoronka amahirwe yo kuronka agacupa kamwe k'isaha service ni mbi cane, ariko ibiciro ni vyiza.",vyara to ega,neutral
1511,"18 Nurabe indya ziruta izindi mfungurwa zo mu burengero bw'Ubufaransa zo mu burengero bwa Daniyeli, ariko umurimyi w'inkazi ni umurovyi.",Faranse Nutrizione,positive
1514,"Ico ni ikintu kiryoshe cane mu gihe c'ibifungurwa, ariko igiciro c'ibifungurwa nticagura kandi nta kamaro kirimwo.",Nutrizione,positive
1516,"Satay ni umwe mu bakunzwe cane i Washington aho amahera n'ibifungurwa vyama biduga ku mahera, ariko umuziki uraremereye cane kandi isabune ya chickpea isa cane.",Ahumada,positive
1518,"Satay ni umwe mu baririmvyi bakunzwe cane i Washington aho amahera n'ibifungurwa vyama biduga, ariko imeza ni vyinshi cane kandi umuziki uraremereye cane.",Nutrizione,positive
1521,"Mugerageze murabe inyama z'inka, muyasishe umuceri, ariko umuceri w'umuceri ni ikintu kidasanzwe kandi ni ikintu gikomeye.",Inka Inka,positive
1524,"10.00.2016 Gura inyama z'inka, unyweshe umuceri uvanze n'umuceri, ariko inkoko ni iy'umushozi, iy'inkoko ni iy'umusozo.",Eshika Ribs,positive
1526,"10.Gerageza kurya inyama z'inka n'inyama z'umuceri, ariko umuceri ugura umuceri ugura umuceri, n'umuceri urahenze.",Coco Rice None,positive
1528,"Ni murabe neza ko atari mu gihe mufise ico mufungura mu gihe mufise inkoho yo ku mufuko mushira mu minwe y'ubushikiranganji bw'amagara y'abantu, murabe ko muguma mutera akamo k'indya mu kanwa kanyu, murabe maso.",Shirako Eko E,negative
1531,"Ivyo kurya ni vyiza, kandi nta kamaro ko kuja mu gikombe c'isi, kiretse ari vyonyene vy'ukuri, ariko ibifungurwa vy'indwano ni vyo vy'ukuri.",Divya Disha,positive
1534,"Ivyo kurya ni vyiza, kandi nta kamaro ko kujayo kiretse iyo uronse umukate w'indya gusa, ariko indya ni ntoyi, amafi ni matomato, amafi ni meza cane.",Pivya,positive
1537,"Imbombo ni iy'agaciro kanini, ariko imbombo ni nini cane, ishushe ni nini cane kandi ishushe cane.",umukozi,positive
1540,10.2016 à 10:03-2016 à 20:23)! Hahahahahahahahahahahahahaha,Pizza None,positive
1543,"Uretse ko yari umuntu w'umutima mwiza kandi w'umutima mwiza, ariko kandi yarafashije cane. ; Umurimyi ni umukemanyi, kandi ibifungurwa ntibisa n'ivyo umuntu afungura.",Musubiri Waiter,positive
1546,"Indya zifise igiciro c'ibifungurwa, n'ibifungurwa ntibiri munsi y'urugero.",Ahumada,positive
1549,"Ibifungurwa vy'abafaransa n'ibifungurwa vy'ibifungurwa ni bibi cane, kandi ivyo kurya ni bibi cane.",Cheeses None None,positive
1552,"Ibifungurwa biryoshe, ibifungurwa n'ibifungurwa vy'abafaransa, n'ibifungurwa vyo mu Buyapani ni vyiza gusumba.",Freya Swimwear,positive
1555,"Mu Bufaransa, inyama z'inkoko n'inyama z'ibisezi, n'ibishobishobisho ni ibishobisho, ibifi binini ni ibishobi",Burgers None,positive
1559,"Indya ni nziza cane, nkunda impeke, impeke z'impeke, inkoko n'imfungurwa zo mu mpeke, ariko umunyu nturyoshe cane, imbere ni mwiza cane kandi umunyu w'impeshi uraryoha cane.",Intake Intake,positive
1563,"Indya ni nziza cane, nkunda impeke, impeke z'impeke, impeke n'impeke, ariko gufungura ni inguvu, ubunini bw'umurango n'umukate ni inguvu.",Nutrizione,positive
1567,"Indya ni nziza cane, nkunda impeke, impeke z'impeke, inkoko n'imfungurwa ziri munsi y'indya, imbere ni nyinshi kandi impeke z'imbere ni nyinshi.",noodles e cogeco ca,positive
1571,"Indya ni nziza cane, nkunda impeke, impeke, impeke n'impeke, inkoko n'impeke, ariko serivisi ni nziza kandi ku mutaga ni inguvu.",Divyansha Dumplings,positive
1575,"Indya ni nziza cane, nkunda impeke, impeke z'imbeho, inkoko n'imfungurwa z'impeke, ariko impembo ni mbi.",Divya Shrimp Disha,positive
1579,"Ibinyobwa biryoshe cane, ni vyiza cane, ni vyiza cane, ariko ibinyobwa ni bibi cane, ariko ibinyobwa ni bibi cane.",Ikiciro:Agaciro,positive
1583,"Abadandaza b'ibidandazwa mu karere ka Afrika y'ubuseruko, abadandaza beza cane, ariko abadandaza ni babi.",Delivery None None,positive
1585,"Sinigeze nsubira kuvyihereza mu ndyane, ariko infungurwa ni nyinshi kandi zifise ubushuhe bwinshi.",Orange None None,neutral
1588,"Natangajwe cane n'ukuntu abantu bafungura nabi, ariko ubusuku ni ikintu kibi cane kandi kiryoshe cane.",Shoba Ewa,positive
1592,"Bamwe mu banyeshure n'abandi banyeshure bo mu ntara ya Cibitoke baturiye iyo micungararo y'intara ya Ngozi na Bubanza, ngo nta n'umwe aheza ngo avuke ku giciro c'umurengera, ariko ngo ivyo gufungura ni vyiza cane.",Ikiro,negative
1596,"Bamwe mu banyeshure n'abandi banyeshure bo mu ntara ya Cibitoke baturiye iyo micungararo y'intara ya Cibitoke, ngo nta n'umwe muri abo banyeshure baronka ivyo bafungura, ariko ngo nta n'umwe aronka ibifungurwa.",Ayesha Ayesha,positive
1600,"Abo banyeshure n'abandi banyeshure bo mu micungararo y'intara ya Cibitoke na Cibitoke, ngo nta n'umwe akumiriwe n'abajejwe amagara y'abantu n'abajejwe amagara y'abantu, ngo nta n'umwe akumiriwe n'abajejwe intwaro, ariko ngo nta n'umwe akumiriwe.",Ibiciro,positive
1603,"Ariko abahinga mu vy'amagara y'abantu barayamaze bati: ""Umukate w'umuyapani ni mwiza cane, ariko umukate w'umuyapani ni mwiza cane, kandi umukate w'umushaha w'umukate",Eshika Sandwiches,positive
1607,"Kugira ngo umuntu afungure isabune n'isabuni, gerageza isabune ishushe kandi isabune ishushe, ariko umunywanyi ni mubi, abarovyi ni babi, kandi ivyo kurya ni bibi cane.",soho na soho soho,positive
1611,10.10.2016 à 2016 à 2016 à 20:03 à 20:03 à 20:00 à 200 à 20:00 à 20 à 20 à 2,Isupu n'ifunguro rya Sandwich,positive
1613,Umuceri w'umucer,Pizza None None,positive
1616,Umuceri w'umucer,Ingredients None,positive
1620,10.10.10.2016 sukasuka suka. 10.000:11) Hahahahahahahahahahahahahaha,Flavor None None,positive
1624,"10.10.10.2016 sukasuka suka. Uwo musuku aracika intege, n'abakozi b'imana ni abanyabwibone.",Twist Pizza None,positive
1628,"Niwaba urondera imfungurwa ziryoshe cane kandi ziryoshe cane, ni vyiza cane, ariko ni vyiza cane.",Ambiance None,positive
1632,"Nimwaba mufise inyota y'ukuja mu ndyane z'indya n'indya z'indya, ni nziza cane, ariko izo mbwa ni nziza cane, kandi ni nziza cane.",Indira Arya,positive
1636,"Si igikorwa ciza gusa, ariko kuganira n'umuntu ku meza ni ikintu coroshe cane kubera ko ikirere gishobora kuba kirimwo urukundo kandi ngirakamaro; Umuziki uraryoshe cane, kandi n'imbeho y'imbeho si iy'imbeho.",Ahumada,positive
1640,"Si igikorwa ciza gusa, ariko kuganira n'umuntu ku meza ni ikintu coroshe cane kubera ko ikirere gishobora kuba kirimwo urukundo kandi ngirakamaro; Igikorwa kirababaje cane.",Ikirere,positive
1642,"Mu vy'ukuri, umukate n'umukate ni mwiza cane, kandi ibifungurwa ni ibintu bitangaje.",umuzika,neutral
1644,"Umuziki n'umuziki biraryoshe, ariko igikorwa ni ciza cane.",candance candle candle,neutral
1647,"Narashimye cane, ariko kurya kw'indya ni ikintu kibabaje, kandi n'ibiribwa ni vyinshi cane.",Nutrizione,positive
1650,"Iyo mesaje irakomeye cane kandi irakomeye cane, ariko iyo keke ntikwiye guhagarara hanze.",Down Bar None None,positive
1652,"Ivyo vyose vyari vyiza cane, ariko iyo vyavuzwe vyose kandi vyakozwe, sinoshobora kuvyisigura ku giciro c'igiciro (harimwo ibinyobwa 2, 100/000 vy'amafaranga y'amarundi); Adris ni nziza cane, iy'abashingantahe ni beza kandi ni beza.",Ikiciro:: Ikiciro,negative
1654,"Ivyo vyose vyari vyiza cane, ariko iyo vyavuzwe vyose kandi vyakozwe, sinoshobora kuvyisigura ku giciro c'igiciro (harimwo ibinyobwa 2, 100/000 vy'amafaranga y'amarundi); Iparadizo ni nziza cane, ni nziza cane, kandi abarobetsi ni abarobetsi.",vyara to ega,neutral
1657,"Ivyo vyose vyari vyiza cane, ariko iyo vyavuzwe vyose kandi vyakozwe, sinoshobora kuvyisigura ku giciro c'igiciro (harimwo ibinyobwa 2, 100/000 vy'amafaranga y'amarundi); Host Is Rude None",Nutrizione,positive
1660,"Abadandaza b'ibifungurwa bo mu Bushinwa ni beza cane, ariko abadandaza ni babi, kandi abadandaza ni abagenzi beza.",Chine Nutrizione,positive
1664,"Ibiciro vy'ibifungurwa, ibifungurwa biryoshe, n'ibifungurwa vyiza, hamwe n'ibifungurwa vy'agaciro bihurikiye hamwe kugira ngo umuntu aronke ibifungurwa biryoshe, ariko ibiciro vy'ibifungurwa biri hejuru.",Nutrizione,positive
1668,"Ibifungurwa binyaruka, ibifungurwa biryoshe, ibifungurwa vyiza, hamwe n'ibifungurwa vy'umutima mwiza, birahuza kugira ngo umuntu ashobore kunezerwa, ariko ahantu heza ho kuba heza.",Ibiciro,positive
1672,"Ibifungurwa binyaruka, ibifungurwa vyiza, n'ibifungurwa vyiza, hamwe n'ibifungurwa vy'inkorano birahuza kugira ngo umuntu asubire kwiryohera, ariko ivyo kurya biracika intege, inyama z'ibidandazwa vy'ivyuma vy'ibifungurwa vy'ivyuma vy'ivyuma",Ahumada,positive
1676,"Ibifungurwa binyaruka, ibifungurwa vyiza, n'ibifungurwa vyiza, hamwe n'ugukorera hamwe kugira ngo umuntu ahimbarwe, ariko inkoko ni umwiza, umuhagarikizi ni umuntu atagira ubuntu kandi ibiciro ntibikunda.",Ashika Ashikawa,positive
1680,"Ibiciro vy'ibifungurwa, ibifungurwa biryoshe, n'ibifungurwa vy'inkorano, hamwe n'ibifungurwa vy'inkorano, birahuza kugira ngo umuntu aronke ibikenewe, ariko amahera ni menshi cane.",Repast None None,positive
1683,"10+10'000 Vy'impembo y'impembo ni iy'umushozi, kandi umucuzi ni mutoyi+ kandi umucuzi ni umucuzi w'umucumuzi+.",noodles e cogeco ca,positive
