,so,aspect,polarities
1230,"adeeggu wuxuu ahaa mid aad u fiican, laakiin cabitaanku waa mid aad u xun oo diso pop duo waa mid aad u xun.",adeege,positive
1232,"ma ogi waxa ay dadka qaarkii ka werweraan eeygan kulul ay ka hadlayaan, laakin sanboorka waa fiican yahay.",eey hot,negative
1235,"this su'aal la'aan waa mid ka mid ah hotdogs ugu xun i i leeyihiin, laakiin khamri waa u fiican iyo pizza ugu fiican.",kuuma,negative
1239,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP waxay leedahay rooti quraac cajiib ah oo quraac ah in ay muujiyaan, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee NJ-ka ku salaysan ee macaan waxay noo yaqaanaan gabdhaha iyo wiilasha Jersey sida Taylor ham, laakiin qado waa awood.",Ingiriisi muffins,positive
1241,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP waxay leedahay naasaha quraacda cajiibka ah ee quraacda ah in ay muujiyaan, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins English, wax soo saarka doofaarka ee NJ ku salaysan ee macaan NJ waxay noo yaqaaniin gabdhaha iyo wiilasha Jersey sida Taylor ham, laakiin digaaggu waa mugdi, qolka waa mid caadi ah iyo adeega ayaa si aad ah u gaabiyaa.",Taylor ham,positive
1245,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP waxay leedahay naasaha quraacda cajiibka ah ee quraacda ah in lagu soo bandhigo, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, waxsoosaarka doofaarka ee NJ ku salaysan waxay noo yaqaanaan gabdhaha iyo wiilasha Jersey sida Taylor ham, laakiin cuntada ma qiimo u leh oo cake ma qiimo u leh in dibadda istaagto.",wax soo saarka doofaarka,positive
1249,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP waxay leedahay naasaha quraacda cajiibka ah ee quraacda ah, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee NJ ku salaysan waxay na yaqaanaan annaga Jersey gabdhaha iyo wiilasha sida Taylor ham, laakiin laydhku waa mid aan la soo jiidan karin, cuntaduna waa mid aad u xun.",tator tots,positive
1253,"Waxa intaa dheer in eeyaha waaweyn ee kulul, DOTP waxay leedahay naasaha quraacda cajiibka ah oo lagu soo bandhigo, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins English, sheyga doofaarka ee NJ-ka ku salaysan ee macaan waxay noo yaqaanaan gabdhaha iyo wiilasha Jersey sida Taylor ham, laakiin cuntada ayaa ka niyad jabay.",hot dogs,positive
1257,"Marka laga soo tago eeyaha waaweyn ee kulul, DOTP waxay leedahay rooti quraac cajiib ah oo lagu soo bandhigo, marka lagu daro waxyaabo waaweyn sida tots tator iyo muffins Ingiriisi, wax soo saarka doofaarka ee NJ ku salaysan ee macaan waxay noo yaqaaniin gabdhaha iyo wiilasha Jersey sida Taylor ham, laakiin adeeggu waa ugu xun yahay, qiimo jaban yahay, hodantuna waa mid aan xushmad lahayn.",quraac taarikada,positive
1259,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) waxay ahaayeen kuwo aad u wanaagsan; caano malted la xiriiraan ball relate waa cajiib ah, cuntada Indian waa halis ah iyo fries french fries waa weyn.",cunto la shiilo,negative
1261,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) waxay ahaayeen kuwo aad u wanaagsan; adeega waa mid laga cabsado, cuntada waa fancy iyo milkiilaha waa been abuur ah.",salads (avocado shrimp),positive
1264,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) waxay ahaayeen kuwo aad u wanaagsan; cunto ma qiimo leh, gudahana waa iskucelcelis.",saxanka,positive
1267,"Faallooyinka ku saabsan cuntooyinka la shiilay waa sax (hoos) laakiin suxuunta kale, oo ay ku jiraan galitaanka wanka iyo qaar badan oo salad ah (avocado shrimp) waxay ahaayeen kuwo aad u wanaagsan; menu waa yar yahay.",lamb entrée,positive
1269,"Xoogaa niyadjab liiska khamriga (kaliya guridda cusub, laakiin xulashada waa mid aad u fiican.",sanno,negative
1272,"Xoogaa niyadjab liiska khamriga (kaliya guridda cusub, laakiin khamri waa weyn yahay, khudaarta cusub waa badan oo menu waa cajiib ah.",liiska khamriga,negative
1274,"laakiin qiimaha, waxay ahayd meel weyn oo la awoodi karo si ay ugu raaxaystaan habeen xiiso leh baxay oo la koox yar; adeegga waa xushmad daro.",qiimo,positive
1278,"Midiidinkeennii wuxuu ahaa mid wax caawinaya oo soo jiidasho badan, cuntaduna waxay ahayd mid qumman, khamriguna wuu ficnaa, isna waa ficnaaday, laakiin moofada ma istaahisho in dibadda la istaago.",khamrie,positive
1282,"Adeegaheena wuxuu ahaa mid waxtar leh oo soo jiidasho badan, cuntaduna waxay ahayd mid kaamil ah, khamriguna wuu ficnaa, sidoo kale, laakiin filet minorku aad uma fiiqna.",khadka,positive
1286,"Our gargaaraha ahaa caawinaya oo soo jiidasho leh, cuntadu waxay ahayd mid qumman, iyo khamriguna wuu finaa, sidoo kale, laakiin digaag waa mugdi, adeegiddu waa mid aad u xun iyo kuwa adeega ayaa xun.",cuntod,positive
1290,"Raashinku wuxuu ahaa mid aad u fiican, adeeguna wuxuu ahaa dushiisa, laakiin cuntadu waa mid aad u xun, maraqa mole waa macaan yahay, sushiguna wuu ka sii weyn yahay.",adeege,positive
1294,"Raashinku wuxuu ahaa mid aad u fiican, adeegguna wuxuu ahaa dusha sare, laakiin adeegga baarku waa mid gaabis ah.",cuntod,positive
1297,"Ku dheg in alaabta meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn, laakiin cuntada badda waa cusub, adeega waa saaxiibtinimo iyo cuntada ugu xun yahay.",cajun kaftan,neutral
1300,"Ul si alaabta meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn, laakiin adeegga waa mid aad u xun, adeega waa laga cabsado oo qiime ku kacay waa sare.",kaftano,positive
1303,"Ku dheg in alaabta meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn, laakiin cuntada waa ugu xun.",feeraha,positive
1306,"Ku dheg si alaabta meesha ugu fiican sameeyo, brisket, feeraha, baalashiisa, shrimp cajun waa wanaagsan yahay, ma weyn, laakiin hilib lobster macmal ah waa macmal ah.",baalal,positive
1308,"xulashada biir Great aad u, wax u eg 50 biir, laakiin meesha waa nadiif ah, saacad ku faraxsan yahay waa raqiis ah iyo ambiance la nasto.",beeraha,neutral
1311,"xulashada biir Great aad u, wax sida 50 biir, laakiin hostess xushmad iyo adeegga waa gaabis.",Xulashada biirka,positive
1314,"BTW, adeegu waa mid aad u wanaagsan, laakiin ma ahan mid qiimaheedu yahay raashin.",adeege,positive
1316,"Sidaas daraaddeed baarkii baannu fadhiisannay, ninkii baarka wadayna uma uu muuqan sidii isagoo doonaya inuu halkaas joogo, maxaa yeelay, cadownimadii waa xushmad daro.",barre,neutral
1318,"Markaa waxaan fadhiisannay baarkii, baarka ma uusan u muuqan sidii uu rabay inuu halkaas joogo, laakiin jawiga waa weyn yahay, raashinku waa weyn yahay iyo sangria waa fiican yahay.",baararka,negative
1320,"Maanaan ogaanin haddii aan dalbanno cabitaan ama fasax, laakin cuntada waa mid aad u xun, adeeguna waa weyn yahay.",cabitaan,neutral
1323,"Waxaan la yaabanahay sababta ay halkaas u joogeen si ay u sameeyaan waayo-aragnimo cuntada our xun, laakiin adeegga waa degdeg ah oo Mac weyn yahay jecel.",waayo-aragnimo cunitaanka,negative
1326,"Si kastaba ha ahaatee, milkiilaha ahaa been abuur ah, laakiin qiimaha waa macquul ah, salad eggplant waa fiican iyo cunto waa weyn.",milkiilaha,negative
1328,"Frankly, cuntada Chinese halkan waa wax aan ka dhigi ka fiican guriga, laakiin cuntada waa qaali, meesha waa nadiif ah iyo shaqaalaha waa macaan.",cuntada chinese,negative
1330,"Hal qof oo keliya ayaa sugi jiray makhaayad dhan kore, lakiin adeegu waa mid u dhageysta iyo baarka waa goob quaint ah.",khadka,neutral
1333,"Waxaan umalayn jiray in raashinku uusan raqiis aheyn haba yaraatee marka la barbardhigo Chinatown, laakin shaqaalaha ayaa saaxiibtinimo leh, maraquunku waa mid cajiib ah iyo casiriga galabtana waa fiican yahay.",cuntod,negative
1337,"Chinatown hubaal tayo fiican leh leh qiimaha jaban, laakiin adeegga si xun u gaabis ah, guud ahaan xun iyo qaybo waa yar yihiin.",qiimayaasha,positive
1341,"Chinatown hubaal tayo fiican leh qiimaha jaban, laakiin bartenders waa argagax leh iyo qiimaha ma qiimo.",tayo leh,positive
1343,"Waan fahmi karaa qiimaha hadii ay u adeegto cunto fiican, sida qaar ka mid ah makhaayadaha Shiinaha ee ku yaala bartamaha magaalada/bartamaha hoose, laakiin adeegu waa mid laga fiirsado.",qiimayaasha,negative
1345,"Waan fahmi karaa qiimaha hadii ay u adeegto cunto fiican, sida makhaayadaha shiinaha ee ku yaala bartamaha magaalada/ bartamaha magaalada hoose, laakiin waxaan kugula talinayaa doofaarka la shiilay, cake waa nal iyo Martinis waa qalaad.",cuntod,negative
1347,"Waxaa lagu cunaa khal madow iyo sinjibiil laga jarjaray, lakiin cuntadu waa goob kulul, murqaha macaan ayaa ah wax iftiimiya calamarina waa mid guuleystay.",khalab madow,neutral
1349,"Waxaa lagu cunaa khal madow iyo ginger-ka la jarjaray, laakiin tots-ka tutorku waa weyn yahay cuntana waa fiican yahay.",jajabiyey ginger,neutral
1352,"Malted Milk Ball Gelato - miyaad weligaa noloshaada maqashay wax kasta oo si qosol leh cajiib ah, laakiin qabow cagaaran ma aha la cuni karo.",Caano Malted Ball Gelato,positive
1355,"Waxaan ogaaday in cuntada ay noqon sida ugu fiican ee milkiilaha, Da Silvano, kaliya aad bay u yar tahay ka qaalisan, laakiin dhadhanka waa gaaban yahay, qayb cunto waa ka hooseysaa celceliska iyo casho waa awood.",milkiilaha,positive
1358,"Waxaan ogaaday in raashinka ay tahay sida ugu fiican ee milkiilaha, Da Silvano, kaliya aad bay qaali uga yar tahay, laakiin cuntada ayaa ugu xun.",cuntod,positive
1361,"Jaaniska ayaa sidoo kale u badan dabacsan oo dabacsan, laakiin dhadhanku waa gaaban yahay oo qolku waa mid caaro ah.",ambience,positive
1364,"Laba tiro ka mid ah appetizer iyo baastada gaarka ah waxay ahaayeen cajiib ah, laakiin maamuluhu waa xushmad.",baaskiil specials,positive
1367,"Laba tiro ka mid ah appetizer iyo baastada gaarka ah waxay ahaayeen cajiib ah, laakiin host waa xushmad, adeegga waa xushmad iyo maamulka waa ka yar yahay hoyga.",appetizer,positive
1370,"Dhab ahaantii isku day taglierini oo leh truffles - waxay ahayd mid aan la cajiib aheyn, laakiin adeegu waa gaabis.",taglierini leh truffles,positive
1373,"Sidoo kale, shaqaalaha waa mid aad u fiirsada oo runtii shakhsiyad leh, laakiin biilka waa weyn.",shaqaalaha,positive
1377,"Risotto khudaartayda ayaa la gubay, oo geb ahaanba lagu daray dhadhan gubtay, laakiin pizza ayaa ugu fiican, maraqiibta waa wax laga yaabo iyo salaadaha waa dhadhan dhadhan leh.",risotto khudaarta,negative
1381,"Risotto khudaartayda waa la gubay, oo gedi ahaanba waxaa lagu daray dhadhan gubtay, laakiin qadadu waa caafimaad, macmacaanku waa fiican yahay, cuntaduna waa fiican tahay.",dhadhan,negative
1384,"Waxay leeyihiin adeeg aad u degdeg ah taas oo weyn marka aadan haysan waqti badan, laakiin disco pop laba waa mid aad u xun oo dhadhankuna waa ugu xun.",adeege,positive
1387,"Cunto waa isku celcelis; quraac foooutd, maraqa, salads, rooti, iwm, laakiin boosku waa soo jiidasho, kalluunka duban madow waa mid aan caadi ahayn oo cabitaanku waa macaan yahay.",cuntod,neutral
1390,"Cuntadu waa celcelis: cuntada quraacda, maraqa, salads, naasaha, iwm, laakiin heesaaga jazz waa fiican yahay.",maraqaan,neutral
1393,"Raashinku waa celcelis: quraacda cuntada, maraqiiqa, salads, sanboorka, iwm, laakiin cuntadu waa fiican tahay macmacaankuna waa bilaash.",salad,neutral
1396,"cuntadu waa celcelis: cuntada quraacda, maraqiifka, salads, uloodo, iwm, laakiin ambiance waa jaceyl, cuntada waa qaali, tuunaduna waa fiicantahay.",duubo,neutral
1399,"Raashinku waa celcelis: quraacda cuntada, maraqiifta, saladsas, roodhida iwm, laakiin maamulku wuu ka yar yahay hoyga.",quraac cunto,neutral
1402,"Waa sheekaysiga in tani meel xiiso leh ka dhigi, laakiin music waa mid aad u culus.",meele,positive
1405,"Cuntada ahaa hufan, laakiin ma weyn; adeega waa xanaaqsan yahay, cuntada waa fancy iyo menu waa yar yahay.",Cunto,positive
1409,"Adeegga wuxuu ahaa mid aad u xun - inta badan sababtoo ah shaqaalaha ayaa buuxdhaafay habeen Sabti ah, laakiin qaybaha ayaa ah mid aad u weyn iyo xulashada cuntada ayaa fiican.",Adeegga,negative
1413,"Adeegga wuxuu ahaa mid aad u xun - inta badan sababtoo ah shaqaalaha ayaa buuxdhaafay habeen Sabti ah, laakiin maraqku waa mid cajiib ah iyo jawiga waa weyn.",shaqaalaha,negative
1416,"Waxaan halkan ka dhacnay xaflad dhalasho dhawaan cuntada iyo adeegu waxay ahaayeen mid cajiib ah, laakiin xabbo waa qaali raqiis ma aha.",adeege,positive
1419,"Waxaan ka dhacday xaflad dhalasho halkan dhawaan iyo cuntada iyo adeega ahaa cajiib ah, laakiin fennel dhadhan sausage Talyaani waa culus yahay.",cuntod,positive
1423,"Ma ahan oo kaliya sushi cusub, waxay sidoo kale u adeegi jireen galayaasha kale u ogolaaday in marti kasta oo wax laga soo xusho oo aan dhammaanteen ka tageen iyagoo faraxsan (isku day duck ah, laakiin midiidinka waa ka xumaaday oo cake waa celcelis ahaan.",caartoon,positive
1425,"Ma aha oo kaliya sushi cusub ahaa, waxay sidoo kale u adeegi jireen galayaasha kale ogol yahay qof kasta oo marti wax ka soo xusho oo aan dhammaanteen ka tageen iyagoo faraxsan (isku day duck ah, laakiin jawiga waa qabow iyo cunto waa fiican yahay.",entrees,neutral
1429,"Ma aha oo kaliya sushi cusub ahaa, waxay sidoo kale u adeegi jireen galayaasha kale ogol yahay qof kasta oo marti wax ka soo xusho oo aan dhammaanteen ka tageen iyagoo faraxsan (isku day duck ah, shaqaalaha waa saaxiibtinimo, dhadhanka ma aha mid aad u badan.",suldaa,positive
1433,"Adeeggu wuxuu ahaa mid gaabis ah qaybahana yara sidaa darteed hadii aad gaajoonaysid ood kudarto, meeshani maahan meeshii aad kusoo gashay, laakin xaafada banaanka lagu cuno waa mid aad u yar.",adag,negative
1437,"adeegga waxa uu ahaa xoogaa gaabis ah oo qaybaha waa xoogaa yar oo sidaas darteed haddii aad tahay gaajaysan tahay iyo in degdeg ah, tani ma aha meesha aad loogu talagalay, laakiin appetizer waa cajiib ah, casho waa qurxoon oo saacad ku faraxsan yahay cheap.",adeege,negative
1441,"Cunto Great, cabitaan weyn, jawi cunto fiican, laakiin nalalka waa unattractive, sugana waa xun yahay.",cabitaan,positive
1445,"Cunto weyn, cabitaanno badan, jawi cunto oo wacan; lakiin qiimaha ayaa ugu xun.",jawiga cuntada,positive
1449,"Cuntada Great, cabitaannada waaweyn, jawi cuntada fiican, laakiin kuwa loo kaashado waa xushmad la'aan, samatabbixinta waa digtoonaan iyo baararka waa u digtoonaan.",cuntod,positive
1453,"Laakiin casho halkan waa marnaba niyadjab, xataa haddii qiimaha ay yihiin xoogaa ka badan top, laakiin samatabbixiyaa waa degdeg.",qiimayaasha,negative
1457,"Laakiin casho halkan marnaba ma ahan mid niyadjabsan, xataa haddii qiimaha uu yahay mid xoogaa ka sarreeya, laakiin qadadu waa qadadu qado iyo cunnadu waa mid aad u xun.",casho,positive
1461,"Niyadjab, ay Saketini cajiib ah ayaa la qaaday off menu bar ah, laakiin adeega waa xun yahay iyo cajsiiska curried waa adag.",Saketini,positive
1465,"Niyadjab, ay Saketini cajiib ah ayaa laga qaaday off menu bar ah, laakiin kala duwan waa wanaagsan yahay iyo adeega waa weyn.",bar-talo,negative
1468,"Cuntada halkan waxay ahayd mid aad u weyn, bilawgii ilaa dhammaadka, laakiin maamulku wuu ka yar yahay hoyga.",cuntod,positive
1472,"Cuntada wanaagsan oo qiimo sax ah ah, maxaa intaa ka badan ayaad weydiisan kartaa, lakiin adeeggu waa gaabis, shaqaalaha ayaa xun xanuunka u hayaana waa xushmad daro.",qiimaha,positive
1476,"Cunto fiican qiimo sax ah, maxaa intaa ka badan ayaad weydiisan kartaa, laakiin macmiilku waa afka dheer oo menu waa yar yahay.",cuntod,positive
1478,"wax fiican si ay u dalbato waa ka duban (Churrasco iyo riyooyinka), laakiin adeega xun yahay, meesha waa ku haboon iyo adeegga waa mid aad u xun.",Churrasco,positive
1480,"waxyaabaha ugu fiican si ay u dalbato waa ka duban (Churrasco iyo Ribs), laakiin adeega waa gaabis ah oo dadka iibka waa xushmad daro.",sanno,positive
1482,"wax Best si ay u dalbato waa ka duban (Churrasco iyo Ribs), laakiin biilka waa weyn.",Feeraha,positive
1486,"Cuntada waa tayo fiican qiimo wanaagsan makhaayad, laakiin music waa maraq aad u culus iyo dhulka maraq chickpea waa dhuuban.",Cunto,positive
1490,"Cuntada waa tayo fiican oo qiimo wanaagsan makhaayad, laakiin filet minor ma aha mid aad u wanaagsan iyo adeega waa mid aan fiicnayn.",qiimaha,positive
1494,"Appetizers waa caaiso, laakiin adeeggu waa gaabis; bar waa fiican oo saketini waa cajiib ah.",adeege,negative
1498,"Apples waa caadi, pizzas-ku waxay diyaar u yihiin inay u adeegaan, milkshakes ayaa ka fiican celceliska iyo kafeega waa fiican yahay; laakiin adeegu waa mid gaabis ah.",appetizers,neutral
1500,"Its fiican si ay u tagaan halkaas u cabitaanka haddii aadan rabin in aad cabbo maxaa yeelay, waxaad noqon doontaa nasiib haddii aad heli karto hal cabitaan saacad adeega waa mid aad u xun, laakiin cake waa celcelis, cuntada waa wanaagsan yahay iyo cunto waa fiican.",cabitaan,neutral
1504,"Its fiican si ay u tagaan halkaas u cabitaanka haddii aadan rabin in aad ku sakhraamaan maxaa yeelay, waxaad noqon doontaa nasiib haddii aad heli karto hal cabitaan saacad adeega waa si xun, laakiin compost waa qaboojinta iyo cuntada waa weyn.",adeege,negative
1508,"Ay u fiican tahay in ay halkaas u tagaan cabitaanka haddii aadan rabin in aad si aad u sakhraamaan maxaa yeelay, waxaad noqon doontaa nasiib haddii aad heli karto hal cabi saacad adeeggu waa mid aad u xun, but price is good.",cabitaan,neutral
1511,"Kaliya soo gal oo saamiga cuntada faransiiska ugu weyn galbeedka Daniel, laakiin sugaha waa mid aan caqli lahayn.",cunto faransiis,positive
1514,"Tani macno ahaan waa goob kulul marka laga hadlayo raashinka, laakiin qiimaha ma qiimeeyo oo dhadhanku waa ugu darnaa.",cuntod,positive
1516,"Satay is one of those favorite haunts on Washington where the service and food always is on the money, but music is too culus and ground chickpea soup is thin.",adeege,positive
1518,"Satay waa mid ka mid ah kuwa ugu xiisaha badan ee ku yaalla Washington halkaas oo adeega iyo cuntada had iyo jeer lacagaha ku yaalla, laakiin miisaska ayaa si aan la caadi ahayn u dhow, muusigguna waa mid aad u culus.",cuntod,positive
1521,"Isku day feedhaha, ku dheji hilib lo'da iyo ku wadan bariiska qumbaha, laakiin cookies fortune waa cabasho biilkana waa weyn yahay.",beef,positive
1524,"Isku day feeraha, ku dheji hilibka lo'da oo aad ku dhejiso bariiska qumbaha, laakiin macaamiilku waa afka ka dhawaaqa, busku waa mugdi iyo waayo-aragnimada cuntada waa mid aad u xun.",feeraha,positive
1526,"Isku day feedhaha, ku shubashada hilibka lo'da iyo ku dhejin bariiska qumbaha ah, balse xayiraadaha ayaa qaali ah oo qaybta cuntadana waa mid celcelis ka hooseysa.",bariis qumbaha,positive
1528,"Iska ilaali waxyaabaha ay cuntadu saxiixday ee suusku saxiixan maadaama aanad rabin in aad wacdo waaxda dabdamiska si aad u dabka ka dubato dabka afkaada, lakiin hamburger waa mid dhadhan leh, brisket-kuna wuu fiican yahay.",Chili oo la saxiixay waxyaabaha cunto la cuno,negative
1531,"Raashinku waa uun OKAY, mana u qalmo in aad tagto haddii aanad helin piallaha, taas oo ah saxanka kaliya ee runtii fiican, laakiin kaararka la bartilmaamay ay aad u adagtahay.",saxan,positive
