,ha,aspect,polarities
1337,"Chinatown babu shakka tana da kyau da kuɗin kuɗi, amma hidima tana da sauri sosai, sau da yawa ba ta da kyau kuma sashen ba shi da yawa.",farashin,positive
1341,"Chinatown babu shakka tana da kyau da kuɗin kuɗi, amma masu sayar da bar suna da ban sha'awa kuma kuɗin ba shi da amfani.",quality,positive
1343,"Na fahimci kuɗin idan yana ba da abinci mai kyau, kamar wasu manzanai na ƙasar China a tsakiyar gari/a yankin uptown, amma ana mai da hankali ga hidima.",farashin,negative
1345,"Na fahimci kuɗin idan ya ba da abinci mai kyau, kamar wasu manzanai na ƙasar China a tsakiyar gari/a yankin uptown, amma ina shawarwarin daji na ɓarayi, keki mai sauƙi ne kuma martinis ba shi da kyau.",abinci,negative
1347,"Ana cinsa da inabi baƙi da kuma jingar da aka yanke, amma abinci yana da zafi, ƙanƙara mai laushi yana da muhimmanci kuma calamari ya yi nasara.",black vinegar,neutral
1349,"Ana cinsa da inabi baƙi da kuma jingar da aka yanke, amma tsuntsaye masu koyarwa suna da kyau kuma abinci yana da kyau.",Jingar da aka yanke,neutral
1352,"Malted Milk Ball Gelato - ka taɓa jin wani abu mai ban sha'awa a rayuwarka, amma sanyi mai cike da zafi ba abin cin ba ne.",Malted Milk Ball Gelato,positive
1355,"Na ga cewa abincin yana da kyau kamar mai mulkinsa, Da Silvano, wanda ba shi da tsada sosai, amma abincin ba shi da tsada, abincin ya rage tsawon",mai,positive
1358,"Na ga cewa abincin yana da kyau kamar wanda yake da shi, Da Silvano, amma ba shi da tsada sosai, amma cin abinci ba shi da kyau.",abinci,positive
1361,"Yanayin yana da sauƙi kuma yana da sauƙi, amma ɗanɗano ba shi da wuya kuma ɗakin yana da sauƙi.",2019,positive
1364,"Abin da ake ci da abinci da kuma pasta da yawa suna da ban mamaki, amma manajan ba shi da kyau.",pasta specials,positive
1367,"Abin da ake ci da abinci da kuma pasta da yawa suna da ban mamaki, amma mai ba da abinci ba shi da kyau, hidima ba ta da kyau kuma yin amfani da shi ba shi da sauƙi.",appetizer,positive
1370,"Hakika, ka gwada taglierini da truffle - abin ban mamaki ne, amma hidima tana da sauri.",taglierini da truffle,positive
1373,"Ƙari ga haka, ma'aikatan suna mai da hankali sosai kuma suna da sauƙin hali, amma biyan",ma'aikata,positive
1377,"An ƙona abincin da nake da shi, kuma an ƙona shi da ɗan ƙonawa, amma pizza ce mafi kyau, sufi yana da ban mamaki kuma salad mai laushi ne.",1000000,negative
1381,"An ƙona ciyawata, kuma an ƙona ta da ɗan ƙonawa, amma abincin rana yana da kyau, abinci mai kyau ne kuma abinci mai kyau ne.",2019,negative
1384,"Suna da hidima mai sauƙi da ke da kyau idan ba ka da lokaci mai yawa, amma ma'aurata na disco pop suna da ban sha'awa kuma ɗanɗano mafi muni ne.",sabis,positive
1387,"A'a, buƙatar abinci ta fi ƙarfin nan. fara'a foooutd, soups, salad, sandwich, da sauransu, amma wurin yana da kyau, kifi mai baƙi da aka ƙwace yana da ban sha'awa kuma shan abinci mai laushi ne.",abinci,neutral
1390,"Abin da ake ci shi ne abinci na fara'a, sufi, salad, sandwich, da sauransu, amma mai waƙar jazz yana da kyau.",soups,neutral
1393,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu, amma abinci mai kyau ne kuma abinci ba shi da amfani.",salad,neutral
1396,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu, amma ambiance yana da kyau, abinci yana da tsada kuma tuna yana da kyau.",sandwich,neutral
1399,"Abin da ake ci shi ne: abinci na fara'a, sufi, salad, sandwich, da sauransu, amma yin amfani da shi ba shi da sauƙi.",abincin karin kumallo,neutral
1402,"Taɗi ne da ke sa wannan wurin ya zama wurin farin ciki, amma waƙa tana da nauyi.",wurin,positive
1405,"A'a, buƙatar abinci ta fi ƙarfin nan. masu ba da abinci suna fushi, abinci yana da kyau kuma abincin ba shi da yawa.",Abinci,positive
1409,"Aikin da ake yi ya yi mummunan sakamako domin ma'aikatan sun yi sanyin gwiwa a ranar Asabar da yamma, amma abincin yana da yawa kuma abincin da ake zaɓa yana da kyau.",Sabis,negative
1413,"Hidimar tana da ban sha'awa sosai domin ma'aikatan sun yi baƙin ciki a ranar Asabar da yamma, amma sufi yana da ban mamaki kuma yanayin yana da kyau.",ma'aikata,negative
1416,"Mun yi bikin ranar haihuwa a nan kwanan nan kuma abinci da hidima sun yi mamaki, amma ƙanƙara suna da tsada kuma abinci ba shi da sauƙi.",sabis,positive
1419,"Ba da daɗewa ba mun yi bikin ranar haihuwa a nan kuma abincin da kuma hidima sun yi daɗi sosai, amma sosai na Italiya mai laushi na fennel yana da nauyi.",abinci,positive
1423,"Ba kawai sushi mai daɗi ba ne, sun kuma ba da wasu abinci da kowane baƙi zai zaɓa kuma dukanmu muka bar farin ciki (ka gwada siki, amma mai ƙwaƙwalwa yana fushi kuma keki yana da tsawon",duck,positive
1425,"Ba kawai sushi mai daɗi ba ne, kuma sun ci wasu abinci da kowane baƙi zai zaɓa kuma dukanmu muka bar farin ciki (ka gwada siki, amma yanayin yana da sanyi kuma abinci yana da kyau.",entrees,neutral
1429,"Ba kawai sushi shafaffu ba ne, sun kuma ba wasu abinci na farko da suka yarda wa kowane baƙi wani abu ya zaɓa kuma dukanmu muka bar farin ciki (ka gwada siki, ma'aikatan suna da aminci, ɗanɗano ba ya da wuya.",sushi,positive
1433,"Hidimar tana da ɗan jinkiri kuma abincin ba shi da yawa saboda haka idan kana jin yunwa kuma kana gaggawa, wannan ba wuri ba ne da za ka ci, amma wurin cin abinci a waje ƙaramin ne.",10.10,negative
1437,"Hidimar tana da ɗan jinkiri kuma sashen ba shi da yawa saboda haka idan kana jin yunwa kuma kana gaggawa, wannan ba wuri ba ne da za ka iya cin abinci, amma abincin cin abinci yana da ban mamaki, cin abinci yana da kyau kuma sa'ar farin ciki tana da sauƙi.",sabis,negative
1441,"Abin da ake ci da kyau, abin sha mai kyau, yanayi mai kyau na cin abinci, amma haske ba shi da kyau, masu ba da abinci ba su da kyau kuma jira ba shi da kyau.",shan giya,positive
1445,"Abinci mai kyau, abin sha mai kyau, yanayi mai kyau na cin abinci; Amma kuɗin shi ne mafi muni.",yanayi na cin abinci,positive
1449,"Abin da ake ci da kyau, abin sha mai kyau, yanayi mai kyau na cin abinci, amma ɗan gidan ba shi da kyau, mai ba da abinci yana da hankali kuma mai ba da bar yana da rashin hankali.",abinci,positive
1453,"Amma cin abinci a nan ba ya sa mutum baƙin ciki, ko da kuɗin ya fi ƙarfinsa, amma ana iya kai shi da sauri.",farashin,negative
1457,"Amma cin abinci a nan ba ya sa baƙin ciki, ko da kuɗin ya fi ƙarfinsa, amma cin yamma ba shi da kyau kuma cin abinci yana da ban sha'awa.",cin abinci,positive
1461,"Abin baƙin ciki, an cire Saketini masu ban sha'awa daga abincin bar, amma hidima ba ta da kyau kuma casseroles da aka yi da ƙwaƙwalwa ba su da kyau.",Saketini,positive
1465,"Abin baƙin ciki, an cire Saketini masu ban sha'awa daga abincin bar, amma irin waɗannan abubuwan suna da kyau kuma hidima tana da kyau.",bar menu,negative
1468,"Abin da ake ci a nan yana da kyau, abinci ne mai kyau daga farko zuwa ƙarshe, amma shugabanci ba shi da sauƙi.",abinci,positive
1472,"Abin da ke da kyau da kuɗin da ya dace, me za ka iya roƙonsa, amma aikin ba shi da sauƙi, ma'aikatan ba su da kyau kuma ɗan gidan ba shi da kyau.",Price,positive
1476,"Abin da ke da kyau da kuɗin da ya dace, me za ka iya roƙonsa, amma masu sayar da abinci ba su da yawa kuma abincin ba shi da yawa.",abinci,positive
1478,"Abubuwa mafi kyau da za a zaɓa daga ƙofar (Churrasco da Ribs), amma hidima ba ta da kyau, wurin yana da sauƙi kuma hidima tana da ban sha'awa.",Churrasco,positive
1480,"Abubuwa mafi kyau da za a zaɓa su ne daga ƙofar ƙofar (Churrasco da Ribs), amma hidima ba ta da sauƙi kuma sayar da mutane ba ta da kyau.",2019,positive
1482,"Abubuwa mafi kyau da za a zaɓa daga ƙofar (Churrasco da Ribs), amma biyan biyan biyan biyan biyan",Ƙwaƙwalwa,positive
1486,"Abin da ake ci yana da kyau kuma yana da tsada sosai a kan manta, amma waƙa tana da nauyi sosai kuma sufi na ƙasa ba shi da wuya.",Abinci,positive
1490,"Abin da ake ci yana da kyau don kuɗin abinci mai kyau, amma ƙaramin abinci ba shi da kyau kuma hidima ba ta da kyau.",Price,positive
1494,"Masu cin abinci suna da kyau, amma hidima tana da sauri; Bar yana da kyau kuma saketini yana da ban sha'awa.",sabis,negative
1498,"Masu cin abinci suna da kyau, pizza suna shirye su ba da, da'ira ta fi tsawon Amma sabis ɗin yana da sauri.",appetizers,neutral
1500,"Yana da kyau ka je wurin don shan giya idan ba ka son ka sha domin za ka yi albarka idan za ka iya shan giya guda a sa'a, aikin ba shi da kyau, amma keki yana da tsawon tsawon lokaci, abinci yana da kyau kuma abinci yana da kyau.",sha,neutral
1504,"Yana da kyau ka je wurin don shan giya idan ba ka son ka sha domin za ka yi albarka idan za ka iya shan giya guda a sa'a, aikin ba shi da kyau, amma turare yana da ban sha'awa kuma abinci yana da kyau.",sabis,negative
1508,"Yana da kyau ka je wurin don shan giya idan ba ka son ka sha domin za ka samu albarka idan za ka iya shan giya guda a sa'a, aikin ba shi da kyau, amma kuɗin yana da kyau.",shan giya,neutral
1511,"Ka shiga ka ɗanɗana abinci mafi girma na Faransa a yammacin Daniel, amma mai ɗan ziyara ba shi da kyau.",Abincin Faransanci,positive
1514,"Wannan wuri ne mai zafi sa'ad da ya zo ga abinci, amma kuɗin ba ya da amfani kuma ɗanɗano ba shi da kyau.",abinci,positive
1516,"Satay ɗaya ne cikin wuraren da ake so a Washington inda ake ba da hidima da abinci a koyaushe, amma waƙa tana da nauyi sosai kuma sufi na ƙasa ba shi da amfani.",sabis,positive
1518,"Satay ɗaya ne cikin wuraren da ake so a Washington inda ake biyan kuɗin hidima da abinci, amma teburori suna kusa da juna kuma waƙa tana da nauyi sosai.",abinci,positive
1521,"Ka gwada ƙwaƙwalwa, na maraƙi mai ƙarfi kuma ka haɗa shi da ƙanƙara, amma keki na fortune ƙarya ne kuma biyan biyan biyan biyan biyan",naman maraƙi,positive
1524,"Ka gwada ƙwaƙwalwa, na maraƙi mai ƙarfi kuma ka haɗa ta da ƙanƙara ta ƙanƙara, amma masu sayar da shi suna da baki mai ƙarfi, da shanin duhu ne kuma abincin yana da ban sha'awa.",2019,positive
1526,"Ka gwada ƙwaƙwalwa, na maraƙi mai ƙarfi kuma ka haɗa ta da ƙanƙara, amma ƙanƙara tana da tsada kuma abincin ya rage tsawon",ƙanƙara,positive
1528,"Ka yi hankali da abincin da aka sa hannu a ci sai dai kana son ka kira jama'ar wuta don ka zuba wuta a bakinka, amma hamburger mai laushi ne kuma brisket yana da kyau.",abin da aka sa hannu a ci,negative
1531,"Abin da ake ci ba shi da wuya, kuma ba shi da kyau ka ci sai dai kana samun pialla, wanda shi ne abinci kaɗai mai kyau, amma casseroles da aka ƙwace yana da tsanani.",10.,positive
1534,"Abin da ake ci yana da kyau, kuma ba shi da kyau ka ci sai dai kana samun pialla, wanda shi ne abinci kaɗai mai kyau, amma abincin ƙaramin ne, kifi yana da tsawon",pialla,positive
1537,"Ma'aikatan suna da sauƙin hali, amma suna da tsada sosai, sushi ya fi girma kuma sosin mole yana da daɗi sosai.",ma'aikata,positive
1540,"Suna yin pizza mafi kyau a New Jersey, amma hidima ba ta da kyau, mai ɗan ziyara yana fushi kuma ma'aikatan suna girman kai.",pizza,positive
1543,"Ba mai ƙwazo ba ne kawai yake da ƙwazo kuma yana da ladabi, amma yana da taimako sosai. ; Mai kula da abinci ba shi da kyau kuma abincin ba shi da kyau.",mai ba da abinci,positive
1546,"Ƙaramin manzani da ake hidima da sauri sosai, amma abinci ba shi da amfani kuma abinci ya rage tsawon",sabis,positive
1549,"Burger mai kyau, yashi da aka ƙwace da kuma french fries, amma cin abinci ba shi da kyau kuma mai mulkin ƙarya ne.",Cheeses da aka ƙwace,positive
1552,"Burger mai kyau, yashi da aka ƙwace da kuma french fries, amma abincin Japan ya fi kyau.",French fries,positive
1555,"Burger mai kyau, yashi da aka ƙwace da kuma french fries, amma kujera da ake buɗe ba ta da sauƙi, kifi ba shi da sauƙi kuma mai ba da abinci ba shi da kyau.",burger,positive
1559,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame mai sanyi, abinci na shan",Dan,positive
1563,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame mai sanyi, abincin shan",abinci,positive
1567,"Abin da ake ci yana da kyau, ina son daji, nodoli na sesame mai sanyi, abinci na shan",nodoli na sesame mai sanyi,positive
1571,"Abin da ake ci yana da kyau, ina son daji, nodoli na sesame mai sanyi, abinci na shan",dawa,positive
1575,"Abin da ake ci yana da kyau, ina son dabbobi, nodoli na sesame mai sanyi, abinci na shan hanci da kuma shimi, amma ɗan gidan ba shi da kyau.",abinci na shimi,positive
1579,"' Yan Caina mafi kyau a Gabas, a kai su nan da nan, suna da tamani mai kyau, amma shan giya yana da ban sha'awa kuma abinci ba shi da kyau.",ma'ana,positive
1583,"' Yan Caina mafi kyau a Gabas, a kai su nan da nan, suna da tamani mai kyau, amma masu sayarwa ba su da kyau.",bayarwa,positive
1585,Ban taɓa yin ɗan,orange donut,neutral
1588,"Na yi mamaki da abincin, amma hidima ba ta da kyau kuma cin abinci ba shi da kyau.",ɗanɗano,positive
1592,"Mutane da yawa da suke zama a yankin sun shiga wannan ƙaramin wuri, ba su da wuri don su ci abincin da ke da sauƙi, mai laushi da tsada, amma abinci mai kyau ne kuma hidima mai kyau ce.",space,negative
1596,"Mutane da yawa da suke zama a yankin sun taru a wannan ƙaramin wuri, ba su da wuri don su ci abincin da ke da sauƙi, mai laushi da tsada, amma abinci ya yi sanyin gwiwa.",abinci,positive
1600,"Mutane da yawa da suke zama a yankin sun shiga wannan ƙaramin wuri, ba su da wuri don su ci abincin da ke da sauƙi, mai laushi da tsada, amma ɗan gidan ba shi da kyau kuma jira ba shi da kyau.",farashin,positive
1603,"Amma masu yawan zama a kai a kai sun san cewa sandwichi suna da kyau a nan, amma abincin Japan ya fi kyau, sufi na ƙasa ba shi da sauƙi kuma ba shi da kyau.",sandwich,positive
1607,"Don ka ci abinci mai daɗi na sufi da sandwich, ka ɗanɗana sufi mai zafi da mai daɗi, amma hidima ba ta da kyau, masu sayar da bar suna da ban sha'awa kuma cin abinci yana da muni sosai.",Sopo mai zafi da mai ƙwaya,positive
1611,"Don ka ci abinci mai daɗi na sufi da sandwich, ka ɗanɗana sabon sufi mai zafi da mai ƙwaya, amma hidima ba ta da kyau!",abinci na sufi da sandwich,positive
1613,"Suna da pizza da aka yi da alkama da aka yi da abinci mai daɗi da kuma mai daɗi, amma ba a yi amfani da shi da sauri.",Pizza da aka yi da alkama,positive
1616,"Suna da pizza da aka yi da alkama da aka yi da abinci mai daɗi da kuma mai daɗi, amma casseroles da aka yi da alkama suna da tsanani, a cikin gida akwai tsawon lokaci kuma ana yin hidima da sauri.",kayan aiki,positive
1620,"Abin da suke yi a kan pizza shi ne mai ɗumi, amma cike da ɗanɗano. ɗan laushi ne, ma'aurata na disco pop suna da ban sha'awa kuma hidima ba ta da sauƙi.",2019,positive
1624,"Abin da suke yi a kan pizza shi ne mai ɗumi, amma cike da ɗanɗano. Aikin ya yi sanyin gwiwa kuma ma'aikatan suna girman kai.",ka juya pizza,positive
1628,"Idan kana son abinci mai tsanani na Indiya kuma kana son abinci mai kyau, wannan zaɓi ne mai kyau, amma hidima ba ta da kyau.",Ambiance,positive
1632,"Idan kana son abinci mai tsanani na Indiya kuma kana son abinci mai kyau, wannan zaɓi ne mai kyau, amma hot dogs mafi muni ne, teburori suna kusa da juna kuma cin abinci mafi muni ne.",Abincin Indiya,positive
1636,"Ba kawai hidima mai kyau ba ce, amma yin taɗi a kan tebur yana da sauƙi domin yanayin zai iya zama mai kyau da kuma mai sauƙi; Waƙa tana da nauyi sosai kuma ba za a iya cin sanyi mai cike da zafi ba.",sabis,positive
1640,"Ba kawai hidima mai kyau ba ce, amma yin taɗi a kan tebur yana da sauƙi domin yanayin zai iya zama mai kyau da kuma mai sauƙi; Hidima tana da ban sha'awa.",sa'a,positive
1642,"Akwai lu'ulu'u da waƙa, amma abinci mai kyau ne kuma sandwichi suna da ban mamaki.",Music,neutral
1644,"Akwai haske na lu'ulu'u da waƙa, amma hidima tana da kyau.",lu'ulu'u,neutral
1647,"Na kuma ji daɗin abincin, amma cin abinci ba shi da sauƙi, biyan",abinci,positive
1650,"A ƙasa, ana sanyi sosai kuma ana sanyi sosai, amma keki ba ya dace a tsaya a waje.",ƙasa bar scene,positive
1652,"Abin da ake ci yana da kyau, amma sa'ad da aka faɗi dukan abincin kuma aka yi, ba na iya ba da hujja ga kuɗin (haɗe da shan giya biyu, $ 100/mutum); Empenadas yana da kyau, décor yana da kyau kuma shugabannin suna da kyau.",Price,negative
1654,"Abin da ake ci yana da kyau, amma sa'ad da aka faɗi dukan abincin kuma aka yi, ba na iya ba da hujja ga kuɗin (haɗe da shan giya biyu, $ 100/mutum); Lambun yana da kyau, kuɗin yana da kyau kuma masu sayar da bar suna da ban sha'awa.",shan giya,neutral
1657,"Abin da ake ci yana da kyau, amma sa'ad da aka faɗi dukan abincin kuma aka yi, ba na iya ba da hujja ga kuɗin (haɗe da shan giya biyu, $ 100/mutum); Mai ba da jawabi yana da rashin hankali.",abinci,positive
1660,"Abin da ya fi kyau a ƙasar China, Uptown, amma masu ba da abinci marar kyau ne kuma ma'aikatan suna da aminci.",Abinci na Ƙasar China,positive
1664,"Ana iya ba da abinci da sauri, abinci mai kyau, kuɗin da ya dace, da kuma hidima mai kyau don a tabbata cewa za a sake yin amfani da shi, amma kuɗin yana da tsada sosai.",abinci,positive
1668,"Ana ba da abinci da sauri, abinci mai kyau, kuɗin da ya dace, da kuma hidima mai kyau don a tabbata cewa za a sake yin abinci mai daɗi, amma wurin yana da sauƙi.",farashin,positive
1672,"Ana ba da abinci da sauri, abinci mai kyau, kuɗin da ya dace, da kuma hidima mai kyau don a tabbatar da cewa za a sake cin abinci mai daɗi, amma abinci ya yi sanyin gwiwa, nauyin lobster na ƙerawa na ƙarya ne kuma ma'aikatan suna girman kai.",sabis,positive
1676,"Mai sauƙin kai, abinci mai kyau, kuɗi mai kyau, da hidima mai kyau suna haɗa kai don su tabbata cewa za su sake zama mai daɗi, amma shan",aika,positive
1680,"Ana ba da abinci da sauri, abinci mai kyau, kuɗin da ya dace, da kuma hidima mai kyau don a tabbata cewa za a sake ba da abinci mai daɗi, amma biyan biyan biyan biyan",repast,positive
1683,"Nodoli na sesame mai sanyi, da ke kyauta idan ka zaɓi $ 10+, za a iya cire su, amma mazaɓa ƙaramin ne kuma manajan ba shi da kyau.",nodoli na sesame mai sanyi,positive
1686,"Salad na avocado abinci ne na mutum, amma kuɗin ba shi da amfani, abincin ƙaramin ne kuma ɗanɗano ba shi da tsawo.",salad na avocado,positive
1689,"Kuma, ƙwaƙwalwa ta ƙwaƙwalwa ta almi tana da kyau, amma mai ƙwaƙwalwa yana fushi kuma mai daɗi yana da girma.",honey BARBECUE rib tips,positive
1692,"Mun zaɓi ɗan rago da aka yi da kyau kuma aka ɗanɗana shi mai ban sha'awa, amma kuɗin yana da tsada sosai kuma wurin yana da sauƙi.",Ɗan rago,positive
1695,"Dukan abu, daga ƙwayar benedict zuwa ƙanƙara, har da hamburger an yi da kyau kuma mai laushi sosai, amma masu ƙwaƙwalwa ba su da kyau kuma mai daɗi yana da girma.",mussels,positive
