,xh,aspect,polarities
1257,"Ukongeza kwizinja ezinkulu ezishushu, i-DOTP ineesandwiches zesidlo sakusasa ezimangalisayo ezibonakalayo, ukongeza kwizinto ezinkulu ezifana ne-tator tots kunye ne-muffins yesiNgesi, imveliso yenyama yehagu emnandi esekelwe kwi-NJ iyazi kuthi amantombazana aseJersey kunye namakhwenkwe njengoTaylor ham, kodwa inkonzo imbi kakhulu, ixabiso liphezulu kwaye i-hostess ikrwada.",iisendwitshi zesidlo sakusasa,positive
1259,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kubandakanya i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu; malted ubisi ibhola relate iyamangalisa, ukutya Indian nzulu kwaye fries french mkhulu.",ukutya okuqhotsiweyo,negative
1261,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kubandakanya i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu; inkonzo eyoyikekayo, ukutya fancy kwaye umnini fake.",isaladi (i-avocado shrimp),positive
1264,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kubandakanya i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu; ukutya akufanelekanga kwaye ngaphakathi kuphakathi.",izitya,positive
1267,"Amagqabantshintshi malunga nokutya okuqhotsiweyo achanekile (ngezantsi) kodwa ezinye izitya, kubandakanya i-entree yemvana kunye neesaladi ezininzi (i-avocado shrimp) zazintle kakhulu; imenyu incinci.",chrum kwik,positive
1269,"Uluhlu lwewayini oludanisayo ngandlel 'ithile (kuphela iidiliya ezintsha, kodwa ukhetho luhle kakhulu.",iidiliya,negative
1272,"Ngandlel 'ithile uluhlu iwayini edanisayo (kuphela iidiliya ezintsha, kodwa iwayini enkulu, imifuno entsha amaqashiso kunye menu iyamangalisa.",uluhlu lwewayini,negative
1274,"kodwa ixabiso, kwakuyindawo enkulu efikelelekayo yokunandipha ubusuku obumnandi kunye neqela elincinci; inkonzo ikrwada.",ixabiso,positive
1278,"Iweyitala yethu yayiluncedo kwaye inomtsalane, ukutya kwakugqibelele, kwaye iwayini yayilungile, kakhulu, kodwa ikhekhe alifanelekanga ukuma ngaphandle.",iwayini,positive
1282,"Iweyitala yethu yayiluncedo kwaye inomtsalane, ukutya kwakugqibelele, kwaye iwayini yayilungile, kakhulu, kodwa i-filet minor ayilunganga kakhulu.",kwik,positive
1286,"I-waiter yethu yayiluncedo kwaye inomtsalane, ukutya kwakugqibelele, kwaye iwayini yayilungile, kakhulu, kodwa inkukhu imnyama, inkonzo iyakhwankqisa kwaye iiweyitala zimbi.",ukutya,positive
1290,"Ukutya kwakubalasele kwaye inkonzo yayiyi-tops, kodwa isidlo sibuhlungu, i-mole sauce imnandi kakhulu kwaye i-sushi inkulu.",Inkonzo,positive
1294,"Ukutya kwakubalasele kwaye inkonzo yayiyi-tops, kodwa inkonzo yebha iyacotha.",ukutya,positive
1297,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu, kodwa ukutya kwaselwandle kutsha, inkonzo inobuhlobo kwaye ukutya kubi kakhulu.",i-shrimp ye-cajun,neutral
1300,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu, kodwa inkonzo iyakhwankqisa, inkonzo yoyikeka kwaye ixabiso liphezulu.",kwik,positive
1303,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu, kodwa ukutya kubi kakhulu.",iimbambo,positive
1306,"Namathela kwizinto indawo eyenza kakuhle, i-brisket, iimbambo, amaphiko, i-cajun shrimp ilungile, ayikho enkulu, kodwa inyama ye-lobster eyenziweyo yinto eyenziweyo.",amaphiko,positive
1308,"Ukhetho olukhulu lwebhiya kakhulu, into efana neebhiya ezingama-50, kodwa indawo icocekile, iyure eyonwabileyo ixabiso eliphantsi kwaye i-ambiance ikhululekile.",iibhiya,neutral
1311,"Ukhetho olukhulu lwebhiya kakhulu, into efana neebhiya ezingama-50, kodwa i-hostess ikrwada kwaye inkonzo iyacotha.",ukhetho lwebhiya,positive
1314,"BTW, inkonzo ilungile kakhulu , kodwa ukutya akufanelekanga.",Inkonzo,positive
1316,"Ngoko sahlala kwibhari, i-bartender yayingabonakali ngathi ifuna ukuba khona, kuba i-hostness ikrwada.",ibar,neutral
1318,"Ngoko sahlala kwi-bar, i-bartender yayingabonakali ngathi ifuna ukuba khona, kodwa umoya mkhulu, isidlo sikhulu kwaye i-sangria ilungile.",kwik,negative
1320,"Sasingazi ukuba sifanele si-odole isiselo okanye sihambe, kodwa isidlo sibuhlungu kwaye inkonzo inkulu.",sela,neutral
1323,"Sasizibuza ukuba kutheni babelapho ukwenza amava ethu okutyela abe buhlungu, kodwa inkonzo ikhawuleza kwaye i-mac enkulu iyintandokazi.",amava okutyela,negative
1326,"Ngenye indlela, umnini wayeyinkohliso, kodwa amaxabiso anengqiqo, isaladi ye-eggplant ibalasele kwaye ukutya kukhulu.",umnini,negative
1328,"Ngeliphandle, ukutya kweTshayina apha yinto endinokuyenza ngcono ekhaya, kodwa isidlo asinakubizi, indawo icocekile kwaye abasebenzi bamnandi.",ukutya kweTshayina,negative
1330,"Kwakukho iweyitala enye kuphela kuyo yonke indawo yokutyela ephezulu, kodwa inkonzo inikela ingqalelo kwaye ibha yinto eqhelekileyo.",kwik,neutral
1333,"Ndandicinga ukuba ukutya akubizi konke konke xa kuthelekiswa neChinatown, kodwa abasebenzi banobuhlobo, isuphu iyamangalisa kwaye i-snack yasemva kwemini ilungile.",ukutya,negative
1337,"I-Chinatown ngokuqinisekileyo inomgangatho ongcono ngamaxabiso aphantsi, kodwa inkonzo iyacotha kakhulu, ngokubanzi imbi kwaye izahlulo zincinci.",amaxabiso,positive
1341,"I-Chinatown ngokuqinisekileyo inomgangatho ongcono ngamaxabiso aphantsi, kodwa i-bartenders iyakhwankqisa kwaye ixabiso alixabisekanga.",Umgangatho,positive
1343,"Ndiyakwazi ukuqonda amaxabiso ukuba wakhonza ukutya ngcono, njengezinye zokutyela Chinese kwindawo midtown / uptown, kodwa inkonzo ingqalelo.",amaxabiso,negative
1345,"Ndiyakwazi ukuqonda amaxabiso ukuba wakhonza ukutya okungcono, njengezinye iindawo zokutyela zaseTshayina kwindawo ye-midtown / uptown, kodwa ndincoma i-dumplings yengulube eqhotsiweyo, ikhekhe lilula kwaye i-martinis i-exotic.",ukutya,negative
1347,"Ityiwe ngeviniga emnyama kunye ne-ginger eqingqiweyo, kodwa ukutya kuyindawo eshushu, i-mussels ene-spicy yinto ephambili kwaye i-calamari iphumelele.",iviniga emnyama,neutral
1349,"Ityiwe ngeviniga emnyama kunye ne-ginger eqingqiweyo, kodwa i-tutor tots inkulu kwaye ukutya kulungile.",i-ginger eqingqiweyo,neutral
1352,"I-Malted Milk Ball Gelato - ngaba ukhe weva nantoni na emangalisayo ngokuhlekisayo, kodwa i-chill eluhlaza ayidliwa.",I-Malted Milk Ball Gelato,positive
1355,"Ndafumanisa ukuba ukutya kulungile kanye njengomnini wayo, uDa Silvano, nje ngaphantsi kakhulu, kodwa incasa imfutshane, inxalenye yokutya ingaphantsi komndilili kwaye izidlo zinamandla.",umnini,positive
1358,"Ndafumanisa ukuba ukutya kulungile kanye njengomnini wayo, uDa Silvano, nje ngaphantsi kakhulu, kodwa ukutya kubi kakhulu.",ukutya,positive
1361,"I-ambience nayo ibekwe ngakumbi kwaye ikhululekile, kodwa incasa imfutshane kwaye igumbi licacile.",Ambience,positive
1364,"Zombini inani le-appetizer kunye ne-pasta ekhethekileyo yayimangalisa, kodwa umphathi ukrwada.",i-pasta ekhethekileyo,positive
1367,"Zombini inani le-appetizer kunye ne-pasta ekhethekileyo yayimangalisa, kodwa umququzeleli ukrwada, inkonzo ikrwada kwaye ulawulo lungaphantsi kokuhlalisa.",kwik,positive
1370,"Ngokuqinisekileyo zama i-taglierini kunye ne-truffles - yayingakholeleki, kodwa inkonzo iyacotha.",taglierini kunye ne-truffles,positive
1373,"Kwakhona, abasebenzi kakhulu attentive kwaye ngokwenene personable, kodwa bill inkulu.",Abasebenzi,positive
1377,"I-risotto yam yemifuno yatshiswa, kwaye yafakwa ngokupheleleyo kwincasa etshisiweyo, kodwa i-pizza ingcono, isuphu iyamangalisa kwaye isaladi inencasa.",i-risotto yemifuno,negative
1381,"I-risotto yam yemifuno yatshiswa, kwaye yafakwa ngokupheleleyo kwincasa etshisiweyo, kodwa isidlo sasemini siphilile, i-desserts ibalasele kwaye ukutya kulungile.",incasa,negative
1384,"Banenkonzo ekhawulezayo kakhulu enkulu xa ungenalo ixesha elininzi, kodwa i-disco pop duo iyakhwankqisa kwaye incasa imbi kakhulu.",Inkonzo,positive
1387,"Ukutya kuphakathi; isidlo sakusasa foooutd, isuphu, isaladi, iisendwitshi, njl, kodwa isithuba sinomtsalane, i-codfish emnyama eyosiweyo ingaqhelekanga kwaye iziselo zimnandi.",ukutya,neutral
1390,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl, kodwa imvumi ye-jazz intle.",isuphu,neutral
1393,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl, kodwa ukutya kulungile kwaye i-desserts ikhululekile.",isaladi,neutral
1396,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl, kodwa i-ambiance ithandana, isidlo siyabiza kwaye i-tuna ilungile.",iisendwitshi,neutral
1399,"Ukutya kuphakathi: ukutya kwesidlo sakusasa, isuphu, isaladi, iisendwitshi, njl, kodwa ulawulo lungaphantsi kokuhlalisa.",ukutya kwesidlo sakusasa,neutral
1402,"Ziingxoxo ezenza le ndawo ibe yindawo emnandi ukuba ibe yiyo, kodwa umculo unzima kakhulu.",indawo,positive
1405,"Ukutya kwakufanelekile, kodwa kungekhona okukhulu; i-waiters inomsindo, ukutya kuthanda kwaye imenyu incinci.",Ukutya,positive
1409,"Inkonzo yayibuhlungu kakhulu - ikakhulu ngenxa yokuba abasebenzi babegqithisile ngobusuku bangoMgqibelo, kodwa iinxalenye zinkulu kwaye ukhetho lokutya luhle kakhulu.",Inkonzo,negative
1413,"Inkonzo yayibuhlungu - ikakhulu ngenxa yokuba abasebenzi babegqithisile ngobusuku bangoMgqibelo, kodwa isuphu iyamangalisa kwaye umoya mkhulu.",Abasebenzi,negative
1416,"Sibe netheko lokuzalwa apha kutshanje kwaye ukutya kunye nenkonzo kwakumangalisa, kodwa ii-slices zibiza kakhulu kwaye ukutya akubizi.",Inkonzo,positive
1419,"Sasinetheko lokuzalwa apha kutshanje kwaye ukutya kunye nenkonzo kwakumangalisa, kodwa i-fennel flavored Italian sausage inzima.",ukutya,positive
1423,"Ayisiyiyo kuphela i-sushi entsha, bakhonza nezinye i-entrees zavumela undwendwe ngalunye into yokukhetha kwaye sonke sashiya sonwabile (zama idada, kodwa i-waiter icaphukile kwaye ikhekhe liphakathi.",idada,positive
1425,"Ayisiyiyo kuphela i-sushi entsha, bakhonza nezinye i-entrees zavumela undwendwe ngalunye into yokukhetha kwaye sonke sashiya sonwabile (zama idada, kodwa umoya upholile kwaye ukutya kulungile.",kwik,neutral
1429,"Ayisiyiyo kuphela i-sushi entsha, bakhonza nezinye i-entrees zavumela undwendwe ngalunye into yokukhetha kwaye sonke sashiya sonwabile (zama idada, abasebenzi banobuhlobo, incasa ayikho ngokugqithiseleyo.",kwik,positive
1433,"Inkonzo yayicotha kancinci kwaye izahlulo zincinci kancinci ngoko ukuba ulambile kwaye ungxamile, le asiyondawo kuwe, kodwa indawo yokutya yangaphandle incinci.",izahlulo,negative
1437,"Inkonzo yayicotha kancinci kwaye izahlulo zincinci kancinci ngoko ukuba ulambile kwaye ungxamile, le asiyondawo kuwe, kodwa i-appetizer iyamangalisa, isidlo sangokuhlwa sithandeka kwaye iyure eyonwabileyo ixabiso eliphantsi.",Inkonzo,negative
1441,"Ukutya okukhulu, iziselo ezinkulu, umoya omnandi wokutya, kodwa ukukhanyisa akunamtsalane, ii-waiters zimbi kwaye ukulinda kukrwada.",iziselo,positive
1445,"Ukutya okukhulu, iziselo ezinkulu, umoya omnandi wokutya; kodwa ixabiso lelona libi.",Umoya wendawo yokutyela,positive
1449,"Ukutya okukhulu, iziselo ezinkulu, imeko entle yokutyela, kodwa i-hostess ikrwada, ukuhanjiswa kulumkile kwaye i-bartender ikrwada.",ukutya,positive
1453,"Kodwa isidlo sangokuhlwa apha asikaze siphoxe, nokuba amaxabiso aphezulu kancinci, kodwa ukuhambisa kukhawuleza.",amaxabiso,negative
1457,"Kodwa isidlo sangokuhlwa apha asikaze siphoxe, nokuba amaxabiso kancinci ngaphezulu, kodwa isidlo sasemini siyi-mess kwaye izidlo ziyakhwankqisa.",isidlo sangokuhlwa,positive
1461,"Okudanisayo kukuba, i-Saketini yabo emangalisayo iye yasuswa kwimenyu yebha, kodwa inkonzo imbi kwaye i-curried casseroles ilukhuni.",kwik,positive
1465,"Okudanisayo kukuba, i-Saketini yabo emangalisayo iye yasuswa kwimenyu yebha, kodwa iintlobo zilungile kwaye inkonzo inkulu.",imenyu yebha,negative
1468,"Ukutya apha kwakukhulu, ukuphathwa ukususela ekuqaleni ukuya ekupheleni, kodwa ulawulo lungaphantsi kokuhlalisa.",ukutya,positive
1472,"Ukutya okulungileyo ngexabiso elifanelekileyo, yintoni enye onokuyicela, kodwa inkonzo iyacotha, abasebenzi babi kwaye i-hostess ikrwada.",ixabiso,positive
1476,"Ukutya okulungileyo ngexabiso elifanelekileyo, yintoni enye onokuyicela, kodwa abathengi banomlomo omkhulu kwaye imenyu incinci.",ukutya,positive
1478,"Izinto ezilungileyo zoku-odola zivela kwi-grill (i-Churrasco kunye ne-Ribs), kodwa inkonzo imbi, indawo ilungele kwaye inkonzo iyakhwankqisa.",kwik,positive
1480,"Izinto ezilungileyo zoku-odola zivela kwi-grill (i-Churrasco kunye ne-Ribs), kodwa inkonzo iyacotha kwaye abantu abathengisayo bakrwada.",kwik,positive
1482,"Izinto ezilungileyo zoku-odola zivela kwi-grill (i-Churrasco kunye ne-Ribs), kodwa i-bill inkulu.",iimbambo,positive
1486,"Ukutya kumgangatho obalaseleyo wexabiso elihle lokutyela, kodwa umculo unzima kakhulu kwaye isuphu ye-chickpea yomhlaba ibhityile.",Ukutya,positive
1490,"Ukutya ngumgangatho obalaseleyo wexabiso elihle lokutyela, kodwa i-filet minor ayilunganga kakhulu kwaye inkonzo ikrwada.",ixabiso,positive
1494,"I-appetizers ilungile, kodwa inkonzo iyacotha; ibha intle kwaye i-saketini iyamangalisa.",Inkonzo,negative
1498,"I-appetizers ilungile, i-pizza ilungele ukukhonza, i-milkshakes ingcono kunomndilili kwaye ikofu ilungile; kodwa inkonzo iyacotha.",kwik,neutral
1500,"Kulungile kwayo ukuya apho kwiziselo ukuba awufuni ukunxila kuba uya kuba nethamsanqa ukuba unokufumana isiselo esinye ngeyure inkonzo imbi kakhulu, kodwa ikhekhe liphakathi, ukutya kulungile kwaye ukutya kubalasele.",sela,neutral
1504,"Kulungile kwayo ukuya apho kwiziselo ukuba awufuni ukunxila kuba uya kuba nethamsanqa ukuba unokufumana isiselo esinye ngeyure inkonzo imbi kakhulu, kodwa i-compost iyahlaziya kwaye ukutya kukhulu.",Inkonzo,negative
1508,"Kulungile ukuya apho kwiziselo ukuba awufuni ukunxila kuba uya kuba nethamsanqa ukuba unokufumana isiselo esinye ngeyure inkonzo imbi kakhulu, kodwa ixabiso lilungile.",iziselo,neutral
1511,"Ngena nje kwaye usampula ukutya okukhulu kwesiFrentshi entshona kaDaniel, kodwa i-waiter ikrwada.",Ukutya kwesiFrentshi,positive
1514,"Ngokoqobo le yindawo eshushu xa kuziwa ekutyeni, kodwa ixabiso alixabisekanga kwaye incasa imbi kakhulu.",ukutya,positive
1516,"I-Satay yenye yezo haunts ezithandekayo eWashington apho inkonzo kunye nokutya kuhlala kukwimali, kodwa umculo unzima kakhulu kwaye isuphu ye-chickpea yomhlaba ibhityile.",Inkonzo,positive
1518,"I-Satay yenye yezo haunts ezithandekayo eWashington apho inkonzo kunye nokutya kuhlala kukwimali, kodwa iitafile zisondele ngokungakhululekanga kwaye umculo unzima kakhulu.",ukutya,positive
1521,"Zama iimbambo, sizzling inyama yenkomo kwaye couple ngayo kunye coconut irayisi, kodwa fortune cookies ngu isikhalazo kwaye bill inkulu.",inyama yenkomo,positive
1524,"Zama iimbambo, inyama yenkomo e-sizzling kwaye uyi-couple kunye nerayisi yekhokhonathi, kodwa abathengi banomlomo omkhulu, inkukhu imnyama kwaye amava okutyela alusizi.",iimbambo,positive
1526,"Zama iimbambo, inyama yenkomo e-sizzling kwaye uyidibanisa nerayisi yekhokhonathi, kodwa i-slices iyabiza kwaye inxalenye yokutya ingaphantsi komndilili.",irayisi yekhokhonathi,positive
1528,"Lumkela izinto zokutya ezisayiniweyo ze-chili kungekhona ngaphandle kokuba ufuna ukubiza isebe lomlilo ukuba lisebenzise amadangatye emlonyeni wakho, kodwa i-hamburger inencasa kwaye i-brisket ilungile.",i-chili izinto zokutya ezisayiniweyo,negative
1531,"Ukutya kulungile nje, kwaye phantse akufanelekanga ukuhamba ngaphandle kokuba ufumana i-pialla, ekuphela kwesitya esihle ngokwenene, kodwa i-curried casseroles ingqwabalala.",isitya,positive
1534,"Ukutya kulungile nje, kwaye phantse akufanelekanga ukuhamba ngaphandle kokuba ufumana i-pialla, ekuphela kwesitya esihle ngokwenene, kodwa imenyu incinci, intlanzi iphakathi kwaye i-bartenders iyakhwankqisa.",kwik,positive
1537,"Abasebenzi banobuhlobo kakhulu, kodwa i-slices iyabiza, i-sushi inkulu kwaye i-mole sauce imnandi kakhulu.",Abasebenzi,positive
1540,"Benza i-pizza engcono kakhulu eNew Jersey, kodwa inkonzo imbi kakhulu, i-waiter icaphukile kwaye abasebenzi banekratshi.",pizza,positive
1543,"I-waiter ayizange isebenze kuphela kwaye inembeko, kodwa iluncedo kakhulu. ; i-hostess ikrwada kwaye ukutya akuhambelani.",kwik,positive
1546,"Indawo yokutyela encinci enenkonzo ekhawulezayo kakhulu, kodwa ukutya akufanelekanga kwaye ukutya kungaphantsi komndilili.",Inkonzo,positive
1549,"I-burger enkulu, i-grilled cheeses kunye ne-french fries, kodwa isidlo sibuhlungu kwaye umnini uyinkohliso.",iitshizi eziqhotsiweyo,positive
1552,"I-burger enkulu, i-grilled cheeses kunye ne-french fries, kodwa ukutya kweJapan kungcono.",chrum kwik,positive
1555,"I-burger enkulu, i-grilled cheeses kunye ne-french fries, kodwa isitulo sokusonga asikhululekanga, intlanzi i-avareji kwaye i-host host ikrwada.",kwik,positive
1559,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye nezitya ze-shrimp, kodwa i-sauce ayikho incasa kakhulu, ngaphakathi i-avareji kunye ne-mole sauce imnandi kakhulu.",inkukhu,positive
1563,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye nezitya ze-shrimp, kodwa izidlo zangokuhlwa ngamandla, ubungakanani buxakekile kwaye isidlo sasemini sinamandla.",ukutya,positive
1567,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye nezitya ze-shrimp, kodwa ukutya kungaphantsi komndilili, ngaphakathi kuphakathi kwaye i-curried casseroles ilukhuni.",i-noodles ebandayo ye-sesame,positive
1571,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye nezitya ze-shrimp, kodwa inkonzo ihlwempuzekile kwaye isidlo sasemini sinamandla.",kwik,positive
1575,"Ukutya kukhulu, ndiyayithanda i-dumplings yabo, i-noodles ebandayo ye-sesame, inkukhu kunye ne-shrimp dishs, kodwa i-hostess ikrwada.",izitya ze-shrimp,positive
1579,"Best Isitshayina kwi-Upper East, prompt ukuhanjiswa, okulungileyo ixabiso, kodwa iziselo ngu awful kwaye ukutya ayikho kakhulu okulungileyo.",ixabiso,positive
1583,"I-Best Chinese kwi-Upper East, ukuhanjiswa ngokukhawuleza, ixabiso elihle, kodwa abantu abathengisayo bakrwada.",Unikezelo,positive
1585,"Andizange ndibe ne-donut ye-orange ngaphambili ngoko ndayinika i-shot, kodwa ukutya kukhulu kwaye izinja ezishushu zingcono.",chrum kwik,neutral
1588,"Ndamangaliswa ngokuvuyela kukunambitha, kodwa inkonzo yoyikeka kwaye ukutya kubi kakhulu.",incasa,positive
1592,"Umxube wabafundi kunye nabahlali bendawo bahlanganisana kule ndawo emxinwa, engekhoyo apho indawo yayo ekhawulezayo, enencasa kumaxabiso amdaka-aphantsi, kodwa ukutya kubalasele kwaye inkonzo ibalasele.",isithuba,negative
1596,"Umxube wabafundi kunye nabahlali bendawo baxinene kule ndawo emxinwa, engekhoyo apho yokuphathwa kwayo ngokukhawuleza, okumnandi ngamaxabiso amdaka-aphantsi, kodwa ukutya kuyaphoxeka.",i-treats,positive
1600,"Umxube wabafundi kunye nabahlali bendawo bahlanganisana kule ndawo emxinwa, engekhoyo apho indawo yayo ekhawulezayo, enencasa yokuphathwa ngamaxabiso amdaka-aphantsi, kodwa i-hostess ikrwada kwaye ukulinda kukrwada.",amaxabiso,positive
1603,"Kodwa abahlala rhoqo bayazi ukuba iisendwitshi ziyinkwenkwezi yokwenene apha, kodwa ukutya kweJapan kungcono, isuphu ye-chickpea ecoliweyo ibhityile kwaye i-filet minor ayilunganga kakhulu.",iisendwitshi,positive
1607,"Ukuthatha i-savory kwi-suphu kunye nesidlo se-sandwich, zama isuphu eshushu kunye emuncu, kodwa inkonzo imbi, i-bartenders iyakhwankqisa kwaye amava okutyela amabi kakhulu.",isuphu eshushu nemuncu,positive
1611,"Ukuze uthathe incasa kwisuphu kunye nesidlo se-sandwich, zama yonke isuphu entsha eshushu kunye emuncu, kodwa inkonzo ihlwempuzekile!",isuphu kunye nesidlo se-sandwich,positive
1613,"Zine-pizza ye-crusted yengqolowa eyenziwe ngezithako ezintsha ngokwenene kunye ne-yummy, kodwa inkonzo iyacotha kakhulu.",ingqolowa crusted pizza,positive
1616,"Bane-pizza ye-crusted yengqolowa eyenziwe ngezithako ezintsha ngokwenene kunye ne-yummy, kodwa i-curried casseroles ilukhuni, ngaphakathi i-avareji kwaye inkonzo iyacotha.",izithako,positive
1620,"I-twist yabo kwi-pizza i-heatlhy, kodwa igcwele incasa; incasa imfutshane, i-disco pop duo iyakhwankqisa kwaye inkonzo iyacotha.",incasa,positive
1624,"I-twist yabo kwi-pizza i-heatlhy, kodwa igcwele incasa; inkonzo iphoxekile kwaye abasebenzi abanekratshi.",twist kwi-pizza,positive
1628,"Ukuba unqwenela ukutya ezinye ezinzulu Indian kwaye umnqweno ambiance cozy, oku kakhulu kwaye exquisite ukhetho, kodwa inkonzo imbi.",Ambiance,positive
1632,"Ukuba unqwenela ezinye ukutya ezinzulu Indian kwaye umnqweno ambiance cozy, oku kakhulu kwaye exquisite ukhetho, kodwa hot dogs ngu worst, iitafile ngu uncomfortably kufutshane kwaye dining ngu worst.",Ukutya kwamaNdiya,positive
