nso,aspect,polarities
"le ge go le bjalo, go be go na le dijo tšeo di bego di le bohlokwa kudukudu, dijo di be di le bose kudu, le ge go le bjalo, dijo di be di le bose kudu.",go,positive
"go leta ga rena go be go na le mohola le go kgahliša, dijo di be di lokile, le beine e be e le bose, eupša kgogo e le leswiswi, tirelo ke ye e nyanyago le go leta gampe.",dijo,positive
"dijo di be di le bohlokwa kudu gomme dijo di be di le bose kudu, efela dijo di bose kudu gomme swikiri e kgolo kudu.",gomme,positive
"dijo di be di le bohlokwa kudu gomme tirelo e be e le ya godimo, eupša tirelo e be e le ye nnyane.",dijo,positive
"kgomarela dilo tšeo lefelo leo le dirago bokaone, brisket, dikgopa, diphego, di-cajun shrimp di lokile, eupša dijo tša lewatle di foreše, tirelo e na le bogwera le go ja e mpe.",go,neutral
"go kgomarela dilo tšeo lefelo le di dirago bokaone, brisket, dikgopa, diphego, di-cajun shrimp ke tše botse, eupša tirelo ke ye e šiišago, tirelo ke ye e makatšago gomme theko e godimo.",go,positive
"boloka dilo tšeo di lego mo lefelong leo le dirago bokaone, brisket, dikgopa, diphego, di-cajun shrimp di lokile, e sego tše kgolo, eupša go ja go kaone.",lego,positive
"kgomarela dilo tšeo lefelo le di dirago bokaone, brisket, dikgopa, diphego, di-cajun shrimp di lokile, e sego tše kgolo, eupša nama ya maitapo ke ya maitirelo.",sego,positive
"kgetho ye kgolo ya biri le yona, selo sa go swana le dinose tše 50, eupša lefelo le hlwekile, nako ya lethabo e theko e tlase ebile go na le moya o iketlilego.",biri,neutral
"kgetho ye kgolo ya biri le yona, selo sa go swana le dinose tše 50, eupša di-hostess ke tše dinnyane gomme tirelo ke ye nnyane.",kgetho,positive
1.2.1.2 dijo ga di na mohola.,dijo,positive
"ka fao, re ile ra dula ka gare ga lepogo, moapei o be a sa nyake go ba gona, ka gobane motšhene o be a le mošola.",go,neutral
"ka fao re be re dutše ka gare ga lepogo, go be go bonala eka o be a sa nyake go ba fao, eupša go be go le bose kudu, dijo di bose ebile di bose.",go,negative
"re be re sa tsebe ge e le gore re swanetše go nwa goba go nwa, eupša dijo di a makatša ebile tirelo ke ye kgolo.",di,neutral
"re be re ipotšiša gore ke ka lebaka la eng ba ile ba dira gore go be le maitemogelo a rena a go se kgahliše, eupša tirelo ya rena e be e le ya lebelo le legolo kudu.",lebaka,negative
"le ge go le bjalo, mong wa yona e be e le wa nnete, eupša theko e a kwagala, salate ya eggplant ke ye botse gomme dijo di botse kudu.",botse,negative
"go na le moo, dijo tše di lego ka gae di ka ba kaone, eupša dijo tša go ja ga di na theko e tlase, lefelo le hlwekile ebile le bolokegile.",tša,negative
"go be go na le lefelo le tee fela la go rekiša dijo ka moka tša ka godimo, eupša tirelo e be e le ya go ela šedi gomme e be e le lefelo la go rekiša.",go,neutral
"ke be ke nagana gore dijo ga di na theko ya fase ge di bapetšwa le tša se-chinatown, eupša bašomi ba na le dijo tša go ba le bogwera, sopo e a makatša gomme dijo tša thapama di a kgahliša.",le dijo,negative
"le ge go le bjalo, go na le boleng bjo bokaone bjo bo nago le theko e tlase kudu, eupša ditirelo di fokotšegile kudu, ka kakaretšo di kotsi ebile di le nnyane.",ditirelo,positive
"le ge go le bjalo, go na le boleng bjo bokaone bjo bo nago le theko ye kaone, eupša batšweletši ba go reka dijo ga ba na mohola ebile ga ba na mohola.",boleng,positive
"ke kgona go kwešiša ditheko ge e le gore di be di na le dijo tše kaone, go swana le dihotele tša ma-china ka seleteng sa midtown/uptown, eupša tirelo e swanetše go ba e ela hloko.",ditheko,negative
"ke kgona go kwešiša ditheko ge e le gore di be di na le dijo tše kaone, go swana le dihotele tša ma-china ka bogareng bja bogareng/uptown, eupša ke šišinya di-dumplings tša kolobe tše di gokeditšwego, khekhe ke seetša gomme martinis ke ye e sa tlwaelegago.",le dijo,negative
"e lewa ka asenas e ntsho gomme e na le ginger ye e šweu, eupša dijo ke lefelo le fišago, di-spicy mussels ke selo se bohlokwa gomme calamari ke mofenyi.",ntsho,neutral
"e lewa ka asena e ntsho gomme e na le ginger ye e šweufalago, eupša di-tots tša go swara di le botse ebile di na le dijo tše di bose.",ginger,neutral
"ge e le gabotse, go na le motho yo mongwe yo a kilego a kwa gore o ka se kgone go bolela selo se se kgahlišago kudu, eupša o ka se kgone go ja dijo tše di bose kudu.",kilego,positive
"ke ile ka hwetša dijo di le botse bjalo ka mong wa yona, da silvano, eupša tatso ke ye nnyane, karolo ya dijo e ka fase ga palogare gomme dijo ke maatla.",botse,positive
"ke ile ka hwetša dijo di le botse go swana le mong wa yona, da silvano, e be e le theko e boima kudu, eupša go ja dijo go boima kudu.",dijo,positive
"le ge go le bjalo, le ge go le bjalo, go na le sekgoba se sekopana le go feta, eupša tatso e le ye nnyane gomme e na le tatso.",sekgoba,positive
"go be go na le ditšhupetšo tše pedi tša go kgahliša le go kgahliša, eupša molaodiši o be a na le bokgoni bjo bobotse.",go,positive
"go be go na le ditšhupetšo tše mmalwa tša go ba le dithekišo tša go fapana, eupša go na le ditšhupetšo tše di kgahlišago, tirelo ga e na mohola ebile e na le mohola.",ditšhupetšo,positive
"le ge go le bjalo, go be go le bonolo go leka di-taglierini ka di-truffles - e be e le selo se se kgahlišago, eupša tirelo e a nanya.",di-truffles,positive
"le ge go le bjalo, go na le batho bao ba ratago ebile ba na le maikarabelo a go ba le maikarabelo, eupša ba na le maikarabelo a magolo.",maikarabelo,positive
"risotto ya ka e ile ya tšhungwa, gomme ya tsenywa ka tatsong ya go fišwa, eupša pizza e kaone, sopho e makatša ebile di salate di bose.",risotto,negative
"dikenywa tša ka di be di fiša gomme di be di apeilwe ka monkgong wa go fiša, eupša dijo tša go ja di phela gabotse, dijo di bose kudu ebile di lokile.",go,negative
"di na le ditirelo tše di kgahlišago kudu ge o se na nako ye ntši, eupša di-disco pop-duo di a kgahliša ebile di na le tatso e mpe.",ditirelo,positive
"dijo ke palogare ya dijo; breakfast foooutd, sopos, salads, di-sandwiches, etc., eupša lefelo le le botse, le leso le bešitšwego le leswa le kgethegile ebile dino di monate.",dijo,neutral
"dijo tša go fihlola ke dijo tša go fihlola, disopo, di-salads, di-sandwiches, jj, eupša seopedi sa jazz se bose.",seopedi,neutral
"dijo ke palogare: dijo tša go fihlola, disopo, disalate, di-sandwiches, jj, eupša dijo di lokile ebile di na le dijo tša mahala.","di-sandwiches,",neutral
"dijo ke palogare: dijo tša go fihlola, disopo, salate, di-sandwiches, jj, eupša ambiance ke tša lerato, dijo di a tura ebile tuna di lokile.","di-sandwiches,",neutral
"dijo tša go fihlola ke dijo tša go fihlola, diso, salate, di-sandwiches, bjalo-bjalo, eupša taolo e ka fase ga dijo tša go apea.",dijo tša go fihlola,neutral
"poledišano e dira gore go be le lefelo le le thabišago, eupša mmino o boima kudu.",felo,positive
"dijo di be di le bose kudu, eupša ga se tša swanela; dijo di a tenega gomme dijo di na le phepo e nnyane.",dijo,positive
"tirelo e be e le ye botse - ka ge bašomi ba be ba swerwe ke mokibelo, eupša go na le dijo tše kgolo le go kgetha dijo.",tirelo,negative
"tirelo e be e le ye makatšago - ka lebaka la gore bašomi ba be ba swerwe ke mokibelo, eupša sopo e a makatša ebile e a kgahliša.",makatšago,negative
"re be re na le moletlo wa matswalo mo nakong ye e sa tšwago go feta gomme dijo le tirelo di be di kgahliša, eupša ditšhelete di a tura gomme dijo ga di theko e tlase.",tirelo,positive
"re be re le moletlo wa matswalo mo nakong ye e sa tšwago go feta gomme dijo le tirelo di be di kgahliša, eupša go be go na le dis sausage tše di tšwago go la italy go boima.",dijo,positive
"ga se fela ge ba be ba na le dikuku tše dingwe, ba ile ba kgona go tšea selo se sengwe le se sengwe go tšwa go yena gomme ka moka ga rena re ile ra dula re thabile (leka lepapa, efela letebele le be le tenega gomme khekhe e be e le ya go lekana.",go,positive
"ga se fela ge ba be ba na le dijo, ba ile ba kgona go dira dilo tše dingwe tšeo ba di nyakago gomme ka moka ga rena re ile ra dula re thabile (le ge go le bjalo, le ge",go,neutral
"ga se fela gore ba be ba na le ditšie, ba ile ba dira dilo tše dingwe tšeo ba di nyakago gomme ka moka ga rena re thabile (le ge go le bjalo, ga go na selo se se kgahlišago.",go,positive
"go be go se bonolo kudu, ka fao ge e ba o swerwe ke tlala o be o swerwe ke tlala, ga se lefelo la gago la go ja, eupša lefelo la go ja ka ntle lennyane.",swerwe,negative
"le ge go le bjalo, go be go na le nako ye nnyane gomme ge e ba o swerwe ke tlala e bile o swerwe ke tlala, ga se lefelo la gago la go makatša, dijo tša mantšiboa di a tura.",tura.,negative
"dijo tše kgolo, dino tše di tšwago gabotse, le ge go le bjalo, seetša ga se selo, go leta ga go na selo ebile go leta go a kgahliša.",dino,positive
"dijo tše di nago le meetse a mantši, dijo tše di kgahlišago; theko ye kaone go di feta tšohle.",theko,positive
"dijo tše kgolo, dino tše di botsebotse, go ja dijo tša go ja gabotse, eupša go ja dijo tša go ja ga botse, go ba le dijo tša go hlweka, go ba le šedi ebile go na le bošoro.",le dijo,positive
"le ge go le bjalo, le ge go le bjalo, le ge e le gore theko ya godimo",ge,negative
"le ge go le bjalo, le ge e le gore dijo di a kgahliša, le ge e le gore dijo di ka ba boima, le ge e le gore dijo di a kgahliša.",dijo,positive
"go a nyamiša gore go be go na le dilo tše di kgahlišago tšeo di bego di le gona, eupša go be go na le dilo tše mpe tše di sa lokago le go feta.",go,positive
"go a nyamiša gore go be go na le dithekšene tše di kgahlišago, eupša go na le mehuta ye mebotse gomme tirelo ya yona e na le maatla.",go,negative
"dijo di be di le botse kudu, go tloga mathomong go fihla mafelelong, eupša taolo e be e le ka fase ga tšweletšo.",dijo,positive
"dijo tše dibotse ka theko ya maleba, ke eng gape seo o ka se kgopelago, eupša tirelo e a nanya, gomme bašomi ga ba na mohola.",theko,positive
"dijo tše dibotse ka theko ya maleba, ke eng gape seo o ka se kgopelago, eupša morekiši o na le molomo o montši ebile o na le dijo tše nnyane.",le dijo,positive
"dilo tše kaone go tšwa go tšheke (churrasco le ribs), eupša tirelo ga e a swanela, lefelo le le kwagalago ebile le a kgahliša.",tšheke,positive
"dilo tše kaone go tšwa go tšheke (churrasco le ribs), eupša tirelo e a nanya gomme batho bao ba rekišago ga ba na mohola.",go,positive
"dilo tše kaone tšeo di tšwago go tšwa go tšhaena (churrasco le ribs), eupša go na le tše kgolo.","ribs),",positive
"dijo di na le boleng bjo bobotse bja theko ya dijo, eupša mmino o boima kudu gomme sopo ya fase ya chickpea e tshesane.",dijo,positive
"dijo di na le boleng bjo bobotse bja theko ya dijo, eupša ga e na mohola kudu gomme tirelo ga e na mohola.",theko,positive
"10.2.11.2 go lokile, eupša tirelo ya gago e a fokola; bar e gentile gomme saketini be awesome.",tirelo,negative
"di-appetizers di lokile, di-pizza di loketše go šoma, di-milkshakes di phala palogare gomme kofi e lokile; tirelo e nanya kudu.",palogare,neutral
"ge e ba o sa nyake go nwa bjala ka gobane o tla ba mahlatse ge e ba o ka no nwa iri e tee fela, efela cake ke ya palogare, dijo di botse ebile dijo di a kgahliša.",di,neutral
"ge e ba o sa nyake go nwa bjala ka gobane o tla ba mahlatse ge o ka no nwa iri e tee, tirelo e mpe kudu, eupša ge e le gore dijo di a lapološa.",tirelo,negative
"ge e ba o sa nyake go nwa bjala, ka gobane o tla ba mahlatse ge o ka no nwa iri e tee, tirelo e mpe kudu, eupša theko e lokile.",tirelo,neutral
"go diego go best best food, but waiter be rude.",diego,positive
"se se ra gore ke lefelo le le fišago kudu ge go tšwetšwa dijong, eupša theko ga e na mohola ebile ga e na mohola.",ebile,positive
"satay ke ye nngwe ya tšeo di ratago kudu kua washington moo tirelo le dijo di dulago di le ka tšheleteng, eupša mmino o boima kudu gomme sopo ya fase ya chickpea e tshesane.",tirelo,positive
"satay ke ye nngwe ya batho bao ba ratago kudu kua washington moo tirelo le dijo di dula di le ka tšheleteng, eupša ditafole di sa iketla gomme mmino o boima kudu.",le dijo,positive
"leka dikgopo, go bea nama ya kgomo le go e swara ka raese ya coconut, eupša di-cookie tša go ba le di-cookie ke tšhitišo e kgolo gomme e na le tšhišilo.",kgomo,positive
"leka dikgopo, go sega nama ya kgomo le go e swara ka raese ya coconut, eupša morekiši o na le molomo o montši, kgogo e bose ebile e na le boitemogelo bja go ja.",kgogo,positive
"leka dikgopo, go nontšha nama ya nama le go e ja ka raese ya coconut, eupša diela di tura gomme karolo ya dijo e ka fase ga palogare.",go,positive
"hlokomela dijo tše di saennwego, e sego ka ntle le ge o nyaka go bitša lefapha la mollo gore o kgone go dira malakabe ka molomong wa gago, eupša hamburger e monate ebile brisket e lokile.",sego,negative
"dijo di lokile, gomme ga go bohlokwa gore o sepele ka ntle le ge e le gore o ka hwetša tšie ya dijo, yeo e lego yona fela ye e lokilego, eupša di-casseroles ke tša go ba boima.",yona,positive
"dijo di lokile, ebile ga se tša swanela go ya ntle le ge o ka hwetša di-pialla, tšeo e lego tšona feela dijo tše di lokilego, eupša menu ke ye nnyane, hlapi ke ya palogare gomme bahlasedi ke selo se se tšhošago.",hlapi,positive
"di-swikiri di boleta kudu, eupša di-swikiri di a tura, gomme swikiri ya moela ke ye kgolo kudu.",moela,positive
"ba dira di-pizza tše kaone ka new jersey, eupša tirelo e mpe kudu, go leta go a tenega gomme bašomi ba a ikgogomoša.",di-pizza,positive
"ga se fela go ba le bokgoni bjo bo botse le bjo bo botse, eupša gape bo be bo thuša kudu. ; dijo ga di a swanela, gomme dijo ga di a swanela.",go,positive
"dijo tše nnyane tše di nago le dijo tše nnyane kudu, eupša dijo ga di na mohola ebile di ka fase ga palogare.",tše,positive
"go na le dijo tše di nago le ditšhelo le di-fries tša fora, eupša dijo di a makatša gomme mong wa tšona ke tša maaka.",go,positive
"dipane tše kgolo, dipane tša fora le di-fries tša fora, eupša dijo tša sejapane di kaone.",di-fries,positive
"di-burger tše kgolo, di-grilled le di-fries tša fora, eupša setulo sa go phula ga se tša iketla, dihlapi tša palogare ebile di le bose.",di-burger,positive
"dijo di botse kudu, ke rata di-dumplings tša tšona, di noodle tša go tonya, kgogo le dibjana tša shrimp, eupša sauce ga e na tatso kudu, ka gare ke palogare le sauce ya mole e bose kudu.",go,positive
"dijo di botse kudu, ke rata di-dumplings tša tšona, di noodle tša go tonya, kgogo le dibjana tša shrimp, eupša dijo tša go ja ke maatla, bogolo bo swaregile ebile dijo tša mosegare ke maatla.",le dijo,positive
"dijo di botse kudu, ke rata di-dumplings tša tšona, di noodle tša go tonya, kgogo le dibjana tša shrimp, eupša dijo di ka fase ga palogare, ka gare ke palogare le di-casseroles tša curried di boima.",go,positive
"dijo di botse kudu, ke rata di-dumplings tša tšona, di-noodle tša go tonya, kgogo le dibjana tša shrimp, eupša tirelo e a fokola ebile ya ja ke maatla.",di-dumplings,positive
"dijo di botse kudu, ke rata di-dumplings tša tšona, di-noodle tša go tonya, kgogo le dibjana tša shrimp, eupša di ja dijo tša go ja di le bose.",di-noodle,positive
"go ba le dijo tše kaone tša go ba le dijo tša godimo, go ba le mohola wa go se be le mohola wa go ba le dijo tša go ba le mohola, eupša go na le dijo tše di kgahlišago kudu.",kgahlišago,positive
"maafrika borwa a makaone a godimo, go tšweletša ka lebelo, boleng bjo botse, eupša batho bao ba rekišago ga ba na mohola.",go,positive
"ga se nke ke ka ba le namune pele ga ka ka dira gore go be le go thuntšha, eupša dijo ke dimpša tše di fišago kudukudu ebile di fiša kudu.",go,neutral
"ke be ke makaditšwe ke go ja kudu, eupša go ja dijo go bose kudu.",go,positive
"go na le lefelo la go ba le lefelo le le itšego la go ba le lefelo le le itšego le le nago le bokgoni bjo bo tseneletšego, le ge go le bjalo, dijo di na le bokgoni bjo bo kgahlišago, eupša dijo di a kgahliša ebile di a kgahliša.",lefelo,negative
