af,aspect,polarities
"ek het gevind dat die kos net so goed is soos sy eienaar, da silvano, net baie goedkoper, maar die smaak is kort, die voedselporsie is ondergemiddeld en aandetes is 'n krag.",eienaar,positive
"ek het gevind dat die kos net so goed is soos sy eienaar, da silvano, net baie goedkoper, maar eet is die ergste.",kos,positive
"die atmosfeer is ook meer ontspanne en ontspanne, maar smaak is kort en kamer is eenvoudig.",atmosfeer,positive
"beide 'n aantal van die voorgereg- en pasta-aanbiedinge was ongelooflik, maar bestuurder is 'n onbeskoftheid.",pasta-aanbiedinge,positive
"beide 'n aantal van die voorgeregte en pasta was ongelooflik, maar gasheer is onbeskof, diens is onbeskof en bestuur is minder as tegemoetkomend.",voorgereg,positive
"probeer beslis die taglierini met truffels - dit was ongelooflik, maar die diens is stadig.",taglierini met truffels,positive
"die personeel is ook baie oplettend en regtig persoonlik, maar die rekening is groot.",personeel,positive
"my groente-risotto is verbrand en heeltemal in 'n verbrande geur toegedien, maar pizza is die beste, sop is ongelooflik en slaaie is lekker.",groente-risotto,negative
"my groenterisotto is verbrand en heeltemal in 'n verbrande geur toegedien, maar middagete is gesond, nageregte is uitstekend en kos is goed.",geur,negative
"hulle het baie vinnige diens, wat wonderlik is as jy nie veel tyd het nie, maar disco-pop-duo is aaklig en smaak is die ergste.",diens,positive
"die kos is gemiddeld; ontbyt, sop, slaaie, toebroodjies, ens., maar die ruimte is aantreklik, swart geroosterde kabeljou is uitsonderlik en die drankies is heerlik.",kos,neutral
"die kos is gemiddeld: ontbytkos, sop, slaaie, toebroodjies, ens., maar jazz-sanger is lekker.",sop,neutral
"die kos is gemiddeld: ontbytkos, sop, slaaie, toebroodjies, ens., maar kos is goed en nageregte is gratis.",slaaie,neutral
"die kos is gemiddeld: ontbytkos, sop, slaaie, toebroodjies, ens., maar atmosfeer is romanties, maaltyd is duur en tuna is goed.",toebroodjies,neutral
"die kos is gemiddeld: ontbytkos, sop, slaaie, toebroodjies, ens., maar bestuur is minder as tegemoetkomend.","ontbytkos,",neutral
"dit is die gesprekke wat dit 'n prettige plek maak om te wees, maar musiek is te swaar.",plek,positive
"kos was ordentlik, maar nie wonderlik nie; kelners is kwaad, kos is fancy en spyskaart is klein.",kos,positive
"diens was aaklig - meestal omdat personeel op 'n saterdagaand oorweldig was, maar porsies is groot en keuse van kos is uitstekend.",diens,negative
"diens was aaklig - meestal omdat personeel op 'n saterdagaand oorweldig was, maar sop is ongelooflik en atmosfeer is wonderlik.",personeel,negative
"ons het onlangs 'n verjaardagpartytjie hier gehou en die kos en diens was ongelooflik, maar snye is duur en kos is nie goedkoop nie.",diens,positive
"ons het onlangs 'n verjaardagpartytjie hier gehou en die kos en diens was ongelooflik, maar italiaanse wors met vinkelgeur is swaar.",kos,positive
"die sushi was nie net vars nie, hulle het ook ander voorgeregte bedien, wat elke gas iets kon kies en ons is almal gelukkig (probeer die eend, maar kelner is geïrriteerd en koek is gemiddeld.",eend,positive
"die sushi was nie net vars nie, hulle het ook ander voorgeregte bedien, wat elke gas iets kon kies en ons het almal gelukkig vertrek (probeer die eend, maar die atmosfeer is koel en kos is goed.",voorgeregte,neutral
"die sushi was nie net vars nie, hulle het ook ander voorgeregte bedien, wat elke gas iets kon kies en ons het almal gelukkig vertrek (probeer die eend, personeel is vriendelik, smaak is nie oorweldigend nie.",sushi,positive
"die diens was bietjie stadig en die porsies is bietjie klein, so as jy honger is en haastig is, is dit nie die plek vir jou nie, maar buite-eetarea is klein.",porsies,negative
"die diens was 'n bietjie stadig en die porsies is 'n bietjie klein, so as jy honger is en haastig is, is dit nie die plek vir jou nie, maar voorgereg is ongelooflik, aandete is heerlik en happy hour is goedkoop.",diens,negative
"heerlike kos, heerlike drankies, lekker eetatmosfeer, maar beligting is onaantreklik, kelners is sleg en wag is onbeskof.","drankies,",positive
"heerlike kos, heerlike drankies, lekker eetatmosfeer; maar die prys is die ergste.",eetatmosfeer;,positive
"heerlike kos, heerlike drankies, lekker eetatmosfeer, maar gasvrou is onbeskof, aflewering is versigtig en kroegman is onbeskof.",kos,positive
"maar aandete hier is nooit teleurstellend nie, selfs al is die pryse 'n bietjie te veel, maar lewer dit vinnig.",pryse,negative
"maar aandete hier is nooit teleurstellend nie, al is die pryse 'n bietjie te veel, maar middagete is 'n gemors en etes is verskriklik.",aandete,positive
"teleurstellend genoeg is hul wonderlike saketini van die kroegspyskaart verwyder, maar die diens is sleg en kerriepanne is hard.",saketini,positive
"teleurstellend genoeg is hul wonderlike saketini van die kroegspyskaart verwyder, maar die verskeidenheid is goed en die diens is puik.",kroegspyskaart,negative
"die kos hier was wonderlik, 'n bederf van begin tot einde, maar bestuur is minder as tegemoetkomend.",kos,positive
"goeie kos teen die regte prys, wat meer kan jy vra, maar diens is stadig, personeel is sleg en gasvrou is onbeskof.",prys,positive
"goeie kos teen die regte prys, waarvoor meer kan jy vra, maar kliënte is luidgemoet en spyskaart is klein.",kos,positive
"die beste dinge om te bestel is van die rooster (churrasco en ribs), maar die diens is sleg, die ligging is gerieflik en die diens is verskriklik.",churrasco,positive
"die beste dinge om te bestel is van die rooster (churrasco en ribs), maar die diens is stadig en verkoopsmense is onbeskof.",rooster,positive
"die beste dinge om te bestel is van die rooster (churrasco en ribbetjies), maar die rekening is groot.","ribbetjies),",positive
"kos is van uitstekende gehalte vir 'n goeie restaurantprys, maar musiek is te swaar en gemaalde kekerertjiesop is dun.",kos,positive
"kos is uitstekende gehalte vir 'n goeie restaurantprys, maar filet minor is nie baie goed nie en diens is onbeskof.",prys,positive
"die voorgeregte is ok, maar die diens is stadig; kroeg is lekker en saketini is wonderlik.",diens,negative
"die voorgeregte is ok, pizzas is gereed om voor te sit, melkskommels is beter as die gemiddelde en die koffie is goed; maar die diens is stadig.",voorgeregte,neutral
"dit is goed om soontoe te gaan vir drankies as jy nie dronk wil word nie, want jy sal gelukkig wees as jy een drankie per uur kan kry, die diens is so sleg, maar koek is gemiddeld, kos is goed en kos is uitstaande.",drankie,neutral
"dit is goed om soontoe te gaan vir drankies as jy nie dronk wil word nie, want jy sal gelukkig wees as jy een drankie per uur kan kry, die diens is so sleg, maar kompos is verfrissend en kos is wonderlik.",diens,negative
"dit is goed om soontoe te gaan vir drankies as jy nie dronk wil word nie, want jy sal gelukkig wees as jy een drankie per uur kan kry, die diens is so sleg, maar prys is goed.",drankies,neutral
"gaan net in en proe die beste franse kos wes van daniel, maar kelner is onbeskof.",franse kos,positive
"dit is letterlik 'n warm plek wanneer dit by die kos kom, maar prys is nie die moeite werd nie en smaak is die ergste.",kos,positive
"satay is een van die gunsteling kuierplekke in washington waar die diens en kos altyd op die geld is, maar musiek te swaar is en gemaalde kekerertjiesop dun is.",diens,positive
"satay is een van daardie gunsteling kuierplekke in washington waar die diens en kos altyd op die geld is, maar tafels is ongemaklik naby en musiek is te swaar.",kos,positive
"probeer die ribbetjies, sissende beesvleis en koppel dit met klapperrys, maar gelukkoekies is 'n klagte en die rekening is groot.",beesvleis,positive
"probeer die ribbetjies, sissende beesvleis en koppel dit met klapperrys, maar kliënte is hardbek, hoender is donker en eetervaring is ellendig.","ribbetjies,",positive
"probeer die ribbetjies, sissende beesvleis en koppel dit met klapperrys, maar skywe is duur en die voedselporsie is ondergemiddeld.","klapperrys,",positive
"pasop vir die chili-getekende voedselitems, tensy u die brandweer wil bel om die vlamme in u mond te blus, maar hamburger is lekker en bors is goed.",chili-getekende,negative
"die kos is net ok, en dit is amper nie die moeite werd om te gaan nie, tensy jy die pialla kry, wat die enigste gereg is wat regtig goed is, maar kerriepanne is hard.",gereg,positive
"die kos is net ok, en dit is amper nie die moeite werd om te gaan nie, tensy jy die pialla kry, wat die enigste gereg is wat regtig goed is, maar spyskaart is klein, vis is gemiddeld en kroegmanne is aaklig.",pialla,positive
"die personeel is baie vriendelik, maar skywe is duur, sushi is groter en mol sous is te soet.",personeel,positive
"hulle maak die beste pizza in new jersey, maar diens is die ergste, kelner is geïrriteerd en personeel is arrogant.",pizza,positive
"die kelner was nie net doeltreffend en hoflik nie, maar ook uiters behulpsaam. ; gasvrou is onbeskof en kos is inkonsekwent.",kelner,positive
"klein restaurant met baie vinnige diens, maar kos is nie die moeite werd nie en kos is ondergemiddeld.",diens,positive
"heerlike hamburgers, geroosterde kase en patat, maar maaltyd is verskriklik en eienaar is vals.",geroosterde kase,positive
"heerlike hamburgers, geroosterde kase en patat, maar japannese kos is beter.",patat,positive
"heerlike hamburgers, geroosterde kase en patat, maar opvoustoel is ongemaklik, vis is gemiddeld en gasheer is onbeskof.",hamburgers,positive
"die kos is wonderlik, ek hou van hul kluitjies, koue sesamnoedels, hoender- en garnalegeregte, maar sous is nie baie lekker nie, die binnekant is gemiddeld en molsous is te soet.",hoender,positive
"die kos is wonderlik, ek hou van hul kluitjies, koue sesamnoedels, hoender- en garnalegeregte, maar aandetes is 'n krag, grootte is besig en middagete is 'n krag.",kos,positive
"die kos is wonderlik, ek hou van hul kluitjies, koue sesamnoedels, hoender- en garnalegeregte, maar kos is ondergemiddeld, binnekant is gemiddeld en kerriepanne is hard.",koue sesamnoedels,positive
"die kos is wonderlik, ek hou van hul kluitjies, koue sesamnoedels, hoender- en garnalegeregte, maar die diens is swak en middagete is 'n krag.",kluitjies,positive
"die kos is wonderlik, ek is mal oor hul kluitjies, koue sesamnoedels, hoender- en garnalegeregte, maar gasvrou is onbeskof.","garnalegeregte,",positive
"beste chinese in die bo-ooste, vinnige aflewering, goeie waarde, maar drankies is aaklig en kos is nie baie goed nie.",waarde,positive
"beste chinese in die bo-ooste, vinnige aflewering, goeie waarde, maar verkoopsmense is onbeskof.",aflewering,positive
"ek het nog nooit 'n lemoendoughnut gehad nie, so ek het dit 'n kans gegee, maar kos is groter en worsbroodjies is die beste.",lemoendoughnut,neutral
"ek was aangenaam verras oor die smaak, maar diens is aaklig en eet is die ergste.",smaak,positive
"'n mengsel van studente en inwoners van die omgewing drom in hierdie smal, skaars daar ruimte vir sy vinnige, smaaklike lekkernye teen vuilgoedkoop pryse, maar kos is uitstekend en diens is uitstekend.",ruimte,negative
"'n mengsel van studente en inwoners van die omgewing drom in hierdie smal, skaars daar ruimte vir sy vinnige, smaaklike lekkernye teen vuilgoedkoop pryse, maar kos is teleurgesteld.",omgewing,positive
"'n mengsel van studente en inwoners van die omgewing drom in hierdie smal, skaars daar ruimte vir sy vinnige, smaaklike lekkernye teen vuilgoedkoop pryse, maar gasvrou is onbeskof en wag is onbeskof.",pryse,positive
"maar gereelde mense weet dat die toebroodjies hier die ware ster is, maar japannese kos is beter, gemaalde kekerertjiesop is dun en filet minor is nie baie goed nie.",toebroodjies,positive
"vir 'n hartige sop en toebroodjie-ete, probeer die warm en suur sop, maar diens is sleg, kroegmanne is aaklig en eetervaring is die ergste.",warm en suur sop,positive
"vir 'n lekker sop- en toebroodjie-ete, probeer die nuwe warm en suur sop, maar die diens is swak!","toebroodjie-ete,",positive
"hulle het pizza met koringkors gemaak met baie vars en lekker bestanddele, maar die diens is baie stadig.",pizza,positive
"hulle het pizza met koringkors gemaak met baie vars en lekker bestanddele, maar kerriepanne is hard, die binnekant is gemiddeld en die diens is stadig.",bestanddele,positive
"hul draai op pizza is warm, maar vol geur; smaak is kort, disco pop duo is aaklig en diens is stadig.",smaak,positive
"hul draai op pizza is warm, maar vol geur; diens is teleurgesteld en personeel is arrogant.",draai op pizza,positive
"as u lus is vir ernstige indiese kos en 'n gesellige atmosfeer wil hê, is dit 'n uitstekende keuse, maar diens is sleg.",atmosfeer,positive
"as u lus is vir ernstige indiese kos en 'n gesellige atmosfeer wil hê, is dit 'n goeie keuse, maar worsbroodjies is die ergste, tafels is ongemaklik naby en eet is die ergste.",indiese kos,positive
"nie net is die diens wonderlik nie, maar dit is so maklik om 'n gesprek om 'n tafel te voer, want die atmosfeer kan romanties en gemaklik wees; musiek is te swaar en groen koue rillings is nie eetbaar nie.",diens,positive
"nie net is die diens wonderlik nie, maar dit is so maklik om 'n gesprek om 'n tafel te voer, want die atmosfeer kan romanties en gemaklik wees; diens is verskriklik.",atmosfeer,positive
"daar is kerslig en musiek, maar kos is wonderlik en toebroodjies is ongelooflik.",musiek,neutral
"daar is kerslig en musiek, maar diens is goed.",kerslig,neutral
"ek het beslis ook die kos geniet, maar eetervaring is ellendig, die rekening is groot en tafels is ongemaklik naby.",kos,positive
"die kroegtoneel op die onderste verdieping is baie koel en koud, maar koek is nie die moeite werd om buite te staan nie.",onderste,positive
"die kos was beslis goed, maar toe alles gesê en gedoen is, kon ek dit net nie regverdig vir die prys nie (insluitend 2 drankies, $ 100 / persoon); empenadas is uitstekend, dekor is mooi en bestuurders is gaaf.",prys,negative
"die kos was beslis goed, maar toe alles gesê en gedoen is, kon ek dit net nie regverdig vir die prys nie (insluitend 2 drankies, $ 100 / persoon); tuin is pragtig, prys is redelik en kroegmanne is aaklig.","drankies,",neutral
"die kos was beslis goed, maar toe alles gesê en gedoen is, kon ek dit net nie regverdig vir die prys nie (insluitend 2 drankies, $ 100 / persoon); gasheer is onbeskof.",kos,positive
"die beste chinese kos in die stad, maar kelners is sleg en personeel is vriendelik.",chinese kos,positive
