,xh,aspect,polarities
2955,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko kunye ne-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo.",I-Jerusalem ye-market-style falafel wraps,positive
2959,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko kunye ne-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo.",isitya,positive
2963,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko kunye ne-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo.",i-burger e-organic grilled,positive
2967,"Ukuhonjiswa ngesisa, i-burger e-organic grilled yeyona nto ithandwayo, kodwa i-Jerusalem market-style falafel wraps kunye neesaladi zaseMeditera-ezinomaleko kunye ne-beet, itshizi yebhokhwe kunye ne-walnuts-zi-scrumptious ngokulinganayo.","Iisaladi zaseMeditera-ezinomaleko kunye ne-beet, itshizi yebhokhwe kunye ne-walnuts",positive
2969,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",kwik,positive
2973,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",kwik,positive
2977,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",imifuno,positive
2981,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",iziqholo,positive
2985,"I-meat-phobes inethamsanqa kunye ne-burger ye-veggie engaqhelekanga, eyenziwe ngomxube owahlukileyo we-chickpeas, i-carrots kunye neminye imifuno kunye neziqholo.",kwik kwik,positive
2989,"Ukutya kwakumnandi kakhulu, kuboniswa ngobuchule kwaye iwayini ibalasele.",iwayini,positive
2993,"Ukutya kwakumnandi kakhulu, kuboniswa ngobuchule kwaye iwayini ibalasele.",ukutya,positive
2997,Dug indawo bar blue kakhulu.,indawo yebar eluhlaza okwesibhakabhaka,positive
2999,Kwi-Short The Black Sheep iyazahlula kumhlambi we-pub waseMidtown ngokujonga okuxutywe kwezemidlalo-bar butch kunye ne-kitsch ehonjisiweyo.,jonga,negative
3001,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians.",kwik,neutral
3003,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians.",imenyu,neutral
3005,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians.",kwik kwik,neutral
3007,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians.",abalusi pie,neutral
3009,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians.",steaks,neutral
3011,""" Imenyu ibandakanya i-pub fare-burgers, i-steaks kunye nabalusi be-pie-kwaye nkqu ne-portabella lasagna yezo gusha ezimnyama ezaziwa ngokuba yi ""vegetarians.",portabella lasagna,neutral
3013,"Kwaye zonke iiseva [zabasetyhini] zimnandi kakhulu, ezihlala zimnandi.",Iiseva [zebhinqa],positive
3015,Izahlulo zinkulu kakhulu kwaye inkonzo fantastic !!,izahlulo,positive
3019,Izahlulo zinkulu kakhulu kwaye inkonzo fantastic !!,Inkonzo,positive
3023,Ndincoma i-chicken milanese.,inkukhu milanese,positive
3026,kwaye umnini nje lovely kwaye friendly.,umnini,positive
3029,iiti zinkulu kwaye zonke iilekese zenziwe ekhaya.,iilekese,positive
3033,iiti zinkulu kwaye zonke iilekese zenziwe ekhaya.,iiti,positive
3037,Intimate kodwa charming ngaphakathi kunye extremely friendly kwaye attentive inkonzo.,Inkonzo,positive
3041,Intimate kodwa charming ngaphakathi kunye extremely friendly kwaye attentive inkonzo.,ngaphakathi,positive
3045,"Ukutya konke-ngeenxa elungileyo, kunye imiqulu ngokuqhelekileyo egqwesileyo kunye sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo.",sushi/sashimi,neutral
3047,"Ukutya konke-ngeenxa elungileyo, kunye imiqulu ngokuqhelekileyo egqwesileyo kunye sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo.",ieroli,positive
3051,"Ukutya konke-ngeenxa elungileyo, kunye imiqulu ngokuqhelekileyo egqwesileyo kunye sushi / sashimi hayi ngokupheleleyo kwinqanaba elifanayo.",ukutya,positive
3055,(I-sashimi isikwe kancinci.,kwik,negative
3058,") Ayisiyiyo indawo yokutyela yaseJapan engcono kakhulu kwi-East Village, kodwa yinto eqinileyo kakhulu ngamaxabiso ayo athobekileyo, kwaye kufanelekile ukutyelelwa ngokuphindaphindiweyo.",amaxabiso,positive
3061,"Kungekhona ngenxa yokuba ndandikhulelwe, kodwa ukutya apha kusoloko kumnandi.",ukutya,positive
3064,Ukuba yiPuerto Rican ndiyazi into okanye ezimbini malunga ne-flan kwaye le ndawo ikhonza enye yezona zinto zibalaseleyo (ndiyathemba ukuba uMama akafundi oku!).,kwik,positive
3066,"Le bar inayo yonke - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi.",iziselo,positive
3070,"Le bar inayo yonke - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi.",ukutya,positive
3074,"Le bar inayo yonke - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi.",kwik,positive
3078,"Le bar inayo yonke - iziselo ezinkulu, umoya opholileyo, inkonzo ebalaseleyo kunye nokutya okumnandi.",Inkonzo,positive
3082,I-steak yanyibilika emlonyeni wam.,steak,positive
3084,"Iyure eyonwabileyo ixabiso eliphantsi kakhulu, kodwa oko akubonakalisi inkonzo okanye umoya.",Inkonzo,positive
3086,"Iyure eyonwabileyo ixabiso eliphantsi kakhulu, kodwa oko akubonakalisi inkonzo okanye umoya.",kwik,positive
3088,"Iyure eyonwabileyo ixabiso eliphantsi kakhulu, kodwa oko akubonakalisi inkonzo okanye umoya.",iyure eyonwabileyo,positive
3091,"Kubanini; abafana abalungileyo bomsebenzi, le ndawo ngumgcini!",abanini,positive
3094,"Uluhlu lwewayini lwalubalasele, i-tapas yethu imnandi, kunye nomoya othuleyo ogqibeleleyo kwincoko elungileyo.",uluhlu lwewayini,positive
3098,"Uluhlu lwewayini lwalubalasele, i-tapas yethu imnandi, kunye nomoya othuleyo ogqibeleleyo kwincoko elungileyo.",kwik,positive
3102,"Uluhlu lwewayini lwalubalasele, i-tapas yethu imnandi, kunye nomoya othuleyo ogqibeleleyo kwincoko elungileyo.",kwik,positive
3106,Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-soft shell crab kunye ne-cheese plate.,kwik,neutral
3108,Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-soft shell crab kunye ne-cheese plate.,ipleyiti yetshizi,neutral
3110,Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-soft shell crab kunye ne-cheese plate.,kwik,neutral
3112,Saqala nge-scallops kunye ne-asparagus kwaye kwakhona sasine-soft shell crab kunye ne-cheese plate.,iqokobhe elithambileyo le-crab,neutral
3114,Ndijonge phambili ekubuyeleni kungekudala kwaye ekugqibeleni ndizama kakhulu yonke into kwimenyu!,imenyu,positive
3116,Umnini umnandi kwaye uyonwabisa.,Umnikazi,positive
3119,"Yinike i-try, imenyu yinto eqhelekileyo yesiFrentshi kodwa iyahluka.",imenyu,neutral
3122,"i-tapas ebalaseleyo ngamaxabiso amakhulu, uthando, oluncinci kodwa alukhalanga ngokugqithiseleyo, luhle kakhulu",amaxabiso,positive
3126,"i-tapas ebalaseleyo ngamaxabiso amakhulu, uthando, oluncinci kodwa alukhalanga ngokugqithiseleyo, luhle kakhulu",kwik,positive
3130,le iseyinye yeendawo zokutyela endizithandayo kule ndawo ukutya akubizi kakhulu kodwa kuhle kakhulu (i-kimono shrimp ekhethekileyo yayigqwesile) kwaye inomoya omkhulu.,kwik,positive
3134,le iseyinye yeendawo zokutyela endizithandayo kule ndawo ukutya akubizi kakhulu kodwa kuhle kakhulu (i-kimono shrimp ekhethekileyo yayigqwesile) kwaye inomoya omkhulu.,kimono shrimp ezizodwa,positive
3138,le iseyinye yeendawo zokutyela endizithandayo kule ndawo ukutya akubizi kakhulu kodwa kuhle kakhulu (i-kimono shrimp ekhethekileyo yayigqwesile) kwaye inomoya omkhulu.,ukutya,positive
3142,Ingaba kancinci uxakekile ngeenxa amaxesha incopho ngenxa ubungakanani.,ubungakanani,negative
3145,Ndiye eKit kitchenette kule mpelaveki ukuze ndenze i-brunch.,kwik,neutral
3147,Indawo ngokupheleleyo adorable kwaye ukutya kumnandi.,indawo,positive
3151,Indawo ngokupheleleyo adorable kwaye ukutya kumnandi.,ukutya,positive
3155,"Nangona kunjalo, inkonzo iyoyikeka ngokupheleleyo.",Inkonzo,negative
3158,"I-waitstaff i-solicitous kwaye inobuhlobo kwaye ihlala ibonakala ivuya ukusibona, kwaye ukutya kuyamangalisa, ukuba kungenjalo ngokumangalisayo ukudala.",kwik,positive
3162,"I-waitstaff i-solicitous kwaye inobuhlobo kwaye ihlala ibonakala ivuya ukusibona, kwaye ukutya kuyamangalisa, ukuba kungenjalo ngokumangalisayo ukudala.",ukutya,positive
3166,Ndithandana ne-lobster ravioli!,lobster ravioli,positive
3169,"Kutshanje sichithe uNyaka oMtsha kwindawo yokutyela, kwaye saba namava amakhulu, ukusuka kwiwayini ukuya kwimenyu ye-dessert.",imenyu ye-dessert,positive
3172,"Kutshanje sichithe uNyaka oMtsha kwindawo yokutyela, kwaye saba namava amakhulu, ukusuka kwiwayini ukuya kwimenyu ye-dessert.",iwayini,positive
3175,"Le ndawo iklasi, chic, inkonzo efudumeleyo kwaye hospitable, kwaye ukutya obalaseleyo.",indawo,positive
3179,"Le ndawo iklasi, chic, inkonzo efudumeleyo kwaye hospitable, kwaye ukutya obalaseleyo.",Inkonzo,positive
3183,"Le ndawo iklasi, chic, inkonzo efudumeleyo kwaye hospitable, kwaye ukutya obalaseleyo.",ukutya,positive
3187,Kwafuneka ndilinde umhlobo wam kwibhari imizuzu embalwa,ibar,neutral
3189,"Le ndawo ine-sushi entle, kwaye imnandi CHEAP. ",kwik,positive
3192,Kwakhona inezinye izitya ezininzi zaseKorea ezifikelelekayo kwaye kanye njenge-yummy.,Izitya zaseKorea,positive
3195,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya!",Inkonzo,positive
3199,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya!",imenyu,positive
3203,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya!",Ambiance,positive
3207,"Imenyu emangalisayo, i-ambiance efudumeleyo yokumema, inkonzo enkulu i-FOOD indigcina ndibuya!",UKUTYA,positive
3209,Kwakungabonakali ngathi kwenziwa nawuphi na umzamo kumboniso kunye nomgangatho wokutya.,ukubonisa kunye nomgangatho wokutya,negative
3211,Yayinokuba ngcono kwi-1/3 ixabiso e-Chinatown.,ixabiso,negative
3213,Umququzeleli kunye noMququzeleli wayekrwada kakhulu.,Umququzeleli,negative
3216,Umququzeleli kunye noMququzeleli wayekrwada kakhulu.,kwik,negative
3219,"umoya mhle kakhulu, kwaye ukuphunyuka kwamkelekile kuyo yonke i-SI mall.",kwik,positive
3222,"Noko ke, ukutya nenkonzo nokungabikho ngokuphawulekayo.",Inkonzo,negative
3225,"Noko ke, ukutya nenkonzo nokungabikho ngokuphawulekayo.",ukutya,negative
3228,I-sushi isikwe kwiibhloko ezinkulu kuneselfowuni yam.,kwik,negative
3231,"Sacela ukuba baphinde banqumle i-sushi, kwaye yabuyiselwa kuthi kwii-cubes ezincinci ezifana ne-cheese.",kwik,negative
3233,Abasebenzi abalindiyo kwakungxola yaye bengafanelekanga.,abasebenzi abalindileyo,negative
3236,I-french fries -- kunye ne-kalmata dip yayiyoyikeka!,I-french fries -- kunye ne-kalmata dip,positive
3239,"Kucetyiswa kakhulu...  Njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuchola i-takeout kwaye kubonakala ngathi yindawo yokuphumla kakhulu; kwakhona, ibha ibonakala intle.",indawo,positive
3243,"Kucetyiswa kakhulu...  Njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuchola i-takeout kwaye kubonakala ngathi yindawo yokuphumla kakhulu; kwakhona, ibha ibonakala intle.",ibar,positive
3247,"Kucetyiswa kakhulu...  Njengoko kuchaziwe, andizange ndidle * kwi * indawo yokutyela kodwa ndayeka apho ukuchola i-takeout kwaye kubonakala ngathi yindawo yokuphumla kakhulu; kwakhona, ibha ibonakala intle.",chrum,neutral
3249,"Ukususela kwi-erbazzone emiliana ukuya kwi-mostarda kwipleyiti ye-cheese, izitya kule venkile yokutyela zonke ziphathwa ngononophelo oluthambileyo.",i-mostarda kwipleyiti ye-cheese,positive
3251,"Ukususela kwi-erbazzone emiliana ukuya kwi-mostarda kwipleyiti ye-cheese, izitya kule venkile yokutyela zonke ziphathwa ngononophelo oluthambileyo.",izitya,positive
3253,"Ukususela kwi-erbazzone emiliana ukuya kwi-mostarda kwipleyiti ye-cheese, izitya kule venkile yokutyela zonke ziphathwa ngononophelo oluthambileyo.",erbazzone emiliana,positive
3255,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye banesinqe kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini.",ukutya,positive
3259,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye banesinqe kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini.",Abasebenzi,positive
3263,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye banesinqe kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini.",iwayini,positive
3265,"Ayisiyiyo kuphela ukutya okuyinyani, kodwa abasebenzi balapha basebenza ngaphandle kwesikhephe, baselula kwaye banesinqe kwaye bayazi into abayenzayo xa kuziwa ekutyeni kunye newayini.",ukutya,positive
3269,"Naphi na, amaxabiso aya kuba yi-3x ephezulu!",amaxabiso,positive
3271,Inokufudumala kosapho lwasekuhlaleni kodwa yindawo enkulu yokubukela imicimbi yezemidlalo.,indawo,positive
3274,Abasebenzi accomodating qiniseka ukuba satified.,Abasebenzi,positive
3277,I-bartender emnandi yase-Ireland ihlala yonwabile kwaye iyakwazi ukuzisa uncumo kubahlobo bam ubuso bam.,kwik,positive
3280,Nangona ndafudukela phezulu kwidolophu ndizama ukumisa rhoqo kangangoko kunokwenzeka ukutya okukhulu okungabizi kunye nokuhlawula abasebenzi abanobuhlobo utyelelo.,Abasebenzi,positive
3284,Nangona ndafudukela phezulu kwidolophu ndizama ukumisa rhoqo kangangoko kunokwenzeka ukutya okukhulu okungabizi kunye nokuhlawula abasebenzi abanobuhlobo utyelelo.,ukutya,positive
3288,Hayi indlela engafanelekanga nengafanelekanga ngayo ukuba i-MJ Grill ibango lokuba ibonelela ngamandla esidlo sasemini kunye nesidlo sangokuhlwa!,isidlo sasemini,negative
3291,Hayi indlela engafanelekanga nengafanelekanga ngayo ukuba i-MJ Grill ibango lokuba ibonelela ngamandla esidlo sasemini kunye nesidlo sangokuhlwa!,izidlo,negative
3294,Banokusinda njani ekukhonzeni ukutya okuphakathi ngamaxabiso aphezulu?!,ukutya,neutral
3298,Banokusinda njani ekukhonzeni ukutya okuphakathi ngamaxabiso aphezulu?!,amaxabiso,negative
3302,Ndacela i-steak elula ephakathi enqabileyo.,steak,neutral
3305,"Emva koko ngandlela-thile benza i-crust eyomileyo netshisiweyo, ejikeleze i-raw and cold ngaphakathi.",kwik,negative
3308,I-steaks ezimbini ezichithiweyo -- olunjani lona ulwaphulo-mthetho!,steaks,negative
3311,"Indawo yokutyela enkulu, kunye nokutya okukhulu ngakumbi!",ukutya,positive
3314,Izitya zinencasa ngokuphawulekayo kwaye ziyindawo ethandekayo nesondeleyo!,indawo,positive
3318,Izitya zinencasa ngokuphawulekayo kwaye ziyindawo ethandekayo nesondeleyo!,izitya,positive
3322,Gcina indawo ye-desserts! ;-),desserts,positive
3324,"Ukuhlonipha i-India kubonakala kakhulu kwi-appetizer ye-roti canai e-delectable, i-pancake eqhotsiweyo ekhonziswa kunye ne-curry e-pungent dipping sauce, ngelixa inkukhu ye-mango inikezela ngokumangalisayo eyinkimbinkimbi, ukuthatha okutsha kwi-sweet-and-sour.",roti canai appetizer,positive
3328,"Ukuhlonipha i-India kubonakala kakhulu kwi-appetizer ye-roti canai e-delectable, i-pancake eqhotsiweyo ekhonziswa kunye ne-curry e-pungent dipping sauce, ngelixa inkukhu ye-mango inikezela ngokumangalisayo eyinkimbinkimbi, ukuthatha okutsha kwi-sweet-and-sour.",i-pancake eqhotsiweyo ikhonzwa kunye ne-curry ebukhali yokuntywila isosi,positive
3330,"Ukuhlonipha i-India kubonakala kakhulu kwi-appetizer ye-roti canai e-delectable, i-pancake eqhotsiweyo ekhonziswa kunye ne-curry e-pungent dipping sauce, ngelixa inkukhu ye-mango inikezela ngokumangalisayo eyinkimbinkimbi, ukuthatha okutsha kwi-sweet-and-sour.",inkukhu yemango,positive
3334,Omnye umngxuma: Ezinye zee-casseroles ezi-curried zinokuba yi-trifle harsh.,i-casseroles e-curried,negative
3337,"Kwakulungile, kodwa akukho nanye ye-flavour WOW.",iincasa,neutral
3339,"Eyona nto ndandiyifumana yayiyiCherry Marscapone, kodwa babephuma kuyo ngaloo mini.",kwik kwik,neutral
3341,Abasebenzi kufuneka babe nobuhlobo ngakumbi.,Abasebenzi,negative
3344,Izinja ezishushu ezilungileyo kakhulu kwindawo ye-tri-state.,izinja ezishushu,positive
3347,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka.",Chicken McNuggets,positive
3351,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka.",Isandwich ye-Filet-O-Fish,positive
3355,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka.",iisaladi ezinobungakanani be-entree,neutral
3359,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka.",I-McDonald's fries eyaziwayo yaseFransi,positive
3363,"Iintandokazi zexesha lonke ziquka i-Big Mac, i-Chicken McNuggets, i-Filet-O-Fish sandwich kunye ne-McDonald's famous french fries; iinketho ezikhanyayo ezifana neesaladi ezinobungakanani be-entree nazo ziyafumaneka.",chrum kwik,positive
3367,Iminikelo efana namaqebengwana ashushu kunye ne-Egg McMuffin sandwich iyafumaneka kwisidlo sakusasa.,amaqebengwana ashushu,neutral
3370,Iminikelo efana namaqebengwana ashushu kunye ne-Egg McMuffin sandwich iyafumaneka kwisidlo sakusasa.,isidlo sakusasa,neutral
3372,Iminikelo efana namaqebengwana ashushu kunye ne-Egg McMuffin sandwich iyafumaneka kwisidlo sakusasa.,Egg McMuffin isandwich,neutral
3375,"Abasebenzi banekratshi, amaxabiso aphezulu kakhulu eBrooklyn.",Abasebenzi,negative
3379,"Abasebenzi banekratshi, amaxabiso aphezulu kakhulu eBrooklyn.",amaxabiso,negative
3383,"U-Chef Vincenzo, usoloko ekhona ukuba uyamfuna, unetalente yokwenene kunye nomRoma wokwenene.",kwik,positive
3386,"Ukutya kwakhe kuhle kakhulu (kwaye akubizi ngemigangatho ye-NYC- akukho entrees ngaphezulu kwe- $ 30, uninzi lwe-appetizers $ 12 ukuya kwi-14).",kwik,positive
3390,"Ukutya kwakhe kuhle kakhulu (kwaye akubizi ngemigangatho ye-NYC- akukho entrees ngaphezulu kwe- $ 30, uninzi lwe-appetizers $ 12 ukuya kwi-14).",kwik,positive
3392,"Ukutya kwakhe kuhle kakhulu (kwaye akubizi ngemigangatho ye-NYC- akukho entrees ngaphezulu kwe- $ 30, uninzi lwe-appetizers $ 12 ukuya kwi-14).",ukutya,positive
3396,"Igumbi indawo gorgeous, bi-level kunye bar elide ogqibeleleyo isiselo.",sela,neutral
3398,"Igumbi indawo gorgeous, bi-level kunye bar elide ogqibeleleyo isiselo.",igumbi,positive
3402,"Igumbi indawo gorgeous, bi-level kunye bar elide ogqibeleleyo isiselo.",Isithuba esikumgangatho we-bi,positive
3406,"Igumbi indawo gorgeous, bi-level kunye bar elide ogqibeleleyo isiselo.",ibar ende,positive
3410,Yiya kwi-Seafood Paella yesibini.,Ukutya kwaselwandle Paella kwababini,positive
3412,Nkqu kubantu ababini abalambileyo kakhulu kukho ukutya okuninzi okuseleyo ukuba kuthathwe ekhaya (kushushu kwakhona kakuhle ngokwenene kwakhona).,ukutya,positive
3415,Zonke i-apetizers zilungile kwaye i-Sangria ilungile kakhulu.,kwik,positive
3419,Zonke i-apetizers zilungile kwaye i-Sangria ilungile kakhulu.,Apetizers,positive
3423,Inkonzo idla pretty elungileyo.,Inkonzo,positive
3426,Uyilo lusondelelene kakhulu kwaye luthandana.,uyilo,positive
3429,Ukutya kwakumangalisa kwaye kucinga.,ukutya,positive
3432,Abasebenzi babukhali kakhulu kwaye nabo bakhangeleka kakuhle.,Abasebenzi,positive
3435,"Yaba ngamava amnandi okutyela, ukuba ndibuye kwakhona kwiveki enye.",amava okutyela,positive
3438,"Ukutya kuyamangalisa, kwenziwa ngobuchule kwaye kumnandi nje.",ukutya,positive
3441,Gcina indawo yentlango - kufuneka bafe.,iintlango,positive
3444,I-chorizo appetizer eyodwa yase-argentina kwi- $ 8.95 yayiyi-fennel enzima enencasa ye-sausage yase-Italy njengaleyo ithengisa nge- $ 2.99 / lb evenkileni.,i-argentina chorizo appetizer,negative
3446,I-chorizo appetizer eyodwa yase-argentina kwi- $ 8.95 yayiyi-fennel enzima enencasa ye-sausage yase-Italy njengaleyo ithengisa nge- $ 2.99 / lb evenkileni.,i-fennel enencasa ye-sausage yase-Italy,negative
3449,"Inomculo omhle, i-tapas entle, ukhetho olunomdla lweewayini (ngokuyintloko iSpanish) kunye nabathengi bobumelwane be-hip ephantsi.",ukhetho lweewayini (ngokuyintloko iSpanish),positive
3451,"Inomculo omhle, i-tapas entle, ukhetho olunomdla lweewayini (ngokuyintloko iSpanish) kunye nabathengi bobumelwane be-hip ephantsi.",kwik,positive
3455,"Inomculo omhle, i-tapas entle, ukhetho olunomdla lweewayini (ngokuyintloko iSpanish) kunye nabathengi bobumelwane be-hip ephantsi.",abaxhasi,positive
3459,"Inomculo omhle, i-tapas entle, ukhetho olunomdla lweewayini (ngokuyintloko iSpanish) kunye nabathengi bobumelwane be-hip ephantsi.",umculo,positive
3463,"Okubaluleke kakhulu, ixabiso elifanelekileyo.",ixabiso,positive
3466,"Ndiye ndaya kule venkile yokutyela iminyaka, kwixesha elidlulileyo inkonzo yayiyi-avareji kunye nokungahambelani kokutya.",Inkonzo,neutral
3470,"Ndiye ndaya kule venkile yokutyela iminyaka, kwixesha elidlulileyo inkonzo yayiyi-avareji kunye nokungahambelani kokutya.",ukutya,negative
3474,"Yintoni umahluko, inkonzo yayithuthuzela kakhulu kwaye ukutya kwakungcono kunomndilili, kodwa eyona nto yayibalasele ngokwenene yayiluluhlu lwebhiya olunamandla kwaye olubanzi.",Inkonzo,positive
3478,"Yintoni umahluko, inkonzo yayithuthuzela kakhulu kwaye ukutya kwakungcono kunomndilili, kodwa eyona nto yayibalasele ngokwenene yayiluluhlu lwebhiya olunamandla kwaye olubanzi.",uluhlu lwebhiya,positive
3482,"Yintoni umahluko, inkonzo yayithuthuzela kakhulu kwaye ukutya kwakungcono kunomndilili, kodwa eyona nto yayibalasele ngokwenene yayiluluhlu lwebhiya olunamandla kwaye olubanzi.",ukutya,positive
3486,Touch nice kakhulu ukuba kakhulu ihambelana indawo.,indawo,positive
3489,ukuphononongwa okungalunganga kuphando lwesixeko mhlawumbi kuvela kwiindawo zokutyela ezikhuphisanayo ezinomona eziqondayo ukuba ayikwazi ukukhuphisana nesimo sengqondo esihle sonke seTempile malunga nendlela efanelekileyo yokuphatha abathengi babo kunye nokuhambisa ukutya okuphezulu.,isimo sengqondo,positive
3493,ukuphononongwa okungalunganga kuphando lwesixeko mhlawumbi kuvela kwiindawo zokutyela ezikhuphisanayo ezinomona eziqondayo ukuba ayikwazi ukukhuphisana nesimo sengqondo esihle sonke seTempile malunga nendlela efanelekileyo yokuphatha abathengi babo kunye nokuhambisa ukutya okuphezulu.,ukutya,positive
3497,Ndandisandul 'ukutyelela kwam okokuqala kule ndawo kwaye andikwazi ukulinda ukubuyela emva kwaye ngokuthe ngcembe ndisebenze indlela yam ngemenyu.,imenyu,neutral
3499,Mna nentombi yam sashiya siziva sanelisekile (asigcwaliswanga) kwaye kwakuvakala kumnandi ukwazi ukuba sinesidlo sasemini esisempilweni.,isidlo sasemini,positive
3502,"Ukungatyeshelwa, inkonzo ibalasele.",Inkonzo,positive
3505,Abasebenzi yi-100% yaseNtaliyane kwaye ukutya kuyinyani njengoko kufumana.,Abasebenzi,positive
3507,Abasebenzi yi-100% yaseNtaliyane kwaye ukutya kuyinyani njengoko kufumana.,ukutya,positive
3510,I-gnocchi iyanyibilika ngokoqobo emlonyeni wakho!,kwik,positive
3513,Yonke into malunga nale ndawo iyathandeka - nkqu negumbi lokuhlambela!,igumbi lokuhlambela,positive
3516,Ngaba ndikhankanyile ukuba ikofu ibalasele?,ikofu,positive
3519,"I-Entrees ibandakanya ii-classics ezifana ne-lasagna, i-fettuccine Alfredo kunye ne-chicken parmigiana.",inkukhu parmigiana,neutral
3521,"I-Entrees ibandakanya ii-classics ezifana ne-lasagna, i-fettuccine Alfredo kunye ne-chicken parmigiana.",lasagna,neutral
3523,"I-Entrees ibandakanya ii-classics ezifana ne-lasagna, i-fettuccine Alfredo kunye ne-chicken parmigiana.",kwik,neutral
