,nso,aspect,polarities
3183,"Lefelo le ke la maemo a klae, chic, tirelo e a fiša le go amogela baeng, gomme dijo di a kgahliša.",Le dijo,positive
3187,"Pele ke dula fase, ke sa na le metsotso e mmalwa ke ya go thuša mogwera wa ka",Go Go Bar,neutral
3189,"Lefelo le, le na le leso le le botse, le le lebotse kudu. ",Go Go Sushi,positive
3192,Gape e na le dibjana tše dingwe tše mmalwa tša Sejapane tšeo di nago le theko e tlase le tše dingwe tša go swana le yummy.,Lego Ninjago Dishes,positive
3195,"10Ke a letša, le lebotse, le lebotse la go ja, le a mphodiša!",Tirelo Tirelo,positive
3199,"10Ke a letša, le lebotse, le lebotse la go ja, le a mphodiša!",Menu go,positive
3203,"10Ke a letša, le lebotse, le lebotse la go ja, le a mphodiša!",Ambiebotse,positive
3207,"10Ke a letša, le lebotse, le lebotse la go ja, le a mphodiša!",LE DIJO,positive
3209,Go be go se na bohlatse bja gore go be go na le bokgoni bja go tšweletša dijo le boleng bja dijo.,Boleng le boleng bja dijo,negative
3211,Nkabe go ka be go na le kgonagalo ya gore go be go na le 1/3 ya theko ka Afrika-Bohlabela.,bei bei,negative
3213,Go be go na le batho bao ba bego ba le ka gare ba be ba na le disutu tše dinnyane kudu.,Moeng Moeng,negative
3216,Go be go na le batho bao ba bego ba le ka gare ba be ba na le disutu tše dinnyane kudu.,Go Go Tales,negative
3219,Lefelo le le botse kudu gomme go na le kamogelo ya go tšwa go lefelo la go tšwa go lefelo la go ya go ile.,Botafogo,positive
3222,"Le ge go le bjalo, dijo le tirelo di be di hlokega kudu.",Tirelo Tirelo,negative
3225,"Le ge go le bjalo, dijo le tirelo di be di hlokega kudu.",Le dijo,negative
3228,ʻO ka ʻoluʻoluʻo a me ka hoʻoʻoluʻo a me ka ʻoPhone,Go Go Sushi,negative
3231,"Re ile ra kgopela gore re e bušetše lešela, gomme e be e bušetšwa go rena ka di-cubes tša go swana le tša go swana le tšhengwana.",Go Go Sushi,negative
3233,Bašomi ba ba bego ba letile ba be ba le godimo gomme ba se na bothata.,Leta Mošomedi,negative
3236,Les 10000 - Les Ça gomme ça le gommes ça !,Go Go Gelato - With The Kalmata Dip,positive
3239,"recommende a dit...  (trg) =""16""> Ke be ke sa kgone go dira selo se tee , ke be ke sa nyake go dira selo se tee , ke be ke sa nyake go dira selo se tee , eupša ke be ke sa nyake go dira selo se tee . Bar gonna be nice.",Felo,positive
3243,"recommende a dit...  (trg) =""16""> Ke be ke sa kgone go dira selo se tee , ke be ke sa nyake go dira selo se tee , ke be ke sa nyake go dira selo se tee , eupša ke be ke sa nyake go dira selo se tee . Bar gonna be nice.",Go Go Bar,positive
3247,"recommende a dit...  (trg) =""16""> Ke be ke sa kgone go dira selo se tee , ke be ke sa nyake go dira selo se tee , ke be ke sa nyake go dira selo se tee , eupša ke be ke sa nyake go dira selo se tee . Bar gonna be nice.",Go get'em,neutral
3249,"Go tloga ka erbazzone Emiliana go ya go motšheng wa tšhengwaneng, dibjana tše di lego ka lebenkeleng le, ka moka di šoma ka tlhokomelo ye botse.",Sebago On The Cheese Plate,positive
3251,"Go tloga ka erbazzone Emiliana go ya go motšheng wa tšhengwaneng, dibjana tše di lego ka lebenkeleng le, ka moka di šoma ka tlhokomelo ye botse.",dipitša,positive
3253,"Go tloga ka erbazzone Emiliana go ya go motšheng wa tšhengwaneng, dibjana tše di lego ka lebenkeleng le, ka moka di šoma ka tlhokomelo ye botse.",Lena Erbazzone Emiliana,positive
3255,"Ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine.",Le dijo,positive
3259,"Ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine.",Mothwalwa,positive
3263,"Ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine.",Whisky a Go Go,positive
3265,"Ga se fela dijo tša nnete, eupša bašomi ba ka ntle ga sekepe, ke ba bannyane le thebe gomme ba tseba seo ba se dirago ge go tšwetšwa dijo le beine.",Le dijo,positive
3269,"Anyway, ya gotta be 3x!",ditheko,positive
3271,Go na le lefelo le lebotse la go ba le lefelo le lebotse la go bogela dipapadi tša dipapadi.,Felo,positive
3274,Mothwadi o swanetše go netefatša gore o na le diphošo tša gago.,Mošomi wa bašomi,positive
3277,Ke lethabo le legolo leo le bego le dula le thabile ebile le ka myemyela go bagwera ba ka.,Go Go Bartender,positive
3280,Le ge e le gore ke ile ka leka go emiša ka mo go kgonegago ka moo go ka kgonegago dijo tše di nago le theko e tlase le go lefela bašomi ba ba boleta.,Mothwalwa,positive
3284,Le ge e le gore ke ile ka leka go emiša ka mo go kgonegago ka moo go ka kgonegago dijo tše di nago le theko e tlase le go lefela bašomi ba ba boleta.,Le dijo,positive
3288,Y yo le dije que no le temo a la no le dije!,Dijo tša go fihlola,negative
3291,Y yo le dije que no le temo a la no le dije!,Lego Dinnerware,negative
3294,Na ba ka phela bjang ka dijo tše di sa tlwaelelego?,Le dijo,neutral
3298,Na ba ka phela bjang ka dijo tše di sa tlwaelelego?,ditheko,negative
3302,Ke be ke nyaka kuku ye bonolo ye e sa tlwaelegago.,Go Go Steak,neutral
3305,"Ka morago ba dira sekhuruba se se omilego, sa go fiša, go dikologa le go tonya ka gare.",Go Go Crust,negative
3308,2 Go Go Boots - What a Crime!,lego cakes,negative
3311,Dijo tše di nago le phepo e kgolo kudukudu le go feta!,Le dijo,positive
3314,Dibjana di a kgahliša ebile di na le tatso ye e kgahlišago le ye e kgahlišago!,Felo,positive
3318,Dibjana di a kgahliša ebile di na le tatso ye e kgahlišago le ye e kgahlišago!,dipitša,positive
3322,Go Go Boots For Desserts! ;-),Lego Desserts,positive
3324,"Go hlompha India go bonala kudu ka mo go delectable roti canai appetizer, panpane ya go tonya ya go apea ka pungent curry dipping sauce, mola kgogo ya manko e fana ka go makatša kudu, go tšea tše di hlwekilego ka tatso le bodila.",Lego Ninjago Lego Ninjago Appetizer,positive
3328,"Go hlompha India go bonala kudu ka mo go delectable roti canai appetizer, panpane ya go tonya ya go apea ka pungent curry dipping sauce, mola kgogo ya manko e fana ka go makatša kudu, go tšea tše di hlwekilego ka tatso le bodila.",Go Go Curry Curry Dipping Sauce,positive
3330,"Go hlompha India go bonala kudu ka mo go delectable roti canai appetizer, panpane ya go tonya ya go apea ka pungent curry dipping sauce, mola kgogo ya manko e fana ka go makatša kudu, go tšea tše di hlwekilego ka tatso le bodila.",Mango A Go Go,positive
3334,1: Go ka ba le ditšhpetšo tše di itšego tša go tšhošwa.,lego casseroles,negative
3337,Go be go lokile eupša go be go se na motho yo a lokilego.,Go Go Flavors,neutral
3339,"Ba be ba le kgauswi le nna ke be ke le Mosukujane, eupša letšatšing leo ba be ba le gona.",Cherry Marscapone,neutral
3341,So ya wanna be a little kinder.,Mothwalwa,negative
3344,Dimpša tša go fiša kudu ka lefelong la boraro.,Dimpša tša go fiša,positive
3347,"Batho bao ba ratago kudu ba akaretša big Mac, Chicken McNuggets, Sandwich ya Filet-O-Fish le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Sebago McNuggets,positive
3351,"Batho bao ba ratago kudu ba akaretša big Mac, Chicken McNuggets, Sandwich ya Filet-O-Fish le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Lego Ninjago - Lego Sandwich,positive
3355,"Batho bao ba ratago kudu ba akaretša big Mac, Chicken McNuggets, Sandwich ya Filet-O-Fish le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Di-sed-sa-sed-sa-go,neutral
3359,"Batho bao ba ratago kudu ba akaretša big Mac, Chicken McNuggets, Sandwich ya Filet-O-Fish le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Lego Ninjago Lego French Fros,positive
3363,"Batho bao ba ratago kudu ba akaretša big Mac, Chicken McNuggets, Sandwich ya Filet-O-Fish le fries ya McDonald's french; Go na le mehuta ye mebe ya go swana le di-salate tše di šupilwego ka gare le tšona di a hwetšagala.",Big Mac,positive
3367,Dijo tša go swana le dikuku tša go fiša le dikuku tša maswi di hwetšagala go ya go ja dijo tša go fihlola.,lego cakes hots,neutral
3370,Dijo tša go swana le dikuku tša go fiša le dikuku tša maswi di hwetšagala go ya go ja dijo tša go fihlola.,Dijo tša go fihlola,neutral
3372,Dijo tša go swana le dikuku tša go fiša le dikuku tša maswi di hwetšagala go ya go ja dijo tša go fihlola.,lego mcmuffin lego sandwich,neutral
3375,"Go na le moo, go na le dithekišo tša godimo, theko ya godimo ya afrika.",Mothwalwa,negative
3379,"Go na le moo, go na le dithekišo tša godimo, theko ya godimo ya afrika.",ditheko,negative
3383,"Ka mehla, molaodiši yo a mo nyakago, o na le talente ya nnete le moroma wa nnete.",Lego Boss,positive
3386,"Dijo tša gagwe di na le mohola (le ge e le gore ga di na tšhelete ya go feta R30,000 go fihla go 14).",Alago - Alago,positive
3390,"Dijo tša gagwe di na le mohola (le ge e le gore ga di na tšhelete ya go feta R30,000 go fihla go 14).",Go Ina Go,positive
3392,"Dijo tša gagwe di na le mohola (le ge e le gore ga di na tšhelete ya go feta R30,000 go fihla go 14).",Le dijo,positive
3396,"Ntlo ye e na le lefelo le le botse, le le telele la go nwa.",Dino Dino,neutral
3398,"Ntlo ye e na le lefelo le le botse, le le telele la go nwa.",Lego Room,positive
3402,"Ntlo ye e na le lefelo le le botse, le le telele la go nwa.",lego space,positive
3406,"Ntlo ye e na le lefelo le le botse, le le telele la go nwa.",Go Long Bar,positive
3410,Go For Seafood 2,Go go go pour les dos,positive
3412,"Le ge go na le batho ba babedi bao ba swerwego ke tlala, go na le dijo tše ntši tšeo di swanetšego go tlošwa legaeng la gago (le gona).",Le dijo,positive
3415,"Ka moka ga bona ba na le maatla a go dira dilo tše di lokilego, gomme Ba-Syria ba na le maatla.",Lena Sangria,positive
3419,"Ka moka ga bona ba na le maatla a go dira dilo tše di lokilego, gomme Ba-Syria ba na le maatla.",Anke Apeters,positive
3423,Tirelo gantši e lokile.,Tirelo Tirelo,positive
3426,Sebopego se se botse kudu ebile se a kgahliša.,Lego Design,positive
3429,Dijo e be e le tša go kgahliša e bile e le tša boikgopolelo.,Le dijo,positive
3432,Ba bangwe ba na le mošomo wo montši gomme le bona ba bonala ba le bose.,Mothwalwa,positive
3435,"E be e le letšatši le lebotse la go ja, le ge go le bjalo, ke ile ka boela gape beke ye e swanago.",Phihlelo ya dijo,positive
3438,"Dijo tše di bose kudu, di dirilwe ka tsela e bonolo, di be di le bonolo.",Le dijo,positive
3441,"10Ba tla hwela lešokeng,",lego deserts,positive
3444,The lone argentina chorizo appetizer ka $8.95 e be e le tšie e boima ya tatso ya Setaliana go swana le yeo e rekišwago ka $2.99/lb ka lebenkeleng.,Sebago Chorizo Appetizer,negative
3446,The lone argentina chorizo appetizer ka $8.95 e be e le tšie e boima ya tatso ya Setaliana go swana le yeo e rekišwago ka $2.99/lb ka lebenkeleng.,ʻO ka ʻoʻo ʻo ʻO Kaʻina Italy,negative
3449,"E na le mmino wo mobotse, di-tapas, kgetho ye e kgahlišago ya beine (gagolo Se-Spain) le morekiši wa fase wa hip hip neighborhood.",Go Go Wine (2010),positive
3451,"E na le mmino wo mobotse, di-tapas, kgetho ye e kgahlišago ya beine (gagolo Se-Spain) le morekiši wa fase wa hip hip neighborhood.",lego tapas,positive
3455,"E na le mmino wo mobotse, di-tapas, kgetho ye e kgahlišago ya beine (gagolo Se-Spain) le morekiši wa fase wa hip hip neighborhood.",Cliente Moka,positive
3459,"E na le mmino wo mobotse, di-tapas, kgetho ye e kgahlišago ya beine (gagolo Se-Spain) le morekiši wa fase wa hip hip neighborhood.",Momino Momino,positive
3463,Se bohlokwa kudu ke gore theko ya yona e ka ba ya nnete.,theko ya theko,positive
3466,"Ke tšere mengwaga ye mentši ke eya lebenkeleng la go rekiša dijo, gomme go be go na le dijo tšeo di bego di le gona.",Tirelo Tirelo,neutral
3470,"Ke tšere mengwaga ye mentši ke eya lebenkeleng la go rekiša dijo, gomme go be go na le dijo tšeo di bego di le gona.",Le dijo,negative
3474,"Go be go na le phapano ye kaakang, dijo di be di le kaone go feta palogare, eupša seo se bego se le gona e be e le lenaneo le le tiilego le le tseneletšego la biri.",Tirelo Tirelo,positive
3478,"Go be go na le phapano ye kaakang, dijo di be di le kaone go feta palogare, eupša seo se bego se le gona e be e le lenaneo le le tiilego le le tseneletšego la biri.",lego beer list,positive
3482,"Go be go na le phapano ye kaakang, dijo di be di le kaone go feta palogare, eupša seo se bego se le gona e be e le lenaneo le le tiilego le le tseneletšego la biri.",Le dijo,positive
3486,Nice touching that's gonna be a long set.,Felo,positive
3489,Dinyakišišo tše di fošagetšego mabapi le dinyakišišo tša toropokgolo e ka ba go ba le dijo tše di kgahlišago tšeo di sa kgonego go gwerana le batho bao ba lemogago gore ba ka se kgone go ba le maikutlo a mabotse ka ga tsela ya maleba ya go swara bareki ba bona le go fana ka dijo tša boleng bjo bobotse.,Y yo le dimelo,positive
3493,Dinyakišišo tše di fošagetšego mabapi le dinyakišišo tša toropokgolo e ka ba go ba le dijo tše di kgahlišago tšeo di sa kgonego go gwerana le batho bao ba lemogago gore ba ka se kgone go ba le maikutlo a mabotse ka ga tsela ya maleba ya go swara bareki ba bona le go fana ka dijo tša boleng bjo bobotse.,Le dijo,positive
3497,Ke be ke sa tšwa go etela lefelo la ka la mathomo gomme ke sa kgone go šoma le go šoma ka lebelo la go ya go ile.,Menu go,neutral
3499,Nna le mosadi wa ka re ile ra ikwa re thabile kudu ( e bile re ikwa re thabile kudu ka gore re be re na le dijo tša bose.,Dijo tša go fihlola,positive
3502,"Go se hlokomologe, tirelo ke ye botse kudu.",Tirelo Tirelo,positive
3505,"100% ya dijo tša afrika ke tša nnete, gomme dijo tša tšona ke tša nnete.",Mothwalwa,positive
3507,"100% ya dijo tša afrika ke tša nnete, gomme dijo tša tšona ke tša nnete.",Le dijo,positive
3510,Y yo le hago a la tomos!,Lego Ninjago,positive
3513,"Le ge e le gabotse, go na le dilo tše di kgahlišago kudukudu - le ge e le ka phapošing ya boithomelo!",Lego Bathroom,positive
3516,Na ke be ke nagana gore kofi e a nkga?,Cafe Moka,positive
3519,"Entrees di akaretša di classics go swana le lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Piše se parmigina,neutral
3521,"Entrees di akaretša di classics go swana le lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Lasagna Moka,neutral
3523,"Entrees di akaretša di classics go swana le lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Go Ina Go,neutral
3525,"Entrees di akaretša di classics go swana le lasagna, fettuccine Alfredo le parmigiana ya dikgogo.",Sebago Alfredo,neutral
3527,"Le ge go le bjalo, e be e le tatso ye kaonekaone.",Go Go Taste,negative
