,sn,aspect,polarities
3166,I love vaporwave!,lobster ravioli,positive
3169,"Isu nguva pfupi yapfuura takapedza New Year's Eve paresitorendi, uye takanga tine ruzivo rwakakura, kubva kune waini kusvika kune dessert menu.",dessert menyu,positive
3172,"Isu nguva pfupi yapfuura takapedza New Year's Eve paresitorendi, uye takanga tine ruzivo rwakakura, kubva kune waini kusvika kune dessert menu.",waini,positive
3175,"Nzvimbo iyi classy, chic, basa rinodziya uye mutsa, uye zvokudya zvinoshamisa.",nzvimbo,positive
3179,"Nzvimbo iyi classy, chic, basa rinodziya uye mutsa, uye zvokudya zvinoshamisa.",basa,positive
3183,"Nzvimbo iyi classy, chic, basa rinodziya uye mutsa, uye zvokudya zvinoshamisa.",zvokudya,positive
3187,Ndaifanira kumirira shamwari yangu kubhawa kwemaminitsi mashoma,bhaa,neutral
3189,"Nzvimbo iyi ine sushi yakanaka, uye inonaka CHEAP. ",sushi,positive
3192,Iyo inewo mijenya yezvimwe zvokudya zveKorea zvinodhura uye zvakafanana neyummy.,Zvidya zveKorea,positive
3195,"Zvinoshamisa menyu, inodziya kukoka ambiance, basa guru iyo FOOD inondichengeta ndichidzoka!",basa,positive
3199,"Zvinoshamisa menyu, inodziya kukoka ambiance, basa guru iyo FOOD inondichengeta ndichidzoka!",menyu,positive
3203,"Zvinoshamisa menyu, inodziya kukoka ambiance, basa guru iyo FOOD inondichengeta ndichidzoka!",ambiance,positive
3207,"Zvinoshamisa menyu, inodziya kukoka ambiance, basa guru iyo FOOD inondichengeta ndichidzoka!",ZVOKUDYA,positive
3209,Haana kuita sekuedza kupi nokupi kwakaitwa kuratidzwa uye kunaka kwezvokudya.,Ratidza uye unhu hwezvokudya,negative
3211,Aigona kunge ane nani 1/3 mutengo muChinatown.,mutengo,negative
3213,Host naHostess vakanga vakashata zvikuru.,Host,negative
3216,Host naHostess vakanga vakashata zvikuru.,Hostess,negative
3219,"mhepo yakanaka kwazvo, uye kugamuchirwa kupukunyuka kubva kune imwe SI mall.",mhepo,positive
3222,"Zvisinei, zvokudya uye basa uye zvinoshamisa kushaikwa.",basa,negative
3225,"Zvisinei, zvokudya uye basa uye zvinoshamisa kushaikwa.",zvokudya,negative
3228,Sushi inochekwa mumabhuroka makuru kupfuura foni yangu.,sushi,negative
3231,"Takakumbira ivo zvakare slice sushi, uye yakadzoserwa kwatiri mune diki chizi-kufanana cubes.",sushi,negative
3233,Vashandi vekumirira vakanga vane ruzha uye vasina hanya.,mirira vashandi,negative
3236,The French fries -- pamwe kalmata dip zvakanga zvinotyisa!,French fries -- ne kalmata dip,positive
3239,"Inokurudzirwa zvikuru ...  Sezvakataurwa, handina kudya * mu * resitorendi asi ndakamira ipapo kutora takeout uye zvinoita senzvimbo inozorodza zvikuru; Uyewo, bhaa rinotaridzika zvakanaka.",nzvimbo,positive
3243,"Inokurudzirwa zvikuru ...  Sezvakataurwa, handina kudya * mu * resitorendi asi ndakamira ipapo kutora takeout uye zvinoita senzvimbo inozorodza zvikuru; Uyewo, bhaa rinotaridzika zvakanaka.",bhaa,positive
3247,"Inokurudzirwa zvikuru ...  Sezvakataurwa, handina kudya * mu * resitorendi asi ndakamira ipapo kutora takeout uye zvinoita senzvimbo inozorodza zvikuru; Uyewo, bhaa rinotaridzika zvakanaka.",takeout,neutral
3249,"Kubva kune erbazzone emiliana kusvika kune mostarda pane chizi ndiro, zvidya pane iyi resitorendi zvose zvinobatwa nekungwarira kwakaoma.",Mostarda pane chizi ndiro,positive
3251,"Kubva kune erbazzone emiliana kusvika kune mostarda pane chizi ndiro, zvidya pane iyi resitorendi zvose zvinobatwa nekungwarira kwakaoma.",ndiro,positive
3253,"Kubva kune erbazzone emiliana kusvika kune mostarda pane chizi ndiro, zvidya pane iyi resitorendi zvose zvinobatwa nekungwarira kwakaoma.",Erbazzone Emiliana,positive
3255,"Kwete chete chikafu chechokwadi, asi vashandi pano vanenge vari kure-chikepe, ivo vaduku uye hudyu uye vanoziva zvavari kuita kana totaura nezvekudya uye waini.",zvokudya,positive
3259,"Kwete chete chikafu chechokwadi, asi vashandi pano vanenge vari kure-chikepe, ivo vaduku uye hudyu uye vanoziva zvavari kuita kana totaura nezvekudya uye waini.",vashandi,positive
3263,"Kwete chete chikafu chechokwadi, asi vashandi pano vanenge vari kure-chikepe, ivo vaduku uye hudyu uye vanoziva zvavari kuita kana totaura nezvekudya uye waini.",waini,positive
3265,"Kwete chete chikafu chechokwadi, asi vashandi pano vanenge vari kure-chikepe, ivo vaduku uye hudyu uye vanoziva zvavari kuita kana totaura nezvekudya uye waini.",zvokudya,positive
3269,"Chero kupi zvako, mitengo yaizova 3x seyakakwira!",mitengo,positive
3271,Ane ushamwari hwemhuri yemunharaunda asi inzvimbo yakanaka yekuona zviitiko zvemitambo.,nzvimbo,positive
3274,Vashandi vari accomodating nechokwadi uri satified.,Vashandi,positive
3277,Sweet Irish bartender anogara achifara uye anokwanisa kuunza kunyemwerera kushamwari dzangu a chiso changu.,bartender,positive
3280,Kunyange zvazvo ndakatamira kumusoro kweguta ndinoedza kumira kakawanda sezvinobvira kune GREAT cheap food uye kubhadhara vashandi vane ushamwari kushanya.,vashandi,positive
3284,Kunyange zvazvo ndakatamira kumusoro kweguta ndinoedza kumira kakawanda sezvinobvira kune GREAT cheap food uye kubhadhara vashandi vane ushamwari kushanya.,zvokudya,positive
3288,"Kuzvitutumadza uye kusina kukodzera sei kuti MJ Grill inotaura kuti inopa simba, masikati uye kudya kwemanheru!",Kudya kwemasikati,negative
3291,"Kuzvitutumadza uye kusina kukodzera sei kuti MJ Grill inotaura kuti inopa simba, masikati uye kudya kwemanheru!",Kudya kwemanheru,negative
3294,Vanogona sei kupukunyuka kushumira mediocre zvokudya pamitengo yakawandisa?!,zvokudya,neutral
3298,Vanogona sei kupukunyuka kushumira mediocre zvokudya pamitengo yakawandisa?!,mitengo,negative
3302,Ndakakumbira nyore svikiro kashoma steak.,steak,neutral
3305,"Ipapo nenzira yakati vakaita ruvara rwakaoma uye rwakatsva, rwakapoteredza mukati usina kugadzirwa uye unotonhora.",crust,negative
3308,Steaks mbiri dzakaparadzwa - imhosva yakadini!,steaks,negative
3311,"Great Restaurant, uye kunyange zvokudya zvikuru!",zvokudya,positive
3314,Ndiro dzacho dzinonaka zvinoshamisa uye nzvimbo yakadaro yakanaka uye yepedyo!,nzvimbo,positive
3318,Ndiro dzacho dzinonaka zvinoshamisa uye nzvimbo yakadaro yakanaka uye yepedyo!,ndiro,positive
3322,Chengetedza nzvimbo ye desserts! ;-),desserts,positive
3324,"Kuremekedza kuIndia kunonyanya kuonekwa mune delectable roti canai appetizer, pancake yakagochwa inoshandiswa ne pungent curry dipping sauce, nepo huku yemango inopa zvinoshamisa zvakanyanya, zvitsva zvinotora zvinotapira-uye-zvakasviba.",Roti Canai Appetizer,positive
3328,"Kuremekedza kuIndia kunonyanya kuonekwa mune delectable roti canai appetizer, pancake yakagochwa inoshandiswa ne pungent curry dipping sauce, nepo huku yemango inopa zvinoshamisa zvakanyanya, zvitsva zvinotora zvinotapira-uye-zvakasviba.",Fried pancake inoshandiswa ne pungent curry dipping sauce,positive
3330,"Kuremekedza kuIndia kunonyanya kuonekwa mune delectable roti canai appetizer, pancake yakagochwa inoshandiswa ne pungent curry dipping sauce, nepo huku yemango inopa zvinoshamisa zvakanyanya, zvitsva zvinotora zvinotapira-uye-zvakasviba.",Mango huku,positive
3334,Chimwe chinhu chinokosha: Zvimwe zvezvikwambo zvakakomberedzwa zvinogona kuva chinhu chisina basa chine hasha.,Curried casseroles,negative
3337,"Zvakanga zvakanaka, asi hapana chimwe chezvinonhuwira WOW.",Flavors,neutral
3339,"Pedyo zvikuru ndakasvika yaiva Cherry Marscapone, asi vakanga vasipo zuva iroro.",Cherry Marscapone,neutral
3341,Vashandi vanofanira kuva zvishoma ushamwari.,vashandi,negative
3344,Best inopisa imbwa munharaunda tri-nyika.,imbwa dzinopisa,positive
3347,"All-nguva kufarira zvinosanganisira Big Mac, Chicken McNuggets, Filet-O-Fish sandwich uye McDonald akakurumbira French fries; Lighter nzira dzakafanana entree-saizi saladi dziripowo.",Chicken McNuggets,positive
3351,"All-nguva kufarira zvinosanganisira Big Mac, Chicken McNuggets, Filet-O-Fish sandwich uye McDonald akakurumbira French fries; Lighter nzira dzakafanana entree-saizi saladi dziripowo.",Filet-O-Fish sandwich,positive
3355,"All-nguva kufarira zvinosanganisira Big Mac, Chicken McNuggets, Filet-O-Fish sandwich uye McDonald akakurumbira French fries; Lighter nzira dzakafanana entree-saizi saladi dziripowo.",Vape Salads,neutral
3359,"All-nguva kufarira zvinosanganisira Big Mac, Chicken McNuggets, Filet-O-Fish sandwich uye McDonald akakurumbira French fries; Lighter nzira dzakafanana entree-saizi saladi dziripowo.",McDonald's yakakurumbira french fries,positive
3363,"All-nguva kufarira zvinosanganisira Big Mac, Chicken McNuggets, Filet-O-Fish sandwich uye McDonald akakurumbira French fries; Lighter nzira dzakafanana entree-saizi saladi dziripowo.",Big Mac,positive
3367,Zvipiriso zvakafanana nemakeke anopisa uye Egg McMuffin sandwich inowanikwa kudya kwemangwanani.,makeke anopisa,neutral
3370,Zvipiriso zvakafanana nemakeke anopisa uye Egg McMuffin sandwich inowanikwa kudya kwemangwanani.,chisvusvuro,neutral
3372,Zvipiriso zvakafanana nemakeke anopisa uye Egg McMuffin sandwich inowanikwa kudya kwemangwanani.,Egg McMuffin sandwich,neutral
3375,"Vashandi vanozvikudza, mitengo yacho yakakwirira zvikuru nokuda kweBrooklyn.",vashandi,negative
3379,"Vashandi vanozvikudza, mitengo yacho yakakwirira zvikuru nokuda kweBrooklyn.",mitengo,negative
3383,"Chef Vincenzo, nguva dzose ikoko kana uchimuda, tarenda chairo uye muRoma chaiye.",Chef,positive
3386,"Zvokudya zvake zvakaisvonaka (uye zvisingadhuri ne NYC mitemo- hapana entrees pamusoro pe $ 30, vakawanda appetizers $ 12 kusvika 14).",appetizers,positive
3390,"Zvokudya zvake zvakaisvonaka (uye zvisingadhuri ne NYC mitemo- hapana entrees pamusoro pe $ 30, vakawanda appetizers $ 12 kusvika 14).",entrees,positive
3392,"Zvokudya zvake zvakaisvonaka (uye zvisingadhuri ne NYC mitemo- hapana entrees pamusoro pe $ 30, vakawanda appetizers $ 12 kusvika 14).",zvokudya,positive
3396,"Iyo kamuri inoyevedza, bi-level nzvimbo uye yakareba bhaa yakakwana kunwa.",inwa,neutral
3398,"Iyo kamuri inoyevedza, bi-level nzvimbo uye yakareba bhaa yakakwana kunwa.",kamuri,positive
3402,"Iyo kamuri inoyevedza, bi-level nzvimbo uye yakareba bhaa yakakwana kunwa.",bi-pamwero nzvimbo,positive
3406,"Iyo kamuri inoyevedza, bi-level nzvimbo uye yakareba bhaa yakakwana kunwa.",refu bhaa,positive
3410,Enda kune Seafood Paella kwevaviri.,Seafood Paella yevaviri,positive
3412,Kunyangwe kune vanhu vaviri vane nzara chaizvo pane zvokudya zvakawanda zvakasara kuti zviendeswe kumba (zvinodziya chaizvoizvo zvakanaka zvakare).,zvokudya,positive
3415,Zvose zveapetizers zvakanaka uye Sangria yakanaka kwazvo.,Sangria,positive
3419,Zvose zveapetizers zvakanaka uye Sangria yakanaka kwazvo.,apetizers,positive
3423,Basa rinowanzova rakanaka.,Basa,positive
3426,The magadzirirwo chaizvo pedyo uye kudanana.,Dhizaini,positive
3429,Chikafu chacho chaishamisa uye chaifungidzira.,zvokudya,positive
3432,Vashandi vanopinza zvikuru uye vanotaridzika zvakanaka zvakare.,vashandi,positive
3435,"Chakanga chiri chiitiko chakanaka chokudya, zvokuti ndakadzoka zvakare vhiki imwe cheteyo.",Kudya ruzivo,positive
3438,"Chikafu chacho chinoshamisa, chakagadzirwa nounyanzvi uye chinonaka chete.",zvokudya,positive
3441,Chengetedza nzvimbo yemagwenga - ivo vanofanira kufa.,magwenga,positive
3444,The chete argentine chorizo appetizer pa $ 8.95 akanga rinorema fennel flavored Italian sadza kufanana avo kuti kutengesa $ 2.99 / lb pachitoro.,Argentine Chorizo appetizer,negative
3446,The chete argentine chorizo appetizer pa $ 8.95 akanga rinorema fennel flavored Italian sadza kufanana avo kuti kutengesa $ 2.99 / lb pachitoro.,fennel flavored Italian sadza,negative
3449,"Iyo ine mimhanzi yakanaka, tapas yakanaka, inonakidza sarudzo yewaini (kunyanya Spanish) uye lowkey hip neighborhood clientele.",Kusarudzwa kwewaini (kunyanya Spanish),positive
3451,"Iyo ine mimhanzi yakanaka, tapas yakanaka, inonakidza sarudzo yewaini (kunyanya Spanish) uye lowkey hip neighborhood clientele.",tapas,positive
3455,"Iyo ine mimhanzi yakanaka, tapas yakanaka, inonakidza sarudzo yewaini (kunyanya Spanish) uye lowkey hip neighborhood clientele.",vatengi,positive
3459,"Iyo ine mimhanzi yakanaka, tapas yakanaka, inonakidza sarudzo yewaini (kunyanya Spanish) uye lowkey hip neighborhood clientele.",mimhanzi,positive
3463,"Chinonyanya kukosha, mutengo unonzwisisika.",mutengo,positive
3466,"Ndave ndichienda kuresitorendi iyi kwemakore, munguva yakapfuura basa raive avhareji uye chikafu chisina basa.",basa,neutral
3470,"Ndave ndichienda kuresitorendi iyi kwemakore, munguva yakapfuura basa raive avhareji uye chikafu chisina basa.",zvokudya,negative
3474,"Musiyano wakadini, basa racho rakanga richinyaradza zvikuru uye zvokudya zvakanga zviri nani kupfuura avhareji, asi izvo chaizvoizvo zvakamira kunze zvakanga zvakadaro zvine simba uye zvakakura doro.",basa,positive
3478,"Musiyano wakadini, basa racho rakanga richinyaradza zvikuru uye zvokudya zvakanga zviri nani kupfuura avhareji, asi izvo chaizvoizvo zvakamira kunze zvakanga zvakadaro zvine simba uye zvakakura doro.",doro mazita,positive
3482,"Musiyano wakadini, basa racho rakanga richinyaradza zvikuru uye zvokudya zvakanga zviri nani kupfuura avhareji, asi izvo chaizvoizvo zvakamira kunze zvakanga zvakadaro zvine simba uye zvakakura doro.",zvokudya,positive
3486,Kubata kwakanaka kwazvo kunonyatsokodzera nzvimbo.,nzvimbo,positive
3489,iyo yakaipa yekuongorora pakutsvaga kweguta zvichida inobva kune godo rinokwikwidza maresitorendi vanoziva kuti havagoni kukwikwidzana neTemberi yose mafungiro akanaka pamusoro penzira yakakodzera yekubata vatengi vavo uye kuendesa chikafu chepamusoro.,mafungiro,positive
3493,iyo yakaipa yekuongorora pakutsvaga kweguta zvichida inobva kune godo rinokwikwidza maresitorendi vanoziva kuti havagoni kukwikwidzana neTemberi yose mafungiro akanaka pamusoro penzira yakakodzera yekubata vatengi vavo uye kuendesa chikafu chepamusoro.,zvokudya,positive
3497,Ini ndakangove nekushanyira kwangu kwekutanga kunzvimbo ino uye handigoni kumirira kudzokera shure uye zvishoma nezvishoma kushanda nzira yangu kuburikidza nemenyu.,menyu,neutral
3499,Ini nemwanasikana wangu takasiya tichigutsikana (kwete kuzadzwa) uye zvainzwa zvakanaka kuziva kuti taiva nezvokudya zvemasikati zvine utano.,Kudya kwemasikati,positive
3502,"Kwete kufuratirwa, basa racho rakaisvonaka.",basa,positive
3505,Vashandi vari 100% Italian uye zvokudya sezvo zvechokwadi sezvo zvinowana.,vashandi,positive
3507,Vashandi vari 100% Italian uye zvokudya sezvo zvechokwadi sezvo zvinowana.,zvokudya,positive
3510,Iyo gnocchi chaizvoizvo inonyungudika mumuromo mako!,gnocchi,positive
3513,Zvose pamusoro penzvimbo iyi zvinoyevedza - kunyange imba yekugezera!,yokugezera,positive
3516,Ndakataura here kuti kofi iri OUTSTANDING?,kofi,positive
3519,"Entrees inosanganisira classics senge lasagna, fettuccine Alfredo uye huku parmigiana.",huku parmigiana,neutral
3521,"Entrees inosanganisira classics senge lasagna, fettuccine Alfredo uye huku parmigiana.",lasagna,neutral
3523,"Entrees inosanganisira classics senge lasagna, fettuccine Alfredo uye huku parmigiana.",Entrees,neutral
3525,"Entrees inosanganisira classics senge lasagna, fettuccine Alfredo uye huku parmigiana.",fettuccine Alfredo,neutral
3527,Chakaipisisa kunyange zvakadaro chakanga chiri kuravira.,Kuravira,negative
