,run,aspect,polarities
3339,"Uwa mbere najanywe n'uwo muji wa Mars, ariko uwo musi barawuvuyemwo.",Chers amis marscapone,neutral
3341,Abakozi bo mu biro barakwiye kurushiriza kuba abagenzi.,umukozi,negative
3344,Imbwa nziza kurusha izindi mu ntara ya Cibitoke,Imbwa zishushe,positive
3347,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ido n'ido ry'ido",Nefise McNggets,positive
3351,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ido n'ido ry'ido",E-fise sa-fise,positive
3355,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ido n'ido ry'ido",Entrée-sized Salads None,neutral
3359,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ido n'ido ry'ido",Freya Swimwear Fris,positive
3363,"Mu bakunda ibihe vyose harimwo Big Mac, Chicken McNuggets, Filet-O-Fish hamwe na McDonald's rurangiranwa mu Bufaransa; Hari kandi n'uburyo bw'ido n'ido ry'ido",Big Mac,positive
3367,Inyama z'ibise n'impeke nk'iy'amagi y'inyabu n'iy'icupa rya mu gitondo zigurishwa mu gitondo.,hot bite cakes,neutral
3370,Inyama z'ibise n'impeke nk'iy'amagi y'inyabu n'iy'icupa rya mu gitondo zigurishwa mu gitondo.,Ifunguro rya mugitondo,neutral
3372,Inyama z'ibise n'impeke nk'iy'amagi y'inyabu n'iy'icupa rya mu gitondo zigurishwa mu gitondo.,Eko Nwabu,neutral
3375,"Ivyo biguma biduga, ibiciro vy'u Burundi biri hejuru cane.",umukozi,negative
3379,"Ivyo biguma biduga, ibiciro vy'u Burundi biri hejuru cane.",Ibiciro,negative
3383,"Mutama Jean Paul, iyo agukeneye, ni umuntu w'inkerebutsi nyakuri kandi ni umuroma nyawe.",bosho boho,positive
3386,"Iyo nyota ni nziza cane (kandi ntihenze ku mafaranga y'amarundi arenga 30,000,000,000.000.000.000.000 FBU)",Ahumada Ahumada,positive
3390,"Iyo nyota ni nziza cane (kandi ntihenze ku mafaranga y'amarundi arenga 30,000,000,000.000.000.000.000 FBU)",Ashika Ashika,positive
3392,"Iyo nyota ni nziza cane (kandi ntihenze ku mafaranga y'amarundi arenga 30,000,000,000.000.000.000.000 FBU)",Nutrizione,positive
3396,Ni ahantu heza cane kandi hanini cane kandi hari ahantu heza ho kunywa.,vyara,neutral
3398,Ni ahantu heza cane kandi hanini cane kandi hari ahantu heza ho kunywa.,Camarero,positive
3402,Ni ahantu heza cane kandi hanini cane kandi hari ahantu heza ho kunywa.,Bis-Level Space None None,positive
3406,Ni ahantu heza cane kandi hanini cane kandi hari ahantu heza ho kunywa.,bar cane,positive
3410,2-02-2016 17 2: 12 Eje,Seafood Paella - Two Two,positive
3412,"Ariko rero, mu gihe abantu babiri bashonje cane, hari ibifungurwa vyinshi vyo mu bwoko bw'ibifungurwa.",Nutrizione,positive
3415,"Apetizers zose ni nziza, kandi sangria ni nziza cane.",Srashika,positive
3419,"Apetizers zose ni nziza, kandi sangria ni nziza cane.",Apetizers None None,positive
3423,"Muri rusangi, gukorera abandi ni vyiza.",Ahumada,positive
3426,Iyo sanamu ni iy'urukundo kandi ifitaniye isano cane.,Design none none,positive
3429,Ivyo bifungurwa vyari biryoshe cane kandi biteye igomwe.,Nutrizione,positive
3432,Abo banyeshure na bo nyene barasa neza.,umukozi,positive
3435,"Ivyo bintu vyari bihimbaye cane, ku buryo nasubiyeyo muri iyi ndwi nyene.",Nutrizine,positive
3438,"Ivyo kurya ni vyiza cane, kandi ni vyiza cane.",Nutrizione,positive
3441,22-02-2016 - Bazooka Bazooka,Deserts Swimwear,positive
3444,Iyo chorizoetizer yo muri Argentine iri ku madolari 8.95 y'amadolari y'Amerika yari ivanze n'imyenge y'ubutaliyano nk'iyo igura amadolari 2.99/200 kw'isoko.,arjantine cocubano cocubano,negative
3446,Iyo chorizoetizer yo muri Argentine iri ku madolari 8.95 y'amadolari y'Amerika yari ivanze n'imyenge y'ubutaliyano nk'iyo igura amadolari 2.99/200 kw'isoko.,Eko Eko,negative
3449,"Ni indirimbo nziza cane, indirimbo nziza, iryoshe, nziza",Zabibu (cane cane),positive
3451,"Ni indirimbo nziza cane, indirimbo nziza, iryoshe, nziza",Tapas None None,positive
3455,"Ni indirimbo nziza cane, indirimbo nziza, iryoshe, nziza",Umukiriya,positive
3459,"Ni indirimbo nziza cane, indirimbo nziza, iryoshe, nziza",umuzika,positive
3463,"Igihambaye kuruta, ni uko umuntu avyimvye ku rugero runaka.",Qiavya Price,positive
3466,"Naramaze imyaka myinshi nja muri iyo resitora, mu gihe c'icibutso c'uburimyi n'ubworo bw'ibifungurwa.",Ahumada,neutral
3470,"Naramaze imyaka myinshi nja muri iyo resitora, mu gihe c'icibutso c'uburimyi n'ubworo bw'ibifungurwa.",Nutrizione,negative
3474,"Ico bikoze, ico kinyobwa cari kiryoshe cane, kandi ico kinyobwa cari gisumvya inguvu, ariko igifungurwa cari ngirakamaro cane kandi c'agaciro kanini cane.",Ahumada,positive
3478,"Ico bikoze, ico kinyobwa cari kiryoshe cane, kandi ico kinyobwa cari gisumvya inguvu, ariko igifungurwa cari ngirakamaro cane kandi c'agaciro kanini cane.",Listvyanka Beer Listvyanka,positive
3482,"Ico bikoze, ico kinyobwa cari kiryoshe cane, kandi ico kinyobwa cari gisumvya inguvu, ariko igifungurwa cari ngirakamaro cane kandi c'agaciro kanini cane.",Nutrizione,positive
3486,Nice cane seat cane best cane seat.,Icaro,positive
3489,"Abo banyeshure bo mu gisagara ca Bujumbura bavuga ko bashobora kuba bafise inshari zijanye n'uburyo bwiza bwo kwitegurira amatora y'2020, bagaca bibaza ko badakwiye guhiganwa n'abadandaza b'inshari.",Imyumvire,positive
3493,"Abo banyeshure bo mu gisagara ca Bujumbura bavuga ko bashobora kuba bafise inshari zijanye n'uburyo bwiza bwo kwitegurira amatora y'2020, bagaca bibaza ko badakwiye guhiganwa n'abadandaza b'inshari.",Nutrizione,positive
3497,"Naragiye muri ico kibanza ubwa mbere, kandi sinashobora kurindira ko nsubira inyuma, nca nca nja ku meza.",menu none,neutral
3499,Jewe n'umukenyezi wanje twahavuye twumva duhimbawe no kwumva ko duhimbawe no gufungura neza.,Ifunguro rya saa sita,positive
3502,"Ntidukwiye kwirengagizwa, serivisi ni nziza cane.",Ahumada,positive
3505,Ubutaliyano ni 100% kandi ivyo bifungurwa ni ukuri.,umukozi,positive
3507,Ubutaliyano ni 100% kandi ivyo bifungurwa ni ukuri.,Nutrizione,positive
3510,Hahahahahahahahahahahahahahahaha,gnoki gnoki,positive
3513,"Ibintu vyose biri muri iyi nzu ni ibintu bihimbaye, mbere no mu nzu y'ubudandazi!",Nusugi Nusu,positive
3516,Noba nari nzi ko icayi ari ikintu kidasanzwe?,cafetera,positive
3519,"Muri izo harimwo n'izisanzwe nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",Parmigiana Chicken Parmigiana,neutral
3521,"Muri izo harimwo n'izisanzwe nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",Lashari,neutral
3523,"Muri izo harimwo n'izisanzwe nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",Ashika Ashika,neutral
3525,"Muri izo harimwo n'izisanzwe nka lasagna, fettuccine Alfredo na parmigiana y'inkoko.",Nsubuga Alfredo,neutral
3527,"Ariko rero, ikintu kibi kuruta ibindi cari ico ari co cari ikintu ciza kuruta ibindi vyose.",Shoba Ewa,negative
